phi	r	period	raio_max	px_mean
.00000000000000e+00	1.00000000000000e+00	1.73396596641147e+03	7.14787849349589e-01	-1.97913987703057e+01
.00000000000000e+00	1.10000000000000e+00	1.73330176621805e+03	7.88915207834432e-01	-1.97478132240168e+01
.00000000000000e+00	1.20000000000000e+00	1.74104190833140e+03	8.63880666965018e-01	-1.97000294711645e+01
.00000000000000e+00	1.30000000000000e+00	1.73917807691656e+03	9.39038032281470e-01	-1.96482528990962e+01
.00000000000000e+00	1.40000000000000e+00	1.73110899657832e+03	1.01638341675052e+00	-1.95923458308806e+01
.00000000000000e+00	1.50000000000000e+00	1.73412652169970e+03	1.09436986410798e+00	-1.95324678310781e+01
.00000000000000e+00	1.60000000000000e+00	1.71337817698450e+03	1.17408504976861e+00	-1.94684751332223e+01
.00000000000000e+00	1.70000000000000e+00	1.75152643078749e+03	1.25505885318202e+00	-1.94002254949973e+01
.00000000000000e+00	1.80000000000000e+00	1.73156542939053e+03	1.33811866737873e+00	-1.93280150544044e+01
.00000000000000e+00	1.90000000000000e+00	1.73799192814951e+03	1.42326117665021e+00	-1.92515190604470e+01
.00000000000000e+00	2.00000000000000e+00	1.74640276592511e+03	1.50991758575910e+00	-1.91711464704525e+01
.00000000000000e+00	2.10000000000000e+00	1.74417925462786e+03	1.60126743121334e+00	-1.90864753491027e+01
.00000000000000e+00	2.20000000000000e+00	1.75635952290064e+03	1.69443390337677e+00	-1.89977736552815e+01
.00000000000000e+00	2.30000000000000e+00	1.77167826902124e+03	1.79204262876958e+00	-1.89050576509480e+01
.00000000000000e+00	2.40000000000000e+00	1.77170799682499e+03	1.89420898948859e+00	-1.88084441897623e+01
.00000000000000e+00	2.50000000000000e+00	1.78644640234087e+03	2.00105274905765e+00	-1.87078859703140e+01
.00000000000000e+00	2.60000000000000e+00	1.79841926237747e+03	2.11371690265830e+00	-1.86042704054241e+01
.00000000000000e+00	2.70000000000000e+00	1.80935477175889e+03	2.23394099444684e+00	-1.84980811113044e+01
.00000000000000e+00	2.80000000000000e+00	1.86397579345892e+03	2.36213253141857e+00	-1.83899515534335e+01
.00000000000000e+00	2.90000000000000e+00	1.89379119997560e+03	2.49982071522991e+00	-1.82821479616150e+01
.00000000000000e+00	3.00000000000000e+00	1.94594858957803e+03	2.64729761084457e+00	-1.81768830684312e+01
.00000000000000e+00	3.10000000000000e+00	1.99128277916511e+03	2.80683807097653e+00	-1.80781895433800e+01
.00000000000000e+00	3.20000000000000e+00	2.09932453186881e+03	2.97690590041430e+00	-1.79907895782900e+01
.00000000000000e+00	3.30000000000000e+00	2.24003814996218e+03	3.15465854101526e+00	-1.79206116831141e+01
.00000000000000e+00	3.40000000000000e+00	2.49398725194597e+03	3.33146678704404e+00	-1.78725831124562e+01
0.00000000000000e+00	3.50000000000000e+00	2.99616959573528e+03	3.50950418030621e+00	-1.78472098891944e+01
