phi	r	period	raio_max	px_mean
.00000000000000e+00	1.00000000000000e+00	1.63275079660778e+04	9.49732111805056e-01	-2.99382043277689e+01
.00000000000000e+00	1.10000000000000e+00	1.64207119572049e+04	1.04647938428757e+00	-2.99260652213418e+01
.00000000000000e+00	1.30000000000000e+00	1.64863246502184e+04	1.24152817616474e+00	-2.98993946141552e+01
.00000000000000e+00	1.40000000000000e+00	1.72911403670506e+04	1.33996639278558e+00	-2.98850924010852e+01
.00000000000000e+00	1.50000000000000e+00	1.65159964564147e+04	1.43889676810635e+00	-2.98702529683966e+01
.00000000000000e+00	1.70000000000000e+00	1.59140305816918e+04	1.63854280695359e+00	-2.98395003713246e+01
.00000000000000e+00	1.80000000000000e+00	1.81055713236411e+04	1.73953402114739e+00	-2.98238045065840e+01
.00000000000000e+00	1.90000000000000e+00	1.69241670076178e+04	1.84087356254866e+00	-2.98080978620070e+01
.00000000000000e+00	2.00000000000000e+00	1.59542111271711e+04	1.94289213337190e+00	-2.97925015873490e+01
.00000000000000e+00	2.10000000000000e+00	2.08129529294151e+04	2.04545127131084e+00	-2.97771025919438e+01
.00000000000000e+00	2.20000000000000e+00	1.57658889805754e+04	2.14883355090609e+00	-2.97621887482894e+01
.00000000000000e+00	2.30000000000000e+00	1.56571496368873e+04	2.25264891807466e+00	-2.97477005906690e+01
.00000000000000e+00	2.40000000000000e+00	1.97924536672888e+04	2.35688485983370e+00	-2.97339207303450e+01
.00000000000000e+00	2.50000000000000e+00	1.93999689851558e+04	2.46164104562094e+00	-2.97209651313821e+01
.00000000000000e+00	2.60000000000000e+00	1.96433655590278e+04	2.56686749073494e+00	-2.97087342540362e+01
.00000000000000e+00	2.70000000000000e+00	1.93223112967286e+04	2.67222564004289e+00	-2.96976671332384e+01
.00000000000000e+00	2.80000000000000e+00	1.91110345895688e+04	2.77824324986081e+00	-2.96876401777621e+01
.00000000000000e+00	2.90000000000000e+00	2.04385778835368e+04	2.88427066208711e+00	-2.96787410042803e+01
.00000000000000e+00	3.00000000000000e+00	2.04080535386012e+04	2.99057025590856e+00	-2.96711821181099e+01
.00000000000000e+00	3.10000000000000e+00	2.24034672181907e+04	3.09677700732561e+00	-2.96648219891728e+01
.00000000000000e+00	3.20000000000000e+00	2.27438218375421e+04	3.20316773006073e+00	-2.96598354788050e+01
.00000000000000e+00	3.30000000000000e+00	2.51041170882578e+04	3.30945415294470e+00	-2.96561698753859e+01
.00000000000000e+00	3.40000000000000e+00	2.67861133821730e+04	3.41570081796901e+00	-2.96538389293235e+01
.00000000000000e+00	3.50000000000000e+00	2.94519573910750e+04	3.52187581831845e+00	-2.96528962908451e+01
