phi	r	period	raio_max	px_mean
.00000000000000e+00	1.00000000000000e+00	5.67165500151888e+03	8.63833373167602e-01	-2.98573312597775e+01
.00000000000000e+00	1.10000000000000e+00	5.72305146190400e+03	9.53427466719102e-01	-2.98282179965489e+01
.00000000000000e+00	1.20000000000000e+00	5.63637391518004e+03	1.04447344606230e+00	-2.97967763933866e+01
.00000000000000e+00	1.30000000000000e+00	5.80289589635450e+03	1.13609244463087e+00	-2.97630443896981e+01
.00000000000000e+00	1.40000000000000e+00	5.64187693061729e+03	1.22887205815606e+00	-2.97271338199925e+01
.00000000000000e+00	1.50000000000000e+00	5.63632105074142e+03	1.32332889275778e+00	-2.96893098214620e+01
.00000000000000e+00	1.60000000000000e+00	5.69618440223591e+03	1.41878608799240e+00	-2.96496492357610e+01
.00000000000000e+00	1.70000000000000e+00	5.69873643666273e+03	1.51535745392606e+00	-2.96085952505424e+01
.00000000000000e+00	1.80000000000000e+00	5.79816967328514e+03	1.61406638327535e+00	-2.95661106135069e+01
.00000000000000e+00	1.90000000000000e+00	5.77894548045596e+03	1.71378741948681e+00	-2.95225297197742e+01
.00000000000000e+00	2.00000000000000e+00	5.85832377620525e+03	1.81667023248876e+00	-2.94783054642315e+01
.00000000000000e+00	2.10000000000000e+00	5.90759134665650e+03	1.91987598699686e+00	-2.94336515102083e+01
.00000000000000e+00	2.20000000000000e+00	5.98435193588877e+03	2.02541958193356e+00	-2.93891668468092e+01
.00000000000000e+00	2.30000000000000e+00	6.23765786093673e+03	2.13394814951222e+00	-2.93449373613934e+01
.00000000000000e+00	2.40000000000000e+00	6.12627425049910e+03	2.24262215508881e+00	-2.93017844346594e+01
.00000000000000e+00	2.50000000000000e+00	6.40486522387061e+03	2.35423965482365e+00	-2.92600762366192e+01
.00000000000000e+00	2.60000000000000e+00	6.61416858118255e+03	2.46737178690057e+00	-2.92202976620764e+01
.00000000000000e+00	2.70000000000000e+00	6.83889091367753e+03	2.58191772322561e+00	-2.91829507900879e+01
.00000000000000e+00	2.80000000000000e+00	6.91954076434386e+03	2.69817847056281e+00	-2.91486527822076e+01
.00000000000000e+00	2.90000000000000e+00	7.17367880278323e+03	2.81541766003786e+00	-2.91178829228380e+01
.00000000000000e+00	3.00000000000000e+00	7.40843532805717e+03	2.93410486289474e+00	-2.90908405772393e+01
.00000000000000e+00	3.10000000000000e+00	7.81279768538878e+03	3.05359695754419e+00	-2.90681216977014e+01
.00000000000000e+00	3.20000000000000e+00	8.03067801733308e+03	3.17307269835200e+00	-2.90501737099895e+01
.00000000000000e+00	3.30000000000000e+00	8.94267419540635e+03	3.29257651843620e+00	-2.90368734746792e+01
.00000000000000e+00	3.40000000000000e+00	1.03907088447583e+04	3.41251492242909e+00	-2.90281913552338e+01
.00000000000000e+00	3.50000000000000e+00	1.18054313484577e+04	3.53158434934308e+00	-2.90250776712738e+01
