phi	r	period	raio_max	px_mean
0.00000000000000e+00	1.10000000000000e+00	6.23326379925788e+04	1.09392905297588e+00	-2.49892124004507e+01
0.00000000000000e+00	1.30000000000000e+00	1.03691688922448e+05	1.29370822358500e+00	-2.49854663479985e+01
0.00000000000000e+00	1.40000000000000e+00	1.07010692364567e+05	1.39372982087931e+00	-2.49834871788101e+01
0.00000000000000e+00	1.50000000000000e+00	1.07674688282336e+05	1.49383135916201e+00	-2.49814528863465e+01
0.00000000000000e+00	1.60000000000000e+00	7.94419586293751e+04	1.59402086680422e+00	-2.49793927241766e+01
0.00000000000000e+00	1.70000000000000e+00	1.04242104600145e+05	1.69433523284482e+00	-2.49773165328409e+01
0.00000000000000e+00	1.80000000000000e+00	1.06658188673495e+05	1.79472574210052e+00	-2.49752419688579e+01
0.00000000000000e+00	1.90000000000000e+00	9.97912824426729e+04	1.89519850870354e+00	-2.49731944870663e+01
0.00000000000000e+00	2.00000000000000e+00	9.03854604472730e+04	1.99574047975581e+00	-2.49711784863969e+01
0.00000000000000e+00	2.10000000000000e+00	1.00451082603449e+05	2.09638124087282e+00	-2.49692221054215e+01
0.00000000000000e+00	2.20000000000000e+00	1.13484379959886e+05	2.19707398797590e+00	-2.49673274501159e+01
0.00000000000000e+00	2.30000000000000e+00	9.83376162833997e+04	2.29783533624775e+00	-2.49655213266967e+01
0.00000000000000e+00	2.40000000000000e+00	1.03306520267905e+05	2.39869595846297e+00	-2.49638078130644e+01
0.00000000000000e+00	2.60000000000000e+00	1.19701960802300e+05	2.60049060725110e+00	-2.49607265145763e+01
0.00000000000000e+00	2.70000000000000e+00	1.09433488049509e+05	2.70145604026571e+00	-2.49593786783196e+01
0.00000000000000e+00	2.80000000000000e+00	1.36789278918966e+05	2.80243790502964e+00	-2.49581744745485e+01
0.00000000000000e+00	2.90000000000000e+00	1.21739814734474e+05	2.90342565061243e+00	-2.49571026596867e+01
0.00000000000000e+00	3.00000000000000e+00	1.30821275626466e+05	3.00444831293934e+00	-2.49562016058214e+01
0.00000000000000e+00	3.10000000000000e+00	1.82222509723041e+05	3.10546722448604e+00	-2.49554343817702e+01
0.00000000000000e+00	3.20000000000000e+00	1.29715027977569e+05	3.20643983721406e+00	-2.49548400820980e+01
0.00000000000000e+00	3.30000000000000e+00	1.57424921348667e+05	3.30743566328713e+00	-2.49543952372115e+01
0.00000000000000e+00	3.40000000000000e+00	1.66516873990724e+05	3.40839984247731e+00	-2.49541160601883e+01
0.00000000000000e+00	3.50000000000000e+00	1.12624557171183e+05	3.50932346044090e+00	-2.49539907330969e+01
