phi	r	period	raio_max	px_mean
.00000000000000e+00	1.00000000000000e+00	2.47033455329182e+03	7.55563627700891e-01	-1.98358618456812e+01
.00000000000000e+00	1.10000000000000e+00	2.44349197026773e+03	8.33623957747829e-01	-1.98016130449932e+01
.00000000000000e+00	1.20000000000000e+00	2.45461384754220e+03	9.13975492318228e-01	-1.97641945690261e+01
.00000000000000e+00	1.30000000000000e+00	2.42705329504573e+03	9.94397181147329e-01	-1.97236846761007e+01
00000000000000e+00	1.40000000000000e+00	2.42833411335258e+03	1.07739799853402e+00	-1.96800960647003e+01
.00000000000000e+00	1.50000000000000e+00	2.44007129248834e+03	1.16071611013841e+00	-1.96333475058748e+01
.00000000000000e+00	1.60000000000000e+00	2.42088965231066e+03	1.24590081544930e+00	-1.95836535471106e+01
.00000000000000e+00	1.70000000000000e+00	2.40288376299807e+03	1.33256278532351e+00	-1.95309759552227e+01
.00000000000000e+00	1.80000000000000e+00	2.42954472519864e+03	1.42239876465796e+00	-1.94754377989013e+01
.00000000000000e+00	1.90000000000000e+00	2.41007403366993e+03	1.51330756627033e+00	-1.94171022288353e+01
.00000000000000e+00	2.00000000000000e+00	2.41190381593836e+03	1.60714749960651e+00	-1.93562382633777e+01
.00000000000000e+00	2.10000000000000e+00	2.44459763636367e+03	1.70358393886620e+00	-1.92927937714712e+01
.00000000000000e+00	2.20000000000000e+00	2.45583358689528e+03	1.80431487160706e+00	-1.92271415497452e+01
.00000000000000e+00	2.30000000000000e+00	2.44460353492843e+03	1.90839810634491e+00	-1.91595755268515e+01
.00000000000000e+00	2.40000000000000e+00	2.46165052542115e+03	2.01609914633810e+00	-1.90904397896397e+01
.00000000000000e+00	2.50000000000000e+00	2.49304743554461e+03	2.12653139335360e+00	-1.90204341555535e+01
.00000000000000e+00	2.60000000000000e+00	2.54972605467254e+03	2.24313102527364e+00	-1.89500740917729e+01
.00000000000000e+00	2.70000000000000e+00	2.60578513172666e+03	2.36502463111621e+00	-1.88805357637616e+01
.00000000000000e+00	2.80000000000000e+00	2.70452025196328e+03	2.49165956794254e+00	-1.88121568804555e+01
.00000000000000e+00	2.90000000000000e+00	2.71769052244350e+03	2.62266102187358e+00	-1.87469546598817e+01
.00000000000000e+00	3.00000000000000e+00	2.81318683919905e+03	2.76069749385136e+00	-1.86871038455024e+01
.00000000000000e+00	3.10000000000000e+00	2.96196957562627e+03	2.90918883200570e+00	-1.86337415106562e+01
.00000000000000e+00	3.20000000000000e+00	3.31193327191205e+03	3.06185819394383e+00	-1.85884067797143e+01
.00000000000000e+00	3.30000000000000e+00	3.57977048649927e+03	3.21712281087792e+00	-1.85536815876637e+01
.00000000000000e+00	3.40000000000000e+00	3.82716133129388e+03	3.37219725933946e+00	-1.85295004211978e+01
.00000000000000e+00	3.50000000000000e+00	4.50082754689330e+03	3.52861865258895e+00	-1.85165925096722e+01
