phi	r	period	raio_max	px_mean
.00000000000000e+00	1.00000000000000e+00	1.13609454126031e+04	9.26908044360473e-01	-2.49293380803836e+01
.00000000000000e+00	1.10000000000000e+00	1.12009360882029e+04	1.02190134309736e+00	-2.49152979920930e+01
.00000000000000e+00	1.20000000000000e+00	1.09512946920585e+04	1.11767455935231e+00	-2.49002354598976e+01
.00000000000000e+00	1.30000000000000e+00	1.19732482618518e+04	1.21424593876582e+00	-2.48842489305768e+01
.00000000000000e+00	1.40000000000000e+00	1.14701385908889e+04	1.31134665363598e+00	-2.48674463417796e+01
.00000000000000e+00	1.50000000000000e+00	1.13340832640439e+04	1.40899365968294e+00	-2.48499710602201e+01
.00000000000000e+00	1.60000000000000e+00	1.17019456794916e+04	1.50813795756863e+00	-2.48319266797835e+01
.00000000000000e+00	1.70000000000000e+00	1.21161749827962e+04	1.60794315327016e+00	-2.48133768096509e+01
.00000000000000e+00	1.80000000000000e+00	1.16087235675440e+04	1.70837648144686e+00	-2.47945816107578e+01
.00000000000000e+00	1.90000000000000e+00	1.19500292014243e+04	1.80984571441121e+00	-2.47756511048400e+01
.00000000000000e+00	2.00000000000000e+00	1.18774917131059e+04	1.91239605902411e+00	-2.47567634261499e+01
.00000000000000e+00	2.10000000000000e+00	1.15369566312196e+04	2.01565043941742e+00	-2.47379782778661e+01
.00000000000000e+00	2.20000000000000e+00	1.30647418108628e+04	2.11995277103722e+00	-2.47196706075175e+01
.00000000000000e+00	2.40000000000000e+00	1.31322036271878e+04	2.33069573657984e+00	-2.46846422853356e+01
.00000000000000e+00	2.50000000000000e+00	1.25726445425755e+04	2.43754720910524e+00	-2.46684127041417e+01
.00000000000000e+00	2.70000000000000e+00	1.38145698819424e+04	2.65264439916804e+00	-2.46392200328754e+01
.00000000000000e+00	2.80000000000000e+00	1.53909762858705e+04	2.76123120355960e+00	-2.46264663010932e+01
.00000000000000e+00	2.90000000000000e+00	1.42414680903100e+04	2.86973467111910e+00	-2.46152354987225e+01
.00000000000000e+00	3.00000000000000e+00	1.47984583147831e+04	2.97893586232527e+00	-2.46055930042908e+01
.00000000000000e+00	3.10000000000000e+00	1.51987174814538e+04	3.08836079759565e+00	-2.45974710847862e+01
.00000000000000e+00	3.20000000000000e+00	1.60806571755550e+04	3.19774673960099e+00	-2.45911132933862e+01
.00000000000000e+00	3.30000000000000e+00	1.71946292501266e+04	3.30700890583948e+00	-2.45864641407292e+01
.00000000000000e+00	3.40000000000000e+00	1.86031059678915e+04	3.41634055027401e+00	-2.45835300138590e+01
.00000000000000e+00	3.50000000000000e+00	1.98126025915959e+04	3.52545298701395e+00	-2.45822677176219e+01
