phi	r	period	raio_max	px_mean
0.00000000000000e+00	1.00000000000000e+00	7.90755637561893e+04	9.89625071587847e-01	-1.99887933156909e+01
0.00000000000000e+00	1.10000000000000e+00	6.57100308700810e+04	1.08907393784380e+00	-1.99866473790847e+01
0.00000000000000e+00	1.20000000000000e+00	6.25147864342387e+04	1.18869321834001e+00	-1.99843718207261e+01
0.00000000000000e+00	1.30000000000000e+00	5.77553210456928e+04	1.28848164215037e+00	-1.99819960001919e+01
0.00000000000000e+00	1.40000000000000e+00	5.40383183125759e+04	1.38839696022578e+00	-1.99795262588202e+01
0.00000000000000e+00	1.50000000000000e+00	5.90020918181128e+04	1.48844162594117e+00	-1.99769989325237e+01
0.00000000000000e+00	1.60000000000000e+00	6.93111372275552e+04	1.58862337519871e+00	-1.99744184683271e+01
0.00000000000000e+00	1.70000000000000e+00	7.08311862048871e+04	1.68900226475283e+00	-1.99718262914610e+01
0.00000000000000e+00	1.80000000000000e+00	5.69844042849561e+04	1.78948719459528e+00	-1.99692228373185e+01
0.00000000000000e+00	1.90000000000000e+00	7.54996650151082e+04	1.89011655347994e+00	-1.99666541459079e+01
0.00000000000000e+00	2.00000000000000e+00	6.66604733290598e+04	1.99090870335795e+00	-1.99641250711327e+01
0.00000000000000e+00	2.10000000000000e+00	6.23113418357123e+04	2.09181809628624e+00	-1.99616677356811e+01
0.00000000000000e+00	2.20000000000000e+00	7.15407686014106e+04	2.19280501690964e+00	-1.99592945400410e+01
0.00000000000000e+00	2.30000000000000e+00	7.63410572553473e+04	2.29395416807747e+00	-1.99570161516174e+01
0.00000000000000e+00	2.40000000000000e+00	6.41531633198821e+04	2.39521888479648e+00	-1.99548639709618e+01
0.00000000000000e+00	2.60000000000000e+00	7.00011144904582e+04	2.59792256199533e+00	-1.99509707133337e+01
0.00000000000000e+00	2.70000000000000e+00	7.53740200458172e+04	2.69938084176957e+00	-1.99492762151552e+01
0.00000000000000e+00	2.80000000000000e+00	8.51541171533901e+04	2.80087010419017e+00	-1.99477395535988e+01
0.00000000000000e+00	2.90000000000000e+00	8.15400455583926e+04	2.90240804789174e+00	-1.99463955293901e+01
0.00000000000000e+00	3.00000000000000e+00	8.78623250809287e+04	3.00393617375070e+00	-1.99452496388652e+01
0.00000000000000e+00	3.10000000000000e+00	8.11322317112476e+04	3.10552885294786e+00	-1.99442789684125e+01
0.00000000000000e+00	3.20000000000000e+00	8.93243245841492e+04	3.20701083859870e+00	-1.99435300531108e+01
0.00000000000000e+00	3.30000000000000e+00	1.19512823901035e+05	3.30857808459831e+00	-1.99429840463987e+01
0.00000000000000e+00	3.40000000000000e+00	1.02967000117925e+05	3.41009166236958e+00	-1.99426210667803e+01
0.00000000000000e+00	3.50000000000000e+00	1.30610213459606e+05	3.51152789198028e+00	-1.99424612814262e+01
