0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.21425458314589e-13 	 -3.09016994368142e-01   9.51056516300000e-01 	-5.33831594067635e-11	 3.71196420511388e-10	-2.70505957589273e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.00188010603339e-11 	 -3.09016994252284e-01   9.51056516300000e-01 	-8.23170016494440e-10	 1.17191306301278e-08	-1.30890498162170e-17		1.00000000000000e+00
9.00000000000000e-02    	-7.27817308365923e-11 	 -3.09016993051216e-01   9.51056516300000e-01 	-3.91299141765907e-09	 8.70468603629119e-08	-4.56973139184033e-16		1.00000000000000e+00
1.20000000000000e-01    	-2.87737206125745e-10 	 -3.09016987129518e-01   9.51056516300000e-01 	-1.12766239025160e-08	 3.55649204702464e-07	-5.28242409852352e-15		1.00000000000006e+00
1.50000000000000e-01    	-8.05981787342270e-10 	 -3.09016967559743e-01   9.51056516300000e-01 	-2.42403490056497e-08	 1.04278876989460e-06	-3.23241634247517e-14		1.00000000000054e+00
1.80000000000000e-01    	-1.79433432446496e-09 	 -3.09016917191730e-01   9.51056516299998e-01 	-4.23199216096265e-08	 2.46948559879605e-06	-1.27210539530245e-13		1.00000000000305e+00
2.10000000000000e-01    	-3.36251549127020e-09 	 -3.09016808069726e-01   9.51056516299991e-01 	-6.19945990245911e-08	 5.02920217478567e-06	-3.46628671193869e-13		1.00000000001265e+00
2.40000000000000e-01    	-5.45517256488541e-09 	 -3.09016599907936e-01   9.51056516299976e-01 	-7.56207287763529e-08	 9.14069816084183e-06	-6.26205089657366e-13		1.00000000004178e+00
2.70000000000000e-01    	-7.71574630126115e-09 	 -3.09016240316516e-01   9.51056516299957e-01 	-7.06715373105700e-08	 1.51790389358115e-05	-4.05300466381728e-13		1.00000000011520e+00
3.00000000000000e-01    	-9.33462787282056e-09 	 -3.09015667369615e-01   9.51056516299973e-01 	-2.94770281000598e-08	 2.33894496939848e-05	2.10497942447017e-12		1.00000000027353e+00
3.30000000000000e-01    	-8.89886523651095e-09 	 -3.09014814928258e-01   9.51056516300146e-01 	7.03920141971369e-08	 3.37911868317933e-05	1.10025028637935e-11		1.00000000057092e+00
3.60000000000000e-01    	-4.26433828967619e-09 	 -3.09013620883822e-01   9.51056516300772e-01 	2.54998639549466e-07	 4.60806334754092e-05	3.38666133744855e-11		1.00000000106174e+00
3.90000000000000e-01    	7.52665695572030e-09 	 -3.09012038188880e-01   9.51056516302434e-01 	5.52137926432314e-07	 5.95442231107019e-05	8.24341907772957e-11		1.00000000177291e+00
4.20000000000000e-01    	3.02595214763417e-08 	 -3.09010048212882e-01   9.51056516306127e-01 	9.88698690456377e-07	 7.29923990765168e-05	1.71902521344379e-10		1.00000000266443e+00
4.50000000000000e-01    	6.84726994872979e-08 	 -3.09007675625980e-01   9.51056516313316e-01 	1.58741152726261e-06	 8.47255227683300e-05	3.17926740444102e-10		1.00000000359047e+00
4.80000000000000e-01    	1.27278739864926e-07 	 -3.09005003703178e-01   9.51056516325875e-01 	2.36318946571825e-06	 9.25414033996270e-05	5.30759546087913e-10		1.00000000428475e+00
5.10000000000000e-01    	2.12072894668396e-07 	 -3.09002188681026e-01   9.51056516345802e-01 	3.31934186324160e-06	 9.37919554504906e-05	8.06926523375251e-10		1.00000000440397e+00
