y	z	phi	r	period	thetamin	thetamax
2.19162833586131e+00	1.91742634040000e-01	8.72664625951653e-02	2.20000000005882e+00	9.36962500000024e+02	5.62188005359894e-02	3.10018646241548e+00
2.29124780566296e+00	2.00458208320000e-01	8.72664625979153e-02	2.30000000005178e+00	8.86087500000012e+02	5.43691878611884e-02	3.10240128523626e+00
2.39086727546447e+00	2.09173782590000e-01	8.72664625962905e-02	2.40000000004373e+00	8.47626923076941e+02	6.58163660927062e-02	3.10295106395064e+00
2.49048674526585e+00	2.17889356870000e-01	8.72664625987850e-02	2.50000000003642e+00	8.08884615384624e+02	6.26485935003365e-02	3.10093146867333e+00
2.59010621506710e+00	2.26604931140000e-01	8.72664625972604e-02	2.60000000002811e+00	7.78257142857157e+02	6.68710436264113e-02	3.10127554786872e+00
2.68972568486822e+00	2.35320505420000e-01	8.72664625995426e-02	2.70000000002054e+00	7.48057142857151e+02	6.37743308678728e-02	3.09850795434056e+00
2.78934515476921e+00	2.44036079690000e-01	8.72664625949953e-02	2.80000000011159e+00	7.23166666666679e+02	6.19860396650602e-02	3.09564686103104e+00
2.88896462457006e+00	2.52751653970000e-01	8.72664625972063e-02	2.90000000010376e+00	7.00440000000008e+02	6.62876049907446e-02	3.09629088752503e+00
2.98858409437079e+00	2.61467228240000e-01	8.72664625959527e-02	3.00000000009493e+00	6.82825000000013e+02	7.14712328691678e-02	3.09626395958800e+00
3.08820356417139e+00	2.70182802520000e-01	8.72664625979972e-02	3.10000000008684e+00	6.65831250000009e+02	7.10392638792992e-02	3.09742186088032e+00
3.18782303397186e+00	2.78898376790000e-01	8.72664625968044e-02	3.20000000007776e+00	6.73965625000011e+02	7.80947573804863e-02	3.09651079901078e+00
3.28744250377220e+00	2.87613951070000e-01	8.72664625987060e-02	3.30000000006941e+00	7.28470000000014e+02	7.37488875430204e-02	3.10012363056241e+00
9.84807753035094e-02	1.73648177670000e-02	1.74532925198482e-01	1.00000000002307e-01	4.37888333333367e+03	-1.71913840490659e-01	1.72248367357644e-01
1.96961550605013e-01	3.47296355330000e-02	1.74532925195299e-01	2.00000000002465e-01	4.52818333333421e+03	-1.70880200407759e-01	1.74947440896782e-01
2.95442325907504e-01	5.20944533000000e-02	1.74532925196950e-01	3.00000000003770e-01	5.74898333333865e+03	-1.75760888994586e-01	1.77579318075641e-01
6.89365427127232e-01	1.21553724370000e-01	1.74532925199227e-01	7.00000000018949e-01	6.16350000000683e+03	1.63498231463117e-01	2.97489189340868e+00
7.87846202429576e-01	1.38918542130000e-01	1.74532925190770e-01	8.00000000018893e-01	4.82330000000195e+03	1.63101018598870e-01	2.97299384784714e+00
8.86326977731874e-01	1.56283359900000e-01	1.74532925195143e-01	9.00000000020528e-01	4.52960000000088e+03	1.61863421492910e-01	2.97814256914052e+00
9.84807753034120e-01	1.73648177670000e-01	1.74532925198651e-01	1.00000000002211e+00	4.45130000000060e+03	1.61163703129156e-01	2.98728061443847e+00
1.08328852832631e+00	1.91012995430000e-01	1.74532925194156e-01	1.10000000001206e+00	4.25513333333321e+03	1.57752831105259e-01	2.99260866351763e+00
1.18176930362844e+00	2.08377813200000e-01	1.74532925197178e-01	1.20000000001353e+00	4.01933333333271e+03	1.45769899126566e-01	2.99613691372859e+00
1.28025007893050e+00	2.25742630970000e-01	1.74532925199744e-01	1.30000000001493e+00	3.81314999999880e+03	1.40743350880823e-01	3.00097223459542e+00
1.37873085423250e+00	2.43107448730000e-01	1.74532925194917e-01	1.40000000001453e+00	3.57331249999902e+03	1.33483206882588e-01	3.00837829199947e+00
1.47721162953442e+00	2.60472266500000e-01	1.74532925197309e-01	1.50000000001579e+00	3.39701249999918e+03	1.25623314238046e-01	3.01683651865724e+00
1.57569240483626e+00	2.77837084270000e-01	1.74532925199410e-01	1.60000000001698e+00	3.33677499999924e+03	1.15133552989893e-01	3.02645328283573e+00
1.67417318013802e+00	2.95201902030000e-01	1.74532925195479e-01	1.70000000001635e+00	3.34467499999923e+03	1.01644802310237e-01	3.04013769083563e+00
1.77265395543970e+00	3.12566719800000e-01	1.74532925197463e-01	1.80000000001737e+00	3.43814999999915e+03	8.58156112406650e-02	3.05586771082619e+00
1.87113473074128e+00	3.29931537570000e-01	1.74532925199248e-01	1.90000000001830e+00	3.89569999999873e+03	6.20384678084317e-02	3.07967186238754e+00
1.96961550604279e+00	3.47296355330000e-01	1.74532925195937e-01	2.00000000001742e+00	2.11216666666626e+03	7.71435529381494e-03	3.13528090834940e+00
2.06809628134419e+00	3.64661173100000e-01	1.74532925197639e-01	2.10000000001817e+00	1.40584374999986e+03	2.70605367206939e-02	3.12606948988970e+00
2.16657705664551e+00	3.82025990870000e-01	1.74532925199193e-01	2.20000000001885e+00	1.22844999999989e+03	3.50130501242582e-02	3.11952296519832e+00
2.26505783194673e+00	3.99390808630000e-01	1.74532925196338e-01	2.30000000001768e+00	1.11719999999992e+03	3.79847111752220e-02	3.11633908187440e+00
2.36353860724785e+00	4.16755626400000e-01	1.74532925197831e-01	2.40000000001816e+00	1.03600000000002e+03	4.51918103218892e-02	3.11160789704053e+00
2.46201938254888e+00	4.34120444170000e-01	1.74532925199211e-01	2.50000000001855e+00	9.66500000000013e+02	4.80888075474495e-02	3.10909462291766e+00
2.56050015784981e+00	4.51485261930000e-01	1.74532925196704e-01	2.60000000001710e+00	9.08433333333350e+02	5.11630803584623e-02	3.10860593072710e+00
2.65898093315064e+00	4.68850079700000e-01	1.74532925198036e-01	2.70000000001729e+00	8.64569230769252e+02	5.59203492338983e-02	3.10797761219638e+00
2.75746170845137e+00	4.86214897470000e-01	1.74532925199280e-01	2.80000000001738e+00	8.21669230769243e+02	5.74911455606932e-02	3.10572613746131e+00
2.85594248375201e+00	5.03579715230000e-01	1.74532925197047e-01	2.90000000001564e+00	7.93100000000018e+02	6.48065684540523e-02	3.10138026762384e+00
2.95442325905254e+00	5.20944533000000e-01	1.74532925198252e-01	3.00000000001554e+00	7.59842857142868e+02	6.27533132554561e-02	3.10148498737896e+00
3.05290403435299e+00	5.38309350770000e-01	1.74532925199384e-01	3.10000000001535e+00	7.39560000000017e+02	6.62561890642087e-02	3.09816013515391e+00
3.15138480965333e+00	5.55674168530000e-01	1.74532925197373e-01	3.20000000001332e+00	7.64060714285726e+02	5.97688002345458e-02	3.09949531203169e+00
3.24986558495359e+00	5.73038986300000e-01	1.74532925198473e-01	3.30000000001295e+00	7.58710714285725e+02	6.54629369191773e-02	3.10085666884825e+00
9.65925826306189e-02	2.58819045100000e-02	2.61799387792283e-01	1.00000000001588e-01	4.37218333333364e+03	-2.57884296954335e-01	2.58939732947805e-01
1.93185165263234e-01	5.17638090210000e-02	2.61799387794530e-01	2.00000000005364e-01	4.48798333333406e+03	-2.56743387122278e-01	2.61205304572990e-01
2.89777747894841e-01	7.76457135310000e-02	2.61799387792928e-01	3.00000000007907e-01	5.49078333333771e+03	-2.61537588411350e-01	2.63531291441513e-01
3.86370330526437e-01	1.03527618040000e-01	2.61799387789720e-01	4.00000000010180e-01	6.63738333334188e+03	-2.84385534982912e-01	2.86345698399198e-01
5.79555495779578e-01	1.55291427060000e-01	2.61799387794067e-01	6.00000000005536e-01	5.93618333333933e+03	2.56658093438753e-01	2.88148306183917e+00
6.76148078411117e-01	1.81173331570000e-01	2.61799387793472e-01	7.00000000008014e-01	4.61598333333453e+03	2.59156850228552e-01	2.87843806895968e+00
7.72740661042629e-01	2.07055236080000e-01	2.61799387793035e-01	8.00000000010465e-01	4.43628333333388e+03	2.61319422254851e-01	2.88718182629075e+00
8.69333243674111e-01	2.32937140590000e-01	2.61799387792703e-01	9.00000000012887e-01	4.21899999999975e+03	2.63304734278995e-01	2.88630085057308e+00
9.65925826305561e-01	2.58819045100000e-01	2.61799387792446e-01	1.00000000001528e+00	3.85784999999876e+03	2.54835524083692e-01	2.88649533011830e+00
1.06251840891697e+00	2.84700949610000e-01	2.61799387796951e-01	1.09999999999831e+00	3.38144999999920e+03	2.54469004940773e-01	2.88751634773072e+00
1.15911099151835e+00	3.10582854120000e-01	2.61799387802868e-01	1.19999999997166e+00	3.17794999999938e+03	2.52723675688779e-01	2.88898004430796e+00
1.25570357421968e+00	3.36464758630000e-01	2.61799387787976e-01	1.30000000004155e+00	3.12014999999943e+03	2.51013253021824e-01	2.89817963817992e+00
1.35229615682096e+00	3.62346663140000e-01	2.61799387793708e-01	1.40000000001480e+00	3.05934999999949e+03	2.49669349497789e-01	2.90052161731874e+00
1.44888873942220e+00	3.88228567650000e-01	2.61799387798682e-01	1.49999999998801e+00	2.95861249999958e+03	2.45238266526255e-01	2.90510464660162e+00
1.54548132212339e+00	4.14110472160000e-01	2.61799387786866e-01	1.60000000005776e+00	2.87461249999966e+03	2.35545042877439e-01	2.90846231259610e+00
1.64207390472453e+00	4.39992376670000e-01	2.61799387791673e-01	1.70000000003088e+00	2.80379999999927e+03	2.31369058958495e-01	2.91315398777876e+00
1.73866648732561e+00	4.65874281180000e-01	2.61799387795954e-01	1.80000000000393e+00	2.73899999999933e+03	2.25824411924292e-01	2.91936424325649e+00
1.83525906992663e+00	4.91756185690000e-01	2.61799387799793e-01	1.89999999997693e+00	2.69619999999937e+03	2.19194809927185e-01	2.92602703767597e+00
1.93185165262760e+00	5.17638090210000e-01	2.61799387795143e-01	2.00000000004906e+00	2.69063999999937e+03	2.10957946688555e-01	2.93453551777945e+00
2.02844423522851e+00	5.43519994720000e-01	2.61799387798669e-01	2.10000000002195e+00	2.72444999999934e+03	2.02580366278982e-01	2.94267271875113e+00
2.12503681782936e+00	5.69401899230000e-01	2.61799387801880e-01	2.19999999999479e+00	2.79926999999927e+03	1.91646391847370e-01	2.95336365375107e+00
2.22162940053015e+00	5.95283803740000e-01	2.61799387793567e-01	2.30000000006416e+00	2.89907499999964e+03	1.79267130795468e-01	2.96536426568842e+00
2.31822198313087e+00	6.21165708250000e-01	2.61799387796738e-01	2.40000000003686e+00	3.02318749999952e+03	1.63695101825030e-01	2.97942663280449e+00
2.41481456573153e+00	6.47047612760000e-01	2.61799387799661e-01	2.50000000000951e+00	3.18758749999937e+03	1.50784364323642e-01	2.99785652233897e+00
2.51140714843213e+00	6.72929517270000e-01	2.61799387792411e-01	2.60000000007870e+00	3.27579999999929e+03	1.26061025214487e-01	3.01875638083443e+00
2.60799973103267e+00	6.98811421780000e-01	2.61799387795290e-01	2.70000000005123e+00	3.76329999999885e+03	8.81288139164973e-02	3.05438727751390e+00
2.70459231363314e+00	7.24693326290000e-01	2.61799387797969e-01	2.80000000002370e+00	1.61551428571411e+03	1.67289808803656e-02	3.13073987896830e+00
2.80118489623355e+00	7.50575230800000e-01	2.61799387800469e-01	2.89999999999611e+00	1.17301999999987e+03	3.48716784548467e-02	3.11747220332723e+00
2.89777747893390e+00	7.76457135310000e-01	2.61799387794180e-01	3.00000000006505e+00	1.03821818181820e+03	4.48350151562315e-02	3.10954840852318e+00
2.99437006153418e+00	8.02339039820000e-01	2.61799387796652e-01	3.10000000003734e+00	9.49500000000026e+02	5.10508806208341e-02	3.10681073492505e+00
3.09096264413441e+00	8.28220944330000e-01	2.61799387798973e-01	3.20000000000957e+00	8.61623076923098e+02	5.73864258055736e-02	3.10313058353084e+00
3.18755522683457e+00	8.54102848840000e-01	2.61799387793317e-01	3.30000000007833e+00	7.71360714285727e+02	6.22977823206856e-02	3.09651079901078e+00
3.28414780943468e+00	8.79984753350000e-01	2.61799387795609e-01	3.40000000005045e+00	3.61803448275866e+02	1.28491139531823e-01	3.04640239618602e+00
9.39692620797161e-02	3.42020143330000e-02	3.49065850399087e-01	1.00000000001206e-01	4.35968333333360e+03	-3.44558036896379e-01	3.45158450012258e-01
1.87938524161431e-01	6.84040286650000e-02	3.49065850390971e-01	2.00000000003947e-01	4.44928333333392e+03	-3.44820593659456e-01	3.47297026330018e-01
2.81907786242142e-01	1.02606043000000e-01	3.49065850398807e-01	3.00000000006772e-01	4.80168333333521e+03	-3.48286082329830e-01	3.50107593796150e-01
3.75877048312847e-01	1.36808057330000e-01	3.49065850399534e-01	3.99999999998484e-01	5.84738333333901e+03	-3.78254585041458e-01	3.80565249203338e-01
4.69846310393546e-01	1.71010071660000e-01	3.49065850393134e-01	4.99999999999587e-01	5.68668333333843e+03	-5.26314944246715e-01	5.46637121724624e-01
5.63815572474237e-01	2.05212086000000e-01	3.49065850404534e-01	6.00000000004102e-01	4.58818333333443e+03	3.48694344600941e-01	2.79018307533825e+00
6.57784834554918e-01	2.39414100330000e-01	3.49065850399257e-01	7.00000000005189e-01	4.40438333333376e+03	3.52527420081988e-01	2.79537932568716e+00
7.51754096635586e-01	2.73616114660000e-01	3.49065850395305e-01	8.00000000006263e-01	4.13018333333276e+03	3.55785368019044e-01	2.79409759951772e+00
8.45723358716242e-01	3.07818128990000e-01	3.49065850392236e-01	9.00000000007325e-01	3.68534999999892e+03	3.48978583936266e-01	2.79392306659252e+00
9.39692620796883e-01	3.42020143330000e-01	3.49065850399182e-01	1.00000000001179e+00	3.19894999999936e+03	3.48930984047575e-01	2.79250626990561e+00
1.03366188290751e+00	3.76222157660000e-01	3.49065850387000e-01	1.10000000004102e+00	3.10194999999945e+03	3.50985712576060e-01	2.79909360450156e+00
1.12763114490812e+00	4.10424171990000e-01	3.49065850408205e-01	1.19999999996686e+00	2.99654999999955e+03	3.51020619161100e-01	2.80008725217798e+00
1.22160040700870e+00	4.44626186320000e-01	3.49065850399846e-01	1.29999999998665e+00	2.84054999999969e+03	3.43438908890436e-01	2.80102437498657e+00
1.31556966910927e+00	4.78828200660000e-01	3.49065850399395e-01	1.40000000000985e+00	2.65329999999940e+03	3.42695398629087e-01	2.80200612269082e+00
1.40953893120982e+00	5.13030214990000e-01	3.49065850392745e-01	1.50000000002960e+00	2.48366999999956e+03	3.41767880798027e-01	2.80254088644031e+00
1.50350819331035e+00	5.47232229320000e-01	3.49065850386930e-01	1.60000000004934e+00	2.42596999999961e+03	3.38216615256277e-01	2.80525898008423e+00
1.59747745531085e+00	5.81434243650000e-01	3.49065850401924e-01	1.69999999997508e+00	2.40196999999963e+03	3.37141979115397e-01	2.81362886051180e+00
1.69144671741133e+00	6.15636257990000e-01	3.49065850401476e-01	1.79999999999819e+00	2.38789999999965e+03	3.34398976029732e-01	2.81536967244103e+00
1.78541597951178e+00	6.49838272320000e-01	3.49065850396134e-01	1.90000000001786e+00	2.37009999999966e+03	3.29774828842999e-01	2.82046297953066e+00
1.87938524161221e+00	6.84040286650000e-01	3.49065850391330e-01	2.00000000003750e+00	2.35773999999967e+03	3.27270178699961e-01	2.82450123508746e+00
1.97335450371261e+00	7.18242300980000e-01	3.49065850386988e-01	2.10000000005712e+00	2.35609999999968e+03	3.23479323564629e-01	2.83086058021655e+00
2.06732376571299e+00	7.52444315320000e-01	3.49065850402862e-01	2.19999999998616e+00	2.36919999999966e+03	3.17506269839919e-01	2.83556662254511e+00
2.16129302781334e+00	7.86646329650000e-01	3.49065850398404e-01	2.30000000000573e+00	2.39543999999964e+03	3.11766821722784e-01	2.84357070249475e+00
2.25526228991366e+00	8.20848343980000e-01	3.49065850394321e-01	2.40000000002527e+00	2.42384999999961e+03	3.02727358758416e-01	2.85109350790316e+00
2.34923155201395e+00	8.55050358310000e-01	3.49065850390570e-01	2.50000000004479e+00	2.44976999999959e+03	2.92737530452314e-01	2.85639887249691e+00
2.44320081401421e+00	8.89252372650000e-01	3.49065850403879e-01	2.59999999997372e+00	2.49705999999955e+03	2.82633383080206e-01	2.86352243383893e+00
2.53717007611445e+00	9.23454386980000e-01	3.49065850400058e-01	2.69999999999319e+00	2.68645999999938e+03	2.68363412449604e-01	2.87505469687148e+00
2.63113933821466e+00	9.57656401310000e-01	3.49065850396513e-01	2.80000000001262e+00	3.01344999999953e+03	2.52866792687442e-01	2.89044195588937e+00
2.72510860031484e+00	9.91858415640000e-01	3.49065850393216e-01	2.90000000003203e+00	3.27094999999930e+03	2.40300422073083e-01	2.91041976648026e+00
2.81907786241499e+00	1.02606043000000e+00	3.49065850399540e-01	3.00000000006168e+00	3.35192499999922e+03	2.16125866603710e-01	2.92549034893099e+00
2.91304712441512e+00	1.06026244430000e+00	3.49065850398303e-01	3.09999999997681e+00	4.81270000000191e+03	1.76714586764426e-01	2.96487806682537e+00
9.06307787038079e-02	4.22618261740000e-02	4.36332312997345e-01	1.00000000000100e-01	4.34478333333354e+03	-4.31716065036316e-01	4.31874742088989e-01
1.81261557409616e-01	8.45236523480000e-02	4.36332312993118e-01	2.00000000002013e-01	4.41118333333379e+03	-4.33892208448198e-01	4.34366521104231e-01
2.71892336109425e-01	1.26785478520000e-01	4.36332312994118e-01	2.99999999997643e-01	4.56108333333433e+03	-4.38038995674283e-01	4.40429870083378e-01
3.62523114809236e-01	1.69047304700000e-01	4.36332313012742e-01	3.99999999996656e-01	4.74228333333499e+03	-4.87985613716072e-01	4.94015444776995e-01
4.53153893519048e-01	2.11309130870000e-01	4.36332312997337e-01	5.00000000000507e-01	4.55358333333430e+03	4.34566845332142e-01	2.70472277918160e+00
5.43784672218863e-01	2.53570957040000e-01	4.36332312994109e-01	5.99999999995298e-01	4.39468333333373e+03	4.38875873717298e-01	2.70774743477530e+00
6.34415450928680e-01	2.95832783220000e-01	4.36332312998712e-01	7.00000000003380e-01	4.14788333333283e+03	4.44496090574786e-01	2.70602007214796e+00
7.25046229628501e-01	3.38094609390000e-01	4.36332312996115e-01	7.99999999998176e-01	3.66943749999894e+03	4.38277510600402e-01	2.70484582489386e+00
8.15677008328325e-01	3.80356435570000e-01	4.36332313004165e-01	8.99999999997201e-01	3.16063749999940e+03	4.39525061854386e-01	2.70334047841402e+00
9.06307787038153e-01	4.22618261740000e-01	4.36332312997313e-01	1.00000000000107e+00	3.06583749999948e+03	4.42388605503003e-01	2.70749186870626e+00
9.96938565737985e-01	4.64880087910000e-01	4.36332312995548e-01	1.09999999999587e+00	2.90684999999963e+03	4.39997504427771e-01	2.70642165582427e+00
1.08756934439782e+00	5.07141914090000e-01	4.36332313015716e-01	1.19999999995866e+00	2.68419999999938e+03	4.36620963605643e-01	2.70752926861880e+00
1.17820012309766e+00	5.49403740260000e-01	4.36332313012804e-01	1.29999999995347e+00	2.45429999999958e+03	4.37957650864502e-01	2.70840193324480e+00
1.26883090189751e+00	5.91665566440000e-01	4.36332312986592e-01	1.40000000004315e+00	2.39019999999964e+03	4.37833296155298e-01	2.71230710744614e+00
1.35946168059736e+00	6.33927392610000e-01	4.36332312986007e-01	1.50000000003797e+00	2.34816999999968e+03	4.36693461897649e-01	2.71339357490550e+00
1.45009245929722e+00	6.76189218790000e-01	4.36332312991157e-01	1.60000000003703e+00	2.28096999999974e+03	4.32862380279461e-01	2.71491201135474e+00
1.54072323799709e+00	7.18451044960000e-01	4.36332312990367e-01	1.70000000003187e+00	2.21716999999980e+03	4.28691737532238e-01	2.71504704472318e+00
1.63135401669696e+00	7.60712871130000e-01	4.36332312989665e-01	1.80000000002671e+00	2.15103333333289e+03	4.27584419252065e-01	2.71922515626873e+00
1.72198479539684e+00	8.02974697310000e-01	4.36332312993805e-01	1.90000000002579e+00	2.08574999999962e+03	4.25870604129275e-01	2.71894372192685e+00
1.81261557409672e+00	8.45236523480000e-01	4.36332312993000e-01	2.00000000002063e+00	2.04389999999966e+03	4.23837098115266e-01	2.72269752237960e+00
1.90324635279662e+00	8.87498349660000e-01	4.36332312996582e-01	2.10000000001973e+00	2.02884166666634e+03	4.20545809914294e-01	2.72542587476875e+00
1.99387713149652e+00	9.29760175830000e-01	4.36332312995720e-01	2.20000000001460e+00	2.02982499999967e+03	4.17819739878775e-01	2.72910153817345e+00
2.08450791019642e+00	9.72022002000000e-01	4.36332312994932e-01	2.30000000000946e+00	2.04907499999965e+03	4.14390350975101e-01	2.73326414843946e+00
2.17513868889634e+00	1.01428382820000e+00	4.36332313005536e-01	2.40000000001703e+00	2.10007499999961e+03	4.08620224468167e-01	2.73796082945658e+00
2.26576946759626e+00	1.05654565440000e+00	4.36332313015291e-01	2.50000000002459e+00	2.18802499999953e+03	4.04158040902693e-01	2.74427094270079e+00
2.35640024629619e+00	1.09880748050000e+00	4.36332312989436e-01	2.59999999998990e+00	2.27776999999975e+03	3.96727052279577e-01	2.75094988708251e+00
2.44703102499612e+00	1.14106930670000e+00	4.36332312999064e-01	2.69999999999748e+00	2.37403999999966e+03	3.96586802607542e-01	2.75914658791506e+00
