file	phi	r	period	raio_max	px_mean	x_final	eta
475	0.47685212760727e-01	2.00000000000000e+00	1.05211239999922e+03	1.87863273651689e+00	-6.89306856785914e+00	-8.69316883000000e+02	6.08157456647067e+01
476	0.66225217788047e-01	2.00000000000000e+00	1.02135719999925e+03	1.87467328326503e+00	-6.88294347104395e+00	-8.67110607000000e+02	5.97284912280384e+01
477	0.57863920685590e-01	2.00000000000000e+00	9.61564399999309e+02	1.86792713954896e+00	-6.87280046785156e+00	-8.64902702000000e+02	5.68973017751183e+01
478	0.66194251774379e-01	2.00000000000000e+00	8.66811199999395e+02	1.86240411383537e+00	-6.86260001713332e+00	-8.62669349000000e+02	5.19048622754232e+01
479	0.11165061350347e-01	2.00000000000000e+00	7.98180799999457e+02	1.85264297161095e+00	-6.85242686989553e+00	-8.60435717000000e+02	4.83745939393706e+01
480	0.70344953940618e-01	2.00000000000000e+00	7.76341199999477e+02	1.84993619858453e+00	-6.84234592461311e+00	-8.58200946000000e+02	4.75699264705656e+01
481	0.14232077527217e-01	2.00000000000000e+00	7.62952399999489e+02	1.84360145571247e+00	-6.83214683157625e+00	-8.55956567000000e+02	4.72709045848600e+01
482	02.68501932954003e+00	2.00000000000000e+00	7.57299199999495e+02	1.83905627222890e+00	-6.82188802238157e+00	-8.53713412000000e+02	4.75093601003541e+01
483	02.54583690506603e+00	2.00000000000000e+00	7.50401599999501e+02	1.83358079275855e+00	-6.81165621628339e+00	-8.51461153000000e+02	4.76143147207899e+01
484	02.48534549042671e+00	2.00000000000000e+00	7.41691199999509e+02	1.82376357595830e+00	-6.80126364415022e+00	-8.49216754000000e+02	4.76053401796955e+01
485	02.42737441973383e+00	2.00000000000000e+00	7.34175599999516e+02	1.82101160312635e+00	-6.79062769754379e+00	-8.46948001000000e+02	4.76737402597183e+01
486	02.41218566151825e+00	2.00000000000000e+00	7.28791599999520e+02	1.81612267353595e+00	-6.78016588051757e+00	-8.44701781000000e+02	4.78209711285869e+01
487	02.42498501361639e+00	2.00000000000000e+00	7.18751199999529e+02	1.80946727784597e+00	-6.76931997630135e+00	-8.42448149000000e+02	4.77258432934709e+01
488	02.41211960083889e+00	2.00000000000000e+00	7.08353199999539e+02	1.80520899514424e+00	-6.75843595720313e+00	-8.40184672000000e+02	4.75404832214550e+01
489	02.31833799693771e+00	2.00000000000000e+00	6.96993199999549e+02	1.79928493470732e+00	-6.74771437376578e+00	-8.37955784000000e+02	4.72858344640222e+01
490	01.81586433323092e+00	2.00000000000000e+00	6.84415199999561e+02	1.79472500927272e+00	-6.73664437289557e+00	-8.35703121000000e+02	4.68777534246368e+01
491	0.20561736998146e-01	2.00000000000000e+00	6.70330399999574e+02	1.78878964326654e+00	-6.72559361116534e+00	-8.33469436000000e+02	4.64217728531653e+01
492	0.47409398234393e-01	2.00000000000000e+00	6.55112399999587e+02	1.78133448044663e+00	-6.71476895248663e+00	-8.31253457000000e+02	4.58120559440361e+01
493	0.67074688023218e-01	2.00000000000000e+00	6.36850799999605e+02	1.77749233134838e+00	-6.70383617702465e+00	-8.29024053000000e+02	4.49753389830318e+01
494	0.32185657898165e-01	2.00000000000000e+00	6.11431599999627e+02	1.77149712230325e+00	-6.69293638841156e+00	-8.26807949000000e+02	4.35492592592413e+01
495	0.07081841840061e-01	2.00000000000000e+00	5.85982799999650e+02	1.76696893812799e+00	-6.68223414868333e+00	-8.24587706000000e+02	4.21570359712062e+01
496	0.25658604363886e-01	2.00000000000000e+00	5.64626399999669e+02	1.76020490184904e+00	-6.67167704179599e+00	-8.22378071000000e+02	4.10338953488213e+01
497	02.86248538770818e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
498	02.85098839302164e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
499	02.84802897915527e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
500	02.84523991920739e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
501	02.83342411500416e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
502	02.80000874731599e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
503	0.30500820521146e-01	2.00000000000000e+00	1.33118919999896e+03	2.02549050337086e+00	-6.85508090619068e+00	-9.03231049000000e+02	6.00717148014092e+01
504	0.54186788784557e-01	2.00000000000000e+00	1.29364839999899e+03	2.01363844460119e+00	-6.84702727766561e+00	-9.01301482000000e+02	5.93961616161272e+01
505	0.56136944361743e-01	2.00000000000000e+00	1.27953359999900e+03	2.00119794049531e+00	-6.83897433079108e+00	-8.99356550000000e+02	5.97354621848393e+01
506	0.59117947085848e-01	2.00000000000000e+00	1.26438359999903e+03	1.98944331951015e+00	-6.83074609428976e+00	-8.97383007000000e+02	6.00372079771736e+01
507	0.75895478044915e-01	2.00000000000000e+00	1.25616879999903e+03	1.97886007923259e+00	-6.82245324556203e+00	-8.95395900000000e+02	6.06259073358724e+01
508	0.06667019870162e-01	2.00000000000000e+00	1.25879439999903e+03	1.97096213526045e+00	-6.81401492751736e+00	-8.93377781000000e+02	6.17056078431019e+01
509	0.38107739601232e-01	2.00000000000000e+00	1.24575639999904e+03	1.96172297500079e+00	-6.80550173342600e+00	-8.91345321000000e+02	6.21015154536035e+01
510	0.70255005428674e-01	2.00000000000000e+00	1.24163199999904e+03	1.94924281561467e+00	-6.79671186448917e+00	-8.89286564000000e+02	6.28992907801059e+01
511	02.73477998436932e+00	2.00000000000000e+00	1.22870679999906e+03	1.94150313068574e+00	-6.78779380990889e+00	-8.87199195000000e+02	6.32050823044908e+01
512	02.71782288556537e+00	2.00000000000000e+00	1.22064559999906e+03	1.93403443784952e+00	-6.77875000318992e+00	-8.85093770000000e+02	6.37745872517922e+01
513	02.68651134249448e+00	2.00000000000000e+00	1.20224359999908e+03	1.92407072052367e+00	-6.76940424967402e+00	-8.82965343000000e+02	6.37456839872384e+01
514	02.65214999805269e+00	2.00000000000000e+00	1.18207719999910e+03	1.91801538675729e+00	-6.75994759885041e+00	-8.80807222000000e+02	6.36209472550770e+01
515	02.63939813021814e+00	2.00000000000000e+00	1.16310799999912e+03	1.90968914785128e+00	-6.75045831453380e+00	-8.78650651000000e+02	6.34191930206842e+01
516	02.64288710250649e+00	2.00000000000000e+00	1.13873919999913e+03	1.90255467887657e+00	-6.74063173455733e+00	-8.76454453000000e+02	6.29833628318228e+01
517	02.62723653893781e+00	2.00000000000000e+00	1.10865239999916e+03	1.89540540962263e+00	-6.73069693773289e+00	-8.74228525000000e+02	6.21441928250774e+01
518	0.25416870906862e-01	2.00000000000000e+00	1.08403719999919e+03	1.88886792222726e+00	-6.72079712050643e+00	-8.72010264000000e+02	6.15231101021227e+01
519	0.29564990168322e-01	2.00000000000000e+00	1.06202359999921e+03	1.88321342182193e+00	-6.71064675285060e+00	-8.69765723000000e+02	6.10358390804265e+01
520	0.60940712163108e-01	2.00000000000000e+00	1.03556439999923e+03	1.87615142329967e+00	-6.70049745039135e+00	-8.67503040000000e+02	6.02773224679531e+01
521	0.54081174485228e-01	2.00000000000000e+00	9.82027199999290e+02	1.86997414208788e+00	-6.69042960961556e+00	-8.65242593000000e+02	5.78343462897223e+01
522	0.59327254619380e-01	2.00000000000000e+00	8.86024799999377e+02	1.86325150393432e+00	-6.68027871871866e+00	-8.62970650000000e+02	5.28654415274196e+01
523	0.01260574257482e-01	2.00000000000000e+00	8.10469199999446e+02	1.85475479663616e+00	-6.67005380329249e+00	-8.60667980000000e+02	4.89413768115704e+01
524	0.59570945223531e-01	2.00000000000000e+00	7.80331199999474e+02	1.85209981890523e+00	-6.65993428436358e+00	-8.58366765000000e+02	4.76392673992447e+01
525	0.92171177186548e-01	2.00000000000000e+00	7.66100799999486e+02	1.84348514067757e+00	-6.64976340802300e+00	-8.56070146000000e+02	4.73486279357007e+01
526	0.58303277990321e+00	2.00000000000000e+00	7.57717599999494e+02	1.84027392604698e+00	-6.63953481066714e+00	-8.53763318000000e+02	4.73573499999778e+01
527	02.55684723852520e+00	2.00000000000000e+00	7.49028799999502e+02	1.83276687040125e+00	-6.62927416876538e+00	-8.51450470000000e+02	4.74068860759272e+01
528	02.48891031950974e+00	2.00000000000000e+00	7.44003599999507e+02	1.82803942056555e+00	-6.61892716784419e+00	-8.49147052000000e+02	4.76314724711686e+01
529	02.43000034410566e+00	2.00000000000000e+00	7.36382399999513e+02	1.82239505676857e+00	-6.60836327940977e+00	-8.46825442000000e+02	4.76931606217395e+01
530	02.41895475270580e+00	2.00000000000000e+00	7.29695199999520e+02	1.81507042233440e+00	-6.59787261509820e+00	-8.44518531000000e+02	4.78175098295979e+01
531	02.43190195335558e+00	2.00000000000000e+00	7.20534399999528e+02	1.80883199852385e+00	-6.58714696406361e+00	-8.42214982000000e+02	4.77807957559463e+01
532	02.41151128397840e+00	2.00000000000000e+00	7.09599599999538e+02	1.80597716523678e+00	-6.57629584045993e+00	-8.39896763000000e+02	4.75602949061447e+01
533	02.31151587902551e+00	2.00000000000000e+00	6.97279999999549e+02	1.79857205098154e+00	-6.56541295143310e+00	-8.37578918000000e+02	4.72411924119029e+01
534	01.88338499710158e+00	2.00000000000000e+00	6.84453999999561e+02	1.79465478227036e+00	-6.55447127008864e+00	-8.35289148000000e+02	4.68804109588833e+01
535	0.13238624350191e-01	2.00000000000000e+00	6.69594799999574e+02	1.78725169750863e+00	-6.54339453100891e+00	-8.32991157000000e+02	4.63708310249104e+01
536	0.38988389678310e-01	2.00000000000000e+00	6.54763999999588e+02	1.78303942243781e+00	-6.53238985666225e+00	-8.30676304000000e+02	4.57876923076725e+01
537	0.75912585539342e-01	2.00000000000000e+00	6.35207599999606e+02	1.77543570866788e+00	-6.52156269198309e+00	-8.28407316000000e+02	4.48592937852918e+01
538	0.50655057135927e-01	2.00000000000000e+00	6.12133999999627e+02	1.77025705545833e+00	-6.51061325054181e+00	-8.26127272000000e+02	4.36614835948465e+01
539	0.13644404275251e-01	2.00000000000000e+00	5.82057599999655e+02	1.76603401862704e+00	-6.49998006798951e+00	-8.23844114000000e+02	4.19349855907615e+01
540	0.12856184200975e-01	2.00000000000000e+00	5.60720399999673e+02	1.75927490902206e+00	-6.48940925452063e+00	-8.21592766000000e+02	4.08093449781502e+01
541	0.15159299322177e-01	2.00000000000000e+00	5.49782399999683e+02	1.75123556959968e+00	-6.47885512359532e+00	-8.19332006000000e+02	4.03658149779583e+01
542	0.11439916516614e+00	2.00000000000000e+00	5.42387599999690e+02	1.74734347373995e+00	-6.46851465029955e+00	-8.17086738000000e+02	4.02364688427149e+01
543	02.42927121000377e+00	2.00000000000000e+00	5.37675199999694e+02	1.74121079951037e+00	-6.45790457061718e+00	-8.14828267000000e+02	4.03054872563568e+01
544	02.86176212193900e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
545	02.85289837355898e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
546	02.85084637322501e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
547	02.84582485230696e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
548	02.82867726577626e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
549	02.78664077503935e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
550	0.37518882404132e-01	2.00000000000000e+00	1.32310239999897e+03	2.02361889846824e+00	-6.66338804251957e+00	-9.02443207000000e+02	5.98688868777934e+01
551	0.52055748912802e-01	2.00000000000000e+00	1.28821759999900e+03	2.01048632647624e+00	-6.65530830174837e+00	-9.00450035000000e+02	5.93102025782344e+01
552	0.52657338019729e-01	2.00000000000000e+00	1.27345479999901e+03	1.99956992833839e+00	-6.64724216390292e+00	-8.98447928000000e+02	5.96745454545109e+01
553	0.62200160397819e-01	2.00000000000000e+00	1.25992639999902e+03	1.98628180960064e+00	-6.63899874156023e+00	-8.96418336000000e+02	5.99964952380607e+01
554	0.87151668189940e-01	2.00000000000000e+00	1.26274439999903e+03	1.97857388228752e+00	-6.63063542155067e+00	-8.94362797000000e+02	6.11794767441510e+01
555	0.19691288897620e-01	2.00000000000000e+00	1.25186479999904e+03	1.96731520748488e+00	-6.62222887350594e+00	-8.92290476000000e+02	6.16682167487333e+01
556	0.43139484498721e-01	2.00000000000000e+00	1.24883599999904e+03	1.95865154210205e+00	-6.61360953301983e+00	-8.90192962000000e+02	6.25669338676996e+01
557	02.77958404379750e+00	2.00000000000000e+00	1.23489399999905e+03	1.94853832246084e+00	-6.60476093667440e+00	-8.88064141000000e+02	6.28764765783752e+01
558	02.73101396351537e+00	2.00000000000000e+00	1.22835999999905e+03	1.93963655663652e+00	-6.59579937057714e+00	-8.85909792000000e+02	6.35797101448912e+01
559	02.70251257523330e+00	2.00000000000000e+00	1.21051319999907e+03	1.93190753506727e+00	-6.58665600229050e+00	-8.83743470000000e+02	6.36442271293014e+01
560	02.66651511644835e+00	2.00000000000000e+00	1.19757559999908e+03	1.92193610802658e+00	-6.57720775470063e+00	-8.81534630000000e+02	6.39047812166124e+01
561	02.64474868954366e+00	2.00000000000000e+00	1.17428559999910e+03	1.91351536382954e+00	-6.56777588567449e+00	-8.79318067000000e+02	6.35435930735571e+01
562	02.64705389270807e+00	2.00000000000000e+00	1.15077919999912e+03	1.90458756294067e+00	-6.55805410759863e+00	-8.77075014000000e+02	6.31602195389324e+01
563	02.64333777436669e+00	2.00000000000000e+00	1.12456239999915e+03	1.89955709957730e+00	-6.54825796239443e+00	-8.74823006000000e+02	6.26148329621031e+01
564	02.56056979840305e+00	2.00000000000000e+00	1.09454439999918e+03	1.89273077496338e+00	-6.53834954640551e+00	-8.72535967000000e+02	6.17688713317944e+01
565	0.97103027375486e-01	2.00000000000000e+00	1.07086799999920e+03	1.88387874370395e+00	-6.52821039169517e+00	-8.70224910000000e+02	6.11924571428236e+01
566	0.52880387193573e-01	2.00000000000000e+00	1.04738159999922e+03	1.87887631382817e+00	-6.51812300984019e+00	-8.67914214000000e+02	6.06825955967225e+01
567	0.49971004324870e-01	2.00000000000000e+00	1.01105079999926e+03	1.87319207751317e+00	-6.50801869343603e+00	-8.65589545000000e+02	5.92644079718326e+01
568	0.52521131766185e-01	2.00000000000000e+00	9.46259199999323e+02	1.86502812811160e+00	-6.49790091519462e+00	-8.63254312000000e+02	5.61911638954579e+01
569	0.91738550370754e-01	2.00000000000000e+00	8.19998399999438e+02	1.85966376888439e+00	-6.48770911677553e+00	-8.60907913000000e+02	4.92787499999759e+01
570	0.49397582815014e-01	2.00000000000000e+00	7.87535199999468e+02	1.85227702180991e+00	-6.47758872515383e+00	-8.58544462000000e+02	4.79036009732131e+01
571	0.76650517580378e-01	2.00000000000000e+00	7.68640799999484e+02	1.84806111371760e+00	-6.46741480843451e+00	-8.56182127000000e+02	4.73300985221451e+01
572	0.06727551502670e-01	2.00000000000000e+00	7.60087999999492e+02	1.84220149583797e+00	-6.45715539392292e+00	-8.53806881000000e+02	4.73870324189303e+01
573	02.57278846795771e+00	2.00000000000000e+00	7.51494799999500e+02	1.83423741513495e+00	-6.44690412745424e+00	-8.51424109000000e+02	4.74428535353314e+01
574	02.49299614028607e+00	2.00000000000000e+00	7.46490799999505e+02	1.82962775314519e+00	-6.43651318346844e+00	-8.49051195000000e+02	4.76686334610251e+01
575	02.43314831253371e+00	2.00000000000000e+00	7.37055999999514e+02	1.82172698129202e+00	-6.42604442581310e+00	-8.46670479000000e+02	4.76750323415045e+01
576	02.42653406409034e+00	2.00000000000000e+00	7.28687999999521e+02	1.81623123912285e+00	-6.41553108560395e+00	-8.44297050000000e+02	4.76890052355802e+01
577	02.43876883226644e+00	2.00000000000000e+00	7.21327999999528e+02	1.81139657223951e+00	-6.40481939319666e+00	-8.41926622000000e+02	4.77700662251437e+01
578	02.40900714281004e+00	2.00000000000000e+00	7.10566399999537e+02	1.80604379431678e+00	-6.39398643910935e+00	-8.39544574000000e+02	4.76250938337586e+01
579	02.30503426329194e+00	2.00000000000000e+00	6.97345999999549e+02	1.79657866087259e+00	-6.38314229093118e+00	-8.37175532000000e+02	4.72456639566183e+01
580	01.94797597526771e+00	2.00000000000000e+00	6.84494799999561e+02	1.79454067459162e+00	-6.37210675491641e+00	-8.34801044000000e+02	4.68832054794313e+01
581	0.03020173338692e-01	2.00000000000000e+00	6.69788399999574e+02	1.78353888431822e+00	-6.36106111189418e+00	-8.32439526000000e+02	4.63842382271265e+01
582	0.34063388908136e-01	2.00000000000000e+00	6.53295199999590e+02	1.78265070700081e+00	-6.35021644018269e+00	-8.30094182000000e+02	4.56849790209594e+01
583	0.89364815412870e-01	2.00000000000000e+00	6.34680799999606e+02	1.77609721930731e+00	-6.33929083755512e+00	-8.27751193000000e+02	4.48854879773502e+01
584	0.69333528210010e-01	2.00000000000000e+00	6.08369599999630e+02	1.77023801964874e+00	-6.32837678888972e+00	-8.25404312000000e+02	4.34549714285536e+01
585	0.09475628183836e-01	2.00000000000000e+00	5.76791599999659e+02	1.76362933991048e+00	-6.31783560492311e+00	-8.23078761000000e+02	4.16155555555391e+01
586	0.98225232343548e-01	2.00000000000000e+00	5.58878799999675e+02	1.75723111505833e+00	-6.30711669006752e+00	-8.20743161000000e+02	4.07346064139785e+01
587	0.23189195242136e-01	2.00000000000000e+00	5.47448399999686e+02	1.75353766617648e+00	-6.29667838576690e+00	-8.18423483000000e+02	4.03128424153015e+01
588	0.32957033511421e+00	2.00000000000000e+00	5.40418399999692e+02	1.74714279304262e+00	-6.28626330947110e+00	-8.16114673000000e+02	4.01499554234621e+01
589	02.32978803207953e+00	2.00000000000000e+00	5.36861599999694e+02	1.74074954426083e+00	-6.27570221845737e+00	-8.13803249000000e+02	4.03049249249099e+01
590	02.20612336621436e+00	2.00000000000000e+00	5.29984799999701e+02	1.73657090535836e+00	-6.26495109300914e+00	-8.11475518000000e+02	4.02112898330657e+01
591	02.21520517488680e+00	2.00000000000000e+00	5.25603199999705e+02	1.73029805571403e+00	-6.25414999880647e+00	-8.09167693000000e+02	4.02452679938598e+01
592	02.86178176789382e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
593	02.85566131531557e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
594	02.85344763140592e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
595	02.84472825399253e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
596	02.82208239098116e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
597	02.76894368849652e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
598	0.41038937398823e-01	2.00000000000000e+00	1.31697399999897e+03	2.02165132721784e+00	-6.47166778421909e+00	-9.01590919000000e+02	5.97538112522337e+01
599	0.47891368471702e-01	2.00000000000000e+00	1.28885799999900e+03	2.00943923995350e+00	-6.46362388375881e+00	-8.99541395000000e+02	5.95040627885157e+01
600	0.51675497966783e-01	2.00000000000000e+00	1.26999879999902e+03	1.99651549369483e+00	-6.45547958680441e+00	-8.97470175000000e+02	5.96803947368077e+01
601	0.69981760148990e-01	2.00000000000000e+00	1.26653479999902e+03	1.98534477037668e+00	-6.44722643756628e+00	-8.95378397000000e+02	6.05418164435596e+01
602	0.00620796285296e-01	2.00000000000000e+00	1.25768799999903e+03	1.97569457459386e+00	-6.43885095878250e+00	-8.93263565000000e+02	6.11715953307040e+01
603	0.26875069239557e-01	2.00000000000000e+00	1.25615799999903e+03	1.96462490166227e+00	-6.43041696122997e+00	-8.91124482000000e+02	6.21860396039247e+01
604	0.46877662930662e-01	2.00000000000000e+00	1.24043079999905e+03	1.95286998053605e+00	-6.42165998860288e+00	-8.88951662000000e+02	6.24587512587760e+01
605	02.74904169550441e+00	2.00000000000000e+00	1.23534639999905e+03	1.94550950157366e+00	-6.41281406543820e+00	-8.86756599000000e+02	6.32861885245541e+01
606	02.71900234636637e+00	2.00000000000000e+00	1.21871079999907e+03	1.93601103989980e+00	-6.40378570880282e+00	-8.84534647000000e+02	6.34084703433562e+01
607	02.68249389456562e+00	2.00000000000000e+00	1.20738439999908e+03	1.92812568398975e+00	-6.39448027661148e+00	-8.82288193000000e+02	6.38827724867363e+01
608	02.65264110858410e+00	2.00000000000000e+00	1.18501559999909e+03	1.91926192759176e+00	-6.38513550772400e+00	-8.80022788000000e+02	6.36420837808445e+01
609	02.65086722767398e+00	2.00000000000000e+00	1.16595839999911e+03	1.91108456910154e+00	-6.37554971580756e+00	-8.77731665000000e+02	6.35053594770884e+01
610	02.65277251239127e+00	2.00000000000000e+00	1.13880319999914e+03	1.90250144675436e+00	-6.36575308034714e+00	-8.75413718000000e+02	6.29173038673680e+01
611	02.61543917865656e+00	2.00000000000000e+00	1.10677239999916e+03	1.89488191616306e+00	-6.35585784851066e+00	-8.73065684000000e+02	6.20388116591581e+01
612	0.29777599116918e-01	2.00000000000000e+00	1.08287519999919e+03	1.88948081202957e+00	-6.34584184155929e+00	-8.70699561000000e+02	6.15269999999661e+01
613	0.39998562038752e-01	2.00000000000000e+00	1.05758719999921e+03	1.88028597732485e+00	-6.33570086174289e+00	-8.68326714000000e+02	6.09209216589529e+01
614	0.45227098895210e-01	2.00000000000000e+00	1.02595399999924e+03	1.87465710917006e+00	-6.32563729013268e+00	-8.65939449000000e+02	5.98572928821145e+01
615	0.45618020053123e-01	2.00000000000000e+00	9.67923599999303e+02	1.86689750896477e+00	-6.31550149713289e+00	-8.63544303000000e+02	5.72058865247928e+01
616	0.82482716244290e-01	2.00000000000000e+00	8.64414799999398e+02	1.86227731429041e+00	-6.30531554972402e+00	-8.61129464000000e+02	5.17613652694352e+01
617	0.39561348058294e-01	2.00000000000000e+00	7.94043999999461e+02	1.85380025347694e+00	-6.29517368288625e+00	-8.58708705000000e+02	4.81238787878557e+01
618	0.64266769521949e-01	2.00000000000000e+00	7.72806399999481e+02	1.84637210360059e+00	-6.28503653645314e+00	-8.56276111000000e+02	4.74696805896581e+01
619	0.03362712455782e-01	2.00000000000000e+00	7.59431199999492e+02	1.84102508596763e+00	-6.27475834157792e+00	-8.53836807000000e+02	4.72283084576892e+01
620	02.60021032403567e+00	2.00000000000000e+00	7.53944799999497e+02	1.83522702262153e+00	-6.26458411811317e+00	-8.51397404000000e+02	4.74776322417913e+01
621	02.49789979655197e+00	2.00000000000000e+00	7.45141599999505e+02	1.83049289104258e+00	-6.25416592936489e+00	-8.48946693000000e+02	4.75217857142635e+01
622	02.43703799895311e+00	2.00000000000000e+00	7.39488399999511e+02	1.82319087947060e+00	-6.24376123458219e+00	-8.46509136000000e+02	4.77089290322360e+01
623	02.43499579696634e+00	2.00000000000000e+00	7.29431199999520e+02	1.81735872329478e+00	-6.23321669078315e+00	-8.44055369000000e+02	4.76752418300434e+01
624	02.44525328924625e+00	2.00000000000000e+00	7.22881999999526e+02	1.80988819371643e+00	-6.22252714291463e+00	-8.41623824000000e+02	4.78096560846342e+01
625	02.40449040711052e+00	2.00000000000000e+00	7.11257599999537e+02	1.80293506336007e+00	-6.21175588566999e+00	-8.39177909000000e+02	4.76076037483051e+01
626	02.29996309650706e+00	2.00000000000000e+00	6.98087999999549e+02	1.79876761455932e+00	-6.20094265970424e+00	-8.36749922000000e+02	4.72319350473401e+01
627	02.00972751356596e+00	2.00000000000000e+00	6.84496399999561e+02	1.79434920248536e+00	-6.18995477177532e+00	-8.34318067000000e+02	4.68833150684724e+01
628	0.90861159335221e-01	2.00000000000000e+00	6.69115199999575e+02	1.78744247689329e+00	-6.17892335583957e+00	-8.31890867000000e+02	4.63376177285116e+01
629	0.34588031909033e-01	2.00000000000000e+00	6.52642799999590e+02	1.78247587273669e+00	-6.16801144080692e+00	-8.29466158000000e+02	4.57032773109047e+01
630	0.06353244750191e-01	2.00000000000000e+00	6.32699199999609e+02	1.77397476534410e+00	-6.15699743164204e+00	-8.27047921000000e+02	4.47453465346346e+01
631	0.84373364474149e-01	2.00000000000000e+00	6.04708799999633e+02	1.76833471214554e+00	-6.14615337462556e+00	-8.24627998000000e+02	4.31934857142680e+01
632	0.97120329940581e-01	2.00000000000000e+00	5.72762399999663e+02	1.76218206256522e+00	-6.13551118021887e+00	-8.22228062000000e+02	4.13845664739722e+01
633	0.85181767552729e-01	2.00000000000000e+00	5.56485199999677e+02	1.75686905077702e+00	-6.12488124035399e+00	-8.19834830000000e+02	4.06193576642181e+01
634	0.54017285758257e-01	2.00000000000000e+00	5.46022399999686e+02	1.75250269678380e+00	-6.11445716043905e+00	-8.17447028000000e+02	4.02671386430527e+01
635	0.01841847326239e+00	2.00000000000000e+00	5.40221999999691e+02	1.74672708581806e+00	-6.10402991784508e+00	-8.15073215000000e+02	4.02549925484201e+01
636	02.27092344752368e+00	2.00000000000000e+00	5.34656799999698e+02	1.74034993263970e+00	-6.09342362478888e+00	-8.12695587000000e+02	4.02603012048045e+01
637	02.22047687473303e+00	2.00000000000000e+00	5.29353999999702e+02	1.73528747306364e+00	-6.08274329762398e+00	-8.10320838000000e+02	4.02856925418422e+01
638	02.22627235558535e+00	2.00000000000000e+00	5.23127199999708e+02	1.72890055268102e+00	-6.07195601746822e+00	-8.07951193000000e+02	4.01787403993711e+01
639	02.16531134900349e+00	2.00000000000000e+00	5.16011999999714e+02	1.72397664844689e+00	-6.06087334606898e+00	-8.05574391000000e+02	4.00630434782466e+01
640	02.05666721873194e+00	2.00000000000000e+00	5.08477999999721e+02	1.71809571294086e+00	-6.04970008417711e+00	-8.03205470000000e+02	3.98493730407383e+01
641	02.00368882880724e+00	2.00000000000000e+00	4.99436399999729e+02	1.71239486525936e+00	-6.03835783943747e+00	-8.00816757000000e+02	3.95123734177079e+01
642	02.86286776055163e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
643	02.85902284621911e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
644	02.85525027895678e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
645	02.84152961948242e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
646	02.81439301152329e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
647	02.73637298926499e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
648	0.40577285863727e-01	2.00000000000000e+00	1.31102599999898e+03	2.01862411581979e+00	-6.27993529009225e+00	-9.00666982000000e+02	5.96463148316307e+01
649	0.43946393765491e-01	2.00000000000000e+00	1.28248839999900e+03	2.00614316479734e+00	-6.27193126712358e+00	-8.98562151000000e+02	5.94294902687330e+01
650	0.55271167338842e-01	2.00000000000000e+00	1.26357159999902e+03	1.99197489403597e+00	-6.26374567654573e+00	-8.96423090000000e+02	5.96024339622297e+01
651	0.81533662752434e-01	2.00000000000000e+00	1.26142319999903e+03	1.98123131682816e+00	-6.25542770357197e+00	-8.94264355000000e+02	6.05870893371412e+01
652	0.12110073254336e-01	2.00000000000000e+00	1.26249079999902e+03	1.97274609665440e+00	-6.24709685532134e+00	-8.92081187000000e+02	6.17053176930240e+01
653	0.26367532031108e-01	2.00000000000000e+00	1.24805439999903e+03	1.96274217165187e+00	-6.23849436238355e+00	-8.89863285000000e+02	6.20922587064319e+01
654	0.98650719775693e-01	2.00000000000000e+00	1.24346639999904e+03	1.95160895839057e+00	-6.22971938456431e+00	-8.87616978000000e+02	6.29284615384256e+01
655	02.73740150728543e+00	2.00000000000000e+00	1.22622199999906e+03	1.94069200820089e+00	-6.22084690175584e+00	-8.85353879000000e+02	6.31422245107778e+01
656	02.69971976352509e+00	2.00000000000000e+00	1.21693159999906e+03	1.93304846872673e+00	-6.21163378743534e+00	-8.83046624000000e+02	6.37136963350421e+01
657	02.66408115255240e+00	2.00000000000000e+00	1.19455239999909e+03	1.92340481063287e+00	-6.20232178843571e+00	-8.80724047000000e+02	6.35400212765598e+01
658	02.65498400871804e+00	2.00000000000000e+00	1.17723599999910e+03	1.91323627071868e+00	-6.19287447400751e+00	-8.78380980000000e+02	6.36343783783424e+01
