file	phi	r	period	raio_max	px_mean	x_final	eta
1480	0.14756462753614e+00	2.00000000000000e+00	2.54460799999950e+02	1.54149065839968e+00	-3.22581023439510e+00	-6.79759371000000e+02	2.77190413943355e+01
1481	0.11992298252886e+00	2.00000000000000e+00	2.51610799999952e+02	1.52844644561394e+00	-3.21207283205179e+00	-6.75631536000000e+02	2.76495384615386e+01
1482	0.46111475274792e+00	2.00000000000000e+00	2.46853599999953e+02	1.52946772855047e+00	-3.19766206481271e+00	-6.71526200000000e+02	2.74281777777779e+01
1483	01.13852310303764e+00	2.00000000000000e+00	2.41989999999953e+02	1.52343662149058e+00	-3.18323125972332e+00	-6.67388761000000e+02	2.71289237668162e+01
1484	01.01776562227176e+00	2.00000000000000e+00	2.35196799999954e+02	1.51929665517556e+00	-3.16909802243645e+00	-6.63265253000000e+02	2.66663038548754e+01
1485	07.71182947032805e-01	2.00000000000000e+00	2.29188399999955e+02	1.51527840592593e+00	-3.15588016249645e+00	-6.59189082000000e+02	2.62229290617849e+01
1486	07.97510684574662e-01	2.00000000000000e+00	2.26410799999957e+02	1.50884559440009e+00	-3.14211008260467e+00	-6.55043582000000e+02	2.61444341801387e+01
1487	06.77074134049850e-01	2.00000000000000e+00	2.23541599999956e+02	1.50481958940627e+00	-3.12779287526247e+00	-6.50923499000000e+02	2.60537995337996e+01
1488	03.61960306634152e-01	2.00000000000000e+00	2.19625199999957e+02	1.50071181703704e+00	-3.11274420942535e+00	-6.46777550000000e+02	2.58382588235295e+01
1489	0.33034164135228e+00	2.00000000000000e+00	2.15318399999958e+02	1.49532674761792e+00	-3.09750385332577e+00	-6.42608938000000e+02	2.55722565320666e+01
1490	0.54569702367110e+00	2.00000000000000e+00	2.09537999999960e+02	1.48891618902194e+00	-3.08309556322267e+00	-6.38430867000000e+02	2.51244604316549e+01
1491	0.60021723705924e+00	2.00000000000000e+00	2.05376399999961e+02	1.48338614588030e+00	-3.06900564123823e+00	-6.34278785000000e+02	2.48039130434784e+01
1492	0.61244186527618e+00	2.00000000000000e+00	2.02715199999961e+02	1.48206370379455e+00	-3.05473652981244e+00	-6.30134745000000e+02	2.47213658536586e+01
1493	0.74810510990934e+00	2.00000000000000e+00	1.99694799999962e+02	1.47850972740684e+00	-3.03893122044024e+00	-6.25891968000000e+02	2.45929556650248e+01
1494	0.96601801220524e+00	2.00000000000000e+00	1.96477199999962e+02	1.47322868820183e+00	-3.02304200295423e+00	-6.21659234000000e+02	2.43768238213401e+01
1495	04.24426706824194e-01	2.00000000000000e+00	1.92473199999963e+02	1.47122506797636e+00	-3.00723531001397e+00	-6.17456505000000e+02	2.40591500000001e+01
1496	02.87606787722127e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1497	02.86294688821873e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1498	02.84776410615230e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1499	02.80478278379806e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1500	0.32297732905790e-01	2.00000000000000e+00	1.31029319999898e+03	2.01489413181104e+00	-3.61218407797779e+00	-8.80244846000000e+02	5.93429891304002e+01
1501	0.49768779630884e-01	2.00000000000000e+00	1.27577799999901e+03	1.99186150348897e+00	-3.60406904987512e+00	-8.76669311000000e+02	5.96157943924888e+01
1502	0.96195579017437e-01	2.00000000000000e+00	1.25613639999903e+03	1.97296557968163e+00	-3.59570464549180e+00	-8.73017567000000e+02	6.05075337186548e+01
1503	0.19656815564359e-01	2.00000000000000e+00	1.25024119999903e+03	1.95539617120105e+00	-3.58715366207289e+00	-8.69291083000000e+02	6.20159325396469e+01
1504	02.76650693005297e+00	2.00000000000000e+00	1.23463359999905e+03	1.93999356276415e+00	-3.57826705387511e+00	-8.65474586000000e+02	6.31203271983280e+01
1505	02.67982321114957e+00	2.00000000000000e+00	1.20527039999908e+03	1.92234769541947e+00	-3.56905005657713e+00	-8.61597721000000e+02	6.33685804416045e+01
1506	02.66049832139817e+00	2.00000000000000e+00	1.17025919999910e+03	1.90902408682322e+00	-3.55956687230109e+00	-8.57639653000000e+02	6.31889416846293e+01
1507	02.64502275459556e+00	2.00000000000000e+00	1.12343519999915e+03	1.89484979134367e+00	-3.54971484151846e+00	-8.53597215000000e+02	6.22057142856796e+01
1508	02.29290843068305e+00	2.00000000000000e+00	1.07721119999919e+03	1.88320355793042e+00	-3.53973229643229e+00	-8.49512391000000e+02	6.10663945577893e+01
1509	0.30041950325885e-01	2.00000000000000e+00	1.02948919999923e+03	1.87216143778843e+00	-3.52957691463669e+00	-8.45372116000000e+02	5.97845063878883e+01
1510	0.73784461055873e-01	2.00000000000000e+00	8.93495999999371e+02	1.86082733514058e+00	-3.51938668200691e+00	-8.41199889000000e+02	5.30579572446287e+01
1511	0.46292077168023e-01	2.00000000000000e+00	7.81749599999472e+02	1.84976246847727e+00	-3.50921820736243e+00	-8.36998248000000e+02	4.74939003644974e+01
1512	0.64285603646493e-01	2.00000000000000e+00	7.57781199999494e+02	1.83772607598799e+00	-3.49896733888510e+00	-8.32770888000000e+02	4.70087593051888e+01
1513	02.51242950563568e+00	2.00000000000000e+00	7.47149199999503e+02	1.82689022157892e+00	-3.48866366742663e+00	-8.28540751000000e+02	4.74079441624144e+01
1514	02.44425424230877e+00	2.00000000000000e+00	7.30825999999518e+02	1.81631542248897e+00	-3.47818076572401e+00	-8.24304453000000e+02	4.73946822308471e+01
1515	02.43751992319300e+00	2.00000000000000e+00	7.16108799999532e+02	1.80584848975704e+00	-3.46749519086688e+00	-8.20081006000000e+02	4.74244238410380e+01
1516	02.29967969882435e+00	2.00000000000000e+00	6.93617199999553e+02	1.79602695556826e+00	-3.45664544540422e+00	-8.15864501000000e+02	4.69294451961901e+01
1517	0.86390032682295e-01	2.00000000000000e+00	6.68014799999576e+02	1.78480203904929e+00	-3.44554069179267e+00	-8.11631320000000e+02	4.60699862068764e+01
1518	0.77641087031595e-01	2.00000000000000e+00	6.36571199999605e+02	1.77413507142520e+00	-3.43459060795354e+00	-8.07446888000000e+02	4.47030337078462e+01
1519	0.90895445102160e-01	2.00000000000000e+00	5.88917999999648e+02	1.76066615809004e+00	-3.42388153797954e+00	-8.03299443000000e+02	4.21257510729445e+01
1520	0.73529019350263e-01	2.00000000000000e+00	5.52571599999681e+02	1.75259643889718e+00	-3.41325808660776e+00	-7.99161166000000e+02	4.02748979591684e+01
1521	0.13683102848730e+00	2.00000000000000e+00	5.39159199999693e+02	1.74222699162923e+00	-3.40287793128290e+00	-7.95040074000000e+02	3.99969732937537e+01
1522	02.25677169868600e+00	2.00000000000000e+00	5.29377599999703e+02	1.72985207664370e+00	-3.39218198496532e+00	-7.90921112000000e+02	3.99832024169039e+01
1523	02.21781660898099e+00	2.00000000000000e+00	5.18956399999711e+02	1.72214628177990e+00	-3.38127559263157e+00	-7.86797872000000e+02	3.99197230769087e+01
1524	02.04813470481110e+00	2.00000000000000e+00	5.04884799999724e+02	1.71209507913846e+00	-3.37006029626068e+00	-7.82699931000000e+02	3.95058528951349e+01
1525	02.02331843658626e+00	2.00000000000000e+00	4.88289199999740e+02	1.70212844515192e+00	-3.35857591881422e+00	-7.78553876000000e+02	3.88765286624073e+01
1526	0.19921731217770e-01	2.00000000000000e+00	4.68311999999757e+02	1.69213413171552e+00	-3.34711061121807e+00	-7.74391750000000e+02	3.78893203883374e+01
1527	0.12854393948914e+00	2.00000000000000e+00	4.40823599999782e+02	1.68515759640134e+00	-3.33587832394999e+00	-7.70258261000000e+02	3.62519407894629e+01
1528	0.11782122941921e+00	2.00000000000000e+00	4.25015999999797e+02	1.67603578426280e+00	-3.32475805882245e+00	-7.66096772000000e+02	3.54771285475694e+01
1529	0.27894134375011e+00	2.00000000000000e+00	4.16948399999804e+02	1.66664706838293e+00	-3.31360552860398e+00	-7.61903319000000e+02	3.53346101694819e+01
1530	0.43693104502025e+00	2.00000000000000e+00	4.10223999999810e+02	1.65930933256351e+00	-3.30195214260868e+00	-7.57664591000000e+02	3.53032702237427e+01
1531	02.21846766569338e+00	2.00000000000000e+00	4.00518399999819e+02	1.65080265409042e+00	-3.28976912214379e+00	-7.53396971000000e+02	3.50103496503407e+01
1532	01.80255394053402e+00	2.00000000000000e+00	3.89211199999830e+02	1.64445332771752e+00	-3.27726376470423e+00	-7.49110387000000e+02	3.45045390070839e+01
1533	01.78943583655155e+00	2.00000000000000e+00	3.76107599999841e+02	1.63346261907641e+00	-3.26470690870649e+00	-7.44795014000000e+02	3.38226258992729e+01
1534	01.66611181106631e+00	2.00000000000000e+00	3.58401999999857e+02	1.62933860695026e+00	-3.25231947533799e+00	-7.40433856000000e+02	3.27009124087526e+01
1535	01.37338907500097e+00	2.00000000000000e+00	3.47761599999867e+02	1.62099838255483e+00	-3.24023635931333e+00	-7.36093511000000e+02	3.21406284657981e+01
1536	0.16946429132105e+00	2.00000000000000e+00	3.41999199999872e+02	1.61257795919378e+00	-3.22790037811378e+00	-7.31716741000000e+02	3.20223970037397e+01
1537	0.54445742859967e+00	2.00000000000000e+00	3.36608799999878e+02	1.60730105212341e+00	-3.21505099713997e+00	-7.27303993000000e+02	3.19363187855734e+01
1538	0.58721447634024e+00	2.00000000000000e+00	3.28964799999884e+02	1.60300006824208e+00	-3.20177743053311e+00	-7.22885611000000e+02	3.16312307692259e+01
1539	0.68546614224872e+00	2.00000000000000e+00	3.19908799999892e+02	1.59477539109028e+00	-3.18832250783487e+00	-7.18492688000000e+02	3.11801949317695e+01
1540	0.01997224259181e+00	2.00000000000000e+00	3.09953199999901e+02	1.58999805329471e+00	-3.17492276224998e+00	-7.14077855000000e+02	3.05673767258345e+01
1541	01.78201241371781e+00	2.00000000000000e+00	2.98362399999912e+02	1.58485417316491e+00	-3.16189188824265e+00	-7.09656433000000e+02	2.97766866267436e+01
1542	01.38893707606364e+00	2.00000000000000e+00	2.93135599999917e+02	1.57381862426452e+00	-3.14921607193799e+00	-7.05282855000000e+02	2.96096565656540e+01
1543	01.31712660335531e+00	2.00000000000000e+00	2.88789599999920e+02	1.56682113070401e+00	-3.13610498198891e+00	-7.00896969000000e+02	2.95285889570529e+01
1544	01.25243733581540e+00	2.00000000000000e+00	2.83576799999926e+02	1.56656921834296e+00	-3.12249391939622e+00	-6.96527561000000e+02	2.93557763975137e+01
1545	09.43948710619246e-01	2.00000000000000e+00	2.77469199999931e+02	1.56011482979031e+00	-3.10830872311867e+00	-6.92140364000000e+02	2.90239748953960e+01
1546	0.48997028223007e+00	2.00000000000000e+00	2.69717199999938e+02	1.55497260244929e+00	-3.09451559141490e+00	-6.87790025000000e+02	2.85717372881346e+01
1547	0.95002155989302e+00	2.00000000000000e+00	2.60799599999946e+02	1.54942599760138e+00	-3.08135582529220e+00	-6.83486208000000e+02	2.79228693790147e+01
1548	0.07204836892863e+00	2.00000000000000e+00	2.55728399999951e+02	1.54218362388061e+00	-3.06845454342044e+00	-6.79190008000000e+02	2.76762337662339e+01
1549	0.08513737738160e+00	2.00000000000000e+00	2.52631599999951e+02	1.53716712405729e+00	-3.05499161777200e+00	-6.74859615000000e+02	2.76402188183808e+01
1550	0.34946791823920e+00	2.00000000000000e+00	2.48638399999952e+02	1.53129075618975e+00	-3.04076919395714e+00	-6.70549314000000e+02	2.75042477876107e+01
1551	02.15652630329064e+00	2.00000000000000e+00	2.43711999999953e+02	1.52606838943320e+00	-3.02617648747689e+00	-6.66192946000000e+02	2.72608501118569e+01
1552	01.00868864926404e+00	2.00000000000000e+00	2.37221599999954e+02	1.51996163437693e+00	-3.01208029187599e+00	-6.61902360000000e+02	2.67744469525960e+01
1553	08.20298201504172e-01	2.00000000000000e+00	2.30105999999955e+02	1.51483876658793e+00	-2.99864441514799e+00	-6.57593809000000e+02	2.62678082191781e+01
1554	08.47843577787998e-01	2.00000000000000e+00	2.26799599999956e+02	1.51066704591952e+00	-2.98514491720380e+00	-6.53290073000000e+02	2.61289861751153e+01
1555	06.41142792500464e-01	2.00000000000000e+00	2.23937999999957e+02	1.50492694661229e+00	-2.97075629711643e+00	-6.48962989000000e+02	2.60393023255816e+01
1556	05.23144613693995e-01	2.00000000000000e+00	2.19943599999957e+02	1.50104359156788e+00	-2.95568920360289e+00	-6.44575685000000e+02	2.58757176470589e+01
1557	0.30925868734927e+00	2.00000000000000e+00	2.15298799999959e+02	1.49302133750138e+00	-2.94053087607064e+00	-6.40230361000000e+02	2.55699287410928e+01
1558	0.56410875739746e+00	2.00000000000000e+00	2.09261199999959e+02	1.49171215898154e+00	-2.92615486562579e+00	-6.35852252000000e+02	2.50912709832135e+01
1559	0.53317752928967e+00	2.00000000000000e+00	2.05181199999960e+02	1.48560819116776e+00	-2.91187498431465e+00	-6.31477521000000e+02	2.47803381642512e+01
1560	0.68284939472622e+00	2.00000000000000e+00	2.02376399999962e+02	1.48225986429268e+00	-2.89733998481244e+00	-6.27142193000000e+02	2.46800487804880e+01
1561	0.71333414045378e+00	2.00000000000000e+00	1.99229599999961e+02	1.47660222808805e+00	-2.88168771835310e+00	-6.22677897000000e+02	2.45356650246306e+01
1562	02.74425417352712e+00	2.00000000000000e+00	1.95611999999963e+02	1.47062879237339e+00	-2.86584964094780e+00	-6.18319224000000e+02	2.43298507462688e+01
1563	03.30011700829950e-01	2.00000000000000e+00	1.90810799999964e+02	1.46754325725702e+00	-2.85042927576378e+00	-6.13873416000000e+02	2.39111278195490e+01
1564	03.43080571442094e-01	2.00000000000000e+00	1.86633199999964e+02	1.46464348290528e+00	-2.83551060570756e+00	-6.09491246000000e+02	2.35647979797981e+01
1565	02.40625548832477e-01	2.00000000000000e+00	1.83957999999965e+02	1.46125350580534e+00	-2.82081304540623e+00	-6.05151532000000e+02	2.34640306122450e+01
1566	02.05480682573853e-01	2.00000000000000e+00	1.81364399999965e+02	1.45600008771135e+00	-2.80459273352757e+00	-6.00677597000000e+02	2.33116195372752e+01
1567	01.52220634269948e-01	2.00000000000000e+00	1.78250399999966e+02	1.45348284247255e+00	-2.78828852901158e+00	-5.96313449000000e+02	2.30894300518136e+01
1568	02.88657834774910e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1569	02.86668773482608e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1570	02.82997562675702e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1571	02.81649118576179e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1572	0.27068938125100e-01	2.00000000000000e+00	1.30106919999899e+03	2.01134700016271e+00	-3.42050961047979e+00	-8.76425703000000e+02	5.90857947320277e+01
1573	0.77476908914716e-01	2.00000000000000e+00	1.26721959999901e+03	1.98842529569541e+00	-3.41231939755510e+00	-8.72663490000000e+02	5.94938779342378e+01
1574	0.89201709769008e-01	2.00000000000000e+00	1.26023479999903e+03	1.96849037103935e+00	-3.40393992636464e+00	-8.68806952000000e+02	6.10578875968642e+01
1575	0.15765864090088e-01	2.00000000000000e+00	1.23820239999905e+03	1.94886045725194e+00	-3.39530400723311e+00	-8.64867979000000e+02	6.19101199999645e+01
1576	02.70545950926006e+00	2.00000000000000e+00	1.21874919999907e+03	1.93467533674511e+00	-3.38630653711463e+00	-8.60841243000000e+02	6.28869556243193e+01
1577	02.69179544329142e+00	2.00000000000000e+00	1.19342959999909e+03	1.91829618582253e+00	-3.37700626793290e+00	-8.56733489000000e+02	6.34128374069780e+01
1578	02.64974507056586e+00	2.00000000000000e+00	1.15064439999912e+03	1.90293665702306e+00	-3.36733725779155e+00	-8.52538361000000e+02	6.28081004366459e+01
1579	02.58331575393039e+00	2.00000000000000e+00	1.09711439999918e+03	1.88926378586560e+00	-3.35743450999912e+00	-8.48266303000000e+02	6.14285778275136e+01
1580	0.87528156343039e-01	2.00000000000000e+00	1.05250119999922e+03	1.87676043694277e+00	-3.34732377972313e+00	-8.43944503000000e+02	6.04191274396916e+01
1581	0.82226184411594e-01	2.00000000000000e+00	9.68409999999303e+02	1.86448746758066e+00	-3.33708622104537e+00	-8.39574511000000e+02	5.69652941176173e+01
1582	0.02264961097307e-01	2.00000000000000e+00	7.97179599999459e+02	1.85164866896704e+00	-3.32689361485514e+00	-8.35169777000000e+02	4.80228674698564e+01
1583	0.46532939710597e-01	2.00000000000000e+00	7.63631199999489e+02	1.84170788301629e+00	-3.31671298520712e+00	-8.30739352000000e+02	4.70796054253785e+01
1584	02.55595139570467e+00	2.00000000000000e+00	7.48237599999503e+02	1.82648048738164e+00	-3.30643533753358e+00	-8.26296274000000e+02	4.71776544766488e+01
1585	02.49544134158528e+00	2.00000000000000e+00	7.35609999999515e+02	1.81792241787308e+00	-3.29602868806221e+00	-8.21853871000000e+02	4.74587096773974e+01
1586	02.39419192864416e+00	2.00000000000000e+00	7.18797599999530e+02	1.80472030527892e+00	-3.28529122365069e+00	-8.17402792000000e+02	4.74767239101500e+01
1587	02.35470544593524e+00	2.00000000000000e+00	6.95833199999550e+02	1.79591401214895e+00	-3.27441480619294e+00	-8.12967557000000e+02	4.69523076922866e+01
1588	0.21352477807986e-01	2.00000000000000e+00	6.69047599999575e+02	1.78518579905689e+00	-3.26344142355196e+00	-8.08549601000000e+02	4.60776584021837e+01
1589	0.29239160868434e-01	2.00000000000000e+00	6.35757199999605e+02	1.77242904703024e+00	-3.25243279577179e+00	-8.04155687000000e+02	4.46458707864979e+01
1590	0.19212573320923e-01	2.00000000000000e+00	5.83830799999652e+02	1.76090041922100e+00	-3.24170252087023e+00	-7.99786523000000e+02	4.18216905443959e+01
1591	0.47696998312624e-01	2.00000000000000e+00	5.49485999999684e+02	1.75177765913102e+00	-3.23120544903489e+00	-7.95449252000000e+02	4.01084671532695e+01
1592	0.17721326443497e+00	2.00000000000000e+00	5.36718799999695e+02	1.73925783047653e+00	-3.22070451104467e+00	-7.91121610000000e+02	3.99344345237947e+01
1593	02.29153607245996e+00	2.00000000000000e+00	5.26509599999704e+02	1.72957491077940e+00	-3.21005225240958e+00	-7.86798820000000e+02	3.99476176024134e+01
1594	02.10090276344375e+00	2.00000000000000e+00	5.15069599999715e+02	1.71934557675230e+00	-3.19898543314289e+00	-7.82480300000000e+02	3.98044513137416e+01
1595	02.11056819776782e+00	2.00000000000000e+00	4.98984399999729e+02	1.70737798804232e+00	-3.18760671619643e+00	-7.78133286000000e+02	3.92901102362069e+01
1596	01.90875432237163e+00	2.00000000000000e+00	4.81317599999746e+02	1.69602547137619e+00	-3.17620065402157e+00	-7.73782952000000e+02	3.85054079999872e+01
1597	0.65166720170628e-01	2.00000000000000e+00	4.56487599999768e+02	1.68766100621075e+00	-3.16477768161556e+00	-7.69434193000000e+02	3.71732573289787e+01
1598	0.06124017657898e+00	2.00000000000000e+00	4.31108799999791e+02	1.68052915448003e+00	-3.15369756040578e+00	-7.65087687000000e+02	3.56878145695262e+01
1599	0.27159634674050e+00	2.00000000000000e+00	4.20099199999802e+02	1.66935518744154e+00	-3.14253561763578e+00	-7.60694430000000e+02	3.53618855218758e+01
1600	0.28485131341476e+00	2.00000000000000e+00	4.13127599999808e+02	1.66159736737448e+00	-3.13111130229464e+00	-7.56275160000000e+02	3.53100512820418e+01
1601	0.45658739746498e+00	2.00000000000000e+00	4.04105599999815e+02	1.65227568502520e+00	-3.11917139146199e+00	-7.51812540000000e+02	3.51396173912952e+01
1602	01.86327463053043e+00	2.00000000000000e+00	3.92327599999827e+02	1.64527977110440e+00	-3.10671087309780e+00	-7.47303729000000e+02	3.45967901234483e+01
1603	01.85786288896932e+00	2.00000000000000e+00	3.79193599999838e+02	1.63647179996236e+00	-3.09407653882511e+00	-7.42757142000000e+02	3.39779211469456e+01
1604	01.61097483330113e+00	2.00000000000000e+00	3.61899999999854e+02	1.63040831646799e+00	-3.08168994226154e+00	-7.38198824000000e+02	3.28999999999932e+01
1605	01.56499784030577e+00	2.00000000000000e+00	3.48940399999865e+02	1.62206172663277e+00	-3.06945999447000e+00	-7.33623091000000e+02	3.21900738007319e+01
1606	0.07151262466089e+00	2.00000000000000e+00	3.42318799999872e+02	1.61568123474303e+00	-3.05728330705801e+00	-7.29046033000000e+02	3.19924112149476e+01
1607	0.51639409836308e+00	2.00000000000000e+00	3.36428399999877e+02	1.60764319287103e+00	-3.04447198003177e+00	-7.24416946000000e+02	3.19192030360478e+01
1608	0.53128661746911e+00	2.00000000000000e+00	3.28665999999884e+02	1.60160853766877e+00	-3.03114919418889e+00	-7.19765651000000e+02	3.16024999999951e+01
1609	0.79413852915408e+00	2.00000000000000e+00	3.19470399999892e+02	1.59579402765547e+00	-3.01761210593579e+00	-7.15129105000000e+02	3.11374658869352e+01
1610	0.91410655133858e+00	2.00000000000000e+00	3.08254399999904e+02	1.58919588837639e+00	-3.00420435609353e+00	-7.10480002000000e+02	3.03998422090695e+01
1611	01.64529541906527e+00	2.00000000000000e+00	2.96899999999914e+02	1.58283964807281e+00	-2.99138196784868e+00	-7.05881097000000e+02	2.96899999999973e+01
1612	01.40167293919952e+00	2.00000000000000e+00	2.92117599999918e+02	1.57251457188617e+00	-2.97861454362113e+00	-7.01290673000000e+02	2.95665587044509e+01
1613	01.33613531922789e+00	2.00000000000000e+00	2.87199999999922e+02	1.56901336043027e+00	-2.96546514012132e+00	-6.96715010000000e+02	2.94262295081945e+01
1614	01.10556280832659e+00	2.00000000000000e+00	2.81447999999928e+02	1.56377018688663e+00	-2.95162447204355e+00	-6.92108447000000e+02	2.91958506224049e+01
1615	08.98353167980911e-01	2.00000000000000e+00	2.74475199999934e+02	1.55851854278004e+00	-2.93757356691046e+00	-6.87523647000000e+02	2.88314285714273e+01
1616	0.83016679442617e+00	2.00000000000000e+00	2.65283999999942e+02	1.55179808660826e+00	-2.92392878568245e+00	-6.82967330000000e+02	2.82217021276590e+01
1617	0.97603614441189e+00	2.00000000000000e+00	2.57773599999949e+02	1.54523033555472e+00	-2.91083829575597e+00	-6.78419813000000e+02	2.77175913978495e+01
1618	0.07777884686468e+00	2.00000000000000e+00	2.53862799999950e+02	1.53822929113553e+00	-2.89776374331601e+00	-6.73893504000000e+02	2.75937826086957e+01
1619	0.26023535165791e+00	2.00000000000000e+00	2.50551999999951e+02	1.52974961709287e+00	-2.88387490418934e+00	-6.69365359000000e+02	2.75938325991190e+01
1620	0.43808665435186e+00	2.00000000000000e+00	2.45523599999953e+02	1.52448111039156e+00	-2.86949709438956e+00	-6.64846623000000e+02	2.73411581291761e+01
1621	01.01007272233117e+00	2.00000000000000e+00	2.39271999999953e+02	1.52228290254807e+00	-2.85517145862888e+00	-6.60301092000000e+02	2.69450450450451e+01
1622	09.17133272841964e-01	2.00000000000000e+00	2.31426799999955e+02	1.51545771199643e+00	-2.84134392092800e+00	-6.55759832000000e+02	2.62985000000000e+01
1623	07.99920732735293e-01	2.00000000000000e+00	2.27102399999956e+02	1.51028304362268e+00	-2.82798072334665e+00	-6.51248619000000e+02	2.61037241379311e+01
1624	06.72891259073956e-01	2.00000000000000e+00	2.24293199999957e+02	1.50439930350151e+00	-2.81387559293842e+00	-6.46725464000000e+02	2.60806046511629e+01
1625	05.92678108386339e-01	2.00000000000000e+00	2.20189999999957e+02	1.50100581849598e+00	-2.79880128603021e+00	-6.42111737000000e+02	2.58438967136151e+01
1626	0.41357169925117e+00	2.00000000000000e+00	2.15482799999959e+02	1.49515633662171e+00	-2.78364016361467e+00	-6.37518941000000e+02	2.55311374407584e+01
1627	0.47737843674099e+00	2.00000000000000e+00	2.09015999999960e+02	1.48312998528828e+00	-2.76896409836062e+00	-6.32927596000000e+02	2.50019138755983e+01
1628	0.60726980477641e+00	2.00000000000000e+00	2.04739199999961e+02	1.48565871813547e+00	-2.75497854946846e+00	-6.28346608000000e+02	2.47269565217393e+01
1629	0.67246273985373e+00	2.00000000000000e+00	2.01857199999962e+02	1.47985923787435e+00	-2.74021159825824e+00	-6.23744655000000e+02	2.46769193154036e+01
1630	0.71932393438056e+00	2.00000000000000e+00	1.98492799999962e+02	1.47221607371603e+00	-2.72455591346358e+00	-6.19095588000000e+02	2.44449261083745e+01
1631	05.14962515696545e-01	2.00000000000000e+00	1.94576799999963e+02	1.46982799714364e+00	-2.70861014382554e+00	-6.14471627000000e+02	2.42010945273634e+01
1632	03.98200761870791e-01	2.00000000000000e+00	1.89185599999963e+02	1.46352629548587e+00	-2.69324284896953e+00	-6.09859677000000e+02	2.37670351758794e+01
1633	02.68144872572119e-01	2.00000000000000e+00	1.85540799999964e+02	1.46300735010053e+00	-2.67878819582356e+00	-6.05254687000000e+02	2.34861772151899e+01
1634	02.40952348676175e-01	2.00000000000000e+00	1.82866399999965e+02	1.45657913594118e+00	-2.66345717630778e+00	-6.00672402000000e+02	2.33844501278773e+01
1635	01.84089106721502e-01	2.00000000000000e+00	1.79919599999966e+02	1.45450271952135e+00	-2.64707713023630e+00	-5.96014859000000e+02	2.31855154639176e+01
1636	01.54379287264105e-01	2.00000000000000e+00	1.76431199999966e+02	1.45024895138130e+00	-2.63045888054871e+00	-5.91342451000000e+02	2.29728125000001e+01
1637	0.03141046612539e+00	2.00000000000000e+00	1.72201599999967e+02	1.44542555340949e+00	-2.61494524102510e+00	-5.86791614000000e+02	2.25986351706038e+01
1638	0.12874620303846e+00	2.00000000000000e+00	1.69145599999967e+02	1.43647871649232e+00	-2.60017513408561e+00	-5.82234417000000e+02	2.23737566137567e+01
1639	03.11410402928937e+00	2.00000000000000e+00	1.66767599999968e+02	1.43796728608136e+00	-2.58410554666916e+00	-5.77714699000000e+02	2.22356800000002e+01
1640	03.06155385068770e+00	2.00000000000000e+00	1.63855999999969e+02	1.43269537069816e+00	-2.56704492543573e+00	-5.73080981000000e+02	2.20236559139787e+01
1641	03.02281836061251e+00	2.00000000000000e+00	1.60716799999969e+02	1.42779880019404e+00	-2.55047167616005e+00	-5.68512340000000e+02	2.17773441734418e+01
1642	02.89445501329421e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1643	02.85323189503165e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1644	02.84476446861271e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1645	02.81645179246417e+00	2.00000000000000e+00	-1	-1	-1	-1	-1
1646	0.50655409022611e-01	2.00000000000000e+00	1.29702439999900e+03	2.00855733142353e+00	-3.22881317348333e+00	-8.72020309000000e+02	5.91168824065293e+01
1647	0.60106256412215e-01	2.00000000000000e+00	1.26057759999902e+03	1.98496278758492e+00	-3.22062370859846e+00	-8.68036534000000e+02	5.94612075471354e+01
1648	0.00069287654040e-01	2.00000000000000e+00	1.25107559999904e+03	1.96415628261698e+00	-3.21218171748043e+00	-8.63962202000000e+02	6.10280780487455e+01
1649	0.62499471164762e-01	2.00000000000000e+00	1.23403799999905e+03	1.94502755099462e+00	-3.20345225194600e+00	-8.59788911000000e+02	6.22622603430522e+01
1650	02.72003459329907e+00	2.00000000000000e+00	1.21260159999907e+03	1.92723104984937e+00	-3.19435344953400e+00	-8.55515148000000e+02	6.31563333332973e+01
1651	02.65270512862053e+00	2.00000000000000e+00	1.17579439999910e+03	1.91134777976639e+00	-3.18485709689888e+00	-8.51155397000000e+02	6.30790987124108e+01
1652	02.63703402749574e+00	2.00000000000000e+00	1.12776159999915e+03	1.89649660083906e+00	-3.17506763316154e+00	-8.46705355000000e+02	6.22384988962124e+01
1653	02.46420380470525e+00	2.00000000000000e+00	1.07471439999920e+03	1.88327248007374e+00	-3.16503759072515e+00	-8.42176196000000e+02	6.09248526076762e+01
1654	0.66000420707348e-01	2.00000000000000e+00	1.01365839999926e+03	1.86829986797784e+00	-3.15484334659934e+00	-8.37596643000000e+02	5.89336279069455e+01
1655	0.64712887226197e-01	2.00000000000000e+00	8.31679599999427e+02	1.85468077275459e+00	-3.14468280265553e+00	-8.32983486000000e+02	4.96228878281379e+01
