y	z	phi	r	period	thetamin	thetamax
3.47296355280741e-01	1.96961550600000e+00	1.39626340161950e+00	1.99999999996673e+00	2.74301754385967e+02	1.37760046164779e+00	1.76913554299153e+00
2.08377813167258e-01	1.18176930360000e+00	1.39626340162047e+00	1.19999999997983e+00	2.92970370370374e+02	1.37539449972937e+00	1.77277560167949e+00
2.88896462451266e+00	2.52751653970000e-01	8.72664625989314e-02	2.90000000004658e+00	3.13647058823534e+02	5.35641547437060e-02	3.10546433807351e+00
1.29505310750743e+00	1.13302465570000e-01	8.72664625990116e-02	1.29999999998804e+00	4.61741666666677e+02	-2.01503944610077e-01	2.04716098126817e-01
9.84807753013337e-02	1.73648177670000e-02	1.74532925202260e-01	1.00000000000164e-01	3.31125000000004e+02	-1.67588101439452e-01	1.69252541689662e-01
1.83847763106904e+00	1.83847763110000e+00	7.85398163405868e-01	2.59999999999929e+00	3.52353333333338e+02	7.75359346872568e-01	2.38764532331328e+00
8.03007010863791e-01	1.14681286200000e+00	9.59931088611193e-01	1.39999999998037e+00	3.28272916666670e+02	9.43498813689355e-01	2.21401124267863e+00
-1.22839764803569e-11	4.00000000000000e-01	1.57079632682561e+00	4.00000000000000e-01	3.41666666666673e+02	1.48904074130835e+00	1.65669180317529e+00
-3.08947551027193e-12	1.00000000000000e-01	1.57079632682579e+00	1.00000000000000e-01	3.24875000000003e+02	1.48821731990054e+00	1.65906494619092e+00
9.96194698096109e-02	8.71557427480000e-03	8.72664625996767e-02	1.00000000000438e-01	3.31225000000005e+02	-8.30860851330512e-02	8.43666681154908e-02
8.28220944271435e-01	3.09096264410000e+00	1.30899693901082e+00	3.19999999996118e+00	3.07600000000002e+02	1.30815918095479e+00	1.83749510313714e+00
7.07066370641141e-01	8.42648887430000e-01	8.72664626006439e-01	1.09999999999030e+00	3.48104444444448e+02	8.40200475245804e-01	2.32860083471831e+00
6.36396103056404e-01	6.36396103070000e-01	7.85398163408130e-01	8.99999999993366e-01	3.53391111111116e+02	7.50116051063665e-01	2.39870519920487e+00
1.06251840890056e+00	2.84700949610000e-01	2.61799387800812e-01	1.09999999998246e+00	4.94100000000009e+02	-2.86017021167788e-01	2.91044124745567e-01
7.99999999967725e-01	1.38564064610000e+00	1.04719755122810e+00	1.60000000002275e+00	3.09717647058827e+02	1.03079279878881e+00	2.11757089319812e+00
2.99999999986784e-01	5.19615242270000e-01	1.04719755121512e+00	5.99999999992818e-01	3.28589583333337e+02	1.01947590491075e+00	2.12938895389568e+00
6.33927392576720e-01	1.35946168060000e+00	1.13446401382974e+00	1.50000000002630e+00	3.03803921568630e+02	1.11956762863054e+00	2.03222236778009e+00
9.58713169905391e-02	1.09581416790000e+00	1.48352986422398e+00	1.09999999999630e+00	2.92161111111114e+02	1.45415979079185e+00	1.69154568443037e+00
4.91491226563798e-01	3.44145861810000e-01	6.10865238206333e-01	5.99999999991779e-01	3.53222222222227e+02	-6.19754669974759e-01	6.23862598280724e-01
