y	z	phi	r	period	thetamin	thetamax
2.36353860771804e+00	4.16755626400000e-01	1.74532925163811e-01	2.40000000048121e+00	7.58112500000031e+02	1.69283511833819e-02	3.13082397210499e+00
2.46201938302915e+00	4.34120444170000e-01	1.74532925165852e-01	2.50000000049152e+00	6.13866666666680e+02	2.62672052425147e-02	3.12488509265934e+00
2.56050015833920e+00	4.51485261930000e-01	1.74532925164019e-01	2.60000000049905e+00	5.62200000000014e+02	3.14944663522377e-02	3.12029963671546e+00
2.65898093364820e+00	4.68850079700000e-01	1.74532925166036e-01	2.70000000050729e+00	5.21809090909107e+02	3.96154833617673e-02	3.11478439627916e+00
2.75746170895613e+00	4.86214897470000e-01	1.74532925167976e-01	2.80000000051447e+00	4.94309090909100e+02	4.43278723421520e-02	3.11256433747062e+00
2.85594248426301e+00	5.03579715230000e-01	1.74532925166449e-01	2.90000000051888e+00	4.21141025641034e+02	5.76482251933727e-02	3.10331758309356e+00
2.95442325956884e+00	5.20944533000000e-01	1.74532925168367e-01	3.00000000052399e+00	4.67766666666678e+02	4.64955712731289e-02	3.10436478064475e+00
3.05290403487363e+00	5.38309350770000e-01	1.74532925170220e-01	3.10000000052808e+00	3.60173333333340e+02	7.30734451224986e-02	3.09268852794891e+00
3.15138481017740e+00	5.55674168530000e-01	1.74532925168935e-01	3.20000000052943e+00	4.37017948717960e+02	4.94800842940392e-02	3.11197192285595e+00
3.24986558548016e+00	5.73038986300000e-01	1.74532925170765e-01	3.30000000053152e+00	4.05158974358978e+02	7.00051562974926e-02	3.09666787864346e+00
9.65925826501822e-02	2.58819045100000e-02	2.61799387741650e-01	1.00000000020485e-01	9.49194444444471e+02	-2.54152227681536e-01	2.55930807236729e-01
1.93185165302314e-01	5.17638090210000e-02	2.61799387743957e-01	2.00000000043112e-01	9.58850000000028e+02	-2.55032946572852e-01	2.56146496867124e-01
2.89777747953344e-01	7.76457135310000e-02	2.61799387742456e-01	3.00000000064416e-01	9.86850000000035e+02	-2.54258577508316e-01	2.57535199370677e-01
3.86370330604222e-01	1.03527618040000e-01	2.61799387739390e-01	4.00000000085315e-01	1.05435000000002e+03	-2.56805146711900e-01	2.59301513640266e-01
4.82962913244899e-01	1.29409522550000e-01	2.61799387744762e-01	5.00000000096619e-01	1.12491999999991e+03	-2.60800327554742e-01	2.61879467611888e-01
5.79555495895326e-01	1.55291427060000e-01	2.61799387744138e-01	6.00000000117340e-01	1.18791999999986e+03	-2.64471352627856e-01	2.66022482751303e-01
6.76148078545456e-01	1.81173331570000e-01	2.61799387743802e-01	7.00000000137775e-01	1.33461999999972e+03	-2.76457491149246e-01	2.78690169284762e-01
7.72740661195240e-01	2.07055236080000e-01	2.61799387743661e-01	8.00000000157876e-01	1.52722499999975e+03	-3.05293690890549e-01	3.05458419618385e-01
8.69333243844636e-01	2.32937140590000e-01	2.61799387743664e-01	9.00000000177602e-01	1.64732499999964e+03	-3.45402404298930e-01	3.61538409565931e-01
9.65925826493598e-01	2.58819045100000e-01	2.61799387743778e-01	1.00000000019691e+00	1.61163333333300e+03	-4.10606159824186e-01	4.47755492952885e-01
1.06251840912208e+00	2.84700949610000e-01	2.61799387748691e-01	1.10000000019643e+00	1.55689166666639e+03	2.38702136810569e-01	2.90748902302592e+00
1.15911099174006e+00	3.10582854120000e-01	2.61799387755049e-01	1.20000000018581e+00	1.48396666666645e+03	2.43701910118925e-01	2.90600092450574e+00
1.25570357445747e+00	3.36464758630000e-01	2.61799387740634e-01	1.30000000027124e+00	1.39299999999967e+03	2.40396517848370e-01	2.90397604924078e+00
1.35229615707430e+00	3.62346663140000e-01	2.61799387746873e-01	1.40000000025950e+00	1.28053333333311e+03	2.41038696346677e-01	2.90418249675801e+00
1.44888873969050e+00	3.88228567650000e-01	2.61799387752388e-01	1.50000000024717e+00	1.22013999999983e+03	2.42699252463574e-01	2.90415806214848e+00
1.54548132240605e+00	4.14110472160000e-01	2.61799387741143e-01	1.60000000033079e+00	1.19772666666651e+03	2.42311041371381e-01	2.90881429705728e+00
1.64207390502091e+00	4.39992376670000e-01	2.61799387746550e-01	1.70000000031716e+00	1.17908666666653e+03	2.40576184094898e-01	2.91053775389666e+00
1.73866648763507e+00	4.65874281180000e-01	2.61799387751458e-01	1.80000000030285e+00	1.15343333333322e+03	2.39658639573850e-01	2.91427598515505e+00
1.83525907024849e+00	4.91756185690000e-01	2.61799387755949e-01	1.90000000028782e+00	1.13123333333324e+03	2.30697620528610e-01	2.91608520592430e+00
1.93185165296115e+00	5.17638090210000e-01	2.61799387751979e-01	2.00000000037125e+00	1.11633333333325e+03	2.26758309740433e-01	2.91812875153022e+00
2.02844423557304e+00	5.43519994720000e-01	2.61799387756206e-01	2.10000000035474e+00	1.10739999999993e+03	2.24513918988795e-01	2.92282206201271e+00
2.12503681818414e+00	5.69401899230000e-01	2.61799387760142e-01	2.20000000033748e+00	1.10173333333331e+03	2.19848653898214e-01	2.92695904349654e+00
2.22162940089443e+00	5.95283803740000e-01	2.61799387752574e-01	2.30000000041602e+00	1.10373333333330e+03	2.14605684825223e-01	2.93087032635026e+00
2.31822198350392e+00	6.21165708250000e-01	2.61799387756507e-01	2.40000000039720e+00	1.11339999999992e+03	2.08994451280061e-01	2.93827697250856e+00
2.41481456611258e+00	6.47047612760000e-01	2.61799387760212e-01	2.50000000037758e+00	1.12829999999991e+03	2.01925867809484e-01	2.94257275898488e+00
2.51140714882042e+00	6.72929517270000e-01	2.61799387753758e-01	2.60000000045376e+00	1.15121999999989e+03	1.95911961872612e-01	2.95036390876578e+00
2.60799973142743e+00	6.98811421780000e-01	2.61799387757448e-01	2.70000000043254e+00	1.18261999999986e+03	1.90986393390734e-01	2.95860535349370e+00
2.70459231403362e+00	7.24693326290000e-01	2.61799387760951e-01	2.80000000041053e+00	1.21020666666650e+03	1.81976754459189e-01	2.96861656208314e+00
2.80118489663898e+00	7.50575230800000e-01	2.61799387764285e-01	2.90000000038773e+00	1.40680666666632e+03	1.28962378429861e-01	3.01545770854816e+00
2.99437006194726e+00	8.02339039820000e-01	2.61799387762164e-01	3.10000000043634e+00	1.39351999999967e+03	1.68912965008011e-01	2.98384543247142e+00
3.18755522725236e+00	8.54102848840000e-01	2.61799387760549e-01	3.30000000048189e+00	1.63216666666631e+03	1.30869773969541e-01	3.02566788467233e+00
9.39692620940363e-02	3.42020143330000e-02	3.49065850350109e-01	1.00000000014662e-01	9.48494444444471e+02	-3.39854351672690e-01	3.41686598321434e-01
1.87938524190037e-01	6.84040286650000e-02	3.49065850342052e-01	2.00000000030828e-01	9.57450000000028e+02	-3.40985325027982e-01	3.42680438664070e-01
2.81907786284965e-01	1.02606043000000e-01	3.49065850349986e-01	3.00000000047012e-01	9.78850000000033e+02	-3.40672063360524e-01	3.43843662920689e-01
3.75877048369786e-01	1.36808057330000e-01	3.49065850350848e-01	4.00000000051989e-01	1.04015000000003e+03	-3.43234322246897e-01	3.46716086069076e-01
4.69846310464463e-01	1.71010071660000e-01	3.49065850344624e-01	5.00000000066227e-01	1.10064999999997e+03	-3.47168428169198e-01	3.49562242571419e-01
5.63815572558964e-01	2.05212086000000e-01	3.49065850356237e-01	6.00000000083720e-01	1.16751999999987e+03	-3.53266769162861e-01	3.54540814006276e-01
6.57784834653253e-01	2.39414100330000e-01	3.49065850351211e-01	7.00000000097593e-01	1.22711999999982e+03	-3.66545322857589e-01	3.70071347243789e-01
7.51754096747297e-01	2.73616114660000e-01	3.49065850347546e-01	8.00000000111237e-01	1.37751999999968e+03	-3.99914272826469e-01	4.05241286215748e-01
8.45723358841065e-01	3.07818128990000e-01	3.49065850344800e-01	9.00000000124621e-01	1.44169166666649e+03	-4.59183036230318e-01	4.71673887790504e-01
9.39692620934525e-01	3.42020143330000e-01	3.49065850352106e-01	1.00000000014114e+00	1.40948666666632e+03	-5.60888528398636e-01	5.89153342303206e-01
1.03366188305765e+00	3.76222157660000e-01	3.49065850340317e-01	1.10000000018211e+00	1.31353333333308e+03	3.33390300388454e-01	2.80995621225795e+00
1.12763114507040e+00	4.10424171990000e-01	3.49065850361952e-01	1.20000000011936e+00	1.21793333333316e+03	3.37468137519364e-01	2.80672304281446e+00
1.22160040718277e+00	4.44626186320000e-01	3.49065850354049e-01	1.30000000015022e+00	1.18683333333319e+03	3.40225244405382e-01	2.80928607066714e+00
1.31556966929471e+00	4.78828200660000e-01	3.49065850354092e-01	1.40000000018410e+00	1.14619999999989e+03	3.42525229027017e-01	2.80897048986664e+00
1.40953893140621e+00	5.13030214990000e-01	3.49065850347965e-01	1.50000000021415e+00	1.09931666666664e+03	3.38428068607960e-01	2.80881231177499e+00
1.50350819351725e+00	5.47232229320000e-01	3.49065850342703e-01	1.60000000024376e+00	1.04457222222225e+03	3.37498680781273e-01	2.80926927070642e+00
1.59747745552780e+00	5.81434243650000e-01	3.49065850358277e-01	1.70000000017895e+00	9.97888888888926e+02	3.38423448618764e-01	2.80811259341124e+00
1.69144671763785e+00	6.15636257990000e-01	3.49065850358434e-01	1.80000000021105e+00	9.78655555555588e+02	3.38820767689659e-01	2.81021174850250e+00
1.78541597974738e+00	6.49838272320000e-01	3.49065850353724e-01	1.90000000023925e+00	9.67777777777809e+02	3.38618808161928e-01	2.81661234686845e+00
1.87938524185636e+00	6.84040286650000e-01	3.49065850349578e-01	2.00000000026693e+00	9.60527777777806e+02	3.37544495674138e-01	2.81773372091286e+00
1.97335450396480e+00	7.18242300980000e-01	3.49065850345915e-01	2.10000000029410e+00	9.53783333333361e+02	3.36531893042044e-01	2.81804002619658e+00
2.06732376597268e+00	7.52444315320000e-01	3.49065850362490e-01	2.20000000023019e+00	9.48583333333360e+02	3.32176299227317e-01	2.82103596319078e+00
2.16129302807999e+00	7.86646329650000e-01	3.49065850358752e-01	2.30000000025630e+00	9.45633333333359e+02	3.29710148994249e-01	2.82594113172036e+00
2.25526229018672e+00	8.20848343980000e-01	3.49065850355408e-01	2.40000000028187e+00	9.47700000000026e+02	3.28857430988274e-01	2.82833098613184e+00
2.34923155229287e+00	8.55050358310000e-01	3.49065850352411e-01	2.50000000030689e+00	9.53200000000028e+02	3.23453143625849e-01	2.83096767996610e+00
2.44320081429844e+00	8.89252372650000e-01	3.49065850366490e-01	2.60000000024081e+00	9.61750000000030e+02	3.19971211768120e-01	2.83481613096675e+00
2.53717007640342e+00	9.23454386980000e-01	3.49065850363453e-01	2.70000000026473e+00	9.71850000000032e+02	3.16075636877669e-01	2.83922864064838e+00
2.63113933850781e+00	9.57656401310000e-01	3.49065850360705e-01	2.80000000028810e+00	9.83088888888923e+02	3.07012142072063e-01	2.83890020141642e+00
2.72510860061161e+00	9.91858415640000e-01	3.49065850358216e-01	2.90000000031091e+00	1.00558888888893e+03	3.01540534867060e-01	2.84590595303392e+00
2.81907786271484e+00	1.02606043000000e+00	3.49065850365355e-01	3.00000000034344e+00	1.10363333333330e+03	2.91853957518492e-01	2.86205373927337e+00
2.91304712471749e+00	1.06026244430000e+00	3.49065850364942e-01	3.10000000026094e+00	1.06523333333334e+03	3.24055282217787e-01	2.82869002529225e+00
3.00701638681958e+00	1.09446445860000e+00	3.49065850353928e-01	3.20000000027189e+00	1.12266666666658e+03	3.24526521115826e-01	2.84209415394757e+00
3.10098564892111e+00	1.12866647300000e+00	3.49065850372114e-01	3.30000000031651e+00	4.34588888888892e+02	1.01159283445591e-01	3.06493779284220e+00
9.06307787127760e-02	4.22618261740000e-02	4.36332312959444e-01	1.00000000008228e-01	9.46894444444470e+02	-4.27215460984415e-01	4.28988964837192e-01
1.81261557427531e-01	8.45236523480000e-02	4.36332312955262e-01	2.00000000018249e-01	9.55194444444472e+02	-4.28056611110463e-01	4.29697376719078e-01
2.71892336136244e-01	1.26785478520000e-01	4.36332312956338e-01	3.00000000021949e-01	9.70694444444476e+02	-4.27099521255532e-01	4.31291067243348e-01
3.62523114844894e-01	1.69047304700000e-01	4.36332312975068e-01	4.00000000028974e-01	1.00849444444448e+03	-4.32207630079783e-01	4.34189048677134e-01
4.53153893563461e-01	2.11309130870000e-01	4.36332312959798e-01	5.00000000040759e-01	1.06999444444445e+03	-4.35522916557970e-01	4.37445676763213e-01
5.43784672271924e-01	2.53570957040000e-01	4.36332312956735e-01	6.00000000043388e-01	1.12583333333325e+03	-4.44532555489515e-01	4.46577395707789e-01
6.34415450990264e-01	2.95832783220000e-01	4.36332312961531e-01	7.00000000059194e-01	1.17603333333320e+03	-4.68282944950773e-01	4.70380196046488e-01
7.25046229698461e-01	3.38094609390000e-01	4.36332312959157e-01	8.00000000061581e-01	1.20203333333318e+03	-5.10233916851152e-01	5.20188838572215e-01
8.15677008406497e-01	3.80356435570000e-01	4.36332312967457e-01	9.00000000068049e-01	1.21033333333317e+03	-5.90567058997321e-01	6.30692178500671e-01
9.06307787124353e-01	4.22618261740000e-01	4.36332312960884e-01	1.00000000007919e+00	1.19363333333318e+03	4.23536057588461e-01	2.72272595308234e+00
9.96938565832012e-01	4.64880087910000e-01	4.36332312959423e-01	1.10000000008109e+00	1.16853333333321e+03	4.29570907476356e-01	2.71950759753134e+00
1.08756934449946e+00	5.07141914090000e-01	4.36332312979920e-01	1.20000000005077e+00	1.11883333333325e+03	4.28206932665923e-01	2.71815308777569e+00
1.17820012320667e+00	5.49403740260000e-01	4.36332312977366e-01	1.30000000005227e+00	1.05759444444446e+03	4.28992330829320e-01	2.71628384014681e+00
1.26883090201365e+00	5.91665566440000e-01	4.36332312951532e-01	1.40000000014841e+00	9.90866666666703e+02	4.33116354142082e-01	2.71535707031400e+00
