0.00000000000000e+00    	0.00000000000000e+00 	 6.12323399570000e-17  	1.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.23271361625786e-12 	 -4.54444193066528e-11   1.00000000000000e+00 	-1.20122750142779e-09	 -7.54753517106505e-09	-5.75636402742159e-19		1.00000000000000e+00
6.00000000000000e-02    	-2.25442963634034e-10 	 -1.41650015175823e-09   1.00000000000000e+00 	-1.85229615711748e-08	 -1.16383243639707e-07	-2.81596420725187e-16		1.00000000000001e+00
9.00000000000000e-02    	-1.63773319762006e-09 	 -1.02901913951115e-08   1.00000000000000e+00 	-8.80500435370925e-08	 -5.53235726797690e-07	-1.00305702188639e-14		1.00000000000016e+00
1.20000000000000e-01    	-6.47465865525665e-09 	 -4.06815984610581e-08   9.99999999999999e-01 	-2.53746693529927e-07	 -1.59434570154933e-06	-1.19770086692407e-13		1.00000000000130e+00
1.50000000000000e-01    	-1.81362596220554e-08 	 -1.13954203783179e-07   9.99999999999988e-01 	-5.45462634977480e-07	 -3.42728079130638e-06	-7.71363842293081e-13		1.00000000000602e+00
1.80000000000000e-01    	-4.03768421793186e-08 	 -2.53698066420592e-07   9.99999999999934e-01 	-9.52333587645989e-07	 -5.98380449553322e-06	-3.29852391651394e-12		1.00000000001836e+00
2.10000000000000e-01    	-7.56678770156149e-08 	 -4.75443569960490e-07   9.99999999999744e-01 	-1.39524870562800e-06	 -8.76685667317327e-06	-1.04005281108675e-11		1.00000000003940e+00
2.40000000000000e-01    	-1.22772107822248e-07 	 -7.71417782667348e-07   9.99999999999229e-01 	-1.70250021625300e-06	 -1.06975018985207e-05	-2.54840031653320e-11		1.00000000005867e+00
2.70000000000000e-01    	-1.73687316631926e-07 	 -1.09133891282938e-06   9.99999999998126e-01 	-1.59279046672271e-06	 -1.00081424346428e-05	-4.92191607141521e-11		1.00000000005135e+00
3.00000000000000e-01    	-2.10239297103483e-07 	 -1.32100870261950e-06   9.99999999996279e-01 	-6.69427429245622e-07	 -4.20623906362085e-06	-7.20338025389679e-11		1.00000000000907e+00
3.30000000000000e-01    	-2.00708429903621e-07 	 -1.26112830996603e-06   9.99999999994107e-01 	1.57119486293398e-06	 9.87171710522831e-06	-6.34601171078830e-11		1.00000000004996e+00
3.60000000000000e-01    	-9.69517761180769e-08 	 -6.09259894197482e-07   9.99999999993375e-01 	5.71481036117142e-06	 3.59029545286842e-05	3.64268305437446e-11		1.00000000066084e+00
3.90000000000000e-01    	1.67476305037504e-07 	 1.05187706732779e-06   9.99999999998056e-01 	1.23875064640496e-05	 7.78133924958592e-05	3.12553857652610e-10		1.00000000310419e+00
4.20000000000000e-01    	6.77703729229230e-07 	 4.25659507163333e-06   1.00000000001468e+00 	2.21977766701700e-05	 1.39410114410656e-04	8.41535708898187e-10		1.00000000996396e+00
4.50000000000000e-01    	1.53596692135646e-06 	 9.64604706803759e-06   1.00000000005104e+00 	3.56647684587618e-05	 2.23926979551938e-04	1.61274736100546e-09		1.00000002570763e+00
4.80000000000000e-01    	2.85772401141969e-06 	 1.79434107791561e-05   1.00000000011168e+00 	5.31365977720706e-05	 3.33509178982399e-04	2.39355366643808e-09		1.00000005702593e+00
5.10000000000000e-01    	4.76523237317176e-06 	 2.99131209288161e-05   1.00000000018856e+00 	7.47039684412662e-05	 4.68671726942559e-04	2.54463855628114e-09		1.00000011261693e+00
5.40000000000000e-01    	7.37854304044275e-06 	 4.63039878634573e-05   1.00000000024583e+00 	1.00115495520731e-04	 6.27774300758146e-04	8.16576645327696e-10		1.00000020206182e+00
5.70000000000000e-01    	1.08040706861945e-05 	 6.77773946992404e-05   1.00000000019883e+00 	1.28702027706105e-04	 8.06559790507726e-04	-4.81161422220709e-09		1.00000033355140e+00
6.00000000000000e-01    	1.51211262075066e-05 	 9.48232226418184e-05   9.99999999890087e-01 	1.59317837432895e-04	 9.97805809403546e-04	-1.71660625971039e-08		1.00000051049917e+00
6.30000000000000e-01    	2.03670387931010e-05 	 1.27667617061578e-04   9.99999999067242e-01 	1.90306724663320e-04	 1.19113683523623e-03	-3.96890336038071e-08		1.00000072751154e+00
6.60000000000000e-01    	2.65217323601915e-05 	 1.66178067536941e-04   9.99999997371132e-01 	2.19500763343067e-04	 1.37303940367712e-03	-7.59519520070401e-08		1.00000096670843e+00
6.90000000000000e-01    	3.34928407929895e-05 	 2.09772423247826e-04   9.99999994343199e-01 	2.44258485250370e-04	 1.52711389722380e-03	-1.28850818100835e-07		1.00000119586882e+00
7.20000000000000e-01    	4.11026270038078e-05 	 2.57339295688614e-04   9.99999989461073e-01 	2.61547614657134e-04	 1.63458426143218e-03	-1.99556420796010e-07		1.00000137013551e+00
7.50000000000000e-01    	4.90780884148545e-05 	 3.07177721115836e-04   9.99999982207111e-01 	2.68074937316316e-04	 1.67507196805514e-03	-2.86408572246460e-07		1.00000143886414e+00
7.80000000000000e-01    	5.70456599769956e-05 	 3.56963892450627e-04   9.99999972167237e-01 	2.60462484495069e-04	 1.62762348418150e-03	-3.84061078999546e-07		1.00000135849861e+00
8.10000000000000e-01    	6.45318403765623e-05 	 4.03752176939028e-04   9.99999959146854e-01 	2.35465042832046e-04	 1.47196232119127e-03	-4.83267957652878e-07		1.00000111105793e+00
8.40000000000000e-01    	7.09708483863559e-05 	 4.44016493790176e-04   9.99999943278454e-01 	1.90219341390782e-04	 1.18991846718842e-03	-5.71712933453003e-07		1.00000072604458e+00
8.70000000000000e-01    	7.57200562475866e-05 	 4.73736449244974e-04   9.99999925084641e-01 	1.22510582879430e-04	 7.66970745328155e-04	-6.36190071740748e-07		1.00000030162664e+00
9.00000000000000e-01    	7.80834537579875e-05 	 4.88530461356150e-04   9.99999905453967e-01 	3.10379018779053e-05	 1.93822475007375e-04	-6.66226127665582e-07		1.00000001926547e+00
9.30000000000000e-01    	7.73427988031224e-05 	 4.83835530536861e-04   9.99999885488990e-01 	-8.43424387530910e-05	 -5.32081229793132e-04	-6.58903863021089e-07		1.00000014511225e+00
9.60000000000000e-01    	7.27954569570247e-05 	 4.55130430770446e-04   9.99999866199154e-01 	-2.22418080737613e-04	 -1.40519418536895e-03	-6.24242192298683e-07		1.00000101201993e+00
9.90000000000000e-01    	6.37972921744218e-05 	 3.98196042218762e-04   9.99999848036513e-01 	-3.80486084594725e-04	 -2.41077070129902e-03	-5.90088934930081e-07		1.00000297828826e+00
1.02000000000000e+00    	4.98084207961115e-05 	 3.09403473259762e-04   9.99999830308514e-01 	-5.54298797364447e-04	 -3.52412847905442e-03	-6.05185888472813e-07		1.00000636334428e+00
1.05000000000000e+00    	3.04392593456748e-05 	 1.86017701544788e-04   9.99999810544175e-01 	-7.38099181049960e-04	 -4.71036511198288e-03	-7.38983292825800e-07		1.00001136610062e+00
1.08000000000000e+00    	5.49414469818762e-06 	 2.65018850002668e-05   9.99999783930155e-01 	-9.24746340118357e-04	 -5.92460609449619e-03	-1.07700565434854e-06		1.00001797789556e+00
1.11000000000000e+00    	-2.49900853056402e-05 	 -1.69194555280175e-04   9.99999742961317e-01 	-1.10592325060186e-03	 -7.11284183419322e-03	-1.71115464974055e-06		1.00002590745846e+00
1.14000000000000e+00    	-6.07128024912122e-05 	 -3.99382314801824e-04   9.99999677455648e-01 	-1.27241112414890e-03	 -8.21338510044513e-03	-2.72526033184137e-06		1.00003453876969e+00
1.17000000000000e+00    	-1.01087289451806e-04 	 -6.60431745373724e-04   9.99999575056972e-01 	-1.41441000264600e-03	 -9.15894943512139e-03	-4.17735669556076e-06		1.00004294254190e+00
1.20000000000000e+00    	-1.45228488458554e-04 	 -9.46643716786450e-04   9.99999422286152e-01 	-1.52188433140815e-03	 -9.87931450262640e-03	-6.08137247147062e-06		1.00004995726411e+00
1.23000000000000e+00    	-1.91951256954335e-04 	 -1.25020835586010e-03   9.99999206104823e-01 	-1.58491600381112e-03	 -1.03045077580964e-02	-8.39193491030351e-06		1.00005434597791e+00
1.26000000000000e+00    	-2.39779171226132e-04 	 -1.56126552626543e-03   9.99998915835576e-01 	-1.59405536862472e-03	 -1.03683950645927e-02	-1.09964965333740e-05		1.00005502086118e+00
1.29000000000000e+00    	-2.86963795734447e-04 	 -1.86807718195398e-03   9.99998545157856e-01 	-1.54067152309372e-03	 -1.00125380880897e-02	-1.37187538982856e-05		1.00005131107154e+00
1.32000000000000e+00    	-3.31514556677876e-04 	 -2.15731705959757e-03   9.99998093794870e-01 	-1.41731444955472e-03	 -9.19014560652866e-03	-1.63361691715107e-05		1.00004323297715e+00
