0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	-3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.53634124444726e-12 	 -9.51056516291417e-01   -3.09016994370000e-01 	-9.17236214393264e-10	 1.24159088159732e-09	7.40730432650579e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.70414685243267e-10 	 -9.51056516208175e-01   -3.09016994370000e-01 	-1.39280082410485e-08	 1.52883702053396e-09	1.24678774079708e-17		1.00000000000000e+00
9.00000000000000e-02    	-1.22129162675752e-09 	 -9.51056516995280e-01   -3.09016994370000e-01 	-6.50796565791906e-08	 -8.48197856854431e-08	-1.14662818785899e-15		1.00000000000001e+00
1.20000000000000e-01    	-4.75534028525391e-09 	 -9.51056525004172e-01   -3.09016994370000e-01 	-1.83777937214184e-07	 -5.52362026925879e-07	-3.73596510694711e-14		1.00000000000017e+00
1.50000000000000e-01    	-1.30852675427612e-08 	 -9.51056559865654e-01   -3.09016994370005e-01 	-3.85039455335324e-07	 -2.00505007479473e-06	-4.27342391143003e-13		1.00000000000208e+00
1.80000000000000e-01    	-2.85021935004669e-08 	 -9.51056664684191e-01   -3.09016994370045e-01 	-6.48886183069779e-07	 -5.40725979365409e-06	-2.84024972871534e-12		1.00000000001483e+00
2.10000000000000e-01    	-5.19139429245263e-08 	 -9.51056916806150e-01   -3.09016994370253e-01 	-8.99833414426975e-07	 -1.20687489099820e-05	-1.32532518630026e-11		1.00000000007323e+00
2.40000000000000e-01    	-8.09093477104222e-08 	 -9.51057437009893e-01   -3.09016994371076e-01 	-9.89675913608709e-07	 -2.35534205998513e-05	-4.79102659195490e-11		1.00000000027787e+00
2.70000000000000e-01    	-1.07395469231340e-07 	 -9.51058394776591e-01   -3.09016994373714e-01 	-6.86738491125090e-07	 -4.15095943487414e-05	-1.42266054949378e-10		1.00000000086176e+00
3.00000000000000e-01    	-1.15045339593495e-07 	 -9.51060007359473e-01   -3.09016994380837e-01 	3.25578083030758e-07	 -6.74280776485423e-05	-3.60232435874766e-10		1.00000000227333e+00
3.30000000000000e-01    	-7.68701446398679e-08 	 -9.51062530688897e-01   -3.09016994397512e-01 	2.43874382138333e-06	 -1.02343013112310e-04	-7.97290619436447e-10		1.00000000524002e+00
3.60000000000000e-01    	4.67163909082267e-08 	 -9.51066240723215e-01   -3.09016994432014e-01 	6.09620131561021e-06	 -1.46498536918527e-04	-1.56779642812774e-09		1.00000001074949e+00
3.90000000000000e-01    	3.08949386396857e-07 	 -9.51071404651836e-01   -3.09016994495891e-01 	1.17573738782948e-05	 -1.99011032172645e-04	-2.76663485899020e-09		1.00000001987181e+00
