0.00000000000000e+00    	0.00000000000000e+00 	 -1.83697019870000e-16  	-1.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.61751363497923e-12 	 1.64461395960788e-11   -1.00000000000000e+00 	-4.34723335020004e-10	 2.73144729532139e-09	9.23671145833008e-20		1.00000000000000e+00
6.00000000000000e-02    	-8.15876492939180e-11 	 5.12630174400846e-10   -1.00000000000000e+00 	-6.70344739000204e-09	 4.21190078658013e-08	4.51852044050190e-17		1.00000000000000e+00
9.00000000000000e-02    	-5.92694774585407e-10 	 3.72401226382817e-09   -1.00000000000000e+00 	-3.18652792993030e-08	 2.00215583995152e-07	1.60951385901190e-15		1.00000000000002e+00
1.20000000000000e-01    	-2.34317826976334e-09 	 1.47226386043674e-08   -1.00000000000000e+00 	-9.18310267570389e-08	 5.76992433184134e-07	1.92184079029300e-14		1.00000000000017e+00
1.50000000000000e-01    	-6.56352422727255e-09 	 4.12399336687444e-08   -9.99999999999998e-01 	-1.97403855559909e-07	 1.24032998295658e-06	1.23773656536332e-13		1.00000000000079e+00
1.80000000000000e-01    	-1.46124504440195e-08 	 9.18131119852929e-08   -9.99999999999989e-01 	-3.44652896461935e-07	 2.16553324177836e-06	5.29283598373481e-13		1.00000000000240e+00
2.10000000000000e-01    	-2.73844391218093e-08 	 1.72062591233009e-07   -9.99999999999959e-01 	-5.04948265602382e-07	 3.17271641888803e-06	1.66887579684550e-12		1.00000000000516e+00
2.40000000000000e-01    	-4.44317621094170e-08 	 2.79175342967130e-07   -9.99999999999876e-01 	-6.16146797054889e-07	 3.87141421447214e-06	4.08917886647926e-12		1.00000000000768e+00
2.70000000000000e-01    	-6.28583388048250e-08 	 3.94954450080226e-07   -9.99999999999699e-01 	-5.76441744932965e-07	 3.62193611072654e-06	7.89773507116457e-12		1.00000000000673e+00
3.00000000000000e-01    	-7.60867166695087e-08 	 4.78071735369833e-07   -9.99999999999403e-01 	-2.42269020841471e-07	 1.52223591490835e-06	1.15585867776046e-11		1.00000000000119e+00
3.30000000000000e-01    	-7.26376537897998e-08 	 4.56401187446552e-07   -9.99999999999054e-01 	5.68599236237780e-07	 -3.57256082407333e-06	1.01828535283183e-11		1.00000000000654e+00
3.60000000000000e-01    	-3.50901771378201e-08 	 2.20490570943488e-07   -9.99999999998937e-01 	2.06803079045757e-06	 -1.29932598889398e-05	-5.84508453453279e-12		1.00000000008655e+00
3.90000000000000e-01    	6.05948351360159e-08 	 -3.80674914607696e-07   -9.99999999999688e-01 	4.48232463739610e-06	 -2.81607054672360e-05	-5.01527558199064e-11		1.00000000040656e+00
4.20000000000000e-01    	2.45205074420596e-07 	 -1.54046648356540e-06   -1.00000000000236e+00 	8.03111840014714e-06	 -5.04528017097544e-05	-1.35033952955345e-10		1.00000000130499e+00
4.50000000000000e-01    	5.55696507774998e-07 	 -3.49092595370717e-06   -1.00000000000819e+00 	1.29012958266054e-05	 -8.10401021471485e-05	-2.58783181053255e-10		1.00000000336697e+00
4.80000000000000e-01    	1.03377280319980e-06 	 -6.49378834953493e-06   -1.00000000001792e+00 	1.92173480952893e-05	 -1.20699294335500e-04	-3.84067593846405e-10		1.00000000746881e+00
5.10000000000000e-01    	1.72354643818199e-06 	 -1.08257318371378e-05   -1.00000000003026e+00 	2.70101583544375e-05	 -1.69617225628674e-04	-4.08288000553416e-10		1.00000001474978e+00
5.40000000000000e-01    	2.66826917544475e-06 	 -1.67577954573275e-05   -1.00000000003944e+00 	3.61866032439228e-05	 -2.27200799292633e-04	-1.30924479253993e-10		1.00000002646484e+00
5.70000000000000e-01    	3.90619624784611e-06 	 -2.45293944257300e-05   -1.00000000003190e+00 	4.65026648607358e-05	 -2.91909864480019e-04	7.72386608940598e-10		1.00000004368693e+00
6.00000000000000e-01    	5.46573200963870e-06 	 -3.43178898786087e-05   -9.99999999982340e-01 	5.75428929438970e-05	 -3.61130919413318e-04	2.75525853842399e-09		1.00000006686336e+00
