0.00000000000000e+00    	0.00000000000000e+00 	 1.00000000000000e+00  	-2.44929359830000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.40811255541976e-12 	 1.00000000000208e+00   -2.44929322416337e-16 	-3.99945471559964e-10	 4.15046657475434e-10	1.37081440320887e-20		1.00000000000000e+00
6.00000000000000e-02    	-7.50606424117330e-11 	 1.00000000013162e+00   -2.44854423552017e-16 	-6.16717232791098e-09	 1.31035369752953e-08	1.36636601194494e-17		1.00000000000000e+00
9.00000000000000e-02    	-5.45279345443526e-10 	 1.00000000147458e+00   -2.38685384799970e-16 	-2.93160706312220e-08	 9.73298970059419e-08	7.53845999064058e-16		1.00000000000001e+00
1.20000000000000e-01    	-2.15572533367162e-09 	 1.00000000809582e+00   -1.04605248422245e-16 	-8.44846184306800e-08	 3.97662846493191e-07	1.25840413471168e-14		1.00000000000008e+00
1.50000000000000e-01    	-6.03844616855691e-09 	 1.00000002997741e+00   1.28237580059729e-15 	-1.81611573601249e-07	 1.16597587183089e-06	1.08185534514857e-13		1.00000000000070e+00
1.80000000000000e-01    	-1.34434423688660e-08 	 1.00000008629552e+00   1.02007689674531e-14 	-3.17079004435632e-07	 2.76121219965541e-06	6.06721765438858e-13		1.00000000000386e+00
2.10000000000000e-01    	-2.51935132512572e-08 	 1.00000020830840e+00   5.13182448955865e-14 	-4.64541209669997e-07	 5.62331579161901e-06	2.51637213308641e-12		1.00000000001592e+00
2.40000000000000e-01    	-4.08762969871665e-08 	 1.00000044106095e+00   1.99222686674962e-13 	-5.66809692488572e-07	 1.02205168477104e-05	8.31257403059962e-12		1.00000000005239e+00
2.70000000000000e-01    	-5.78262010728601e-08 	 1.00000084313207e+00   6.37115935537661e-13 	-5.30188396047024e-07	 1.69721899503266e-05	2.29226829845918e-11		1.00000000014417e+00
3.00000000000000e-01    	-6.99894748809003e-08 	 1.00000148376321e+00   1.74254164246296e-12 	-2.22546683712540e-07	 2.61525305859951e-05	5.44273247536084e-11		1.00000000034200e+00
3.30000000000000e-01    	-6.68010713461107e-08 	 1.00000243690666e+00   4.17931733088009e-12 	5.23818690591795e-07	 3.77830690848265e-05	1.13601457963403e-10		1.00000000071392e+00
3.60000000000000e-01    	-3.22284335712517e-08 	 1.00000377200818e+00   8.94517472670383e-12 	1.90383637959274e-06	 5.15243173804530e-05	2.11258343717150e-10		1.00000000132919e+00
3.90000000000000e-01    	5.58483664676984e-08 	 1.00000554167295e+00   1.72975080508998e-11 	4.12558592348527e-06	 6.65784072801162e-05	3.52741204073096e-10		1.00000000222485e+00
4.20000000000000e-01    	2.25751188881814e-07 	 1.00000776673216e+00   3.04753014630883e-11 	7.39077898043483e-06	 8.16152551272015e-05	5.30068733201315e-10		1.00000000335784e+00
4.50000000000000e-01    	5.11460994794060e-07 	 1.00001041960129e+00   4.91778835212040e-11 	1.18706394460247e-05	 9.47344583542762e-05	7.14176685586075e-10		1.00000000455776e+00
4.80000000000000e-01    	9.51299187352212e-07 	 1.00001340716901e+00   7.28691314349465e-11 	1.76785779181106e-05	 1.03473741907303e-04	8.52020958336741e-10		1.00000000550967e+00
5.10000000000000e-01    	1.58576421320029e-06 	 1.00001655474647e+00   9.91495926111173e-11 	2.48415535107175e-05	 1.04872346888321e-04	8.75209439379194e-10		1.00000000580766e+00
5.40000000000000e-01    	2.45451754104466e-06 	 1.00001959281006e+00   1.23649871829929e-10 	3.32724109277987e-05	 9.55943849491468e-05	7.27199802574715e-10		1.00000000512267e+00
5.70000000000000e-01    	3.59258590959405e-06 	 1.00002214836086e+00   1.41083327710661e-10 	4.27457288804722e-05	 7.21130375018404e-05	4.13818615937597e-10		1.00000000351374e+00
6.00000000000000e-01    	5.02592430401514e-06 	 1.00002374268143e+00   1.48162906727193e-10 	5.28797824056735e-05	 3.09517917067727e-05	7.62206868485724e-11		1.00000000187714e+00
6.30000000000000e-01    	6.76656067687940e-06 	 1.00002379708186e+00   1.48935040787072e-10 	6.31270858456939e-05	 -3.10260377712222e-05	7.65874017796646e-11		1.00000000247382e+00
6.60000000000000e-01    	8.80761282727698e-06 	 1.00002164789147e+00   1.62634936054309e-10 	7.27756430619899e-05	 -1.16293126398035e-04	1.07624441386974e-09		1.00000000941019e+00
6.90000000000000e-01    	1.11185241802982e-05 	 1.00001657147475e+00   2.33405357413068e-10 	8.09625049711096e-05	 -2.26317383818484e-04	4.07613012661433e-09		1.00000002888724e+00
7.20000000000000e-01    	1.36409033901096e-05 	 1.00000781945023e+00   4.40223980340578e-10 	8.67005585450251e-05	 -3.61226419949728e-04	1.03842917908962e-08		1.00000006900075e+00
7.50000000000000e-01    	1.62853689732676e-05 	 9.99994663593763e-01   9.04345541886586e-10 	8.89186966702511e-05	 -5.19501667724194e-04	2.14781546105263e-08		1.00000013889425e+00
7.80000000000000e-01    	1.89297924445953e-05 	 9.99976449152276e-01   1.79078189944092e-09 	8.65147012938714e-05	 -6.97727896004197e-04	3.87436382912242e-08		1.00000024715448e+00
8.10000000000000e-01    	2.14193012232572e-05 	 9.99952654520959e-01   3.30017257037617e-09 	7.84193661476589e-05	 -8.90423599877819e-04	6.30996041240929e-08		1.00000039950181e+00
8.40000000000000e-01    	2.35683468727090e-05 	 9.99922954497068e-01   5.64817650002148e-09 	6.36696305958404e-05	 -1.08997583993259e-03	9.45522618465977e-08		1.00000059605040e+00
8.70000000000000e-01    	2.51650669561308e-05 	 9.99887283666210e-01   9.03145386281723e-09 	4.14878148221716e-05	 -1.28669948568497e-03	1.31764040079940e-07		1.00000082865807e+00
9.00000000000000e-01    	2.59780722157355e-05 	 9.99845895953201e-01   1.35823835385049e-08 	1.13634411089398e-05	 -1.46903556856507e-03	1.71755690804445e-07		1.00000107909675e+00
9.30000000000000e-01    	2.57656770489920e-05 	 9.99799416025959e-01   1.93185420290355e-08 	-2.68664155465150e-05	 -1.62389673412125e-03	2.09877745687846e-07		1.00000131888036e+00
9.60000000000000e-01    	2.42874620521706e-05 	 9.99748878117559e-01   2.60969764005633e-08 	-7.29427967807067e-05	 -1.73715986445440e-03	2.40176893573642e-07		1.00000151152141e+00
9.90000000000000e-01    	2.13179141210218e-05 	 9.99695747959712e-01   3.35864729898732e-08 	-1.26121545693595e-04	 -1.79429716967561e-03	2.56236712557679e-07		1.00000161770321e+00
1.02000000000000e+00    	1.66617339341883e-05 	 9.99641923919637e-01   4.12722475994581e-08 	-1.85126376628422e-04	 -1.78112784340439e-03	2.52489084251975e-07		1.00000160334283e+00
1.05000000000000e+00    	1.01702356457032e-05 	 9.99589714107502e-01   4.85057383850574e-08 	-2.48123934295186e-04	 -1.68466321937308e-03	2.25879829913994e-07		1.00000144982680e+00
1.08000000000000e+00    	1.75809498496563e-06 	 9.99541787164008e-01   5.46068089301048e-08 	-3.12726431219326e-04	 -1.49400976686851e-03	1.77646527938766e-07		1.00000116493084e+00
1.11000000000000e+00    	-8.58046068739761e-06 	 9.99501095622851e-01   5.90166448997821e-08 	-3.76027039667928e-04	 -1.20128674832995e-03	1.14853470903598e-07		1.00000079224279e+00
1.14000000000000e+00    	-2.07570692052156e-05 	 9.99470772130391e-01   6.14877796947105e-08 	-4.34672243994661e-04	 -8.02509449472112e-04	5.12586833729389e-08		1.00000041648060e+00
1.17000000000000e+00    	-3.45774093955321e-05 	 9.99454000340082e-01   6.22847577198049e-08 	-4.84973694590638e-04	 -2.98385063116351e-04	7.09061827732005e-09		1.00000016211655e+00
1.20000000000000e+00    	-4.97333299183699e-05 	 9.99453863913530e-01   6.23574799117781e-08 	-5.23059674629718e-04	 3.05033015275102e-04	7.40967299526409e-09		1.00000018331827e+00
1.23000000000000e+00    	-6.58000831359739e-05 	 9.99473178673393e-01   6.34422733923037e-08 	-5.45063134894705e-04	 9.95885204882289e-04	7.89291966607746e-08		1.00000064444038e+00
1.26000000000000e+00    	-8.22396703057594e-05 	 9.99514314476920e-01   6.80461006613143e-08 	-5.47339552847504e-04	 1.75628821793283e-03	2.45458666257614e-07		1.00000169206304e+00
1.29000000000000e+00    	-9.84110433373607e-05 	 9.99579014718928e-01   7.92792340498767e-08 	-5.26703968191685e-04	 2.56240044072595e-03	5.22471283509136e-07		1.00000342165083e+00
1.32000000000000e+00    	-1.13587532577514e-04 	 9.99668222435237e-01   1.00521887312776e-07 	-4.80672915484069e-04	 3.38479992317370e-03	9.11630987806577e-07		1.00000584394183e+00
1.35000000000000e+00    	-1.26981396155684e-04 	 9.99781922673612e-01   1.34939444120663e-07 	-4.07694179446602e-04	 4.18919121482484e-03	1.39636705956066e-06		1.00000885773053e+00
1.38000000000000e+00    	-1.37774848332830e-04 	 9.99919011052632e-01   1.84895525847959e-07 	-3.07345909892920e-04	 4.93744158502784e-03	1.93968317352769e-06		1.00001223632247e+00
1.41000000000000e+00    	-1.45156372042397e-04 	 1.00007719818247e+00   2.51346582031395e-07 	-1.80487120143406e-04	 5.58892992670139e-03	2.48527042859674e-06		1.00001563423754e+00
1.44000000000000e+00    	-1.48360615618993e-04 	 1.00025295884283e+00   3.33328913509396e-07 	-2.93442154481502e-05	 6.10217372551590e-03	2.96262882180875e-06		1.00001861852369e+00
1.47000000000000e+00    	-1.46709780089164e-04 	 1.00044153349958e+00   4.27661677272950e-07 	1.42477086085782e-04	 6.43668184903755e-03	3.29630074047351e-06		1.00002072537714e+00
1.50000000000000e+00    	-1.39654178979770e-04 	 1.00063698792060e+00   5.28981222154562e-07 	3.30058665968447e-04	 6.55496458557002e-03	3.41854637998171e-06		1.00002153802362e+00
1.53000000000000e+00    	-1.26809637306778e-04 	 1.00083233438134e+00   6.30189470848539e-07 	5.27312617161922e-04	 6.42461831750016e-03	3.28395725147079e-06		1.00002077667912e+00
1.56000000000000e+00    	-1.07989603007707e-04 	 1.00101971531439e+00   7.23342384703523e-07 	7.27189134999218e-04	 6.02039132009500e-03	2.88376033814666e-06		1.00001838679296e+00
1.59000000000000e+00    	-8.32302521908591e-05 	 1.00119064735910e+00   8.00929002345688e-07 	9.21933209742547e-04	 5.32613014383633e-03	2.25707758236155e-06		1.00001460870742e+00
1.62000000000000e+00    	-5.28074248469868e-05 	 1.00133632072334e+00   8.57407130520207e-07 	1.10336991177200e-03	 4.33650338413706e-03	1.49632471776745e-06		1.00001001129439e+00
1.65000000000000e+00    	-1.72448471328024e-05 	 1.00144794570803e+00   8.90782404865497e-07 	1.26319747790655e-03	 3.05840168481549e-03	7.44365094857211e-07		1.00000547472966e+00
1.68000000000000e+00    	2.26863201630812e-05 	 1.00151713529823e+00   9.03959140835942e-07 	1.39327032513696e-03	 1.51191968877123e-03	1.82007452988278e-07		1.00000211354946e+00
1.71000000000000e+00    	6.59761207897881e-05 	 1.00153631003149e+00   9.05569676842771e-07 	1.48586027099610e-03	 -2.69162709060326e-04	5.88482075390896e-09		1.00000114011400e+00
1.74000000000000e+00    	1.11391916729117e-04 	 1.00149910905750e+00   9.10015784341045e-07 	1.53389269436761e-03	 -2.23746625901189e-03	3.98505852978501e-07		1.00000367953434e+00
1.77000000000000e+00    	1.57501301781102e-04 	 1.00140078954623e+00   9.36536730902912e-07 	1.53116359074358e-03	 -4.33271152234720e-03	1.49407029917483e-06		1.00001055837092e+00
1.80000000000000e+00    	2.02701438285794e-04 	 1.00123859552075e+00   1.00725046768119e-06 	1.47255151671840e-03	 -6.48305356204375e-03	3.34516726325615e-06		1.00002209895714e+00
1.83000000000000e+00    	2.45254932299581e-04 	 1.00101207690379e+00   1.14428392012841e-06 	1.35424323339203e-03	 -8.60704786561720e-03	5.89639605870738e-06		1.00003795692087e+00
1.86000000000000e+00    	2.83332927031112e-04 	 1.00072334015566e+00   1.36629271072474e-06 	1.17399168322724e-03	 -1.06162150210908e-02	8.97097810872655e-06		1.00005703955241e+00
1.89000000000000e+00    	3.15066566970030e-04 	 1.00037721337869e+00   1.68483985672525e-06 	9.31418686475103e-04	 -1.24181430591422e-02	1.22753842180910e-05		1.00007753597833e+00
1.92000000000000e+00    	3.38608183963780e-04 	 9.99981311143653e-01   2.10122399131648e-06 	6.28362356376611e-04	 -1.39200386184577e-02	1.54248627910599e-05		1.00009707656423e+00
1.95000000000000e+00    	3.52203314542560e-04 	 9.99545987472622e-01   2.60438968752060e-06 	2.69251859718904e-04	 -1.50326123912842e-02	1.79896899458601e-05		1.00011301974102e+00
1.98000000000000e+00    	3.54273858692892e-04 	 9.99084169264183e-01   3.17049295761512e-06 	-1.38527835027782e-04	 -1.56741616721535e-02	1.95583349035671e-05		1.00012284191324e+00
2.01000000000000e+00    	3.43511300902643e-04 	 9.98611066821997e-01   3.76452498205595e-06 	-5.84337800525427e-04	 -1.57746940136404e-02	1.98100708800798e-05		1.00012458364662e+00
