0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.58974343603030e-12 	 -3.09016994355001e-01   -9.51056516300000e-01 	-4.29849258105798e-10	 2.46950427851539e-09	7.19519557508899e-20		1.00000000000000e+00
6.00000000000000e-02    	-8.04718524608188e-11 	 -3.09016993923133e-01   -9.51056516300000e-01 	-6.60320496711281e-09	 3.60083412745672e-08	3.65384095007514e-17		1.00000000000000e+00
9.00000000000000e-02    	-5.82649259397111e-10 	 -3.09016991283923e-01   -9.51056516300000e-01 	-3.12576529639839e-08	 1.60339743450387e-07	1.26584747272447e-15		1.00000000000001e+00
1.20000000000000e-01    	-2.29498476108376e-09 	 -3.09016982869683e-01   -9.51056516300000e-01 	-8.96415373764476e-08	 4.25867834376283e-07	1.43434144190626e-14		1.00000000000009e+00
1.50000000000000e-01    	-6.40121645334948e-09 	 -3.09016964412023e-01   -9.51056516299999e-01 	-1.91533220664353e-07	 8.19317544762479e-07	8.56384794695354e-14		1.00000000000035e+00
1.80000000000000e-01    	-1.41779418955769e-08 	 -3.09016933717326e-01   -9.51056516299993e-01 	-3.31689246136557e-07	 1.20628297390550e-06	3.28027654065011e-13		1.00000000000078e+00
2.10000000000000e-01    	-2.63958773411825e-08 	 -3.09016895099590e-01   -9.51056516299976e-01 	-4.80052779938433e-07	 1.27973239342959e-06	8.68579706787417e-13		1.00000000000093e+00
2.40000000000000e-01    	-4.24421953834227e-08 	 -3.09016865153807e-01   -9.51056516299940e-01 	-5.73202437444821e-07	 5.23620155017705e-07	1.52527203608740e-12		1.00000000000030e+00
2.70000000000000e-01    	-5.92236853885397e-08 	 -3.09016879288146e-01   -9.51056516299896e-01 	-5.08533852836329e-07	 -1.80002934984233e-06	9.87998694872379e-13		1.00000000000175e+00
3.00000000000000e-01    	-6.99536504105207e-08 	 -3.09016998204819e-01   -9.51056516299929e-01 	-1.42535862671028e-07	 -6.63384378197895e-06	-4.56715854907959e-12		1.00000000002201e+00
3.30000000000000e-01    	-6.29626150892601e-08 	 -3.09017313352235e-01   -9.51056516300297e-01 	7.05745160484200e-07	 -1.50733160004083e-05	-2.30589041148460e-11		1.00000000011385e+00
3.60000000000000e-01    	-2.07001459825712e-08 	 -3.09017950285524e-01   -9.51056516301568e-01 	2.24534974572564e-06	 -2.82792087543638e-05	-6.71920817601283e-11		1.00000000040238e+00
3.90000000000000e-01    	8.08909282398884e-08 	 -3.09019068884100e-01   -9.51056516304741e-01 	4.69794284826349e-06	 -4.73562687051767e-05	-1.52392717604144e-10		1.00000000113234e+00
4.20000000000000e-01    	2.72448300366113e-07 	 -3.09020859491965e-01   -9.51056516311238e-01 	8.27658063292509e-06	 -7.32039404227000e-05	-2.89663415209172e-10		1.00000000271366e+00
4.50000000000000e-01    	5.90551128301251e-07 	 -3.09023534269728e-01   -9.51056516322578e-01 	1.31596218232260e-05	 -1.06348228903260e-04	-4.71404671285736e-10		1.00000000574156e+00
4.80000000000000e-01    	1.07624333962209e-06 	 -3.09027313369023e-01   -9.51056516339512e-01 	1.94612659382207e-05	 -1.46766924472941e-04	-6.49872704315701e-10		1.00000001095964e+00
5.10000000000000e-01    	1.77264687519285e-06 	 -3.09032405944513e-01   -9.51056516360427e-01 	2.72007160418704e-05	 -1.93722810283986e-04	-7.10954438970087e-10		1.00000001913420e+00
5.40000000000000e-01    	2.72165902792142e-06 	 -3.09038986482431e-01   -9.51056516378983e-01 	3.62723887467431e-05	 -2.45620983283575e-04	-4.49947208954538e-10		1.00000003082268e+00
5.70000000000000e-01    	3.95980555109847e-06 	 -3.09047167417820e-01   -9.51056516381166e-01 	4.64198925271275e-05	 -2.99906844973986e-04	4.39979194695398e-10		1.00000004604946e+00
6.00000000000000e-01    	5.51340534529310e-06 	 -3.09056969500648e-01   -9.51056516342362e-01 	5.72166326975118e-05	 -3.53020531391047e-04	2.35354560092948e-09		1.00000006394862e+00
6.30000000000000e-01    	7.39328798036112e-06 	 -3.09068291816464e-01   -9.51056516225393e-01 	6.80558469078812e-05	 -4.00421499942338e-04	5.72120818048502e-09		1.00000008248448e+00
6.60000000000000e-01    	9.58938591839557e-06 	 -3.09080883732435e-01   -9.51056515980786e-01 	7.81526034167917e-05	 -4.36693703894078e-04	1.09127479413679e-08		1.00000009840461e+00
6.90000000000000e-01    	1.20655922903909e-05 	 -3.09094321289036e-01   -9.51056515550539e-01 	8.65597895496029e-05	 -4.55737378431171e-04	1.81014924202031e-08		1.00000010759457e+00
7.20000000000000e-01    	1.47553253730563e-05 	 -3.09107990660410e-01   -9.51056514876336e-01 	9.21993775726972e-05	 -4.51048132985746e-04	2.71097417932051e-08		1.00000010597257e+00
