0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.49303772875113e-12 	 8.09016994381348e-01   -5.87785252290000e-01 	-4.14473874564051e-10	 1.94128423692991e-09	8.39044318823105e-20		1.00000000000000e+00
6.00000000000000e-02    	-7.81125870041263e-11 	 8.09016994777801e-01   -5.87785252290000e-01 	-6.43178739842478e-09	 3.53579157607058e-08	4.31678894955263e-17		1.00000000000000e+00
9.00000000000000e-02    	-5.70588871613047e-10 	 8.09016997751876e-01   -5.87785252290000e-01 	-3.07860862265919e-08	 1.96425308274131e-07	1.70584870392205e-15		1.00000000000002e+00
1.20000000000000e-01    	-2.26950439376930e-09 	 8.09017009573403e-01   -5.87785252290000e-01 	-8.94303257997707e-08	 6.60863644294882e-07	2.29119166811101e-14		1.00000000000022e+00
1.50000000000000e-01    	-6.40134664839506e-09 	 8.09017042862462e-01   -5.87785252289998e-01 	-1.94126517826362e-07	 1.67234197430905e-06	1.67678509591359e-13		1.00000000000142e+00
1.80000000000000e-01    	-1.43697526410241e-08 	 8.09017118150940e-01   -5.87785252289985e-01 	-3.43320775921573e-07	 3.50673614088190e-06	8.26020469031574e-13		1.00000000000621e+00
2.10000000000000e-01    	-2.72114694111422e-08 	 8.09017264030894e-01   -5.87785252289933e-01 	-5.12540012410979e-07	 6.41423414135104e-06	3.06576359945661e-12		1.00000000002070e+00
2.40000000000000e-01    	-4.47745169752046e-08 	 8.09017515290971e-01   -5.87785252289763e-01 	-6.45717674577287e-07	 1.05441325702379e-05	9.16318231835886e-12		1.00000000005580e+00
2.70000000000000e-01    	-6.46682466388563e-08 	 8.09017908626617e-01   -5.87785252289306e-01 	-6.48899279209484e-07	 1.58597121707657e-05	2.29988985257430e-11		1.00000000012598e+00
3.00000000000000e-01    	-8.10774542590606e-08 	 8.09018475763272e-01   -5.87785252288253e-01 	-3.87684963118741e-07	 2.20525925181481e-05	4.98086972427770e-11		1.00000000024323e+00
3.30000000000000e-01    	-8.35703014751046e-08 	 8.09019234135017e-01   -5.87785252286136e-01 	3.10464222628830e-07	 2.84672516185723e-05	9.47121810139549e-11		1.00000000040524e+00
3.60000000000000e-01    	-5.60585392438872e-08 	 8.09020175590244e-01   -5.87785252282367e-01 	1.64828656832790e-06	 3.40468089528012e-05	1.59773248019766e-10		1.00000000058095e+00
3.90000000000000e-01    	2.39150885584608e-08 	 8.09021253923124e-01   -5.87785252276392e-01 	3.84483924723961e-06	 3.73106219048069e-05	2.40234439582251e-10		1.00000000070343e+00
4.20000000000000e-01    	1.85386075888223e-07 	 8.09022372325557e-01   -5.87785252267937e-01 	7.11590649020892e-06	 3.63727137410457e-05	3.21970690785741e-10		1.00000000068681e+00
4.50000000000000e-01    	4.63513248554696e-07 	 8.09023372090107e-01   -5.87785252257274e-01 	1.16494967424145e-05	 2.90075850090175e-05	3.83783383345992e-10		1.00000000048858e+00
4.80000000000000e-01    	8.98331446733996e-07 	 8.09024024043554e-01   -5.87785252245284e-01 	1.75777890838692e-05	 1.27666783483425e-05	4.09245823225865e-10		1.00000000023598e+00
5.10000000000000e-01    	1.53263205818286e-06 	 8.09024024231418e-01   -5.87785252232965e-01 	2.49473908826074e-05	 -1.48551461943331e-05	4.12566520361988e-10		1.00000000042152e+00
5.40000000000000e-01    	2.40895381813947e-06 	 8.09022995290610e-01   -5.87785252219925e-01 	3.36901678909516e-05	 -5.62080710541468e-05	4.80572211354512e-10		1.00000000214719e+00
5.70000000000000e-01    	3.56573841676670e-06 	 8.09020494732763e-01   -5.87785252201398e-01 	4.35971682703019e-05	 -1.13240070008391e-04	8.28058649287257e-10		1.00000000736201e+00
6.00000000000000e-01    	5.03278297471952e-06 	 8.09016031016240e-01   -5.87785252163508e-01 	5.42982583353109e-05	 -1.87227501490692e-04	1.85680600426909e-09		1.00000001900122e+00
6.30000000000000e-01    	6.82619923765224e-06 	 8.09009087821306e-01   -5.87785252076919e-01 	6.52500087713608e-05	 -2.78500777780989e-04	4.20087984283884e-09		1.00000004091012e+00
6.60000000000000e-01    	8.94316214077937e-06 	 8.08999156380905e-01   -5.87785251889623e-01 	7.57341177668319e-05	 -3.86185185082643e-04	8.73475649751451e-09		1.00000007743732e+00
6.90000000000000e-01    	1.13567931783122e-05 	 8.08985775088089e-01   -5.87785251520349e-01 	8.48682448481368e-05	 -5.07978667925131e-04	1.65192189608549e-08		1.00000013262246e+00
7.20000000000000e-01    	1.40115722499797e-05 	 8.08968574936974e-01   -5.87785250854796e-01 	9.16305756139699e-05	 -6.39988805299672e-04	2.86656370814923e-08		1.00000020899090e+00
7.50000000000000e-01    	1.68197014329754e-05 	 8.08947328699331e-01   -5.87785249747240e-01 	9.48987638446738e-05	 -7.76650146863873e-04	4.61138885063232e-08		1.00000030609557e+00
7.80000000000000e-01    	1.96588521182461e-05 	 8.08922001138964e-01   -5.87785248029901e-01 	9.35031216647164e-05	 -9.10740480951393e-04	6.93425001851712e-08		1.00000041909544e+00
8.10000000000000e-01    	2.23717103066268e-05 	 8.08892797066808e-01   -5.87785245531469e-01 	8.62930641890182e-05	 -1.03351050013682e-03	9.80585934569544e-08		1.00000053779508e+00
8.40000000000000e-01    	2.47676910989988e-05 	 8.08860203684914e-01   -5.87785242104309e-01 	7.22148735926695e-05	 -1.13493583853370e-03	1.30944035162406e-07		1.00000064664697e+00
8.70000000000000e-01    	2.66271204243418e-05 	 8.08825023495664e-01   -5.87785237657241e-01 	5.03978435595643e-05	 -1.20409379455389e-03	1.65554708638837e-07		1.00000072619065e+00
9.00000000000000e-01    	2.77080783284676e-05 	 8.08788394094456e-01   -5.87785232187779e-01 	2.02448259467178e-05	 -1.22965952481682e-03	1.98473067292991e-07		1.00000075623593e+00
9.30000000000000e-01    	2.77559633294502e-05 	 8.08751791440210e-01   -5.87785225804961e-01 	-1.84778227322140e-05	 -1.20050847183624e-03	2.25792459405043e-07		1.00000072078078e+00
9.60000000000000e-01    	2.65156730101846e-05 	 8.08717013716853e-01   -5.87785218732243e-01 	-6.55568260725877e-05	 -1.10640369658448e-03	2.43961213929504e-07		1.00000061421326e+00
9.90000000000000e-01    	2.37461066528173e-05 	 8.08686143655639e-01   -5.87785211280170e-01 	-1.20261754138240e-04	 -9.38739087480258e-04	2.50937273840747e-07		1.00000044784691e+00
1.02000000000000e+00    	1.92364896507776e-05 	 8.08661488163899e-01   -5.87785203781424e-01 	-1.81294990621302e-04	 -6.91302582405440e-04	2.47509828951666e-07		1.00000025538356e+00
