0.00000000000000e+00    	0.00000000000000e+00 	 -9.27050983120000e-01  	2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.18575314157042e-13 	 -9.27050983120097e-01   2.85316954890000e+00 	-1.96932904286960e-11	 -1.92653152025972e-11	5.17920600516855e-22		1.00000000000000e+00
6.00000000000000e-02    	-3.69598143551049e-12 	 -9.27050983126110e-01   2.85316954890000e+00 	-3.03671189733646e-10	 -6.08229855954046e-10	2.50607735139860e-19		1.00000000000000e+00
9.00000000000000e-02    	-2.68495231706925e-11 	 -9.27050983188446e-01   2.85316954890000e+00 	-1.44352172726874e-09	 -4.51778386153648e-09	8.74937484277208e-18		1.00000000000000e+00
1.20000000000000e-01    	-1.06147823140423e-10 	 -9.27050983495785e-01   2.85316954890000e+00 	-4.16002105695304e-09	 -1.84584053063362e-08	1.01139223087626e-16		1.00000000000000e+00
1.50000000000000e-01    	-2.97333163155163e-10 	 -9.27050984511468e-01   2.85316954890000e+00 	-8.94257440721204e-09	 -5.41213570117549e-08	6.18890244984816e-16		1.00000000000000e+00
1.80000000000000e-01    	-6.61957344716338e-10 	 -9.27050987125598e-01   2.85316954890000e+00 	-1.56131295578685e-08	 -1.28167768545459e-07	2.43561944387967e-15		1.00000000000001e+00
2.10000000000000e-01    	-1.24054226351268e-09 	 -9.27050992789095e-01   2.85316954890000e+00 	-2.28747251418012e-08	 -2.61018572954108e-07	6.63667904806027e-15		1.00000000000003e+00
2.40000000000000e-01    	-2.01280538773565e-09 	 -9.27051003592815e-01   2.85316954890000e+00 	-2.79121387377848e-08	 -4.74407639044498e-07	1.19895514319103e-14		1.00000000000011e+00
2.70000000000000e-01    	-2.84754751858499e-09 	 -9.27051022255822e-01   2.85316954890000e+00 	-2.61132458880901e-08	 -7.87801074621740e-07	7.76003414653601e-15		1.00000000000031e+00
3.00000000000000e-01    	-3.44679443341532e-09 	 -9.27051051992103e-01   2.85316954890000e+00 	-1.09743376582484e-08	 -1.21392620739518e-06	-4.03026830075530e-14		1.00000000000074e+00
3.30000000000000e-01    	-3.29052063732136e-09 	 -9.27051096234311e-01   2.85316954890000e+00 	2.57591039600153e-08	 -1.75378245980919e-06	-2.10657849269547e-13		1.00000000000154e+00
3.60000000000000e-01    	-1.58957884208558e-09 	 -9.27051158205919e-01   2.85316954889998e+00 	9.36822005217333e-08	 -2.39161195479785e-06	-6.48422274659298e-13		1.00000000000286e+00
3.90000000000000e-01    	2.74484558309319e-09 	 -9.27051240348717e-01   2.85316954889995e+00 	2.03039314665775e-07	 -3.09038019502838e-06	-1.57831443809784e-12		1.00000000000480e+00
4.20000000000000e-01    	1.11069606690684e-08 	 -9.27051343629643e-01   2.85316954889988e+00 	3.63765309531664e-07	 -3.78834849094048e-06	-3.29130700023969e-12		1.00000000000724e+00
4.50000000000000e-01    	2.51697968330209e-08 	 -9.27051466768300e-01   2.85316954889974e+00 	5.84300201044234e-07	 -4.39730450508683e-06	-6.08713874722360e-12		1.00000000000984e+00
4.80000000000000e-01    	4.68204855938504e-08 	 -9.27051605442663e-01   2.85316954889950e+00 	8.70244469406298e-07	 -4.80295292839625e-06	-1.01621112755482e-11		1.00000000001191e+00
5.10000000000000e-01    	7.80539207365553e-08 	 -9.27051751543941e-01   2.85316954889912e+00 	1.22294622498256e-06	 -4.86785586358655e-06	-1.54497012296197e-11		1.00000000001260e+00
5.40000000000000e-01    	1.20824374499071e-07 	 -9.27051892561054e-01   2.85316954889857e+00 	1.63813076509534e-06	 -4.43715636958157e-06	-2.14497749646944e-11		1.00000000001119e+00
5.70000000000000e-01    	1.76858169377335e-07 	 -9.27052011179335e-01   2.85316954889784e+00 	2.10469597885849e-06	 -3.34712655706554e-06	-2.71153898768371e-11		1.00000000000782e+00
6.00000000000000e-01    	2.47434306084487e-07 	 -9.27052085176133e-01   2.85316954889696e+00 	2.60380204613565e-06	 -1.43636435474313e-06	-3.08943345755327e-11		1.00000000000442e+00
6.30000000000000e-01    	3.33143764848401e-07 	 -9.27052087687272e-01   2.85316954889602e+00 	3.10837986615113e-06	 1.44076621404395e-06	-3.10323681675541e-11		1.00000000000587e+00
6.60000000000000e-01    	4.33641751244019e-07 	 -9.27051987902744e-01   2.85316954889515e+00 	3.58316911399231e-06	 5.39908274540503e-06	-2.62230416124986e-11		1.00000000002099e+00
6.90000000000000e-01    	5.47410162953959e-07 	 -9.27051752227910e-01   2.85316954889450e+00 	3.98537383876221e-06	 1.05067592139741e-05	-1.66258140407187e-11		1.00000000006314e+00
7.20000000000000e-01    	6.71549735942300e-07 	 -9.27051345918567e-01   2.85316954889417e+00 	4.26599179978301e-06	 1.67697397958505e-05	-5.16990484956298e-12		1.00000000014971e+00
7.50000000000000e-01    	8.01622444054461e-07 	 -9.27050735165941e-01   2.85316954889414e+00 	4.37183462237278e-06	 2.41175273868029e-05	1.07102708060339e-12		1.00000000030038e+00
7.80000000000000e-01    	9.31564580294098e-07 	 -9.27049889572452e-01   2.85316954889406e+00 	4.24821124308075e-06	 3.23915439596920e-05	-1.02186020634998e-11		1.00000000053363e+00
8.10000000000000e-01    	1.05368941062220e-06 	 -9.27048784923188e-01   2.85316954889317e+00 	3.84219937815038e-06	 4.13372494933343e-05	-5.69737360685622e-11		1.00000000086177e+00
8.40000000000000e-01    	1.15879530843048e-06 	 -9.27047406123524e-01   2.85316954889006e+00 	3.10638160714856e-06	 5.06011177507339e-05	-1.61950514969309e-10		1.00000000128506e+00
8.70000000000000e-01    	1.23639088116473e-06 	 -9.27045750142727e-01   2.85316954888262e+00 	2.00287703491295e-06	 5.97333988825991e-05	-3.50404453962917e-10		1.00000000178605e+00
9.00000000000000e-01    	1.27504290982091e-06 	 -9.27043828778949e-01   2.85316954886796e+00 	5.07459340847975e-07	 6.81973535797161e-05	-6.46144144002147e-10		1.00000000232557e+00
9.30000000000000e-01    	1.26284614463410e-06 	 -9.27041671045057e-01   2.85316954884260e+00 	-1.38647980775357e-06	 7.53853290356426e-05	-1.06623594155836e-09		1.00000000284243e+00
9.60000000000000e-01    	1.18800642546702e-06 	 -9.27039324969065e-01   2.85316954880270e+00 	-3.66438392890017e-06	 8.06416757660613e-05	-1.61509195370551e-09		1.00000000325825e+00
9.90000000000000e-01    	1.03952058425351e-06 	 -9.27036858609073e-01   2.85316954874454e+00 	-6.28767127419933e-06	 8.32920931364269e-05	-2.27912465608554e-09		1.00000000348855e+00
1.02000000000000e+00    	8.07928558443460e-07 	 -9.27034360101395e-01   2.85316954866514e+00 	-9.19182362506729e-06	 8.26785607027888e-05	-3.02348211489849e-09		1.00000000346012e+00
1.05000000000000e+00    	4.86105558632692e-07 	 -9.27031936592325e-01   2.85316954856288e+00 	-1.22856644995042e-05	 7.81985853511156e-05	-3.79246482602494e-09		1.00000000313298e+00
1.08000000000000e+00    	7.00554710356409e-08 	 -9.27029711948148e-01   2.85316954843805e+00 	-1.54520281029906e-05	 6.93470955536736e-05	-4.51496439863281e-09		1.00000000252389e+00
1.11000000000000e+00    	-4.40338585252322e-07 	 -9.27027823193409e-01   2.85316954829320e+00 	-1.85499658800121e-05	 5.57589690584598e-05	-5.11560135269192e-09		1.00000000172658e+00
1.14000000000000e+00    	-1.04065403348284e-06 	 -9.27026415692106e-01   2.85316954813298e+00 	-2.14185687302225e-05	 3.72499132292490e-05	-5.53119748732561e-09		1.00000000092316e+00
1.17000000000000e+00    	-1.72140758982851e-06 	 -9.27025637157656e-01   2.85316954796351e+00 	-2.38824020852167e-05	 1.38532499384198e-05	-5.73091577055411e-09		1.00000000038114e+00
1.20000000000000e+00    	-2.46772021895123e-06 	 -9.27025630652013e-01   2.85316954779108e+00 	-2.57584612600852e-05	 -1.41498924510654e-05	-5.73705032154675e-09		1.00000000043186e+00
1.23000000000000e+00    	-3.25921133343045e-06 	 -9.27026526808323e-01   2.85316954762032e+00 	-2.68644598492964e-05	 -4.62093956819385e-05	-5.64233634142545e-09		1.00000000142850e+00
1.26000000000000e+00    	-4.07015823250278e-06 	 -9.27028435581028e-01   2.85316954745185e+00 	-2.70281692716556e-05	 -8.14961722898986e-05	-5.61908888276042e-09		1.00000000368607e+00
1.29000000000000e+00    	-4.86994695950445e-06 	 -9.27031437888180e-01   2.85316954727999e+00 	-2.60974383405193e-05	 -1.18905227016766e-04	-5.91575082592885e-09		1.00000000740976e+00
1.32000000000000e+00    	-5.62382841836328e-06 	 -9.27035577558727e-01   2.85316954709066e+00 	-2.39504437459933e-05	 -1.57073104962167e-04	-6.83771142308346e-09		1.00000001262279e+00
1.35000000000000e+00    	-6.29397915208471e-06 	 -9.27040854029133e-01   2.85316954686020e+00 	-2.05056613802883e-05	 -1.94410464603012e-04	-8.71155567026338e-09		1.00000001910796e+00
1.38000000000000e+00    	-6.84085024353691e-06 	 -9.27047216245419e-01   2.85316954655545e+00 	-1.57310098776317e-05	 -2.29149810431210e-04	-1.18350167955843e-08		1.00000002637855e+00
1.41000000000000e+00    	-7.22477109269474e-06 	 -9.27054558216400e-01   2.85316954613546e+00 	-9.65160604284577e-06	 -2.59407649514754e-04	-1.64184017515022e-08		1.00000003369274e+00
1.44000000000000e+00    	-7.40775821144719e-06 	 -9.27062716629731e-01   2.85316954555503e+00 	-2.35559012675241e-06	 -2.83259532857522e-04	-2.25265276967181e-08		1.00000004012076e+00
1.47000000000000e+00    	-7.35546358207156e-06 	 -9.27071470884234e-01   2.85316954476981e+00 	6.00247144369336e-06	 -2.98825644380096e-04	-3.00325261320054e-08		1.00000004466640e+00
1.50000000000000e+00    	-7.03918348549348e-06 	 -9.27080545810365e-01   2.85316954374244e+00 	1.52010178703953e-05	 -3.04363848622473e-04	-3.85955390709700e-08		1.00000004643421e+00
1.53000000000000e+00    	-6.43783790767158e-06 	 -9.27089617247823e-01   2.85316954244889e+00 	2.49540638599575e-05	 -2.98366444500204e-04	-4.76728121727627e-08		1.00000004482262e+00
1.56000000000000e+00    	-5.53982345285246e-06 	 -9.27098320528296e-01   2.85316954088383e+00 	3.49170792739838e-05	 -2.79656336836277e-04	-5.65727578299034e-08		1.00000003971344e+00
1.59000000000000e+00    	-4.34463974096876e-06 	 -9.27106261776692e-01   2.85316953906378e+00 	4.46962013720720e-05	 -2.47477966609899e-04	-6.45494166274853e-08		1.00000003162155e+00
1.62000000000000e+00    	-2.86419094466463e-06 	 -9.27113031801284e-01   2.85316953702689e+00 	5.38606439992198e-05	 -2.01578165974507e-04	-7.09310667957601e-08		1.00000002176737e+00
1.65000000000000e+00    	-1.12367059731759e-06 	 -9.27118222198277e-01   2.85316953482849e+00 	6.19580080153164e-05	 -1.42272148670394e-04	-7.52676449424145e-08		1.00000001204008e+00
1.68000000000000e+00    	8.38050994217570e-07 	 -9.27121443156209e-01   2.85316953253228e+00 	6.85320434730340e-05	 -7.04901249569678e-05	-7.74745976402087e-08		1.00000000483275e+00
1.71000000000000e+00    	2.96860176630884e-06 	 -9.27122342317416e-01   2.85316953019755e+00 	7.31422736212504e-05	 1.21994532652630e-05	-7.79463429017481e-08		1.00000000274931e+00
1.74000000000000e+00    	5.20289080943089e-06 	 -9.27120623944625e-01   2.85316952786374e+00 	7.53847696367635e-05	 1.03593263903649e-04	-7.76120772096884e-08		1.00000000820722e+00
1.77000000000000e+00    	7.46452177915565e-06 	 -9.27116067557223e-01   2.85316952553462e+00 	7.49132675215230e-05	 2.00885389321502e-04	-7.79111458999355e-08		1.00000002298347e+00
1.80000000000000e+00    	9.66783402509376e-06 	 -9.27108545149884e-01   2.85316952316449e+00 	7.14597478901825e-05	 3.00729637793445e-04	-8.06747968302253e-08		1.00000004777241e+00
1.83000000000000e+00    	1.17205415720159e-05 	 -9.27098036090903e-01   2.85316952064933e+00 	6.48535573259579e-05	 3.99331769607828e-04	-8.79151400111586e-08		1.00000008183592e+00
