0.00000000000000e+00    	0.00000000000000e+00 	 -5.51091059620000e-16  	-3.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.04189854528515e-25 	 -9.69861095808435e-14   -3.00000000000000e+00 	1.84744203909049e-22	 -1.92653152014660e-11	-5.44573946568472e-22		1.00000000000000e+00
6.00000000000000e-02    	1.01007636016288e-21 	 -6.11008239465355e-12   -3.00000000000000e+00 	1.84179150041718e-19	 -6.08229855742707e-10	-2.63504566504527e-19		1.00000000000000e+00
9.00000000000000e-02    	8.41782351998820e-20 	 -6.84462472654653e-11   -3.00000000000000e+00 	1.01635801208042e-17	 -4.51778385459183e-09	-9.19963711802064e-18		1.00000000000000e+00
1.20000000000000e-01    	1.89225707494242e-18 	 -3.75785862078663e-10   -3.00000000000000e+00 	1.69712993111786e-16	 -1.84584052232296e-08	-1.06344071983589e-16		1.00000000000000e+00
1.50000000000000e-01    	2.06024735859853e-17 	 -1.39146881270188e-09   -3.00000000000000e+00 	1.45962255196333e-15	 -5.41213564640702e-08	-6.50739707412402e-16		1.00000000000000e+00
1.80000000000000e-01    	1.40967138746382e-16 	 -4.00559858790932e-09   -3.00000000000000e+00 	8.19011718027249e-15	 -1.28167766112580e-07	-2.56096179850528e-15		1.00000000000001e+00
2.10000000000000e-01    	6.96232599753525e-16 	 -9.66909515377373e-09   -3.00000000000000e+00 	3.39912848355482e-14	 -2.61018564832184e-07	-6.97821718664682e-15		1.00000000000003e+00
2.40000000000000e-01    	2.69511587437944e-15 	 -2.04728148298845e-08   -3.00000000000000e+00 	1.12382323618371e-13	 -4.74407617336772e-07	-1.26065603949154e-14		1.00000000000011e+00
2.70000000000000e-01    	8.61883456883968e-15 	 -3.91358208618526e-08   -3.00000000000000e+00 	3.10238958687865e-13	 -7.87801026370624e-07	-8.15938465898911e-15		1.00000000000031e+00
3.00000000000000e-01    	2.35911675891367e-14 	 -6.88721005697403e-08   -3.00000000000000e+00 	7.37642485220896e-13	 -1.21392611618889e-06	4.23767380317897e-14		1.00000000000074e+00
3.30000000000000e-01    	5.66480256691923e-14 	 -1.13114304835665e-07   -3.00000000000000e+00 	1.54236660327011e-12	 -1.75378231151883e-06	2.21498735639677e-13		1.00000000000154e+00
3.60000000000000e-01    	1.21434627164266e-13 	 -1.75085907453288e-07   -2.99999999999998e+00 	2.87503675706211e-12	 -2.39161174656572e-06	6.81791450445930e-13		1.00000000000286e+00
