0.00000000000000e+00    	0.00000000000000e+00 	 -7.00000000000000e+00  	8.57252759400000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.97447595505479e-12 	 -6.99999999999770e+00   8.57252752873091e-16 	-6.60091097724591e-10	 4.58653384313781e-10	-2.39142069005029e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.23884042889178e-10 	 -6.99999999985455e+00   8.57239686575128e-16 	-1.01786264883645e-08	 1.44802553999116e-08	-2.38366037002132e-18		1.00000000000000e+00
9.00000000000000e-02    	-8.99957806912638e-10 	 -6.99999999837050e+00   8.56163482009191e-16 	-4.83847912592128e-08	 1.07555829506167e-07	-1.31510360768667e-16		1.00000000000001e+00
1.20000000000000e-01    	-3.55792318185020e-09 	 -6.99999999105360e+00   8.32772858765016e-16 	-1.39437905488580e-07	 4.39443175318224e-07	-2.19531829256425e-15		1.00000000000011e+00
1.50000000000000e-01    	-9.96617427690205e-09 	 -6.99999996687302e+00   5.90810439645727e-16 	-2.99741617875356e-07	 1.28847887601281e-06	-1.88732462087033e-14		1.00000000000088e+00
1.80000000000000e-01    	-2.21877949268572e-08 	 -6.99999990463785e+00   -9.65026496894833e-16 	-5.23325562663842e-07	 3.05131872271896e-06	-1.05844202412861e-13		1.00000000000479e+00
2.10000000000000e-01    	-4.15808428685443e-08 	 -6.99999976980569e+00   -8.13807930965255e-15 	-7.66710101069338e-07	 6.21412997929997e-06	-4.38987857818083e-13		1.00000000001960e+00
2.40000000000000e-01    	-6.74649339830504e-08 	 -6.99999951259894e+00   -3.39404122747810e-14 	-9.35514922822101e-07	 1.12943385689774e-05	-1.45015149337278e-12		1.00000000006422e+00
2.70000000000000e-01    	-9.54411230193362e-08 	 -6.99999906828405e+00   -1.10332126757442e-13 	-8.75112257782483e-07	 1.87553821039719e-05	-3.99892797446503e-12		1.00000000017627e+00
3.00000000000000e-01    	-1.15518989140852e-07 	 -6.99999836034460e+00   -3.03176912431135e-13 	-3.67448369669373e-07	 2.89002654061408e-05	-9.49501156294722e-12		1.00000000041768e+00
3.30000000000000e-01    	-1.10263199618088e-07 	 -6.99999730705835e+00   -7.28280060871616e-13 	8.64233908600023e-07	 4.17527801633341e-05	-1.98181400048775e-11		1.00000000087202e+00
3.60000000000000e-01    	-5.32154662082612e-08 	 -6.99999583168319e+00   -1.55969982723912e-12 	3.14162519472870e-06	 5.69377665729866e-05	-3.68547481214531e-11		1.00000000162589e+00
3.90000000000000e-01    	9.21286756189854e-08 	 -6.99999387608704e+00   -3.01679450845558e-12 	6.80813435485287e-06	 7.35735232998083e-05	-6.15370239824086e-11		1.00000000272971e+00
4.20000000000000e-01    	3.72509639300329e-07 	 -6.99999141725027e+00   -5.31571232222819e-12 	1.21966940943178e-05	 9.01902201944059e-05	-9.24726630656458e-11		1.00000000414152e+00
4.50000000000000e-01    	8.44009202166416e-07 	 -6.99998848565558e+00   -8.57845861208835e-12 	1.95899727828077e-05	 1.04687804534314e-04	-1.24591368274141e-10		1.00000000567165e+00
4.80000000000000e-01    	1.56987592787522e-06 	 -6.99998518419609e+00   -1.27115113400228e-11 	2.91752835497828e-05	 1.14345357394583e-04	-1.48639435263572e-10		1.00000000696303e+00
5.10000000000000e-01    	2.61695625561634e-06 	 -6.99998170591070e+00   -1.72962835027299e-11 	4.09972979082811e-05	 1.15891173820543e-04	-1.52685544136954e-10		1.00000000755577e+00
5.40000000000000e-01    	4.05072039901584e-06 	 -6.99997834863165e+00   -2.15705194149885e-11 	5.49123218449407e-05	 1.05639113650948e-04	-1.26865379854238e-10		1.00000000708749e+00
5.70000000000000e-01    	5.92899183058153e-06 	 -6.99997552452904e+00   -2.46119302789436e-11 	7.05483075549663e-05	 7.96921848637508e-05	-7.21945477738897e-11		1.00000000566395e+00
6.00000000000000e-01    	8.29461696367620e-06 	 -6.99997376258545e+00   -2.58470194223111e-11 	8.72748979327215e-05	 3.42091369899412e-05	-1.32958019214645e-11		1.00000000439359e+00
6.30000000000000e-01    	1.11674383672766e-05 	 -6.99997370224182e+00   -2.59815367487186e-11 	1.04187599219636e-04	 -3.42756227782432e-05	-1.33477191595427e-11		1.00000000601494e+00
6.60000000000000e-01    	1.45360505128713e-05 	 -6.99997607682790e+00   -2.83707273565309e-11 	1.20109642902830e-04	 -1.28493862859270e-04	-1.87709470220460e-10		1.00000001546850e+00
6.90000000000000e-01    	1.83499119520968e-05 	 -6.99998168591835e+00   -4.07145542275778e-11 	1.33614254150347e-04	 -2.50067105368881e-04	-7.10975884862973e-10		1.00000004019316e+00
7.20000000000000e-01    	2.25124533818602e-05 	 -6.99999135641892e+00   -7.67891431575991e-11 	1.43068942330306e-04	 -3.99136029242436e-04	-1.81130119136516e-09		1.00000008988914e+00
7.50000000000000e-01    	2.68758505946937e-05 	 -7.00000589295679e+00   -1.57744509677553e-10 	1.46702143286253e-04	 -5.74022676459188e-04	-3.74636670947561e-09		1.00000017551176e+00
7.80000000000000e-01    	3.12381205807276e-05 	 -7.00002601898352e+00   -3.12362105156065e-10 	1.42691158814526e-04	 -7.70953854748473e-04	-6.75786953501333e-09		1.00000030736526e+00
8.10000000000000e-01    	3.53431463849575e-05 	 -7.00005231085117e+00   -5.75636121982041e-10 	1.29268941513218e-04	 -9.83873841216767e-04	-1.10060179393636e-08		1.00000049235898e+00
