0.00000000000000e+00    	0.00000000000000e+00 	 2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
1.32000000000000e+00    	-1.16103674802704e-05 	 2.85280568743385e+00   9.27050992385226e-01 	-1.43515455479968e-05	 1.43204434358554e-03	3.67244581213137e-08		1.00000102547796e+00
1.35000000000000e+00    	-1.18562088367903e-05 	 2.85285755648262e+00   9.27050994206778e-01 	-1.64915798058298e-06	 2.02830633273734e-03	8.76886862150942e-08		1.00000205701254e+00
1.38000000000000e+00    	-1.16874506331913e-05 	 2.85292741092284e+00   9.27050997813078e-01 	1.32338903937200e-05	 2.62700065138885e-03	1.55197559257328e-07		1.00000345064784e+00
1.41000000000000e+00    	-1.10444936061221e-05 	 2.85301494201828e+00   9.27051003637796e-01 	2.98794114352254e-05	 3.20222376978438e-03	2.34515119285374e-07		1.00000512755181e+00
1.44000000000000e+00    	-9.88298903420175e-06 	 2.85311902695252e+00   9.27051011922903e-01 	4.76901118067007e-05	 3.72576517580321e-03	3.17639666954177e-07		1.00000694177620e+00
1.47000000000000e+00    	-8.17901269446701e-06 	 2.85323767486767e+00   9.27051022627694e-01 	6.59059703117344e-05	 4.16815488861007e-03	3.93878452003738e-07		1.00000868889172e+00
1.50000000000000e+00    	-5.93346055354455e-06 	 2.85336800708392e+00   9.27051035364948e-01 	8.36398277939350e-05	 4.49988862714739e-03	4.51082357967907e-07		1.00001012794545e+00
1.53000000000000e+00    	-3.17509431043073e-06 	 2.85350627622989e+00   9.27051049383427e-01 	9.99314452914649e-05	 4.69278937541781e-03	4.77479255918092e-07		1.00001101606865e+00
1.56000000000000e+00    	3.82700185694072e-08 	 2.85364792761507e+00   9.27051063612121e-01 	1.13816404239053e-04	 4.72145359124585e-03	4.63915023527564e-07		1.00001115247701e+00
1.59000000000000e+00    	3.62078463261266e-06 	 2.85378770448859e+00   9.27051076774036e-01 	1.24403340513083e-04	 4.56472146611245e-03	4.06187130265501e-07		1.00001042602486e+00
1.62000000000000e+00    	7.46192516163209e-06 	 2.85391979691201e+00   9.27051087566344e-01 	1.30950637607060e-04	 4.20710399787573e-03	3.07062426609206e-07		1.00000885839687e+00
1.65000000000000e+00    	1.14320110496088e-05 	 2.85403803189847e+00   9.27051094890744e-01 	1.32932381239173e-04	 3.64009564801495e-03	1.77533161366019e-07		1.00000663396168e+00
1.68000000000000e+00    	1.53894162426325e-05 	 2.85413610031965e+00   9.27051098104870e-01 	1.30083540982903e-04	 2.86330039117062e-03	3.69027810582695e-08		1.00000410769699e+00
1.71000000000000e+00    	1.91887186045559e-05 	 2.85420781394618e+00   9.27051097254923e-01 	1.22416250787070e-04	 1.88530129432688e-03	-8.85849218235464e-08		1.00000178467177e+00
1.74000000000000e+00    	2.26888431235062e-05 	 2.85424738396468e+00   9.27051093243972e-01 	1.10202695004464e-04	 7.24209538602959e-04	-1.68657913216794e-07		1.00000026831202e+00
1.77000000000000e+00    	2.57601915608554e-05 	 2.85424971050886e+00   9.27051087891634e-01 	9.39251335338684e-05	 -5.92161957400977e-04	-1.73292845403841e-07		1.00000017973886e+00
1.80000000000000e+00    	2.82898524456270e-05 	 2.85421067125763e+00   9.27051083850349e-01 	7.41993612724450e-05	 -2.02654256013844e-03	-7.78960524177996e-08		1.00000205618804e+00
1.83000000000000e+00    	3.01842591730602e-05 	 2.85412739609238e+00   9.27051084361398e-01 	5.16834753109750e-05	 -3.53289218753297e-03	1.31332261178558e-07		1.00000624197972e+00
1.86000000000000e+00    	3.13690894035238e-05 	 2.85399851426222e+00   9.27051092858374e-01 	2.69881618817763e-05	 -5.05754219235083e-03	4.52754897645726e-07		1.00001278964901e+00
1.89000000000000e+00    	3.17867232245038e-05 	 2.85382436055455e+00   9.27051112454267e-01 	6.06790835173730e-07	 -6.54077711122522e-03	8.66337786929097e-07		1.00002139065439e+00
1.92000000000000e+00    	3.13921200236559e-05 	 2.85360712765931e+00   9.27051145376046e-01 	-2.71173742043861e-05	 -7.91882436106250e-03	1.33323281542636e-06		1.00003135376667e+00
1.95000000000000e+00    	3.01484361070175e-05 	 2.85335095326136e+00   9.27051192432710e-01 	-5.59739489252387e-05	 -9.12619774940547e-03	1.79848695530817e-06		1.00004164444371e+00
1.98000000000000e+00    	2.80239851896284e-05 	 2.85306193237348e+00   9.27051252614100e-01 	-8.58129253727529e-05	 -1.00983204634290e-02	2.19702883468484e-06		1.00005099042242e+00
2.01000000000000e+00    	2.49921556483060e-05 	 2.85274804796943e+00   9.27051322914336e-01 	-1.16421689674988e-04	 -1.07743350551630e-02	2.46254272662039e-06		1.00005804824318e+00
2.04000000000000e+00    	2.10355892725012e-05 	 2.85241901599878e+00   9.27051398453370e-01 	-1.47367422339838e-04	 -1.10999927851677e-02	2.53826601205255e-06		1.00006161388358e+00
2.07000000000000e+00    	1.61552927043205e-05 	 2.85208604424859e+00   9.27051472933261e-01 	-1.77830984645330e-04	 -1.10305032941467e-02	2.38823467159691e-06		1.00006084996488e+00
2.10000000000000e+00    	1.03844494529354e-05 	 2.85176150813809e+00   9.27051539415845e-01 	-2.06465810099679e-04	 -1.05332185253735e-02	2.00715301937925e-06		1.00005549412253e+00
2.13000000000000e+00    	3.80564022489120e-06 	 2.85145855026927e+00   9.27051591351658e-01 	-2.31318062783339e-04	 -9.59002253867053e-03	1.42696821461755e-06		1.00004600996273e+00
2.16000000000000e+00    	-3.43087628318029e-06 	 2.85119061428861e+00   9.27051623734921e-01 	-2.49841052371909e-04	 -8.19930164529346e-03	7.18447904686584e-07		1.00003364491828e+00
2.19000000000000e+00    	-1.10910308116377e-05 	 2.85097092722379e+00   9.27051634215735e-01 	-2.59027086445401e-04	 -6.37737740227039e-03	-1.33924973982158e-08		1.00002036881134e+00
2.22000000000000e+00    	-1.88466426533268e-05 	 2.85081194780985e+00   9.27051623977958e-01 	-2.55664120091325e-04	 -4.15929865077617e-03	-6.40325459913687e-07		1.00000868252722e+00
2.25000000000000e+00    	-2.62745631946165e-05 	 2.85072480125744e+00   9.27051598196894e-01 	-2.36704395003311e-04	 -1.59890810874911e-03	-1.02768357577916e-06		1.00000130626773e+00
2.28000000000000e+00    	-3.28681662533399e-05 	 2.85071872325367e+00   9.27051565929089e-01 	-1.99710460417385e-04	 1.23187600995309e-03	-1.05505092986297e-06		1.00000077870164e+00
2.31000000000000e+00    	-3.80627375233728e-05 	 2.85080053751564e+00   9.27051539355984e-01 	-1.43324015553869e-04	 4.24459267318575e-03	-6.38092594694028e-07		1.00000901851390e+00
2.34000000000000e+00    	-4.12744372321351e-05 	 2.85097419172715e+00   9.27051532397579e-01 	-6.76886719249928e-05	 7.33657979380739e-03	2.51906686211239e-07		1.00002691463025e+00
2.37000000000000e+00    	-4.19503274303133e-05 	 2.85124037600698e+00   9.27051558819262e-01 	2.52475716257694e-05	 1.03940825318362e-02	1.57439256653768e-06		1.00005401733686e+00
2.40000000000000e+00    	-3.96247833626961e-05 	 2.85159624609016e+00   9.27051630058538e-01 	1.31618211898247e-04	 1.32960475608210e-02	3.21496318107224e-06		1.00008839720018e+00
2.43000000000000e+00    	-3.39758120585415e-05 	 2.85203527017246e+00   9.27051753080109e-01 	2.45762191124012e-04	 1.59184864860796e-02	4.99203067070145e-06		1.00012672128885e+00
2.46000000000000e+00    	-2.48737371514242e-05 	 2.85254721403001e+00   9.27051928610624e-01 	3.60606262132976e-04	 1.81392596536193e-02	6.67535835712304e-06		1.00016456786982e+00
2.49000000000000e+00    	-1.24146603280717e-05 	 2.85311827384734e+00   9.27052150095561e-01 	4.68289055104953e-04	 1.98431060178308e-02	8.01525043458751e-06		1.00019696471011e+00
2.52000000000000e+00    	3.06777182974425e-06 	 2.85373136050604e+00   9.27052403654383e-01 	5.60970408950462e-04	 2.09267268541760e-02	8.77925102016953e-06		1.00021909732903e+00
2.55000000000000e+00    	2.10165023423149e-05 	 2.85436653323566e+00   9.27052669189539e-01 	6.31733261781561e-04	 2.13037212599455e-02	8.79153847467305e-06		1.00022709806510e+00
2.58000000000000e+00    	4.06921027324591e-05 	 2.85500157476892e+00   9.27052922642371e-01 	6.75458864432292e-04	 2.09091690603611e-02	7.96908350320096e-06		1.00021880089257e+00
2.61000000000000e+00    	6.12379545855150e-05 	 2.85561269461836e+00   9.27053139205072e-01 	6.89544754708678e-04	 1.97036608991556e-02	6.34832564543631e-06		1.00019433599931e+00
2.64000000000000e+00    	8.17629942513125e-05 	 2.85617534182072e+00   9.27053297118681e-01 	6.74342543285768e-04	 1.76765849436305e-02	4.09676502814059e-06		1.00015644596729e+00
2.67000000000000e+00    	1.01432148243926e-04 	 2.85666510342568e+00   9.27053381541534e-01 	6.33220391224398e-04	 1.48484943474369e-02	1.50548854073108e-06		1.00011043327960e+00
2.70000000000000e+00    	1.19552392438849e-04 	 2.85705866009803e+00   9.27053387887970e-01 	5.72201448890275e-04	 1.12723998740063e-02	-1.03887044011286e-06		1.00006369517871e+00
2.73000000000000e+00    	1.35641759483609e-04 	 2.85733476553158e+00   9.27053324035558e-01 	4.99189725688306e-04	 7.03385925248681e-03	-3.10117232161275e-06		1.00002486187894e+00
2.76000000000000e+00    	1.49469911459148e-04 	 2.85747521221358e+00   9.27053210893218e-01 	4.22861232186701e-04	 2.24977068663949e-03	-4.25899240000082e-06		1.00000262014552e+00
2.79000000000000e+00    	1.61062152131333e-04 	 2.85746574291437e+00   9.27053081011728e-01 	3.51360929632396e-04	 -2.93417619118193e-03	-4.17026129949258e-06		1.00000436642137e+00
2.82000000000000e+00    	1.70663725878371e-04 	 2.85729686574901e+00   9.27052975185956e-01 	2.90994179197456e-04	 -8.34738278655058e-03	-2.63745838374074e-06		1.00003488113363e+00
2.85000000000000e+00    	1.78667357125802e-04 	 2.85696453140202e+00   9.27052937312275e-01 	2.45124858906475e-04	 -1.37994846940561e-02	3.42302096893581e-07		1.00009523839689e+00
2.88000000000000e+00    	1.85513353411452e-04 	 2.85647063456745e+00   9.27053008079220e-01 	2.13483695038580e-04	 -1.90866160126388e-02	4.55111215103225e-06		1.00018215566306e+00
2.91000000000000e+00    	1.91577179891456e-04 	 2.85582330789087e+00   9.27053218331785e-01 	1.92046855594997e-04	 -2.39985917029958e-02	9.55529974543206e-06		1.00028794323286e+00
2.94000000000000e+00    	1.97063166187477e-04 	 2.85503698528178e+00   9.27053583108931e-01 	1.73569577254767e-04	 -2.83267512729981e-02	1.47448390193600e-05		1.00040113713524e+00
2.97000000000000e+00    	2.01924083751558e-04 	 2.85413222152214e+00   9.27054097371151e-01 	1.48761652545986e-04	 -3.18721690439227e-02	1.94052516886260e-05		1.00050779990271e+00
3.00000000000000e+00    	2.05824270996782e-04 	 2.85313526550806e+00   9.27054734291928e-01 	1.07984927552167e-04	 -3.44539164623276e-02	2.28147411503889e-05		1.00059336622868e+00
3.03000000000000e+00    	2.08158811580168e-04 	 2.85207739415142e+00   9.27055446690536e-01 	4.32540663342001e-05	 -3.59170593828443e-02	2.43544783455620e-05		1.00064481091882e+00
3.06000000000000e+00    	2.08133517049717e-04 	 2.85099402222531e+00   9.27056171765337e-01 	-4.97529263681957e-05	 -3.61400836176441e-02	2.36164913017003e-05		1.00065284123765e+00
3.09000000000000e+00    	2.04901081744016e-04 	 2.84992361012334e+00   9.27056838798526e-01 	-1.70004939940408e-04	 -3.50414591648410e-02	2.04921559680082e-05		1.00061377822915e+00
3.12000000000000e+00    	1.97739011480676e-04 	 2.84890639709167e+00   9.27057379010276e-01 	-3.10069482092743e-04	 -3.25850716850741e-02	1.52252592660912e-05		1.00053080076108e+00
3.15000000000000e+00    	1.86246170309160e-04 	 2.84798299288635e+00   9.27057736313152e-01 	-4.55966701209565e-04	 -2.87842660934105e-02	8.41712393779906e-06		1.00041428515941e+00
3.18000000000000e+00    	1.70528439574451e-04 	 2.84719286697708e+00   9.27057877425856e-01 	-5.88079340046707e-04	 -2.37042630994453e-02	9.77140630876388e-07		1.00028107946084e+00
3.21000000000000e+00    	1.51341305805245e-04 	 2.84657278195874e+00   9.27057799709473e-01 	-6.83127274537710e-04	 -1.74627313525605e-02	-5.98030496600687e-06		1.00015269518455e+00
3.24000000000000e+00    	1.30159156261133e-04 	 2.84615522655957e+00   9.27057535233040e-01 	-7.17048689574403e-04	 -1.02283349012617e-02	-1.12829901698728e-05		1.00005256517894e+00
3.27000000000000e+00    	1.09148125183631e-04 	 2.84596691238487e+00   9.27057149974575e-01 	-6.68464249473602e-04	 -2.21713742155743e-03	-1.38743672505168e-05		1.00000268136405e+00
3.30000000000000e+00    	9.10312224392624e-05 	 2.84602740526320e+00   9.27056737696035e-01 	-5.22263001542705e-04	 6.31316332440828e-03	-1.29892207882134e-05		1.00002006427797e+00
3.33000000000000e+00    	7.88499902004908e-05 	 2.84634796431855e+00   9.27056408826611e-01 	-2.72767271293561e-04	 1.50710770922969e-02	-8.30392114931645e-06		1.00011359946541e+00
3.36000000000000e+00    	7.56439358256400e-05 	 2.84693065758221e+00   9.27056275533476e-01 	7.40683255041148e-05	 2.37410080953006e-02	-3.46001567941849e-08		1.00028178077555e+00
3.39000000000000e+00    	8.40846563193642e-05 	 2.84776781117595e+00   9.27056434907331e-01 	4.99879645046932e-04	 3.19944224368981e-02	1.10379087167192e-05		1.00051181555670e+00
3.42000000000000e+00    	1.06112920529028e-04 	 2.84884183070523e+00   9.27056952694527e-01 	9.74818165300306e-04	 3.95020232262331e-02	2.36278298177174e-05		1.00078037584062e+00
3.45000000000000e+00    	1.42631560514085e-04 	 2.85012541117572e+00   9.27057850154186e-01 	1.46022030645347e-03	 4.59463986197539e-02	3.60878648691927e-05		1.00105604493045e+00
3.48000000000000e+00    	1.93303548248204e-04 	 2.85158212935226e+00   9.27059096356576e-01 	1.91279722313116e-03	 5.10346017647919e-02	4.66219381485070e-05		1.00130324654628e+00
3.51000000000000e+00    	2.56493276423225e-04 	 2.85316739394477e+00   9.27060607592898e-01 	2.28987231139078e-03	 5.45101664630081e-02	5.35410668125687e-05		1.00148719643821e+00
3.54000000000000e+00    	3.29371374149133e-04 	 2.85482971705989e+00   9.27062254628982e-01 	2.55500090788742e-03	 5.61641401981284e-02	5.55276496589027e-05		1.00157922390451e+00
3.57000000000000e+00    	4.08181844485857e-04 	 2.85651226561517e+00   9.27063877440220e-01 	2.68319950744075e-03	 5.58448006638272e-02	5.18696126907079e-05		1.00156170254819e+00
3.60000000000000e+00    	4.88647733564876e-04 	 2.85815465211310e+00   9.27065305958543e-01 	2.66500601801725e-03	 5.34657868768940e-02	4.26271908198950e-05		1.00143182216291e+00
3.63000000000000e+00    	5.66470654442797e-04 	 2.85969492667202e+00   9.27066384379960e-01 	2.50869139431136e-03	 4.90124038389786e-02	2.87015695552805e-05		1.00120353079999e+00
3.66000000000000e+00    	6.37862744718485e-04 	 2.86107173207530e+00   9.27066995841404e-01 	2.24014035754730e-03	 4.25458479755737e-02	1.17856253207077e-05		1.00090717229306e+00
3.69000000000000e+00    	7.00039272251194e-04 	 2.86222657702296e+00   9.27067083882268e-01 	1.90020130036467e-03	 3.42050640290410e-02	-5.80826479509841e-06		1.00058662653663e+00
3.72000000000000e+00    	7.51598217882353e-04 	 2.86310616798359e+00   9.27066667153335e-01 	1.53965072066092e-03	 2.42059124055768e-02	-2.14311455590678e-05		1.00029410534054e+00
3.75000000000000e+00    	7.92721556195819e-04 	 2.86366471837794e+00   9.27065844398387e-01 	1.21229088679795e-03	 1.28373364139071e-02	-3.24609948187927e-05		1.00008313049922e+00
3.78000000000000e+00    	8.25152557564293e-04 	 2.86386613001859e+00   9.27064787839038e-01 	9.67050228816406e-04	 4.54304689508464e-04	-3.67005037208147e-05		1.00000057146275e+00
3.81000000000000e+00    	8.51933445711663e-04 	 2.86368592315518e+00   9.27063724678672e-01 	8.40219579149599e-04	 -1.25325185885898e-02	-3.27514783478324e-05		1.00007888242067e+00
3.84000000000000e+00    	8.76924857004412e-04 	 2.86311278613057e+00   9.27062908320583e-01 	8.49066503343440e-04	 -2.56701664342713e-02	-2.03048473100279e-05		1.00032978500641e+00
3.87000000000000e+00    	9.04166840340731e-04 	 2.86214962930925e+00   9.27062582759536e-01 	9.87974188951659e-04	 -3.84793227933340e-02	-2.92041174608180e-07		1.00074054298590e+00
3.90000000000000e+00    	9.37173060048186e-04 	 2.86081406140619e+00   9.27062945078920e-01 	1.22793891494542e-03	 -5.04720720376878e-02	2.51393048712659e-05		1.00127365815832e+00
3.93000000000000e+00    	9.78268224900200e-04 	 2.85913825418449e+00   9.27064111725658e-01 	1.51977059598659e-03	 -6.11705123187346e-02	5.28370134821567e-05		1.00187032298185e+00
3.96000000000000e+00    	1.02807899171231e-03 	 2.85716821310377e+00   9.27066094044601e-01 	1.80076025084315e-03	 -7.01252750914967e-02	7.90259388312275e-05		1.00245738223090e+00
3.99000000000000e+00    	1.08527022254834e-03 	 2.85496251447219e+00   9.27068787445774e-01 	2.00401538573824e-03	 -7.69331108136841e-02	9.98144423249764e-05		1.00295699288656e+00
4.02000000000000e+00    	1.14658512079401e-03 	 2.85259059407357e+00   9.27071976761385e-01 	2.06921886113463e-03	 -8.12529197190003e-02	1.11759581502418e-04		1.00329772805472e+00
4.05000000000000e+00    	1.20720557758631e-03 	 2.85013067416888e+00   9.27075358148570e-01 	1.95330331552786e-03	 -8.28198531303525e-02	1.12413029244327e-04		1.00342561064738e+00
4.08000000000000e+00    	1.26140452621092e-03 	 2.84766739853321e+00   9.27078575635810e-01 	1.63947281079369e-03	 -8.14573047548964e-02	1.00768247760185e-04		1.00331350560195e+00
4.11000000000000e+00    	1.30342040255938e-03 	 2.84528921824245e+00   9.27081268348406e-01 	1.14313461933526e-03	 -7.70866912892738e-02	7.75376509226051e-05		1.00296743254344e+00
4.14000000000000e+00    	1.32844837732246e-03 	 2.84308554706232e+00   9.27083122745911e-01 	5.13603611037725e-04	 -6.97348632337084e-02	4.52052812593494e-05		1.00242865929821e+00
4.17000000000000e+00    	1.33361641209411e-03 	 2.84114369716191e+00   9.27083922987165e-01 	-1.69108985014700e-04	 -5.95388114983237e-02	7.82500723362257e-06		1.00177088135647e+00
4.20000000000000e+00    	1.31879950207038e-03 	 2.83954562248859e+00   9.27083591964486e-01 	-8.02523213333871e-04	 -4.67471088066643e-02	-2.94342994345356e-05		1.00109237190764e+00
4.23000000000000e+00    	1.28712727965408e-03 	 2.83836454072577e+00   9.27082215847091e-01 	-1.27433054711901e-03	 -3.17173458123651e-02	-6.09581602327457e-05		1.00050368198204e+00
4.26000000000000e+00    	1.24506390370394e-03 	 2.83766156835868e+00   9.27080046404474e-01 	-1.47807853850345e-03	 -1.49087999116954e-02	-8.14930421056891e-05		1.00011222553876e+00
4.29000000000000e+00    	1.20198859771718e-03 	 2.83748257036796e+00   9.27077478094606e-01 	-1.32982467848082e-03	 3.13020374977700e-03	-8.69782749907006e-05		1.00000578707046e+00
4.32000000000000e+00    	1.16927862012821e-03 	 2.83785547305493e+00   9.27075000753481e-01 	-7.83204533638706e-04	 2.17802924963695e-02	-7.52708284105503e-05		1.00023747191168e+00
4.35000000000000e+00    	1.15898369900537e-03 	 2.83878829244861e+00   9.27073133133290e-01 	1.59712442213267e-04	 4.03737814459716e-02	-4.66322734238228e-05		1.00081470308488e+00
