0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.83621407079187e-13 	 -2.85316954889797e+00   -9.27050983120000e-01 	-2.99827672059946e-11	 2.93653018371749e-10	-8.49252120047807e-22		1.00000000000000e+00
6.00000000000000e-02    	-5.23291193261098e-12 	 -2.85316954887828e+00   -9.27050983120000e-01 	-4.13155073984009e-10	 3.61590630914125e-10	8.46172164438079e-20		1.00000000000000e+00
9.00000000000000e-02    	-3.42113122618202e-11 	 -2.85316954906444e+00   -9.27050983120000e-01 	-1.70688023425653e-09	 -2.00610233829245e-08	-1.43391834035350e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.18626301545873e-10 	 -2.85316955095865e+00   -9.27050983120000e-01 	-4.05934240578254e-09	 -1.30641051250520e-07	-5.29766252854430e-16		1.00000000000001e+00
1.50000000000000e-01    	-2.78729200124346e-10 	 -2.85316955920386e+00   -9.27050983120000e-01 	-6.44337425890118e-09	 -4.74221196358394e-07	-6.52906545398831e-15		1.00000000000011e+00
1.80000000000000e-01    	-4.77054929794203e-10 	 -2.85316958399485e+00   -9.27050983120001e-01 	-5.92648413878473e-09	 -1.27888885410021e-06	-4.56232766349947e-14		1.00000000000082e+00
2.10000000000000e-01    	-5.52196408942455e-10 	 -2.85316964362503e+00   -9.27050983120004e-01 	2.89603471004745e-09	 -2.85441814282951e-06	-2.21049279572379e-13		1.00000000000407e+00
2.40000000000000e-01    	-1.39520503531468e-10 	 -2.85316976666003e+00   -9.27050983120018e-01 	2.81863436200276e-08	 -5.57069105201327e-06	-8.24066830335835e-13		1.00000000001552e+00
2.70000000000000e-01    	1.41118321484468e-09 	 -2.85316999318427e+00   -9.27050983120064e-01 	8.07691193355918e-08	 -9.81755478020423e-06	-2.51401245562112e-12		1.00000000004820e+00
3.00000000000000e-01    	5.10860556763146e-09 	 -2.85317037458084e+00   -9.27050983120192e-01 	1.73588253351236e-07	 -1.59476044967323e-05	-6.52823270900875e-12		1.00000000012718e+00
3.30000000000000e-01    	1.23693733978533e-08 	 -2.85317097138056e+00   -9.27050983120498e-01 	3.20685630907193e-07	 -2.42054334914299e-05	-1.48127833065610e-11		1.00000000029300e+00
3.60000000000000e-01    	2.50298283127233e-08 	 -2.85317184885139e+00   -9.27050983121149e-01 	5.35716996140906e-07	 -3.46487980291042e-05	-2.98939297029777e-11		1.00000000060041e+00
3.90000000000000e-01    	4.53070642965772e-08 	 -2.85317307018798e+00   -9.27050983122385e-01 	8.30067940572669e-07	 -4.70687381127888e-05	-5.42860888836275e-11		1.00000000110808e+00
4.20000000000000e-01    	7.56987855647248e-08 	 -2.85317468739028e+00   -9.27050983124513e-01 	1.21068192740476e-06	 -6.09168289277604e-05	-8.93075976977910e-11		1.00000000185616e+00
4.50000000000000e-01    	1.18815614212749e-07 	 -2.85317673017562e+00   -9.27050983127836e-01 	1.67775902271309e-06	 -7.52482880689783e-05	-1.33390241887046e-10		1.00000000283256e+00
