0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e+00  	-5.87785252290000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.63629193643211e-14 	 -8.09016994369833e+00   -5.87785252290000e+00 	-4.29762857894045e-12	 2.66253964787775e-10	-2.74451764780444e-22		1.00000000000000e+00
6.00000000000000e-02    	-7.44554924562393e-13 	 -8.09016994365915e+00   -5.87785252290000e+00 	-5.85324007427313e-11	 2.96842089587413e-09	-1.98931347535706e-20		1.00000000000000e+00
9.00000000000000e-02    	-4.81049094110640e-12 	 -8.09016994349116e+00   -5.87785252290000e+00 	-2.37793112386755e-10	 8.16596119384029e-09	1.89584804907301e-19		1.00000000000000e+00
1.20000000000000e-01    	-1.64023410840479e-11 	 -8.09016994325879e+00   -5.87785252290000e+00 	-5.50045698095034e-10	 3.65531602533423e-09	2.45327611060925e-18		1.00000000000000e+00
1.50000000000000e-01    	-3.75193028124694e-11 	 -8.09016994370253e+00   -5.87785252290000e+00 	-8.23284511424805e-10	 -4.49262710125093e-08	-1.95781568872921e-17		1.00000000000000e+00
1.80000000000000e-01    	-6.09577252687377e-11 	 -8.09016994702328e+00   -5.87785252290000e+00 	-6.00015126397718e-10	 -2.01515887978753e-07	-3.73246270265225e-16		1.00000000000002e+00
2.10000000000000e-01    	-6.04665492273112e-11 	 -8.09016995783113e+00   -5.87785252290000e+00 	9.42223399864031e-10	 -5.62920051897901e-07	-2.64638188683837e-15		1.00000000000016e+00
2.40000000000000e-01    	2.08723491246247e-11 	 -8.09016998411449e+00   -5.87785252290000e+00 	5.02706748440866e-09	 -1.25669877223869e-06	-1.23262336430669e-14		1.00000000000079e+00
2.70000000000000e-01    	2.82520773425464e-10 	 -8.09017003805389e+00   -5.87785252290000e+00 	1.32582720600303e-08	 -2.43284203154786e-06	-4.39006678867432e-14		1.00000000000296e+00
3.00000000000000e-01    	8.76747590324343e-10 	 -8.09017013648975e+00   -5.87785252290000e+00 	2.75321413695167e-08	 -4.24904752515823e-06	-1.28482449721654e-13		1.00000000000903e+00
3.30000000000000e-01    	2.01521766895288e-09 	 -8.09017030085766e+00   -5.87785252290001e+00 	4.98801201684723e-08	 -6.85007984164414e-06	-3.22116660267049e-13		1.00000000002346e+00
3.60000000000000e-01    	3.96984402503926e-09 	 -8.09017055642938e+00   -5.87785252290002e+00 	8.22448842295513e-08	 -1.03423769538816e-05	-7.10264699307822e-13		1.00000000005349e+00
3.90000000000000e-01    	7.06604530706831e-09 	 -8.09017093074264e+00   -5.87785252290005e+00 	1.26200237218622e-07	 -1.47657150844324e-05	-1.40148527856920e-12		1.00000000010902e+00
4.20000000000000e-01    	1.16669633438113e-08 	 -8.09017145116567e+00   -5.87785252290011e+00 	1.82631954590794e-07	 -2.00642932757091e-05	-2.50265128089384e-12		1.00000000020130e+00
4.50000000000000e-01    	1.81478058018392e-08 	 -8.09017214161984e+00   -5.87785252290021e+00 	2.51402996135981e-07	 -2.60600040356278e-05	-4.07092816705292e-12		1.00000000033959e+00
4.80000000000000e-01    	2.68602643045611e-08 	 -8.09017301857036e+00   -5.87785252290036e+00 	3.31031822264731e-07	 -3.24308736469182e-05	-6.04540718338803e-12		1.00000000052594e+00
5.10000000000000e-01    	3.80878830778957e-08 	 -8.09017408648515e+00   -5.87785252290057e+00 	4.18416451678136e-07	 -3.86976534251873e-05	-8.17352635442048e-12		1.00000000074884e+00
5.40000000000000e-01    	5.19942676440864e-08 	 -8.09017533304857e+00   -5.87785252290085e+00 	5.08638889639625e-07	 -4.42213032060108e-05	-9.96192639299439e-12		1.00000000097789e+00
5.70000000000000e-01    	6.85670617074874e-08 	 -8.09017672449198e+00   -5.87785252290116e+00 	5.94884079725322e-07	 -4.82136278360956e-05	-1.06936463718756e-11		1.00000000116245e+00
6.00000000000000e-01    	8.75616005770125e-08 	 -8.09017820146122e+00   -5.87785252290147e+00 	6.68504023918889e-07	 -4.97626200003798e-05	-9.55744099405829e-12		1.00000000123838e+00
6.30000000000000e-01    	1.08448972958492e-07 	 -8.09017967587433e+00   -5.87785252290171e+00 	7.19250716519470e-07	 -4.78731582625060e-05	-5.92427423407615e-12		1.00000000114618e+00
6.60000000000000e-01    	1.30373781197817e-07 	 -8.09018102922686e+00   -5.87785252290180e+00 	7.35690853974463e-07	 -4.15226530147198e-05	2.23457601451059e-13		1.00000000086234e+00
6.90000000000000e-01    	1.52127075078540e-07 	 -8.09018211277273e+00   -5.87785252290168e+00 	7.05801174374591e-07	 -2.97300837728731e-05	7.75248544998704e-12		1.00000000044219e+00
7.20000000000000e-01    	1.72139654656562e-07 	 -8.09018274994454e+00   -5.87785252290135e+00 	6.17726612633660e-07	 -1.16356980229186e-05	1.38317435307120e-11		1.00000000006789e+00
7.50000000000000e-01    	1.88500137985564e-07 	 -8.09018274127780e+00   -5.87785252290091e+00 	4.60665768770440e-07	 1.34124794760255e-05	1.35399267435583e-11		1.00000000009005e+00
7.80000000000000e-01    	1.99000870073755e-07 	 -8.09018187197324e+00   -5.87785252290067e+00 	2.25831611025689e-07	 4.57701689833189e-05	-1.70827605832630e-13		1.00000000104748e+00
8.10000000000000e-01    	2.01212980159386e-07 	 -8.09017992207341e+00   -5.87785252290115e+00 	-9.25776496913340e-08	 8.54120160254005e-05	-3.59539138637229e-11		1.00000000364761e+00
8.40000000000000e-01    	1.92589819978892e-07 	 -8.09017667905272e+00   -5.87785252290314e+00 	-4.96469568579326e-07	 1.31856564201919e-04	-1.02846500499589e-10		1.00000000869320e+00
8.70000000000000e-01    	1.70595845189949e-07 	 -8.09017195243244e+00   -5.87785252290770e+00 	-9.83081607457057e-07	 1.84107329372955e-04	-2.08326849672163e-10		1.00000001694824e+00
9.00000000000000e-01    	1.32855982864915e-07 	 -8.09016558984509e+00   -5.87785252291606e+00 	-1.54440038501352e-06	 2.40616082000388e-04	-3.55812098691464e-10		1.00000002894924e+00
9.30000000000000e-01    	7.73189049560587e-08 	 -8.09015749379729e+00   -5.87785252292944e+00 	-2.16682115744989e-06	 2.99273843053115e-04	-5.41972555278956e-10		1.00000004478476e+00
9.60000000000000e-01    	2.42659405191113e-09 	 -8.09014763822927e+00   -5.87785252294885e+00 	-2.83107077622247e-06	 3.57434097030383e-04	-7.54443138961250e-10		1.00000006388357e+00
9.90000000000000e-01    	-9.27177634513710e-08 	 -8.09013608385357e+00   -5.87785252297475e+00 	-3.51239452100046e-06	 4.11971345549088e-04	-9.70651246776824e-10		1.00000008486636e+00
1.02000000000000e+00    	-2.08191233434632e-07 	 -8.09012299118706e+00   -5.87785252300680e+00 	-4.18098826511486e-06	 4.59376412572946e-04	-1.15849459297087e-09		1.00000010552208e+00
1.05000000000000e+00    	-3.43108878484189e-07 	 -8.09010863017692e+00   -5.87785252304359e+00 	-4.80264712831257e-06	 4.95887936512661e-04	-1.27944522100919e-09		1.00000012296395e+00
1.08000000000000e+00    	-4.95503857519235e-07 	 -8.09009338537031e+00   -5.87785252308251e+00 	-5.33960348341184e-06	 5.17657334371536e-04	-1.29430595695585e-09		1.00000013399880e+00
1.11000000000000e+00    	-6.62235321341241e-07 	 -8.09007775569180e+00   -5.87785252311986e+00 	-5.75154175571034e-06	 5.20942305065926e-04	-1.17132149222892e-09		1.00000013570697e+00
1.14000000000000e+00    	-8.38929521660779e-07 	 -8.09006234807397e+00   -5.87785252315125e+00 	-5.99680234688226e-06	 5.02321771473971e-04	-8.95713228976560e-10		1.00000012618155e+00
1.17000000000000e+00    	-1.01996035672174e-06 	 -8.09004786442946e+00   -5.87785252317218e+00 	-6.03381604962747e-06	 4.58923168717990e-04	-4.79075300820375e-10		1.00000010532344e+00
1.20000000000000e+00    	-1.19847720263849e-06 	 -8.09003508175225e+00   -5.87785252317902e+00 	-5.82283423855238e-06	 3.88651294984632e-04	3.34183500019298e-11		1.00000007554186e+00
1.23000000000000e+00    	-1.36649001079900e-06 	 -8.09002482547944e+00   -5.87785252317003e+00 	-5.32802803819258e-06	 2.90406669676516e-04	5.60237342690076e-10		1.00000004218221e+00
1.26000000000000e+00    	-1.51502364874308e-06 	 -8.09001793661917e+00   -5.87785252314640e+00 	-4.52001127568231e-06	 1.64280597441555e-04	9.87156027298895e-10		1.00000001350427e+00
1.29000000000000e+00    	-1.63435441803212e-06 	 -8.09001523353805e+00   -5.87785252311315e+00 	-3.37879026552167e-06	 1.17140014241498e-05	1.17862807620934e-09		1.00000000007432e+00
1.32000000000000e+00    	-1.71434056121021e-06 	 -8.09001746968307e+00   -5.87785252307942e+00 	-1.89705715416809e-06	 -1.64392374972398e-04	9.96936981225166e-10		1.00000001351423e+00
1.35000000000000e+00    	-1.74485441260095e-06 	 -8.09002528886857e+00   -5.87785252305823e+00 	-8.36293174619060e-08	 -3.59627561950797e-04	3.27613967672804e-10		1.00000006466599e+00
1.38000000000000e+00    	-1.71631602412141e-06 	 -8.09003918006622e+00   -5.87785252306530e+00 	2.03328962699986e-06	 -5.68088984583041e-04	-8.92082371655726e-10		1.00000016136460e+00
1.41000000000000e+00    	-1.62031655297783e-06 	 -8.09005943387596e+00   -5.87785252311713e+00 	4.40346841910338e-06	 -7.82476756395989e-04	-2.64633661195398e-09		1.00000030614459e+00
1.44000000000000e+00    	-1.45030514495700e-06 	 -8.09008610300898e+00   -5.87785252322832e+00 	6.95314661756792e-06	 -9.94267127118928e-04	-4.82126707788578e-09		1.00000049430761e+00
