0.00000000000000e+00    	0.00000000000000e+00 	 -1.83697019870000e-15  	-1.00000000000000e+01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.48877574507002e-14 	 3.44686257589256e-12   -1.00000000000000e+01 	-9.11589859582447e-12	 5.72768811499253e-10	1.20401304609188e-22		1.00000000000000e+00
6.00000000000000e-02    	-1.71084601126389e-12 	 1.07493804877463e-10   -1.00000000000000e+01 	-1.40567421445168e-10	 8.83211402218685e-09	5.88992905819305e-20		1.00000000000000e+00
9.00000000000000e-02    	-1.24284641800806e-11 	 7.80902176033596e-10   -1.00000000000000e+01 	-6.68196140446106e-10	 4.19840571095261e-08	2.09801467294074e-18		1.00000000000000e+00
1.20000000000000e-01    	-4.91350467289620e-11 	 3.08725084044349e-09   -1.00000000000000e+01 	-1.92564002014650e-09	 1.20991990834755e-07	2.50513525112450e-17		1.00000000000001e+00
1.50000000000000e-01    	-1.37632992415355e-10 	 8.64777467476144e-09   -1.00000000000000e+01 	-4.13942760879163e-09	 2.60090033072411e-07	1.61339957935137e-16		1.00000000000003e+00
1.80000000000000e-01    	-3.06413338499869e-10 	 1.92526773635266e-08   -1.00000000000000e+01 	-7.22711895712927e-09	 4.54099756416227e-07	6.89925308146408e-16		1.00000000000010e+00
2.10000000000000e-01    	-5.74232095050332e-10 	 3.60805263015876e-08   -1.00000000000000e+01 	-1.05883590861711e-08	 6.65300131961050e-07	2.17539216866599e-15		1.00000000000022e+00
2.40000000000000e-01    	-9.31700270031046e-10 	 5.85414443792566e-08   -1.00000000000000e+01 	-1.29200739683018e-08	 8.11812900724261e-07	5.33027429609996e-15		1.00000000000033e+00
2.70000000000000e-01    	-1.31809001001767e-09 	 8.28196455453655e-08   -1.00000000000000e+01 	-1.20875109179705e-08	 7.59498841137253e-07	1.02947534967473e-14		1.00000000000029e+00
3.00000000000000e-01    	-1.59547923785674e-09 	 1.00248858433819e-07   -1.00000000000000e+01 	-5.08024255382568e-09	 3.19204265047267e-07	1.50667001134554e-14		1.00000000000005e+00
