0.00000000000000e+00    	0.00000000000000e+00 	 -1.00000000000000e+00  	1.22464679910000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.40344657011059e-13 	 -9.99999999992655e-01   1.22464679910000e-16 	-1.22958327219783e-10	 1.46741152964036e-09	-9.80089075089207e-36		1.00000000000000e+00
6.00000000000000e-02    	-2.30764678282966e-11 	 -9.99999999534646e-01   1.22464679910000e-16 	-1.89602041747196e-09	 4.63279990627665e-08	-4.74238528920036e-33		1.00000000000000e+00
9.00000000000000e-02    	-1.67638965686849e-10 	 -9.99999994786589e-01   1.22464679910000e-16 	-9.01280841791573e-09	 3.44113143674030e-07	-1.65569138108611e-31		1.00000000000006e+00
1.20000000000000e-01    	-6.62740546539941e-10 	 -9.99999971376969e-01   1.22464679910000e-16 	-2.59727947178226e-08	 1.40595038864262e-06	-1.91391206187141e-30		1.00000000000099e+00
1.50000000000000e-01    	-1.85632912456704e-09 	 -9.99999894013847e-01   1.22464679910000e-16 	-5.58259587988861e-08	 4.12234664385831e-06	-1.17115937011540e-29		1.00000000000850e+00
1.80000000000000e-01    	-4.13222091961942e-09 	 -9.99999694899299e-01   1.22464679909999e-16 	-9.74355576766193e-08	 9.76235675213286e-06	-4.60905364664568e-29		1.00000000004766e+00
2.10000000000000e-01    	-7.74148551221122e-09 	 -9.99999263518790e-01   1.22464679909997e-16 	-1.42624691699318e-07	 1.98814149531832e-05	-1.25589423562317e-28		1.00000000019765e+00
2.40000000000000e-01    	-1.25516332073456e-08 	 -9.99998440614701e-01   1.22464679909991e-16 	-1.73621838961620e-07	 3.61349606056869e-05	-2.26884604758578e-28		1.00000000065288e+00
2.70000000000000e-01    	-1.77291269749589e-08 	 -9.99997019079722e-01   1.22464679909985e-16 	-1.61243916909276e-07	 6.00057013249869e-05	-1.46847189456302e-28		1.00000000180035e+00
3.00000000000000e-01    	-2.13838994824472e-08 	 -9.99994754108824e-01   1.22464679909990e-16 	-6.42502400548339e-08	 9.24630607981119e-05	7.62666816559289e-28		1.00000000427471e+00
3.30000000000000e-01    	-2.02170244669334e-08 	 -9.99991384241681e-01   1.22464679910053e-16 	1.69742219368894e-07	 1.33583162572942e-04	3.98637111360597e-27		1.00000000892224e+00
3.60000000000000e-01    	-9.22310867437187e-09 	 -9.99986663950800e-01   1.22464679910280e-16 	6.01488778708053e-07	 1.82165746987883e-04	1.22703439303982e-26		1.00000001659236e+00
3.90000000000000e-01    	1.84945595889860e-08 	 -9.99980407248668e-01   1.22464679910882e-16 	1.29536761481891e-06	 2.35389942286101e-04	2.98669320464351e-26		1.00000002770505e+00
4.20000000000000e-01    	7.17378869849528e-08 	 -9.99972540485319e-01   1.22464679912220e-16 	2.31277686217283e-06	 2.88553198658186e-04	6.22821058730894e-26		1.00000004163415e+00
