0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.28779078673043e-13 	 -3.09016994362655e-01   9.51056516300000e-01 	-3.79962119650572e-11	 1.46741152951482e-09	-7.61133824040294e-20		1.00000000000000e+00
6.00000000000000e-02    	-7.13101665931589e-12 	 -3.09016993904646e-01   9.51056516300000e-01 	-5.85901788677797e-10	 4.63279990010909e-08	-3.68292019371125e-17		1.00000000000000e+00
9.00000000000000e-02    	-5.18029502969708e-11 	 -3.09016989156589e-01   9.51056516300000e-01 	-2.78507003933155e-09	 3.44113141449672e-07	-1.28580425951476e-15		1.00000000000006e+00
1.20000000000000e-01    	-2.04790473535026e-10 	 -3.09016965746970e-01   9.51056516300000e-01 	-8.02535178925857e-09	 1.40595036156871e-06	-1.48633755663861e-14		1.00000000000099e+00
1.50000000000000e-01    	-5.73554334292206e-10 	 -3.09016888383849e-01   9.51056516299999e-01 	-1.72452971131441e-08	 4.12234646457439e-06	-9.09518376710165e-14		1.00000000000850e+00
1.80000000000000e-01    	-1.27635945613374e-09 	 -3.09016689269314e-01   9.51056516299993e-01 	-3.00763089771896e-08	 9.76235595429841e-06	-3.57937563363732e-13		1.00000000004765e+00
2.10000000000000e-01    	-2.38945168739577e-09 	 -3.09016257888853e-01   9.51056516299974e-01 	-4.39368676810736e-08	 1.98814122875603e-05	-9.75323446284627e-13		1.00000000019764e+00
2.40000000000000e-01    	-3.86784131741305e-09 	 -3.09015434984902e-01   9.51056516299932e-01 	-5.32009339289774e-08	 3.61349534783383e-05	-1.76197921779747e-12		1.00000000065287e+00
2.70000000000000e-01    	-5.44400939697619e-09 	 -3.09014013450255e-01   9.51056516299881e-01 	-4.85830904632606e-08	 6.00056854791759e-05	-1.14041092846085e-12		1.00000000180034e+00
3.00000000000000e-01    	-6.51340806398756e-09 	 -3.09011748480030e-01   9.51056516299926e-01 	-1.69009519712120e-08	 9.24630308421737e-05	5.92286678333544e-12		1.00000000427471e+00
