0.00000000000000e+00    	0.00000000000000e+00 	 4.28626379700000e-16  	7.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.23965220105268e-13 	 5.45270371295553e-12   7.00000000000000e+00 	2.05884599297221e-11	 9.05527744454137e-10	1.51617963786436e-20		1.00000000000000e+00
6.00000000000000e-02    	3.86398491862986e-12 	 1.69947332384157e-10   7.00000000000000e+00 	3.17474824333679e-10	 1.39632677721853e-08	7.41702137796229e-18		1.00000000000000e+00
9.00000000000000e-02    	2.80700057092573e-11 	 1.23458274989560e-09   7.00000000000000e+00 	1.50913999405211e-09	 6.63753467510995e-08	2.64197064115077e-16		1.00000000000000e+00
1.20000000000000e-01    	1.10973095247208e-10 	 4.88084046290910e-09   7.00000000000000e+00 	4.34913549951623e-09	 1.91284165270317e-07	3.15464607552465e-15		1.00000000000002e+00
1.50000000000000e-01    	3.10850234005957e-10 	 1.36718368704610e-08   7.00000000000000e+00 	9.34914986472967e-09	 4.11193370979753e-07	2.03170850974330e-14		1.00000000000008e+00
1.80000000000000e-01    	6.92053523573942e-10 	 3.04378221499893e-08   7.00000000000000e+00 	1.63230984344497e-08	 7.17916045424046e-07	8.68803438374977e-14		1.00000000000026e+00
2.10000000000000e-01    	1.29695081412025e-09 	 5.70420705096506e-08   7.00000000000001e+00 	2.39150947930134e-08	 1.05181654107315e-06	2.73940982389349e-13		1.00000000000055e+00
2.40000000000000e-01    	2.10434064548961e-09 	 9.25520064429924e-08   7.00000000000002e+00 	2.91818357029720e-08	 1.28344816121902e-06	6.71226354556206e-13		1.00000000000082e+00
2.70000000000000e-01    	2.97705693067953e-09 	 1.30935004081533e-07   7.00000000000005e+00 	2.73012703159625e-08	 1.20074144385689e-06	1.29638915569217e-12		1.00000000000072e+00
3.00000000000000e-01    	3.60357131441266e-09 	 1.58489988279145e-07   7.00000000000010e+00 	1.14740564123785e-08	 5.04650953266412e-07	1.89730688500298e-12		1.00000000000013e+00
3.30000000000000e-01    	3.44023203972996e-09 	 1.51305805273826e-07   7.00000000000015e+00 	-2.69277238563573e-08	 -1.18437197557674e-06	1.67148500636123e-12		1.00000000000070e+00
3.60000000000000e-01    	1.66215345529832e-09 	 7.30968755759290e-08   7.00000000000017e+00 	-9.79283469562363e-08	 -4.30751911956753e-06	-9.59453908765622e-13		1.00000000000928e+00
