0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e+00  	5.87785252290000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.70893960717430e-14 	 8.09016994370024e+00   5.87785252290000e+00 	9.48155242351254e-12	 4.75548372883039e-11	-1.45304816637273e-22		1.00000000000000e+00
6.00000000000000e-02    	1.77947113452610e-12 	 8.09016994371508e+00   5.87785252290000e+00 	1.46205853136861e-10	 1.50136509666402e-09	-7.03090607889563e-20		1.00000000000000e+00
9.00000000000000e-02    	1.29270003527122e-11 	 8.09016994386895e+00   5.87785252290000e+00 	6.94999563064703e-10	 1.11517758058567e-08	-2.45467413934773e-18		1.00000000000000e+00
1.20000000000000e-01    	5.11060555531037e-11 	 8.09016994462760e+00   5.87785252290000e+00 	2.00288925150161e-09	 4.55630466428854e-08	-2.83750369383556e-17		1.00000000000000e+00
1.50000000000000e-01    	1.43154474650476e-10 	 8.09016994713472e+00   5.87785252290000e+00 	4.30551094204289e-09	 1.33594091821990e-07	-1.73632275461798e-16		1.00000000000001e+00
1.80000000000000e-01    	3.18707611677234e-10 	 8.09016995358749e+00   5.87785252290000e+00 	7.51716783432274e-09	 3.16371527993209e-07	-6.83323329804434e-16		1.00000000000005e+00
2.10000000000000e-01    	5.97277377215420e-10 	 8.09016996756736e+00   5.87785252290000e+00 	1.10135133082426e-08	 6.44302730809644e-07	-1.86194835539777e-15		1.00000000000021e+00
2.40000000000000e-01    	9.69105163269763e-10 	 8.09016999423545e+00   5.87785252290000e+00 	1.34393478441094e-08	 1.17103594301337e-06	-3.36371941886542e-15		1.00000000000069e+00
2.70000000000000e-01    	1.37103997824984e-09 	 8.09017004030354e+00   5.87785252290000e+00 	1.25745518925100e-08	 1.94462162332275e-06	-2.17711116403472e-15		1.00000000000189e+00
3.00000000000000e-01    	1.65965245495126e-09 	 8.09017011370508e+00   5.87785252290000e+00 	5.28856225854529e-09	 2.99647611497635e-06	1.13070847213400e-14		1.00000000000449e+00
3.30000000000000e-01    	1.58462966515914e-09 	 8.09017022291330e+00   5.87785252290000e+00 	-1.23918913102470e-08	 4.32906641796850e-06	5.91009417021105e-14		1.00000000000937e+00
3.60000000000000e-01    	7.66116710587638e-10 	 8.09017037588507e+00   5.87785252290000e+00 	-4.50855254241113e-08	 5.90349555718627e-06	1.81917602562729e-13		1.00000000001743e+00
3.90000000000000e-01    	-1.31999643826338e-09 	 8.09017057864775e+00   5.87785252290001e+00 	-9.77241305385637e-08	 7.62834700169724e-06	4.42802825396240e-13		1.00000000002910e+00
4.20000000000000e-01    	-5.34485666790233e-09 	 8.09017083358814e+00   5.87785252290003e+00 	-1.75091675198175e-07	 9.35122392244823e-06	9.23390325167747e-13		1.00000000004374e+00
4.50000000000000e-01    	-1.21139013433316e-08 	 8.09017113754570e+00   5.87785252290007e+00 	-2.81254298495387e-07	 1.08543812860311e-05	1.70777328097738e-12		1.00000000005895e+00
4.80000000000000e-01    	-2.25357595894679e-08 	 8.09017147985185e+00   5.87785252290014e+00 	-4.18913151407513e-07	 1.18556899448219e-05	2.85102516623849e-12		1.00000000007037e+00
5.10000000000000e-01    	-3.75711102059963e-08 	 8.09017184049067e+00   5.87785252290024e+00 	-5.88723398881535e-07	 1.20158943624790e-05	4.33448259750179e-12		1.00000000007236e+00
5.40000000000000e-01    	-5.81612499419225e-08 	 8.09017218857949e+00   5.87785252290040e+00 	-7.88631973829757e-07	 1.09527402883683e-05	6.01783029200233e-12		1.00000000006029e+00
5.70000000000000e-01    	-8.51378079872243e-08 	 8.09017248137828e+00   5.87785252290060e+00 	-1.01329309888887e-06	 8.26207466011953e-06	7.60734208405328e-12		1.00000000003464e+00
6.00000000000000e-01    	-1.19116866120598e-07 	 8.09017266403191e+00   5.87785252290085e+00 	-1.25362349717930e-06	 3.54548375476669e-06	8.66753498675333e-12		1.00000000000707e+00
6.30000000000000e-01    	-1.60382595107618e-07 	 8.09017267022779e+00   5.87785252290111e+00 	-1.49655807000676e-06	 -3.55653031889623e-06	8.70624549524483e-12		1.00000000000744e+00
6.60000000000000e-01    	-2.08767269144341e-07 	 8.09017242391319e+00   5.87785252290136e+00 	-1.72506124996339e-06	 -1.33273934152688e-05	7.35694372691463e-12		1.00000000009030e+00
6.90000000000000e-01    	-2.63536035114500e-07 	 8.09017184216147e+00   5.87785252290154e+00 	-1.91843904225628e-06	 -2.59353944755290e-05	4.66437788757405e-12		1.00000000033816e+00
7.20000000000000e-01    	-3.23285953071988e-07 	 8.09017083920823e+00   5.87785252290163e+00 	-2.05298196535069e-06	 -4.13952101272946e-05	1.45038584749506e-12		1.00000000085889e+00
7.50000000000000e-01    	-3.85869454211490e-07 	 8.09016933159805e+00   5.87785252290164e+00 	-2.10294999478082e-06	 -5.95328222503358e-05	-3.00423622230823e-13		1.00000000177429e+00
7.80000000000000e-01    	-4.48352362301309e-07 	 8.09016724429596e+00   5.87785252290166e+00 	-2.04188785366199e-06	 -7.99567840722237e-05	2.86723397061540e-12		1.00000000319863e+00
8.10000000000000e-01    	-5.07015899459636e-07 	 8.09016451752881e+00   5.87785252290191e+00 	-1.84423364889964e-06	 -1.02038764853405e-04	1.59851927809225e-11		1.00000000520766e+00
8.40000000000000e-01    	-5.57410591386165e-07 	 8.09016111403689e+00   5.87785252290278e+00 	-1.48715744206750e-06	 -1.24906084964881e-04	4.54378669852610e-11		1.00000000780187e+00
8.70000000000000e-01    	-5.94467696933056e-07 	 8.09015702634019e+00   5.87785252290487e+00 	-9.52540811980204e-07	 -1.47448537629917e-04	9.83107903569650e-11		1.00000001087099e+00
9.00000000000000e-01    	-6.12670771897685e-07 	 8.09015228356373e+00   5.87785252290898e+00 	-2.28986074354408e-07	 -1.68341187901599e-04	1.81283396082325e-10		1.00000001416940e+00
9.30000000000000e-01    	-6.06286367122944e-07 	 8.09014695732669e+00   5.87785252291610e+00 	6.86273043837844e-07	 -1.86084062686234e-04	2.99143353156720e-10		1.00000001731387e+00
9.60000000000000e-01    	-5.69648856290599e-07 	 8.09014116618636e+00   5.87785252292729e+00 	1.78569659656927e-06	 -1.99058728603274e-04	4.53127952327975e-10		1.00000001981378e+00
9.90000000000000e-01    	-4.97490249352012e-07 	 8.09013507814275e+00   5.87785252294361e+00 	3.05013643254401e-06	 -2.05600738717182e-04	6.39424564069092e-10		1.00000002114048e+00
1.02000000000000e+00    	-3.85301874103613e-07 	 8.09012891075656e+00   5.87785252296589e+00 	4.44803321604324e-06	 -2.04085865277735e-04	8.48254917471122e-10		1.00000002083541e+00
1.05000000000000e+00    	-2.29711313604822e-07 	 8.09012292851129e+00   5.87785252299458e+00 	5.93521762758285e-06	 -1.93026980971793e-04	1.06399231233858e-09		1.00000001864732e+00
1.08000000000000e+00    	-2.88552608179807e-08 	 8.09011743715953e+00   5.87785252302960e+00 	7.45539102396497e-06	 -1.71177467279084e-04	1.26668765033162e-09		1.00000001467865e+00
1.11000000000000e+00    	2.17272774462746e-07 	 8.09011277493036e+00   5.87785252307024e+00 	8.94132456164373e-06	 -1.37636177685019e-04	1.43519413894562e-09		1.00000000951183e+00
1.14000000000000e+00    	5.06521554806124e-07 	 8.09010930063427e+00   5.87785252311519e+00 	1.03167764784454e-05	 -9.19483255785196e-05	1.55178826200051e-09		1.00000000428047e+00
1.17000000000000e+00    	8.34349054092047e-07 	 8.09010737887779e+00   5.87785252316273e+00 	1.14990886029059e-05	 -3.41962555310624e-05	1.60781929676887e-09		1.00000000065081e+00
1.20000000000000e+00    	1.19367660068020e-06 	 8.09010736278383e+00   5.87785252321111e+00 	1.24023886800688e-05	 3.49260631140495e-05	1.60954099201769e-09		1.00000000068682e+00
1.23000000000000e+00    	1.57484694143521e-06 	 8.09010957479632e+00   5.87785252325902e+00 	1.29412973240935e-05	 1.14060777593808e-04	1.58296706099752e-09		1.00000000658867e+00
1.26000000000000e+00    	1.96569958846643e-06 	 8.09011428631930e+00   5.87785252330628e+00 	1.30350184346457e-05	 2.01161540558040e-04	1.57643491425040e-09		1.00000002031794e+00
1.29000000000000e+00    	2.35177296751244e-06 	 8.09012169709027e+00   5.87785252335449e+00 	1.26116790902426e-05	 2.93501072856517e-04	1.65963820022806e-09		1.00000004315097e+00
1.32000000000000e+00    	2.71663873870488e-06 	 8.09013191530628e+00   5.87785252340761e+00 	1.16127768927127e-05	 3.87714216893481e-04	1.91824783502867e-09		1.00000007522858e+00
1.35000000000000e+00    	3.04236929856705e-06 	 8.09014493959883e+00   5.87785252347226e+00 	9.99758586965110e-06	 4.79878299378465e-04	2.44388564243311e-09		1.00000011519156e+00
1.38000000000000e+00    	3.31013487125835e-06 	 8.09016064398267e+00   5.87785252355775e+00 	7.74736233423731e-06	 5.65630890166001e-04	3.32008716128842e-09		1.00000015999915e+00
1.41000000000000e+00    	3.50092161953081e-06 	 8.09017876687822e+00   5.87785252367557e+00 	4.86917626736245e-06	 6.40323147092196e-04	4.60587089514964e-09		1.00000020501870e+00
1.44000000000000e+00    	3.59635664129086e-06 	 8.09019890522328e+00   5.87785252383840e+00 	1.39917046577510e-06	 6.99204958646196e-04	6.31944801383537e-09		1.00000024444474e+00
1.47000000000000e+00    	3.57961935702243e-06 	 8.09022051454638e+00   5.87785252405868e+00 	-2.59497951849035e-06	 7.37636130671347e-04	8.42525753651857e-09		1.00000027205686e+00
1.50000000000000e+00    	3.43641152736300e-06 	 8.09024291567349e+00   5.87785252434690e+00 	-7.01266162495503e-06	 7.51316010114609e-04	1.08277005671334e-08		1.00000028226242e+00
1.53000000000000e+00    	3.15595006533095e-06 	 8.09026530848615e+00   5.87785252470980e+00 	-1.17202589530533e-05	 7.36522299933006e-04	1.33745225450372e-08		1.00000027130119e+00
1.56000000000000e+00    	2.73193831712570e-06 	 8.09028679285099e+00   5.87785252514888e+00 	-1.65526995747517e-05	 6.90348493263034e-04	1.58716909649288e-08		1.00000023842749e+00
1.59000000000000e+00    	2.16346331955659e-06 	 8.09030639650865e+00   5.87785252565951e+00 	-2.13168801374541e-05	 6.10928432296241e-04	1.81098929459164e-08		1.00000018684396e+00
1.62000000000000e+00    	1.45575977803939e-06 	 8.09032310935729e+00   5.87785252623098e+00 	-2.57971510524250e-05	 4.97636055258865e-04	1.99006220566568e-08		1.00000012415356e+00
1.65000000000000e+00    	6.20777473571542e-07 	 8.09033592320781e+00   5.87785252684777e+00 	-2.97629364476453e-05	 3.51248492969553e-04	2.11175527356668e-08		1.00000006213067e+00
1.68000000000000e+00    	-3.22511087402270e-07 	 8.09034387574157e+00   5.87785252749201e+00 	-3.29784013507346e-05	 1.74061352310414e-04	2.17369206961109e-08		1.00000001569246e+00
1.71000000000000e+00    	-1.34812044976614e-06 	 8.09034609708392e+00   5.87785252814706e+00 	-3.52138808032451e-05	 -3.00537098894403e-05	2.18693777917685e-08		1.00000000107162e+00
1.74000000000000e+00    	-2.42342528995843e-06 	 8.09034185713593e+00   5.87785252880186e+00 	-3.62585687141661e-05	 -2.55657177574884e-04	2.17756626793631e-08		1.00000003333764e+00
1.77000000000000e+00    	-3.50992440202808e-06 	 8.09033061159981e+00   5.87785252945534e+00 	-3.59337539627372e-05	 -4.95821312711062e-04	2.18596863417618e-08		1.00000012356500e+00
1.80000000000000e+00    	-4.56439908697633e-06 	 8.09031204450373e+00   5.87785253012034e+00 	-3.41057183256650e-05	 -7.42284088642705e-04	2.26353296791056e-08		1.00000027607440e+00
1.83000000000000e+00    	-5.54044110624192e-06 	 8.09028610499401e+00   5.87785253082604e+00 	-3.06973067789262e-05	 -9.85677077171363e-04	2.46671867290680e-08		1.00000048625069e+00
1.86000000000000e+00    	-6.39029528464922e-06 	 8.09025303622357e+00   5.87785253161832e+00 	-2.56971726820060e-05	 -1.21582351919931e-03	2.84901896341579e-08		1.00000073944331e+00
1.89000000000000e+00    	-7.06693320322299e-06 	 8.09021339433178e+00   5.87785253255756e+00 	-1.91658054303659e-05	 -1.42209928905345e-03	3.45178149293436e-08		1.00000101136635e+00
1.92000000000000e+00    	-7.52625068212243e-06 	 8.09016805578167e+00   5.87785253371355e+00 	-1.12376688659293e-05	 -1.59384600888924e-03	4.29525434037475e-08		1.00000127023489e+00
1.95000000000000e+00    	-7.72926620790093e-06 	 8.09011821169240e+00   5.87785253515809e+00 	-2.11909999868424e-06	 -1.72082234727420e-03	5.37145595637736e-08		1.00000148061593e+00
1.98000000000000e+00    	-7.64419267159748e-06 	 8.09006534826725e+00   5.87785253695581e+00 	7.91799357140738e-06	 -1.79367671034862e-03	6.64046030828122e-08		1.00000160866813e+00
2.01000000000000e+00    	-7.24826208935611e-06 	 8.09001121295689e+00   5.87785253915464e+00 	1.85461908971972e-05	 -1.80442226189268e-03	8.03139923949934e-08		1.00000162814051e+00
2.04000000000000e+00    	-6.52920210573678e-06 	 8.08995776659495e+00   5.87785254177734e+00 	2.93955527963695e-05	 -1.74689363122228e-03	9.44891264475216e-08		1.00000152624957e+00
2.07000000000000e+00    	-5.48629199963733e-06 	 8.08990712237523e+00   5.87785254481582e+00 	4.00684643965816e-05	 -1.61716390279150e-03	1.07849733930784e-07		1.00000130841143e+00
2.10000000000000e+00    	-4.13096094830548e-06 	 8.08986147318221e+00   5.87785254822965e+00 	5.01551070923660e-05	 -1.41390061662975e-03	1.19350778643561e-07		1.00000100081475e+00
2.13000000000000e+00    	-2.48692755397874e-06 	 8.08982300941025e+00   5.87785255194989e+00 	5.92483912473576e-05	 -1.13864059715601e-03	1.28168649140226e-07		1.00000065000619e+00
2.16000000000000e+00    	-5.89911656517083e-07 	 8.08979382998399e+00   5.87785255588856e+00 	6.69574115878976e-05	 -7.95965483299577e-04	1.33884688793844e-07		1.00000031902213e+00
2.19000000000000e+00    	1.51302786817396e-06 	 8.08977584979368e+00   5.87785255995310e+00 	7.29188724555842e-05	 -3.93562827347863e-04	1.36634861280266e-07		1.00000008010444e+00
2.22000000000000e+00    	3.76446613638060e-06 	 8.08977070715848e+00   5.87785256406453e+00 	7.68064127281946e-05	 5.78385071687239e-05	1.37194687404972e-07		1.00000000462227e+00
2.25000000000000e+00    	6.09783836553009e-06 	 8.08977967520130e+00   5.87785256817680e+00 	7.83382584435980e-05	 5.44665300099476e-04	1.36974236784052e-07		1.00000015139858e+00
2.28000000000000e+00    	8.43888074093731e-06 	 8.08980358114279e+00   5.87785257229442e+00 	7.72840496084116e-05	 1.05083071341023e-03	1.37908814826655e-07		1.00000055510886e+00
2.31000000000000e+00    	1.07072773000681e-05 	 8.08984273748112e+00   5.87785257648534e+00 	7.34719326145771e-05	 1.55819461365635e-03	1.42246043687981e-07		1.00000121668356e+00
2.34000000000000e+00    	1.28185374442714e-05 	 8.08989688881088e+00   5.87785258088593e+00 	6.67970061307731e-05	 2.04714345371812e-03	1.52247409358372e-07		1.00000209762689e+00
2.37000000000000e+00    	1.46861576547865e-05 	 8.08996517764594e+00   5.87785258569630e+00 	5.72319163291508e-05	 2.49727391507492e-03	1.69839461466366e-07		1.00000311982140e+00
2.40000000000000e+00    	1.62241369133123e-05 	 8.09004613205203e+00   5.87785259116492e+00 	4.48398244457821e-05	 2.88815904147336e-03	1.96263781525608e-07		1.00000417172795e+00
2.43000000000000e+00    	1.73499105709215e-05 	 8.09013767718038e+00   5.87785259756342e+00 	2.97891770527391e-05	 3.20017068296447e-03	2.31782747837840e-07		1.00000512097681e+00
2.46000000000000e+00    	1.79877369458093e-05 	 8.09023717194300e+00   5.87785260515417e+00 	1.23688090591785e-05	 3.41532795957956e-03	2.75497779919795e-07		1.00000583229206e+00
2.49000000000000e+00    	1.80725137131166e-05 	 8.09034147111224e+00   5.87785261415468e+00 	-6.99894758202609e-06	 3.51813836751972e-03	3.25326957567289e-07		1.00000618865418e+00
2.52000000000000e+00    	1.75539209944178e-05 	 8.09044701209621e+00   5.87785262470404e+00 	-2.77501205221008e-05	 3.49639627611457e-03	3.78169904956322e-07		1.00000611275988e+00
2.55000000000000e+00    	1.64006938112309e-05 	 8.09054992457456e+00   5.87785263683728e+00 	-4.91791594172954e-05	 3.34190304836036e-03	4.30261408905824e-07		1.00000558535178e+00
2.58000000000000e+00    	1.46047314520370e-05 	 8.09064616011953e+00   5.87785265047275e+00 	-7.04502145296059e-05	 3.05107396146752e-03	4.77684700473933e-07		1.00000465699705e+00
2.61000000000000e+00    	1.21846713761267e-05 	 8.09073163791807e+00   5.87785266541663e+00 	-9.06218522378823e-05	 2.62539955411980e-03	5.16985125775580e-07		1.00000345046175e+00
2.64000000000000e+00    	9.18850720757996e-06 	 8.09080240179575e+00   5.87785268138634e+00 	-1.08686102299199e-04	 2.07173297567471e-03	5.45800096548051e-07		1.00000215194293e+00
2.67000000000000e+00    	5.69482875064351e-06 	 8.09085478296699e+00   5.87785269805180e+00 	-1.23620986264744e-04	 1.40238029184150e-03	5.63406591776430e-07		1.00000099097598e+00
