0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e+00  	5.87785252290000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.71268188233215e-13 	 8.09016994370071e+00   5.87785252290000e+00 	2.84446572771640e-11	 1.42664511862196e-10	-1.30774334970814e-21		1.00000000000000e+00
6.00000000000000e-02    	5.33841344042481e-12 	 8.09016994374524e+00   5.87785252290000e+00 	4.38617566138191e-10	 4.50409528865399e-09	-6.32781546900303e-19		1.00000000000000e+00
9.00000000000000e-02    	3.87810041409657e-11 	 8.09016994420686e+00   5.87785252290000e+00 	2.08499906161268e-09	 3.34553273693046e-08	-2.20920672219604e-17		1.00000000000000e+00
1.20000000000000e-01    	1.53318236039182e-10 	 8.09016994648278e+00   5.87785252290000e+00 	6.00867397844122e-09	 1.36689139341175e-07	-2.55375331432069e-16		1.00000000000001e+00
1.50000000000000e-01    	4.29464179563800e-10 	 8.09016995400417e+00   5.87785252290000e+00 	1.29165863601642e-08	 4.00782271575621e-07	-1.56269046708355e-15		1.00000000000008e+00
1.80000000000000e-01    	9.56128004496766e-10 	 8.09016997336246e+00   5.87785252290000e+00 	2.25518038004640e-08	 9.49114566666966e-07	-6.14990990025278e-15		1.00000000000045e+00
2.10000000000000e-01    	1.79185765364044e-09 	 8.09017001530208e+00   5.87785252290000e+00 	3.30417855283045e-08	 1.93290813458515e-06	-1.67575350476546e-14		1.00000000000187e+00
2.40000000000000e-01    	2.90741422552947e-09 	 8.09017009530634e+00   5.87785252290000e+00 	4.03221583158618e-08	 3.51310767437252e-06	-3.02734751813205e-14		1.00000000000617e+00
2.70000000000000e-01    	4.11343542569712e-09 	 8.09017023351059e+00   5.87785252290000e+00 	3.77350020227753e-08	 5.83386452608549e-06	-1.95940046731554e-14		1.00000000001702e+00
3.00000000000000e-01    	4.97981999264685e-09 	 8.09017045371521e+00   5.87785252290000e+00 	1.58926245436405e-08	 8.98942769476583e-06	1.01763749310816e-13		1.00000000004041e+00
3.30000000000000e-01    	4.75595755219190e-09 	 8.09017078133984e+00   5.87785252290001e+00 	-3.71194585008970e-08	 1.29871981965775e-05	5.31908471989307e-13		1.00000000008433e+00
3.60000000000000e-01    	2.30277676103883e-09 	 8.09017124025511e+00   5.87785252290004e+00 	-1.35152061218106e-07	 1.77104851864004e-05	1.63725859088631e-12		1.00000000015684e+00
3.90000000000000e-01    	-3.95143131245401e-09 	 8.09017184854309e+00   5.87785252290012e+00 	-2.92997942901819e-07	 2.28850391939589e-05	3.98522640480702e-12		1.00000000026191e+00
4.20000000000000e-01    	-1.60194965873465e-08 	 8.09017261336421e+00   5.87785252290030e+00 	-5.25013014916513e-07	 2.80536697715749e-05	8.31051648962512e-12		1.00000000039364e+00
4.50000000000000e-01    	-3.63173895682756e-08 	 8.09017352523683e+00   5.87785252290064e+00 	-8.43410160991100e-07	 3.25631414808102e-05	1.53699694997889e-11		1.00000000053053e+00
4.80000000000000e-01    	-6.75712702841177e-08 	 8.09017455215518e+00   5.87785252290125e+00 	-1.25631918892916e-06	 3.55670656524631e-05	2.56592492244910e-11		1.00000000063330e+00
5.10000000000000e-01    	-1.12664373117142e-07 	 8.09017563407144e+00   5.87785252290221e+00 	-1.76573954331542e-06	 3.60476728457821e-05	3.90103863419551e-11		1.00000000065128e+00
5.40000000000000e-01    	-1.74422763786533e-07 	 8.09017667833739e+00   5.87785252290361e+00 	-2.36554006493654e-06	 3.28581950486865e-05	5.41605391864451e-11		1.00000000054263e+00
5.70000000000000e-01    	-2.55343959642647e-07 	 8.09017755673254e+00   5.87785252290545e+00 	-3.03968049050673e-06	 2.47861646733287e-05	6.84661581108818e-11		1.00000000031180e+00
6.00000000000000e-01    	-3.57277842217919e-07 	 8.09017810469078e+00   5.87785252290767e+00 	-3.76084090028737e-06	 1.06363287349138e-05	7.80078703075549e-11		1.00000000006364e+00
6.30000000000000e-01    	-4.81074920025826e-07 	 8.09017812327329e+00   5.87785252291004e+00 	-4.48964626829131e-06	 -1.06698211201517e-05	7.83561752575693e-11		1.00000000006700e+00
6.60000000000000e-01    	-6.26222476007696e-07 	 8.09017738432023e+00   5.87785252291224e+00 	-5.17466182988766e-06	 -3.99825782677041e-05	6.62122997695300e-11		1.00000000081269e+00
6.90000000000000e-01    	-7.90494057357340e-07 	 8.09017563904970e+00   5.87785252291389e+00 	-5.75330923069725e-06	 -7.78068233768799e-05	4.19790485650091e-11		1.00000000304350e+00
7.20000000000000e-01    	-9.69641679240952e-07 	 8.09017263016614e+00   5.87785252291471e+00 	-6.15381161882140e-06	 -1.24186593865705e-04	1.30531703753435e-11		1.00000000773009e+00
7.50000000000000e-01    	-1.15716251890688e-06 	 8.09016810730091e+00   5.87785252291480e+00 	-6.29821698932035e-06	 -1.78599831566267e-04	-2.70347206960458e-12		1.00000001596878e+00
7.80000000000000e-01    	-1.34417226398081e-06 	 8.09016184534703e+00   5.87785252291499e+00 	-6.10647368293565e-06	 -2.39872176318094e-04	2.58071986509521e-11		1.00000002878797e+00
8.10000000000000e-01    	-1.51941518705282e-06 	 8.09015366498395e+00   5.87785252291724e+00 	-5.50144278028237e-06	 -3.06118597085869e-04	1.43872149915477e-10		1.00000004686943e+00
8.40000000000000e-01    	-1.66943611339825e-06 	 8.09014345443286e+00   5.87785252292509e+00 	-4.41463494111801e-06	 -3.74720997589529e-04	4.08951138410531e-10		1.00000007021766e+00
8.70000000000000e-01    	-1.77893161376506e-06 	 8.09013119125607e+00   5.87785252294389e+00 	-2.79236283945772e-06	 -4.42348686629820e-04	8.84813053139428e-10		1.00000009784007e+00
9.00000000000000e-01    	-1.83128717964683e-06 	 8.09011696283314e+00   5.87785252298089e+00 	-6.01916175422187e-07	 -5.05026785526504e-04	1.63157044795628e-09		1.00000012752620e+00
9.30000000000000e-01    	-1.80929438181785e-06 	 8.09010098402817e+00   5.87785252304494e+00 	2.16269291614811e-06	 -5.58255313688109e-04	2.69230839815137e-09		1.00000015582682e+00
9.60000000000000e-01    	-1.69602801102336e-06 	 8.09008361052086e+00   5.87785252314570e+00 	5.47588826321990e-06	 -5.97178940855466e-04	4.07815744961138e-09		1.00000017832632e+00
9.90000000000000e-01    	-1.47584921301910e-06 	 8.09006534631920e+00   5.87785252329255e+00 	9.27704193704298e-06	 -6.16804345840040e-04	5.75479907954798e-09		1.00000019026681e+00
1.02000000000000e+00    	-1.13548811099593e-06 	 8.09004684411157e+00   5.87785252349303e+00 	1.34687168175423e-05	 -6.12258928748233e-04	7.63422630488150e-09		1.00000018752118e+00
1.05000000000000e+00    	-6.65149801326166e-07 	 8.09002889735108e+00   5.87785252375124e+00 	1.79168967830975e-05	 -5.79081459346818e-04	9.57580086165548e-09		1.00000016782816e+00
1.08000000000000e+00    	-5.95821076276962e-08 	 8.09001242329266e+00   5.87785252406641e+00 	2.24533099506414e-05	 -5.13532293048886e-04	1.13999888575719e-08		1.00000013210977e+00
1.11000000000000e+00    	6.80957216746154e-07 	 8.08999843661402e+00   5.87785252443216e+00 	2.68797857484912e-05	 -4.12908235148628e-04	1.29164822908817e-08		1.00000008560786e+00
1.14000000000000e+00    	1.54989202363135e-06 	 8.08998801372996e+00   5.87785252483670e+00 	3.09744343277005e-05	 -2.75845162825279e-04	1.39657838078907e-08		1.00000003852498e+00
1.17000000000000e+00    	2.53372804804713e-06 	 8.08998224843735e+00   5.87785252526461e+00 	3.44993227120562e-05	 -1.02590284360326e-04	1.44700452618933e-08		1.00000000585748e+00
1.20000000000000e+00    	3.61170117949549e-06 	 8.08998220007865e+00   5.87785252569996e+00 	3.72092673094440e-05	 1.04774440845464e-04	1.44855442293249e-08		1.00000000618111e+00
1.23000000000000e+00    	4.75570162228762e-06 	 8.08998883596006e+00   5.87785252613112e+00 	3.88613779818813e-05	 3.42175583448795e-04	1.42463766876512e-08		1.00000005929717e+00
1.26000000000000e+00    	5.93049198392254e-06 	 8.09000297027413e+00   5.87785252655648e+00 	3.92250712658425e-05	 6.03474452489643e-04	1.41875300353117e-08		1.00000018285999e+00
1.29000000000000e+00    	7.09423071389198e-06 	 8.09002520222623e+00   5.87785252699040e+00 	3.80923993278593e-05	 8.80489798259155e-04	1.49361854849874e-08		1.00000038835658e+00
1.32000000000000e+00    	8.19930983410416e-06 	 8.09005585641937e+00   5.87785252746842e+00 	3.52886810666907e-05	 1.16312694901695e-03	1.72633284346675e-08		1.00000067705457e+00
1.35000000000000e+00    	9.19351720312539e-06 	 8.09009492878465e+00   5.87785252805026e+00 	3.06835260172655e-05	 1.43961883107840e-03	2.19935410506000e-08		1.00000103672139e+00
1.38000000000000e+00    	1.00215368366661e-05 	 8.09014204143166e+00   5.87785252881965e+00 	2.42023617139048e-05	 1.69687913108885e-03	2.98786980315235e-08		1.00000143999123e+00
1.41000000000000e+00    	1.06268029047367e-05 	 8.09019640971634e+00   5.87785252987996e+00 	1.58384708818906e-05	 1.92096217668152e-03	4.14501088069900e-08		1.00000184517157e+00
1.44000000000000e+00    	1.09537198528300e-05 	 8.09025682457199e+00   5.87785253134532e+00 	5.66529629224575e-06	 2.09761818681882e-03	5.68718991446191e-08		1.00000220001466e+00
1.47000000000000e+00    	1.09502483898839e-05 	 8.09032165271969e+00   5.87785253332776e+00 	-6.15161175065000e-06	 2.21292665606740e-03	7.58242886031710e-08		1.00000244853812e+00
1.50000000000000e+00    	1.05708314096178e-05 	 8.09038885677256e+00   5.87785253592165e+00 	-1.93441021310622e-05	 2.25398508619612e-03	9.74471270987522e-08		1.00000254040826e+00
1.53000000000000e+00    	9.77959371506215e-06 	 8.09045603648913e+00   5.87785253918770e+00 	-3.35339612780662e-05	 2.20962536665018e-03	1.20370246281738e-07		1.00000244178142e+00
1.56000000000000e+00    	8.55369598075110e-06 	 8.09052049153871e+00   5.87785254313943e+00 	-4.82304431418064e-05	 2.07112612555598e-03	1.42847281412084e-07		1.00000214594251e+00
1.59000000000000e+00    	6.88666140899506e-06 	 8.09057930514679e+00   5.87785254773516e+00 	-6.28349175212677e-05	 1.83288659357535e-03	1.62994118886287e-07		1.00000168170935e+00
1.62000000000000e+00    	4.79143114843594e-06 	 8.09062944693199e+00   5.87785255287861e+00 	-7.66546070456547e-05	 1.49302617478421e-03	1.79113724455920e-07		1.00000111750094e+00
1.65000000000000e+00    	2.30285264438827e-06 	 8.09066789217233e+00   5.87785255843001e+00 	-8.89268307652224e-05	 1.05387418178040e-03	1.90068646554043e-07		1.00000055927925e+00
1.68000000000000e+00    	-5.20724036053515e-07 	 8.09069175369734e+00   5.87785256422852e+00 	-9.88542085904403e-05	 5.22316184348737e-04	1.95644635511942e-07		1.00000014129318e+00
1.71000000000000e+00    	-3.59706153413819e-06 	 8.09069842164740e+00   5.87785257012440e+00 	-1.05649963943843e-04	 -9.00328119756020e-05	1.96837532896931e-07		1.00000000963393e+00
1.74000000000000e+00    	-6.82113328296704e-06 	 8.09068570552408e+00   5.87785257601797e+00 	-1.08590929436478e-04	 -7.66852634010062e-04	1.95994416011929e-07		1.00000029992745e+00
1.77000000000000e+00    	-1.00678801822866e-05 	 8.09065197232787e+00   5.87785258189972e+00 	-1.07074320458780e-04	 -1.48735680683456e-03	1.96751306238230e-07		1.00000111184699e+00
1.80000000000000e+00    	-1.31966632375791e-05 	 8.09059627418782e+00   5.87785258788514e+00 	-1.00673049780747e-04	 -2.22675463677310e-03	2.03734076066556e-07		1.00000248428257e+00
