0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    1.00000000000000e+02	 0.00000000000000e+00	0.00000000000000e+00		1.00004999875006e+02
3.00000000000000e-02    	2.99985001124906e-02 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -9.55716983802476e-28	4.13142006517170e-53		1.00004999875006e+02
6.00000000000000e-02    	5.99970002249813e-02 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -1.52913125099035e-26	1.05764962514771e-50		1.00004999875006e+02
9.00000000000000e-02    	8.99955003374719e-02 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -7.74114634667820e-26	2.71064742793407e-49		1.00004999875006e+02
1.20000000000000e-01    	1.19994000449963e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -2.44655904700344e-25	2.70759704528338e-48		1.00004999875006e+02
1.50000000000000e-01    	1.49992500562453e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -5.97298234747295e-25	1.61385769600911e-47		1.00004999875006e+02
1.80000000000000e-01    	1.79991000674944e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -1.23854472155124e-24	6.93931028822254e-47		1.00004999875006e+02
2.10000000000000e-01    	2.09989500787434e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -2.29453310812641e-24	2.38172560252437e-46		1.00004999875006e+02
2.40000000000000e-01    	2.39988000899925e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -3.91433141822646e-24	6.93151873934679e-46		1.00004999875006e+02
2.70000000000000e-01    	2.69986501012416e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -6.26993676196722e-24	1.77848285071486e-45		1.00004999875006e+02
3.00000000000000e-01    	2.99985001124906e-01 	 -3.09016994370000e-01   -9.51056516300000e-01 	1.00000000000000e+02	 -9.55627414134041e-24	4.13152805939865e-45		1.00004999875006e+02
