0.00000000000000e+00    	0.00000000000000e+00 	 -9.27050983120000e-01  	2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.49514938695345e-13 	 -9.27050983118400e-01   2.85316954890000e+00 	-2.48318221106324e-11	 3.19667840739314e-10	-1.08361826754655e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.66036636057420e-12 	 -9.27050983018625e-01   2.85316954890000e+00 	-3.82907468300059e-10	 1.00923095571491e-08	-5.24333497332894e-18		1.00000000000000e+00
9.00000000000000e-02    	-3.38552935373093e-11 	 -9.27050981984286e-01   2.85316954890000e+00 	-1.82017422913220e-09	 7.49632278171455e-08	-1.83058607907205e-16		1.00000000000000e+00
1.20000000000000e-01    	-1.33844246155620e-10 	 -9.27050976884624e-01   2.85316954890000e+00 	-5.24544051016448e-09	 3.06278849453423e-07	-2.11608323283795e-15		1.00000000000005e+00
1.50000000000000e-01    	-3.74910055658008e-10 	 -9.27050960031478e-01   2.85316954890000e+00 	-1.12755413686950e-08	 8.98031368669804e-07	-1.29487179482159e-14		1.00000000000040e+00
1.80000000000000e-01    	-8.34641815649918e-10 	 -9.27050916655430e-01   2.85316954890000e+00 	-1.96847814128214e-08	 2.12667758584286e-06	-5.09591960521261e-14		1.00000000000226e+00
2.10000000000000e-01    	-1.56404318607028e-09 	 -9.27050822681479e-01   2.85316954890000e+00 	-2.88340448139754e-08	 4.33106042685851e-06	-1.38855777071888e-13		1.00000000000938e+00
2.40000000000000e-01    	-2.53726260068641e-09 	 -9.27050643416210e-01   2.85316954889999e+00 	-3.51643545743885e-08	 7.87180826345438e-06	-2.50851136895093e-13		1.00000000003098e+00
2.70000000000000e-01    	-3.58818762623444e-09 	 -9.27050333742417e-01   2.85316954889998e+00 	-3.28418758734633e-08	 1.30719206937232e-05	-1.62359136989738e-13		1.00000000008544e+00
3.00000000000000e-01    	-4.33969372513280e-09 	 -9.27049840330653e-01   2.85316954889999e+00 	-1.36359334789097e-08	 2.01425812670212e-05	8.43232169093926e-13		1.00000000020286e+00
3.30000000000000e-01    	-4.13360431558819e-09 	 -9.27049106223207e-01   2.85316954890006e+00 	3.29017634859437e-08	 2.91003733092492e-05	4.40748513963887e-12		1.00000000042342e+00
3.60000000000000e-01    	-1.97116255269847e-09 	 -9.27048077933229e-01   2.85316954890031e+00 	1.18910004643832e-07	 3.96838275706485e-05	1.35666042885470e-11		1.00000000078741e+00
3.90000000000000e-01    	3.52520705144348e-09 	 -9.27046714944298e-01   2.85316954890097e+00 	2.57325853629401e-07	 5.12784335106744e-05	3.30222599552134e-11		1.00000000131477e+00
4.20000000000000e-01    	1.41180843053523e-08 	 -9.27045001212096e-01   2.85316954890245e+00 	4.60646575180204e-07	 6.28597659484446e-05	6.88623269035972e-11		1.00000000197578e+00
4.50000000000000e-01    	3.19196118532879e-08 	 -9.27042957982122e-01   2.85316954890533e+00 	7.39406198987632e-07	 7.29641248094758e-05	1.27358092545105e-10		1.00000000266215e+00
4.80000000000000e-01    	5.93073014344086e-08 	 -9.27040656969420e-01   2.85316954891036e+00 	1.10046923943389e-06	 7.96950178997382e-05	2.12616685014523e-10		1.00000000317625e+00
5.10000000000000e-01    	9.87876169187914e-08 	 -9.27038232722436e-01   2.85316954891835e+00 	1.54528132082050e-06	 8.07719508871116e-05	3.23246283139506e-10		1.00000000326325e+00
5.40000000000000e-01    	1.52808479187344e-07 	 -9.27035892836407e-01   2.85316954892991e+00 	2.06824221156743e-06	 7.36253981046313e-05	4.48782858019850e-10		1.00000000271249e+00
5.70000000000000e-01    	2.23526971969812e-07 	 -9.27033924611970e-01   2.85316954894521e+00 	2.65537457797006e-06	 5.55386408288401e-05	5.67321769283469e-10		1.00000000154580e+00
6.00000000000000e-01    	3.12543566404652e-07 	 -9.27032696787375e-01   2.85316954896356e+00 	3.28344711252987e-06	 2.38335544846962e-05	6.46386884448011e-10		1.00000000028941e+00
