t	x	y	px	py
0.000000	0.000000	18.000000	0.000000	0.000000
0.750000	0.000000	18.000000	0.000000	0.000002
1.500000	0.000000	18.000006	0.000000	0.000013
2.250000	0.000000	18.000006	0.000000	-0.000041
3.000000	0.000000	17.999870	0.000000	-0.000390
3.750000	0.000000	17.999308	0.000001	-0.001165
4.500000	0.000001	17.998121	0.000002	-0.001918
5.250000	0.000003	17.996727	0.000001	-0.001484
6.000000	0.000003	17.996492	0.000001	0.001290
6.750000	0.000008	17.999204	0.000019	0.006145
7.500000	0.000036	18.005593	0.000055	0.010476
8.250000	0.000081	18.013744	0.000052	0.010155
9.000000	0.000100	18.018900	0.000003	0.002290
9.750000	0.000114	18.015619	0.000067	-0.011617
10.500000	0.000248	18.001685	0.000302	-0.024587
11.250000	0.000522	17.981441	0.000362	-0.026895
12.000000	0.000694	17.965715	0.000073	-0.012093
12.750000	0.000721	17.966912	0.000140	0.016730
13.500000	0.001128	17.990800	0.001031	0.045404
14.250000	0.002170	18.030233	0.001538	0.055469
15.000000	0.003051	18.066287	0.000634	0.035611
15.750000	0.003194	18.077045	0.000049	-0.009867
16.500000	0.003750	18.050313	0.001790	-0.059827
17.250000	0.005913	17.993718	0.003626	-0.085159
18.000000	0.008257	17.934706	0.002055	-0.064113
18.750000	0.008822	17.909593	0.000005	0.003119
19.500000	0.009800	17.943354	0.003677	0.085754
20.250000	0.014895	18.029731	0.009493	0.137790
21.000000	0.022087	18.133067	0.008365	0.129345
21.750000	0.025865	18.206554	0.001726	0.058756
22.500000	0.026230	18.212207	0.001022	-0.045221
23.250000	0.029580	18.143935	0.008442	-0.129936
24.000000	0.037462	18.035867	0.010843	-0.147264
24.750000	0.042849	17.947721	0.002777	-0.074526
25.500000	0.043508	17.942658	0.002276	0.067464
26.250000	0.051324	18.046228	0.020852	0.204216
27.000000	0.073267	18.224400	0.036824	0.271382
27.750000	0.099528	18.419318	0.032063	0.253231
28.500000	0.116086	18.573793	0.012278	0.156703
29.250000	0.119508	18.638023	0.000077	0.012387
30.000000	0.121135	18.596926	0.006357	-0.112754
30.750000	0.128637	18.491781	0.011637	-0.152558
31.500000	0.134570	18.399317	0.002917	-0.076375
32.250000	0.135504	18.402351	0.004431	0.094138
33.000000	0.148966	18.538173	0.035818	0.267648
