t	x	y	px	py
0.000000	0.000000	-13.000000	0.000000	0.000000
0.750000	0.000000	-12.999998	0.000000	0.000009
1.500000	0.000000	-12.999972	0.000000	0.000063
2.250000	0.000000	-12.999974	0.000000	-0.000194
3.000000	0.000000	-13.000612	0.000002	-0.001839
3.750000	0.000005	-13.003258	0.000015	-0.005488
4.500000	0.000027	-13.008849	0.000041	-0.009029
5.250000	0.000056	-13.015410	0.000024	-0.006995
6.000000	0.000062	-13.016545	0.000018	0.005996
6.750000	0.000185	-13.003871	0.000414	0.028778
7.500000	0.000798	-12.973901	0.001215	0.049295
8.250000	0.001784	-12.935481	0.001155	0.048056
9.000000	0.002224	-12.911150	0.000055	0.010490
9.750000	0.002546	-12.927446	0.001614	-0.056816
10.500000	0.005734	-12.995062	0.007182	-0.119853
11.250000	0.012343	-13.094111	0.009225	-0.135828
12.000000	0.017253	-13.178727	0.003074	-0.078413
12.750000	0.017897	-13.194120	0.001022	0.045202
13.500000	0.023415	-13.108410	0.016411	0.181167
14.250000	0.042445	-12.942452	0.033418	0.258526
15.000000	0.065809	-12.758334	0.025664	0.226559
15.750000	0.075148	-12.647111	0.001213	0.049250
16.500000	0.080519	-12.712549	0.026822	-0.231614
17.250000	0.127630	-12.965011	0.113808	-0.477091
18.000000	0.233420	-13.332630	0.218530	-0.661106
18.750000	0.397594	-13.770193	0.351542	-0.838501
19.500000	0.625150	-14.256963	0.528039	-1.027656
20.250000	0.908239	-14.770815	0.667285	-1.155236
21.000000	1.209000	-15.290634	0.642367	-1.133461
21.750000	1.483677	-15.801344	0.510728	-1.010671
22.500000	1.717052	-16.292112	0.403952	-0.898835
23.250000	1.922121	-16.764795	0.358734	-0.847035
24.000000	2.120029	-17.232260	0.366026	-0.855600
24.750000	2.329488	-17.708039	0.415376	-0.911456
25.500000	2.562798	-18.198913	0.490187	-0.990138
26.250000	2.820781	-18.702684	0.552917	-1.051586
27.000000	3.091099	-19.211929	0.564259	-1.062317
27.750000	3.356853	-19.719232	0.528621	-1.028222
28.500000	3.608756	-20.220136	0.484801	-0.984684
29.250000	3.848769	-20.714902	0.460849	-0.960051
30.000000	4.084936	-21.207549	0.462223	-0.961481
30.750000	4.324964	-21.702328	0.480980	-0.980796
31.500000	4.572401	-22.201021	0.503075	-1.003071
32.250000	4.825839	-22.702710	0.515362	-1.015246
33.000000	5.080952	-23.205208	0.513528	-1.013438
33.750000	5.333848	-23.706635	0.503343	-1.003338
34.500000	5.583233	-24.206325	0.493669	-0.993649
35.250000	5.830264	-24.704820	0.489725	-0.989672
36.000000	6.077003	-25.203165	0.491605	-0.991570
36.750000	6.324942	-25.702125	0.496217	-0.996210
37.500000	6.574378	-26.201842	0.500049	-1.000049
38.250000	6.824672	-26.701989	0.501252	-1.001252
39.000000	7.074951	-27.202128	0.500151	-1.000151
39.750000	7.324687	-27.701995	0.498265	-0.998264
40.500000	7.573861	-28.201581	0.496960	-0.996955
41.250000	7.822778	-28.701037	0.496723	-0.996717
42.000000	8.071758	-29.200524	0.497246	-0.997242
42.750000	8.320955	-29.700122	0.497923	-0.997921
43.500000	8.570338	-30.199812	0.498315	-0.998313
44.250000	8.819787	-30.699536	0.498326	-0.998325
45.000000	9.069196	-31.199240	0.498117	-0.998116
45.750000	9.318530	-31.698906	0.497902	-0.997900
46.500000	9.567809	-32.198544	0.497803	-0.997800
47.250000	9.817076	-32.698177	0.497821	-0.997819
48.000000	10.066360	-33.197818	0.497893	-0.997891
48.750000	10.315668	-33.697470	0.497953	-0.997951
49.500000	10.564989	-34.197130	0.497974	-0.997972
50.250000	10.814312	-34.696790	0.497963	-0.997960
51.000000	11.063628	-35.196447	0.497941	-0.997939
51.750000	11.312938	-35.696101	0.497926	-0.997924
52.500000	11.562245	-36.195754	0.497923	-0.997921
53.250000	11.811553	-36.695406	0.497928	-0.997926
