r	y_f	p_y_max	w0=10|lambda=1|E0=1|time=150
-20.000000	-20.305588	0.019947
-19.900000	-20.228929	0.020821
-19.800000	-20.153874	0.021730
-19.700000	-20.080515	0.022674
-19.600000	-20.008950	0.023654
-19.500000	-19.939283	0.024672
-19.400000	-19.871617	0.025729
-19.300000	-19.806064	0.026826
-19.200000	-19.742737	0.027963
-19.100000	-19.681754	0.029142
-19.000000	-19.623238	0.030364
-18.900000	-19.567315	0.031631
-18.800000	-19.514114	0.032942
-18.700000	-19.463768	0.034298
-18.600000	-19.416416	0.035702
-18.500000	-19.372197	0.037153
-18.400000	-19.331255	0.038653
-18.300000	-19.293738	0.040201
-18.200000	-19.259794	0.041800
-18.100000	-19.229576	0.043448
-18.000000	-19.203238	0.045147
-17.900000	-19.180937	0.046968
-17.800000	-19.162830	0.048853
-17.700000	-19.149077	0.050802
-17.600000	-19.139836	0.052816
-17.500000	-19.135269	0.054897
-17.400000	-19.135535	0.057044
-17.300000	-19.140794	0.059259
-17.200000	-19.151205	0.061543
-17.100000	-19.166925	0.063895
-17.000000	-19.188110	0.066316
-16.900000	-19.214911	0.068806
-16.800000	-19.247481	0.071364
-16.700000	-19.285964	0.073989
-16.600000	-19.330504	0.076681
-16.500000	-19.381239	0.079437
-16.400000	-19.438304	0.082255
-16.300000	-19.501827	0.085132
-16.200000	-19.571931	0.088066
-16.100000	-19.648733	0.091050
-16.000000	-19.732344	0.094081
-15.900000	-19.822870	0.097152
-15.800000	-19.920406	0.100257
-15.700000	-20.025046	0.103386
-15.600000	-20.136871	0.106531
-15.500000	-20.255959	0.109680
-15.400000	-20.382379	0.112821
-15.300000	-20.516192	0.116047
-15.200000	-20.657455	0.120082
-15.100000	-20.806214	0.124177
-15.000000	-20.962512	0.128321
-14.900000	-21.126382	0.132503
-14.800000	-21.297853	0.136707
-14.700000	-21.476947	0.140916
-14.600000	-21.663681	0.145111
-14.500000	-21.858066	0.149269
-14.400000	-22.060110	0.153365
-14.300000	-22.269814	0.157370
-14.200000	-22.487179	0.161252
-14.100000	-22.712200	0.164975
-14.000000	-22.944870	0.169570
-13.900000	-23.185181	0.175379
-13.800000	-23.433123	0.181197
-13.700000	-23.688684	0.186992
-13.600000	-23.951855	0.192729
-13.500000	-24.222624	0.198367
-13.400000	-24.500981	0.203859
-13.300000	-24.786918	0.209154
-13.200000	-25.080427	0.214193
-13.100000	-25.381505	0.218912
-13.000000	-25.690150	0.223239
-12.900000	-26.006365	0.227094
-12.800000	-26.330155	0.231654
-12.700000	-26.661531	0.240398
-12.600000	-27.000510	0.248770
-12.500000	-27.347114	0.256650
-12.400000	-27.701373	0.263905
-12.300000	-28.063325	0.270391
-12.200000	-28.433018	0.276135
-12.100000	-28.810511	0.283295
-12.000000	-29.195876	0.289966
-11.900000	-29.589203	0.296037
-11.800000	-29.990597	0.301390
-11.700000	-30.400189	0.308398
-11.600000	-30.818134	0.319710
-11.500000	-31.244619	0.330988
-11.400000	-31.679871	0.341328
-11.300000	-32.124166	0.350522
-11.200000	-32.577834	0.358339
-11.100000	-33.041276	0.364520
-11.000000	-33.514974	0.371006
-10.900000	-33.999503	0.384765
-10.800000	-34.495530	0.396280
-10.700000	-35.003809	0.405128
-10.600000	-35.525133	0.410813
-10.500000	-36.060237	0.421061
-10.400000	-36.609607	0.432804
-10.300000	-37.173141	0.439649
-10.200000	-37.749637	0.445858
-10.100000	-38.336175	0.455657
-10.000000	-38.927815	0.461143
-9.900000	-39.519078	0.474399
-9.800000	-40.111965	0.497953
-9.700000	-40.748474	0.520479
-9.600000	-41.682278	0.549266
-9.500000	-48.729495	0.601391
-9.400000	-82.118771	1.006834
-9.300000	-82.565312	1.035385
-9.200000	-82.717380	1.045872
-9.100000	-82.754958	1.056286
-9.000000	-82.728936	1.058387
-8.900000	-82.659644	1.059623
-8.800000	-82.555436	1.062212
-8.700000	-82.417130	1.064746
-8.600000	-82.236323	1.059335
-8.500000	-81.983036	1.052408
-8.400000	-81.538613	1.028404
-8.300000	-79.313260	0.931945
-8.200000	-86.008167	1.070540
-8.100000	-86.444669	1.102185
-8.000000	-86.550545	1.117758
-7.900000	-86.553257	1.117845
-7.800000	-86.503056	1.134296
-7.700000	-86.418950	1.134409
-7.600000	-86.309846	1.130118
-7.500000	-86.180301	1.144577
-7.400000	-86.032584	1.153346
-7.300000	-85.867507	1.158394
-7.200000	-85.684725	1.161128
-7.100000	-85.482725	1.162558
-7.000000	-85.258489	1.163409
-6.900000	-85.006643	1.164206
-6.800000	-84.717448	1.165326
-6.700000	-84.371512	1.167033
-6.600000	-83.922255	1.169499
-6.500000	-83.202976	1.172811
-6.400000	-45.736856	1.176958
-6.300000	-46.143151	1.181817
-6.200000	-77.833255	1.187109
-6.100000	-78.623736	1.192343
-6.000000	-78.834535	1.196725
-5.900000	-78.831208	1.199039
-5.800000	-78.699705	1.197486
-5.700000	-78.467804	1.189499
-5.600000	-78.139155	1.179456
-5.500000	-77.698149	1.200088
-5.400000	-77.097758	1.210179
-5.300000	-76.197624	1.198828
-5.200000	-74.204591	1.199479
-5.100000	-46.432437	1.211631
-5.000000	-71.109207	1.198450
-4.900000	-76.215212	1.187579
-4.800000	-72.638076	1.167067
-4.700000	-88.125150	1.180753
-4.600000	-88.186310	1.192603
-4.500000	-88.137394	1.189988
-4.400000	-88.049455	1.199410
-4.300000	-87.939882	1.183021
-4.200000	-87.815187	1.200881
-4.100000	-87.678034	1.209596
-4.000000	-87.529123	1.209908
-3.900000	-87.367659	1.204937
-3.800000	-87.191078	1.196744
-3.700000	-86.993798	1.196816
-3.600000	-86.763404	1.207195
-3.500000	-86.466351	1.214869
-3.400000	-85.950039	1.220428
-3.300000	-80.630213	1.224348
-3.200000	-80.195549	1.227012
-3.100000	-77.400549	1.228729
-3.000000	-73.487399	1.229745
-2.900000	-75.263989	1.230261
-2.800000	-74.470355	1.230437
-2.700000	-43.987088	1.230400
-2.600000	-6.391305	1.438999
-2.500000	-7.380273	1.420963
-2.400000	-7.993703	1.398926
-2.300000	-8.418727	1.402859
-2.200000	-8.618942	1.389239
-2.100000	-8.601534	1.391368
-2.000000	-8.396116	1.387288
-1.900000	-8.036138	1.390948
-1.800000	-7.539118	1.393592
-1.700000	-6.881844	1.388662
-1.600000	-5.933914	1.388627
-1.500000	-4.014556	1.384135
-1.400000	24.646002	1.393781
-1.300000	24.815695	1.385177
-1.200000	3.399380	1.387469
-1.100000	1.602381	1.380552
-1.000000	0.562723	1.389666
-0.900000	-0.275993	1.393651
-0.800000	-1.126345	1.394141
-0.700000	-2.182948	1.385806
-0.600000	-3.868171	1.387385
-0.500000	-26.310682	1.384239
-0.400000	-27.972361	1.383804
-0.300000	-28.379694	1.396715
-0.200000	-28.654893	1.397292
-0.100000	-28.859160	1.394603
0.000000	-29.014302	1.390865
0.100000	-29.131858	1.384183
0.200000	-29.219332	1.375556
0.300000	-29.282267	1.365823
0.400000	-29.325140	1.377645
0.500000	-29.351823	1.388077
0.600000	-29.365851	1.395041
0.700000	-29.370577	1.399496
0.800000	-29.369255	1.402233
0.900000	-29.365015	1.403888
1.000000	-29.360745	1.404943
1.100000	-29.358872	1.405742
1.200000	-29.361114	1.406506
1.300000	-29.368284	1.407340
1.400000	-29.380239	1.408242
1.500000	-29.395990	1.409102
1.600000	-29.413892	1.409696
1.700000	-29.431809	1.409674
1.800000	-29.447150	1.408535
1.900000	-29.456715	1.405590
2.000000	-29.456283	1.399906
2.100000	-29.439775	1.390235
2.200000	-29.397519	1.397062
2.300000	-29.311978	1.406810
2.400000	-29.143253	1.414258
2.500000	-28.719835	1.423059
2.600000	-1.877906	1.427059
2.700000	0.836713	1.424535
2.800000	1.729226	1.407715
2.900000	1.985912	1.423638
3.000000	-37.406064	1.439811
3.100000	-37.252248	1.442484
3.200000	-32.192160	1.444862
3.300000	-49.273838	1.455473
3.400000	-36.870468	1.464515
3.500000	5.463480	1.448312
3.600000	6.891948	1.450445
3.700000	-34.634710	1.455575
3.800000	-41.327316	1.469539
3.900000	69.084958	1.215088
4.000000	42.654402	1.224255
4.100000	72.951646	1.227816
4.200000	74.371871	1.228138
4.300000	74.784292	1.226640
4.400000	74.528656	1.224193
4.500000	54.932038	1.221337
4.600000	42.730460	1.218405
4.700000	78.114395	1.215590
4.800000	79.421254	1.212993
4.900000	79.991726	1.210647
5.000000	80.324268	1.208532
5.100000	80.473130	1.206582
5.200000	80.346457	1.204694
5.300000	78.898651	1.202721
5.400000	84.596045	1.200469
5.500000	85.465200	1.197694
5.600000	85.896629	1.194084
5.700000	86.212294	1.189251
