t	x	y	px	py
0.000000	0.000000	-17.000000	0.000000	0.000000
0.750000	0.000000	-17.000000	0.000000	0.000003
1.500000	0.000000	-16.999991	0.000000	0.000019
2.250000	0.000000	-16.999992	0.000000	-0.000058
3.000000	0.000000	-17.000184	0.000000	-0.000554
3.750000	0.000000	-17.000981	0.000001	-0.001653
4.500000	0.000002	-17.002666	0.000004	-0.002721
5.250000	0.000005	-17.004643	0.000002	-0.002106
6.000000	0.000006	-17.004980	0.000002	0.001818
6.750000	0.000017	-17.001147	0.000038	0.008694
7.500000	0.000073	-16.992098	0.000110	0.014850
8.250000	0.000162	-16.980541	0.000104	0.014390
9.000000	0.000201	-16.973286	0.000005	0.003073
9.750000	0.000230	-16.978185	0.000144	-0.016962
10.500000	0.000513	-16.998389	0.000631	-0.035534
11.250000	0.001083	-17.027606	0.000756	-0.038890
12.000000	0.001451	-17.050646	0.000172	-0.018529
12.750000	0.001501	-17.050443	0.000222	0.021088
13.500000	0.002215	-17.018904	0.001863	0.061037
14.250000	0.004135	-16.965423	0.002872	0.075787
15.000000	0.005762	-16.916475	0.001117	0.047271
15.750000	0.006001	-16.904768	0.000214	-0.020706
16.500000	0.007507	-16.949320	0.004590	-0.095814
17.250000	0.012902	-17.038539	0.009097	-0.134885
18.000000	0.019101	-17.134424	0.006254	-0.111842
18.750000	0.021386	-17.190000	0.000413	-0.028755
19.500000	0.022004	-17.170854	0.003168	0.079605
20.250000	0.027827	-17.079292	0.012296	0.156817
21.000000	0.037818	-16.957719	0.012189	0.156132
21.750000	0.043030	-16.872260	0.001662	0.057648
22.500000	0.044085	-16.889099	0.005750	-0.107234
23.250000	0.057215	-17.024742	0.031502	-0.251007
24.000000	0.087636	-17.233547	0.049507	-0.314665
24.750000	0.121940	-17.455065	0.042023	-0.289908
25.500000	0.143624	-17.631297	0.016464	-0.181462
26.250000	0.148265	-17.706268	0.000118	-0.015332
27.000000	0.150555	-17.657812	0.009115	0.135019
27.750000	0.161767	-17.529727	0.018406	0.191866
28.500000	0.172086	-17.407318	0.006680	0.115581
29.250000	0.173561	-17.390320	0.003612	-0.084993
30.000000	0.189607	-17.536292	0.047118	-0.306977
30.750000	0.243032	-17.807367	0.105739	-0.459868
31.500000	0.329160	-18.145089	0.151567	-0.550575
32.250000	0.437783	-18.518206	0.186143	-0.610152
33.000000	0.563756	-18.914614	0.217959	-0.660241
33.750000	0.706714	-19.331120	0.254537	-0.713495
34.500000	0.869263	-19.768003	0.301047	-0.775947
35.250000	1.054762	-20.225493	0.357920	-0.846073
36.000000	1.264221	-20.701239	0.416457	-0.912641
36.750000	1.493263	-21.189701	0.458754	-0.957866
37.500000	1.732115	-21.683840	0.470399	-0.969947
38.250000	1.969927	-22.177401	0.454981	-0.953919
39.000000	2.199902	-22.666450	0.429341	-0.926651
39.750000	2.420971	-23.150028	0.408109	-0.903448
40.500000	2.635934	-23.629635	0.397293	-0.891396
41.250000	2.848759	-24.107807	0.396544	-0.890555
42.000000	3.062718	-24.586744	0.402526	-0.897247
42.750000	3.279564	-25.067600	0.410995	-0.906636
43.500000	3.499463	-25.550441	0.418214	-0.914565
44.250000	3.721461	-26.034621	0.422049	-0.918748
45.000000	3.944202	-26.519270	0.422340	-0.919065
45.750000	4.166577	-27.003689	0.420355	-0.916902
46.500000	4.388051	-27.487537	0.417746	-0.914052
47.250000	4.608636	-27.970819	0.415731	-0.911845
48.000000	4.828665	-28.453746	0.414801	-0.910825
48.750000	5.048539	-28.936573	0.414842	-0.910870
49.500000	5.268545	-29.419485	0.415431	-0.911517
50.250000	5.488803	-29.902558	0.416122	-0.912274
51.000000	5.709289	-30.385777	0.416617	-0.912817
51.750000	5.929905	-30.869080	0.416821	-0.913040
52.500000	6.150551	-31.352401	0.416787	-0.913002
53.250000	6.371157	-31.835697	0.416634	-0.912836
54.000000	6.591702	-32.318954	0.416474	-0.912660
54.750000	6.812196	-32.802179	0.416369	-0.912545
55.500000	7.032665	-33.285386	0.416333	-0.912505
56.250000	7.253129	-33.768592	0.416346	-0.912520
57.000000	7.473604	-34.251804	0.416381	-0.912558
57.750000	7.694092	-34.735024	0.416413	-0.912593
58.500000	7.914589	-35.218251	0.416433	-0.912614
59.250000	8.135091	-35.701481	0.416438	-0.912620
60.000000	8.355594	-36.184710	0.416434	-0.912616
60.750000	8.576094	-36.667939	0.416427	-0.912608
61.500000	8.796591	-37.151165	0.416421	-0.912602
62.250000	9.017087	-37.634391	0.416418	-0.912599
63.000000	9.237582	-38.117616	0.416418	-0.912598
63.750000	9.458078	-38.600841	0.416419	-0.912599
64.500000	9.678573	-39.084067	0.416420	-0.912600
65.250000	9.899069	-39.567292	0.416421	-0.912601
66.000000	10.119566	-40.050518	0.416421	-0.912602
66.750000	10.340062	-40.533744	0.416421	-0.912602
67.500000	10.560559	-41.016970	0.416421	-0.912602
68.250000	10.781055	-41.500196	0.416421	-0.912602
69.000000	11.001551	-41.983422	0.416421	-0.912601
69.750000	11.222048	-42.466648	0.416421	-0.912601
70.500000	11.442544	-42.949873	0.416421	-0.912601
71.250000	11.663040	-43.433099	0.416421	-0.912601
72.000000	11.883536	-43.916325	0.416421	-0.912601
72.750000	12.104033	-44.399551	0.416421	-0.912601
73.500000	12.324529	-44.882777	0.416421	-0.912601
74.250000	12.545025	-45.366003	0.416421	-0.912601
75.000000	12.765522	-45.849228	0.416421	-0.912601
75.750000	12.986018	-46.332454	0.416421	-0.912601
76.500000	13.206514	-46.815680	0.416421	-0.912601
77.250000	13.427010	-47.298906	0.416421	-0.912601
78.000000	13.647507	-47.782132	0.416421	-0.912601
78.750000	13.868003	-48.265358	0.416421	-0.912601
79.500000	14.088499	-48.748583	0.416421	-0.912601
80.250000	14.308996	-49.231809	0.416421	-0.912601
81.000000	14.529492	-49.715035	0.416421	-0.912601
81.750000	14.749988	-50.198261	0.416421	-0.912601
82.500000	14.970484	-50.681487	0.416421	-0.912601
83.250000	15.190981	-51.164713	0.416421	-0.912601
84.000000	15.411477	-51.647938	0.416421	-0.912601
84.750000	15.631973	-52.131164	0.416421	-0.912601
85.500000	15.852470	-52.614390	0.416421	-0.912601
86.250000	16.072966	-53.097616	0.416421	-0.912601
87.000000	16.293462	-53.580842	0.416421	-0.912601
87.750000	16.513958	-54.064067	0.416421	-0.912601
88.500000	16.734455	-54.547293	0.416421	-0.912601
89.250000	16.954951	-55.030519	0.416421	-0.912601
90.000000	17.175447	-55.513745	0.416421	-0.912601
90.750000	17.395944	-55.996971	0.416421	-0.912601
91.500000	17.616440	-56.480197	0.416421	-0.912601
92.250000	17.836936	-56.963422	0.416421	-0.912601
93.000000	18.057432	-57.446648	0.416421	-0.912601
93.750000	18.277929	-57.929874	0.416421	-0.912601
94.500000	18.498425	-58.413100	0.416421	-0.912601
95.250000	18.718921	-58.896326	0.416421	-0.912601
96.000000	18.939418	-59.379552	0.416421	-0.912601
96.750000	19.159914	-59.862777	0.416421	-0.912601
97.500000	19.380410	-60.346003	0.416421	-0.912601
98.250000	19.600906	-60.829229	0.416421	-0.912601
99.000000	19.821403	-61.312455	0.416421	-0.912601
