t	x	y	px	py
0.000000	0.000000	0.000000	0.000000	0.000000
0.750000	0.000000	0.000008	0.000000	0.000051
1.500000	0.000000	0.000154	0.000000	0.000343
2.250000	0.000000	0.000143	0.000001	-0.001051
3.000000	0.000011	-0.003316	0.000050	-0.009969
3.750000	0.000160	-0.017653	0.000442	-0.029749
4.500000	0.000785	-0.047961	0.001202	-0.049037
5.250000	0.001642	-0.083690	0.000738	-0.038432
6.000000	0.001828	-0.090394	0.000501	0.031639
6.750000	0.005375	-0.022752	0.012030	0.155112
7.500000	0.023143	0.136559	0.037380	0.273424
8.250000	0.056396	0.354668	0.050689	0.318401
9.000000	0.086652	0.562563	0.026943	0.232135
9.750000	0.093483	0.642765	0.001255	-0.050096
10.500000	0.121324	0.461800	0.106880	-0.462341
11.250000	0.257547	0.059007	0.371880	-0.862415
12.000000	0.524258	-0.446142	0.747598	-1.222782
12.750000	0.864406	-0.974084	0.814176	-1.276069
13.500000	1.150501	-1.486620	0.400788	-0.895308
14.250000	1.266299	-1.850671	0.028754	-0.239808
15.000000	1.294320	-1.735636	0.150798	0.549177
15.750000	1.502065	-1.271804	0.717093	1.197575
16.500000	1.881722	-0.743252	1.228748	1.567640
17.250000	2.255047	-0.215309	0.646521	1.137120
18.000000	2.407607	0.178568	0.014891	0.172576
18.750000	2.506757	-0.097850	0.546871	-1.045821
19.500000	2.870776	-0.624463	1.193717	-1.545132
20.250000	3.213393	-1.146408	0.396562	-0.890575
21.000000	3.284733	-1.238804	0.192399	0.620321
21.750000	3.591479	-0.735032	1.358153	1.648122
22.500000	4.029321	-0.212859	1.055644	1.453027
23.250000	4.222147	0.183740	0.000949	-0.043556
24.000000	4.444030	-0.240971	1.186105	-1.540198
24.750000	4.867000	-0.766166	0.943227	-1.373482
25.500000	5.015819	-1.029270	0.135045	0.519702
26.250000	5.347767	-0.528547	1.668241	1.826604
27.000000	5.793243	-0.010718	0.829425	1.287963
27.750000	5.931155	0.099300	0.458776	-0.957889
28.500000	6.337183	-0.420923	1.595244	-1.786194
29.250000	6.644240	-0.897558	0.022287	-0.211124
30.000000	6.893756	-0.494285	1.641401	1.811850
30.750000	7.366154	0.016310	1.091291	1.477356
31.500000	7.537802	0.131398	0.610309	-1.104815
32.250000	7.974715	-0.385893	1.643907	-1.813233
33.000000	8.223680	-0.753195	0.104118	0.456329
33.750000	8.601737	-0.255692	2.111299	2.054896
34.500000	9.023519	0.252895	0.296359	0.769882
35.250000	9.258061	-0.037015	1.689159	-1.838020
36.000000	9.710536	-0.550442	0.655317	-1.144829
36.750000	9.927963	-0.381950	1.587670	1.781948
37.500000	10.424744	0.118539	1.366402	1.653120
38.250000	10.641962	0.178778	1.043778	-1.444837
39.000000	11.118545	-0.329804	1.467929	-1.713435
39.750000	11.345555	-0.411107	1.045943	1.446335
40.500000	11.842101	0.087653	1.919347	1.959258
41.250000	12.093685	0.292696	0.706561	-1.188748
42.000000	12.565337	-0.214214	1.775596	-1.884461
42.750000	12.814880	-0.360606	0.945050	1.374809
43.500000	13.313666	0.135873	2.044530	2.022142
44.250000	13.578122	0.327682	0.831552	-1.289614
45.000000	14.061138	-0.176016	1.717694	-1.853480
45.750000	14.319054	-0.246879	1.316089	1.622399
46.500000	14.832362	0.244245	1.791599	1.892933
47.250000	15.096514	0.300875	1.399043	-1.672748
48.000000	15.592429	-0.199214	1.223434	-1.564247
48.750000	15.866428	-0.085910	2.057266	2.028431
49.500000	16.377513	0.404552	1.031530	1.436336
50.250000	16.661934	0.230393	2.165207	-2.080965
51.000000	17.117419	-0.267942	0.242847	-0.696917
51.750000	17.460545	0.106088	2.708848	2.327595
52.500000	17.883227	0.581296	0.016132	0.179623
53.250000	18.269933	0.130514	2.446131	-2.211846
54.000000	18.588665	-0.165053	0.597878	1.093506
54.750000	19.088053	0.325007	2.431606	2.205269
55.500000	19.389119	0.492888	1.172200	-1.531143
56.250000	19.893679	-0.002332	1.476804	-1.718606
57.000000	20.192275	0.097675	2.295913	2.142855
57.750000	20.706358	0.583935	0.841796	1.297533
58.500000	21.024571	0.333954	2.505226	-2.238404
59.250000	21.419791	-0.112484	0.029122	0.241339
60.000000	21.861977	0.362850	2.841134	2.383751
60.750000	22.198973	0.660968	0.638437	-1.129988
61.500000	22.693349	0.165851	1.924403	-1.961837
62.250000	22.998861	0.175863	2.089449	2.044235
63.000000	23.527254	0.656559	1.186584	1.540509
63.750000	23.844660	0.466707	2.496099	-2.234322
64.500000	24.257768	0.007356	0.005224	0.102217
65.250000	24.695315	0.474334	2.937678	2.423913
66.000000	25.039051	0.770264	0.677948	-1.164429
66.750000	25.537129	0.276298	1.871463	-1.934664
67.500000	25.850404	0.317730	2.296732	2.143237
68.250000	26.377308	0.797649	0.997728	1.412606
69.000000	26.706719	0.561670	2.602357	-2.281384
69.750000	27.087663	0.155297	0.178079	0.596789
70.500000	27.567105	0.637255	2.862826	2.392833
71.250000	27.898218	0.851623	1.106096	-1.487344
72.000000	28.406535	0.359005	1.457934	-1.707591
72.750000	28.730767	0.503432	2.711163	2.328589
73.500000	29.237238	0.986095	0.482544	0.982388
74.250000	29.592931	0.644933	2.643190	-2.299212
75.000000	29.935894	0.358556	0.770122	1.241065
75.750000	30.458215	0.838189	2.545382	2.256272
76.500000	30.777392	0.931166	1.685730	-1.836153
77.250000	31.278218	0.436992	0.779913	-1.248929
78.000000	31.626773	0.718989	3.061172	2.474337
78.750000	32.078436	1.188756	0.020985	0.204864
79.500000	32.487548	0.737090	2.453919	-2.215363
80.250000	32.809849	0.596463	1.528128	1.748215
81.000000	33.351963	1.069154	2.011353	2.005668
81.750000	33.666958	1.032155	2.161739	-2.079297
82.500000	34.125112	0.542301	0.118300	-0.486414
83.250000	34.525143	0.957507	3.186172	2.524350
84.000000	34.909652	1.349018	0.217304	-0.659248
84.750000	35.376983	0.854964	2.045191	-2.022469
85.500000	35.693285	0.853292	2.190775	2.093214
86.250000	36.235937	1.325160	1.423542	1.687330
87.000000	36.554337	1.171068	2.406197	-2.193716
87.750000	36.944867	0.741502	0.093177	0.431687
88.500000	37.415427	1.217703	3.111676	2.494664
89.250000	37.762599	1.512292	0.684648	-1.170169
90.000000	38.252385	1.013480	1.558279	-1.765377
90.750000	38.572251	1.128808	2.656122	2.304830
