t	x	y	px	py
0.000000	0.000000	-3.000000	0.000000	0.000000
0.750000	0.000000	-2.999993	0.000000	0.000047
1.500000	0.000000	-2.999859	0.000000	0.000313
2.250000	0.000000	-2.999869	0.000000	-0.000961
3.000000	0.000009	-3.003031	0.000041	-0.009110
3.750000	0.000134	-3.016131	0.000369	-0.027178
4.500000	0.000655	-3.043815	0.001002	-0.044767
5.250000	0.001368	-3.076421	0.000614	-0.035044
6.000000	0.001523	-3.082549	0.000414	0.028774
6.750000	0.004467	-3.020908	0.009982	0.141293
7.500000	0.019267	-2.875200	0.030902	0.248604
8.250000	0.046457	-2.677095	0.039810	0.282172
9.000000	0.068553	-2.499096	0.015979	0.178766
9.750000	0.072092	-2.463352	0.006324	-0.112464
10.500000	0.108498	-2.677279	0.121519	-0.492989
11.250000	0.247748	-3.084863	0.362984	-0.852038
12.000000	0.506020	-3.586533	0.704214	-1.186772
12.750000	0.839075	-4.113378	0.814561	-1.276370
13.500000	1.139414	-4.631668	0.490257	-0.990209
14.250000	1.309271	-5.068389	0.131690	-0.513205
15.000000	1.335526	-5.205401	0.010819	0.147096
15.750000	1.414355	-4.901928	0.286358	0.756780
16.500000	1.675757	-4.402796	0.865948	1.316015
17.250000	2.065351	-3.873386	1.132452	1.504960
18.000000	2.399263	-3.350904	0.448006	0.946579
18.750000	2.489110	-3.075321	0.010142	-0.142425
19.500000	2.653416	-3.473776	0.751568	-1.226025
20.250000	3.040165	-4.002619	1.155475	-1.520181
21.000000	3.356831	-4.517665	0.308527	-0.785528
21.750000	3.415386	-4.587118	0.176380	0.593936
22.500000	3.704424	-4.088182	1.230390	1.568687
23.250000	4.130039	-3.563182	1.026487	1.432820
24.000000	4.322656	-3.164882	0.000553	-0.033249
24.750000	4.536974	-3.584011	1.155725	-1.520346
25.500000	4.970069	-4.107530	1.133342	-1.505551
26.250000	5.177848	-4.517344	0.000116	0.015219
27.000000	5.398953	-4.097542	1.239842	1.574701
27.750000	5.840874	-3.576294	1.110886	1.490561
28.500000	6.012336	-3.290045	0.144134	-0.536906
29.250000	6.359345	-3.793889	1.704214	-1.846193
30.000000	6.784858	-4.313454	0.610600	-1.105079
30.750000	6.915286	-4.308274	0.657941	1.147119
31.500000	7.343826	-3.787981	1.576083	1.775434
32.250000	7.612484	-3.358978	0.007208	-0.120066
33.000000	7.922469	-3.824766	1.843671	-1.920245
33.750000	8.379456	-4.337901	0.788194	-1.255543
34.500000	8.535839	-4.342289	0.799403	1.264439
35.250000	8.979909	-3.823835	1.459901	1.708743
36.000000	9.192603	-3.560628	0.324867	-0.806061
36.750000	9.616874	-4.069442	2.168953	-2.082764
37.500000	10.020544	-4.575845	0.226605	-0.673209
38.250000	10.242336	-4.276354	1.540800	1.755449
39.000000	10.673752	-3.758742	0.522738	1.022486
39.750000	10.892355	-3.968000	1.646542	-1.814686
40.500000	11.398998	-4.463788	1.586593	-1.781344
41.250000	11.610279	-4.683921	0.466681	0.966107
42.000000	12.036285	-4.166431	1.519722	1.743400
42.750000	12.259821	-3.971430	0.603628	-1.098752
43.500000	12.735304	-4.472062	2.463767	-2.219805
44.250000	13.115512	-4.959403	0.061282	-0.350092
45.000000	13.398436	-4.555733	1.712818	1.850848
45.750000	13.720705	-4.105140	0.008291	-0.128772
46.500000	14.089618	-4.575257	2.591777	-2.276742
47.250000	14.582926	-5.070672	0.788798	-1.256024
48.000000	14.786013	-4.966012	1.299301	1.612018
48.750000	15.197789	-4.447528	0.353315	0.840613
49.500000	15.457882	-4.744144	2.172766	-2.084594
50.250000	15.991452	-5.223660	1.694714	-1.841040
51.000000	16.206554	-5.433578	0.521273	1.021051
51.750000	16.617848	-4.910363	1.016360	1.425735
52.500000	16.829620	-4.956072	1.342523	-1.638611
53.250000	17.360325	-5.435611	2.600376	-2.280516
54.000000	17.710790	-5.907154	0.020581	-0.202884
54.750000	17.991642	-5.479385	1.397219	1.671657
55.500000	18.221933	-5.195362	0.314405	-0.792976
56.250000	18.670731	-5.691609	3.011256	-2.454081
57.000000	19.177097	-6.180115	0.895736	-1.338459
57.750000	19.334132	-6.235133	0.714151	1.195116
58.500000	19.698964	-5.710098	0.377126	0.868476
59.250000	19.897714	-5.947717	1.574906	-1.774771
60.000000	20.440025	-6.420166	2.753453	-2.346680
60.750000	20.847540	-6.925286	0.336164	-0.819956
61.500000	20.962801	-6.854144	0.702727	1.185518
62.250000	21.274097	-6.342677	0.161746	0.568763
63.000000	21.429891	-6.617490	1.111160	-1.490745
63.750000	21.949663	-7.100834	3.060661	-2.474131
64.500000	22.433573	-7.598661	0.848374	-1.302592
65.250000	22.710181	-8.108967	0.740319	-1.216815
66.000000	23.166506	-8.616767	2.703126	-2.325135
66.750000	23.695383	-9.098540	1.591432	-1.784058
67.500000	24.081944	-9.626931	1.099539	-1.482929
68.250000	24.564803	-10.130416	2.582263	-2.272560
69.000000	25.079072	-10.621074	1.531065	-1.749894
69.750000	25.502156	-11.146626	1.519137	-1.743064
70.500000	26.008498	-11.642030	2.408724	-2.194868
71.250000	26.501732	-12.143725	1.461506	-1.709682
72.000000	26.954264	-12.662018	1.886473	-1.942407
72.750000	27.467370	-13.154912	2.131688	-2.064794
73.500000	27.944804	-13.664366	1.540939	-1.755528
74.250000	28.422660	-14.173772	2.073068	-2.036206
75.000000	28.929183	-14.670327	1.892263	-1.945386
75.750000	29.402992	-15.181821	1.713942	-1.851455
76.500000	29.895892	-15.685032	2.068532	-2.033978
77.250000	30.391608	-16.186990	1.784712	-1.889292
78.000000	30.870914	-16.696365	1.864699	-1.931165
78.750000	31.368026	-17.197763	1.976284	-1.988107
79.500000	31.856413	-17.703206	1.790633	-1.892423
80.250000	32.342858	-18.209537	1.931527	-1.965466
81.000000	32.837916	-18.711948	1.896808	-1.947721
81.750000	33.324415	-19.218286	1.840347	-1.918513
82.500000	33.815079	-19.722745	1.930480	-1.964932
83.250000	34.306854	-20.226699	1.864780	-1.931207
84.000000	34.794589	-20.732495	1.880161	-1.939155
84.750000	35.286263	-21.236502	1.906317	-1.952597
85.500000	35.776127	-21.741338	1.866371	-1.932030
86.250000	36.265500	-22.246399	1.894987	-1.946786
87.000000	36.756618	-22.750664	1.888272	-1.943333
87.750000	37.246080	-23.255685	1.877598	-1.937833
88.500000	37.736308	-23.760358	1.893935	-1.946245
89.250000	38.226721	-24.264946	1.882264	-1.940239
90.000000	38.716450	-24.769846	1.885202	-1.941753
90.750000	39.206831	-25.274450	1.889108	-1.943763
91.500000	39.696905	-25.779193	1.882972	-1.940604
92.250000	40.186925	-26.283961	1.887424	-1.942897
93.000000	40.677190	-26.788617	1.886171	-1.942252
93.750000	41.167218	-27.293382	1.884916	-1.941606
94.500000	41.657362	-27.798093	1.887030	-1.942694
95.250000	42.147517	-28.302800	1.885445	-1.941878
96.000000	42.637592	-28.807543	1.885958	-1.942142
96.750000	43.127748	-29.312249	1.886304	-1.942320
97.500000	43.617862	-29.816974	1.885639	-1.941978
98.250000	44.107976	-30.321699	1.886164	-1.942248
99.000000	44.598113	-30.826414	1.885968	-1.942147
99.750000	45.088225	-31.331140	1.885890	-1.942107
100.500000	45.578352	-31.835859	1.886080	-1.942205
101.250000	46.068477	-32.340580	1.885919	-1.942122
102.000000	46.558595	-32.845303	1.885989	-1.942158
102.750000	47.048721	-33.350022	1.886000	-1.942164
103.500000	47.538843	-33.854744	1.885952	-1.942139
104.250000	48.028966	-34.359465	1.885997	-1.942162
105.000000	48.519089	-34.864186	1.885974	-1.942151
105.750000	49.009211	-35.368908	1.885975	-1.942151
106.500000	49.499335	-35.873629	1.885986	-1.942156
107.250000	49.989457	-36.378350	1.885974	-1.942150
108.000000	50.479580	-36.883071	1.885981	-1.942154
108.750000	50.969703	-37.387792	1.885980	-1.942153
109.500000	51.459826	-37.892513	1.885978	-1.942152
110.250000	51.949949	-38.397235	1.885980	-1.942154
111.000000	52.440072	-38.901956	1.885978	-1.942153
111.750000	52.930194	-39.406677	1.885979	-1.942153
112.500000	53.420317	-39.911398	1.885979	-1.942153
113.250000	53.910440	-40.416119	1.885979	-1.942153
114.000000	54.400563	-40.920840	1.885979	-1.942153
114.750000	54.890686	-41.425562	1.885979	-1.942153
115.500000	55.380809	-41.930283	1.885979	-1.942153
116.250000	55.870932	-42.435004	1.885979	-1.942153
117.000000	56.361054	-42.939725	1.885979	-1.942153
117.750000	56.851177	-43.444446	1.885979	-1.942153
118.500000	57.341300	-43.949167	1.885979	-1.942153
119.250000	57.831423	-44.453889	1.885979	-1.942153
120.000000	58.321546	-44.958610	1.885979	-1.942153
120.750000	58.811669	-45.463331	1.885979	-1.942153
121.500000	59.301791	-45.968052	1.885979	-1.942153
122.250000	59.791914	-46.472773	1.885979	-1.942153
123.000000	60.282037	-46.977495	1.885979	-1.942153
123.750000	60.772160	-47.482216	1.885979	-1.942153
124.500000	61.262283	-47.986937	1.885979	-1.942153
125.250000	61.752406	-48.491658	1.885979	-1.942153
126.000000	62.242529	-48.996379	1.885979	-1.942153
126.750000	62.732651	-49.501100	1.885979	-1.942153
127.500000	63.222774	-50.005822	1.885979	-1.942153
128.250000	63.712897	-50.510543	1.885979	-1.942153
129.000000	64.203020	-51.015264	1.885979	-1.942153
129.750000	64.693143	-51.519985	1.885979	-1.942153
130.500000	65.183266	-52.024706	1.885979	-1.942153
131.250000	65.673388	-52.529427	1.885979	-1.942153
132.000000	66.163511	-53.034149	1.885979	-1.942153
132.750000	66.653634	-53.538870	1.885979	-1.942153
133.500000	67.143757	-54.043591	1.885979	-1.942153
134.250000	67.633880	-54.548312	1.885979	-1.942153
135.000000	68.124003	-55.053033	1.885979	-1.942153
135.750000	68.614126	-55.557754	1.885979	-1.942153
136.500000	69.104248	-56.062476	1.885979	-1.942153
137.250000	69.594371	-56.567197	1.885979	-1.942153
138.000000	70.084494	-57.071918	1.885979	-1.942153
138.750000	70.574617	-57.576639	1.885979	-1.942153
139.500000	71.064740	-58.081360	1.885979	-1.942153
140.250000	71.554863	-58.586081	1.885979	-1.942153
141.000000	72.044985	-59.090803	1.885979	-1.942153
141.750000	72.535108	-59.595524	1.885979	-1.942153
142.500000	73.025231	-60.100245	1.885979	-1.942153
143.250000	73.515354	-60.604966	1.885979	-1.942153
144.000000	74.005477	-61.109687	1.885979	-1.942153
144.750000	74.495600	-61.614408	1.885979	-1.942153
145.500000	74.985723	-62.119130	1.885979	-1.942153
146.250000	75.475845	-62.623851	1.885979	-1.942153
147.000000	75.965968	-63.128572	1.885979	-1.942153
147.750000	76.456091	-63.633293	1.885979	-1.942153
148.500000	76.946214	-64.138014	1.885979	-1.942153
149.250000	77.436337	-64.642736	1.885979	-1.942153
