t	x	y	px	py
0.000000	0.000000	-8.000000	0.000000	0.000000
0.750000	0.000000	-7.999996	0.000000	0.000027
1.500000	0.000000	-7.999919	0.000000	0.000181
2.250000	0.000000	-7.999924	0.000000	-0.000554
3.000000	0.000003	-8.001749	0.000014	-0.005256
3.750000	0.000044	-8.009307	0.000123	-0.015678
4.500000	0.000218	-8.025278	0.000333	-0.025796
5.250000	0.000454	-8.044036	0.000201	-0.020060
6.000000	0.000505	-8.047407	0.000142	0.016854
6.750000	0.001498	-8.011536	0.003343	0.081765
7.500000	0.006462	-7.926534	0.010018	0.141546
8.250000	0.014824	-7.815189	0.010520	0.145053
9.000000	0.019308	-7.736179	0.001163	0.048236
9.750000	0.021163	-7.768038	0.010397	-0.144201
10.500000	0.044525	-7.947420	0.059053	-0.343666
11.250000	0.105018	-8.234963	0.115248	-0.480100
12.000000	0.195527	-8.580142	0.156908	-0.560194
12.750000	0.305993	-8.955909	0.187865	-0.612969
13.500000	0.432985	-9.353581	0.222032	-0.666382
14.250000	0.582278	-9.776837	0.282744	-0.751989
15.000000	0.771923	-10.237167	0.412159	-0.907920
15.750000	1.027633	-10.738906	0.641216	-1.132445
16.500000	1.347782	-11.263195	0.816012	-1.277507
17.250000	1.677516	-11.789526	0.710559	-1.192106
18.000000	1.958454	-12.302215	0.499216	-0.999215
18.750000	2.184280	-12.788416	0.383667	-0.875976
19.500000	2.387378	-13.259735	0.375259	-0.866324
20.250000	2.605589	-13.741261	0.462090	-0.961343
21.000000	2.868119	-14.246686	0.624631	-1.117704
21.750000	3.175290	-14.768101	0.740894	-1.217287
22.500000	3.490907	-15.291701	0.685995	-1.171320
23.250000	3.777959	-15.807003	0.558288	-1.056681
24.000000	4.033563	-16.309644	0.490937	-0.990896
24.750000	4.281503	-16.808595	0.510072	-1.010022
25.500000	4.546483	-17.315474	0.588929	-1.085292
26.250000	4.836004	-17.831768	0.660853	-1.149655
27.000000	5.136144	-18.351422	0.659927	-1.148849
27.750000	5.427142	-18.868233	0.605143	-1.100130
28.500000	5.702625	-19.379518	0.562238	-1.060413
29.250000	5.971359	-19.888109	0.561637	-1.059846
30.000000	6.245309	-20.398806	0.592208	-1.088308
30.750000	6.529032	-20.913173	0.621888	-1.115247
31.500000	6.817815	-21.429296	0.625443	-1.118430
32.250000	7.104102	-21.944568	0.607582	-1.102345
33.000000	7.384829	-22.457862	0.590710	-1.086931
33.750000	7.662606	-22.970059	0.588364	-1.084771
34.500000	7.941635	-23.482726	0.597613	-1.093264
35.250000	8.223708	-23.996513	0.607154	-1.101956
36.000000	8.507523	-24.510926	0.608995	-1.103626
36.750000	8.790801	-25.025148	0.604318	-1.099380
37.500000	9.072528	-25.538811	0.599392	-1.094890
38.250000	9.353338	-26.052140	0.598336	-1.093925
39.000000	9.634378	-26.565553	0.600538	-1.095936
39.750000	9.916170	-27.079240	0.602963	-1.098147
40.500000	10.198424	-27.593094	0.603553	-1.098684
41.250000	10.480590	-28.106917	0.602563	-1.097783
42.000000	10.762413	-28.620615	0.601443	-1.096762
42.750000	11.044020	-29.134235	0.601152	-1.096496
43.500000	11.325659	-29.647867	0.601574	-1.096881
44.250000	11.607446	-30.161553	0.602063	-1.097327
45.000000	11.889330	-30.675273	0.602198	-1.097450
45.750000	12.171202	-31.188989	0.602026	-1.097293
46.500000	12.453013	-31.702683	0.601824	-1.097109
47.250000	12.734785	-32.216363	0.601767	-1.097057
48.000000	13.016560	-32.730044	0.601834	-1.097118
48.750000	13.298359	-33.243734	0.601913	-1.097190
49.500000	13.580173	-33.757429	0.601935	-1.097210
50.250000	13.861987	-34.271124	0.601911	-1.097188
51.000000	14.143791	-34.784816	0.601881	-1.097161
51.750000	14.425590	-35.298506	0.601873	-1.097154
52.500000	14.707389	-35.812195	0.601882	-1.097162
53.250000	14.989191	-36.325886	0.601892	-1.097171
54.000000	15.270996	-36.839578	0.601895	-1.097174
54.750000	15.552800	-37.353270	0.601892	-1.097171
55.500000	15.834603	-37.866961	0.601889	-1.097168
56.250000	16.116405	-38.380652	0.601888	-1.097167
57.000000	16.398208	-38.894343	0.601889	-1.097168
57.750000	16.680011	-39.408034	0.601890	-1.097169
58.500000	16.961814	-39.921725	0.601890	-1.097169
59.250000	17.243617	-40.435416	0.601890	-1.097169
60.000000	17.525419	-40.949108	0.601889	-1.097168
60.750000	17.807222	-41.462799	0.601889	-1.097168
61.500000	18.089025	-41.976490	0.601889	-1.097168
62.250000	18.370828	-42.490181	0.601889	-1.097169
63.000000	18.652631	-43.003872	0.601889	-1.097169
63.750000	18.934434	-43.517563	0.601889	-1.097169
64.500000	19.216237	-44.031254	0.601889	-1.097169
65.250000	19.498040	-44.544946	0.601889	-1.097169
66.000000	19.779843	-45.058637	0.601889	-1.097169
66.750000	20.061645	-45.572328	0.601889	-1.097169
67.500000	20.343448	-46.086019	0.601889	-1.097169
68.250000	20.625251	-46.599710	0.601889	-1.097169
69.000000	20.907054	-47.113401	0.601889	-1.097169
69.750000	21.188857	-47.627092	0.601889	-1.097169
70.500000	21.470660	-48.140784	0.601889	-1.097169
71.250000	21.752463	-48.654475	0.601889	-1.097169
72.000000	22.034266	-49.168166	0.601889	-1.097169
72.750000	22.316068	-49.681857	0.601889	-1.097169
73.500000	22.597871	-50.195548	0.601889	-1.097169
74.250000	22.879674	-50.709239	0.601889	-1.097169
75.000000	23.161477	-51.222930	0.601889	-1.097169
75.750000	23.443280	-51.736622	0.601889	-1.097169
76.500000	23.725083	-52.250313	0.601889	-1.097169
77.250000	24.006886	-52.764004	0.601889	-1.097169
78.000000	24.288689	-53.277695	0.601889	-1.097169
78.750000	24.570492	-53.791386	0.601889	-1.097169
79.500000	24.852294	-54.305077	0.601889	-1.097169
80.250000	25.134097	-54.818769	0.601889	-1.097169
81.000000	25.415900	-55.332460	0.601889	-1.097169
81.750000	25.697703	-55.846151	0.601889	-1.097169
82.500000	25.979506	-56.359842	0.601889	-1.097169
83.250000	26.261309	-56.873533	0.601889	-1.097169
84.000000	26.543112	-57.387224	0.601889	-1.097169
84.750000	26.824915	-57.900915	0.601889	-1.097169
85.500000	27.106718	-58.414607	0.601889	-1.097169
86.250000	27.388520	-58.928298	0.601889	-1.097169
87.000000	27.670323	-59.441989	0.601889	-1.097169
87.750000	27.952126	-59.955680	0.601889	-1.097169
88.500000	28.233929	-60.469371	0.601889	-1.097169
89.250000	28.515732	-60.983062	0.601889	-1.097169
90.000000	28.797535	-61.496753	0.601889	-1.097169
90.750000	29.079338	-62.010445	0.601889	-1.097169
91.500000	29.361141	-62.524136	0.601889	-1.097169
92.250000	29.642944	-63.037827	0.601889	-1.097169
93.000000	29.924746	-63.551518	0.601889	-1.097169
93.750000	30.206549	-64.065209	0.601889	-1.097169
94.500000	30.488352	-64.578900	0.601889	-1.097169
95.250000	30.770155	-65.092591	0.601889	-1.097169
96.000000	31.051958	-65.606283	0.601889	-1.097169
96.750000	31.333761	-66.119974	0.601889	-1.097169
97.500000	31.615564	-66.633665	0.601889	-1.097169
98.250000	31.897367	-67.147356	0.601889	-1.097169
99.000000	32.179169	-67.661047	0.601889	-1.097169
99.750000	32.460972	-68.174738	0.601889	-1.097169
100.500000	32.742775	-68.688430	0.601889	-1.097169
101.250000	33.024578	-69.202121	0.601889	-1.097169
102.000000	33.306381	-69.715812	0.601889	-1.097169
102.750000	33.588184	-70.229503	0.601889	-1.097169
103.500000	33.869987	-70.743194	0.601889	-1.097169
104.250000	34.151790	-71.256885	0.601889	-1.097169
105.000000	34.433593	-71.770576	0.601889	-1.097169
105.750000	34.715395	-72.284268	0.601889	-1.097169
106.500000	34.997198	-72.797959	0.601889	-1.097169
107.250000	35.279001	-73.311650	0.601889	-1.097169
108.000000	35.560804	-73.825341	0.601889	-1.097169
108.750000	35.842607	-74.339032	0.601889	-1.097169
109.500000	36.124410	-74.852723	0.601889	-1.097169
110.250000	36.406213	-75.366414	0.601889	-1.097169
111.000000	36.688016	-75.880106	0.601889	-1.097169
111.750000	36.969819	-76.393797	0.601889	-1.097169
112.500000	37.251621	-76.907488	0.601889	-1.097169
113.250000	37.533424	-77.421179	0.601889	-1.097169
114.000000	37.815227	-77.934870	0.601889	-1.097169
