r	y_f	p_y_max	w0=5|lambda=1|E0=-1|time=150
-20.000000	-20.000000	0.000000
-19.900000	-19.900000	0.000000
-19.800000	-19.800000	0.000000
-19.700000	-19.700000	0.000000
-19.600000	-19.600000	0.000000
-19.500000	-19.500000	0.000000
-19.400000	-19.400000	0.000000
-19.300000	-19.300000	0.000000
-19.200000	-19.200000	0.000000
-19.100000	-19.100000	0.000000
-19.000000	-19.000000	0.000001
-18.900000	-18.900000	0.000001
-18.800000	-18.800000	0.000001
-18.700000	-18.700000	0.000001
-18.600000	-18.600000	0.000001
-18.500000	-18.500000	0.000001
-18.400000	-18.400000	0.000001
-18.300000	-18.300000	0.000002
-18.200000	-18.200000	0.000002
-18.100000	-18.100000	0.000002
-18.000000	-18.000000	0.000002
-17.900000	-17.900000	0.000003
-17.800000	-17.800000	0.000003
-17.700000	-17.700000	0.000004
-17.600000	-17.600000	0.000004
-17.500000	-17.500000	0.000005
-17.400000	-17.400000	0.000005
-17.300000	-17.300000	0.000006
-17.200000	-17.200001	0.000007
-17.100000	-17.100001	0.000008
-17.000000	-17.000001	0.000010
-16.900000	-16.900001	0.000011
-16.800000	-16.800001	0.000012
-16.700000	-16.700001	0.000014
-16.600000	-16.600002	0.000016
-16.500000	-16.500002	0.000019
-16.400000	-16.400002	0.000021
-16.300000	-16.300003	0.000024
-16.200000	-16.200004	0.000028
-16.100000	-16.100004	0.000031
-16.000000	-16.000005	0.000036
-15.900000	-15.900007	0.000040
-15.800000	-15.800008	0.000046
-15.700000	-15.700010	0.000052
-15.600000	-15.600013	0.000059
-15.500000	-15.500016	0.000067
-15.400000	-15.400020	0.000076
-15.300000	-15.300025	0.000086
-15.200000	-15.200031	0.000097
-15.100000	-15.100039	0.000109
-15.000000	-15.000048	0.000123
-14.900000	-14.900060	0.000139
-14.800000	-14.800075	0.000156
-14.700000	-14.700093	0.000176
-14.600000	-14.600116	0.000198
-14.500000	-14.500144	0.000222
-14.400000	-14.400179	0.000250
-14.300000	-14.300222	0.000280
-14.200000	-14.200276	0.000314
-14.100000	-14.100341	0.000352
-14.000000	-14.000422	0.000394
-13.900000	-13.900522	0.000441
-13.800000	-13.800644	0.000493
-13.700000	-13.700794	0.000550
-13.600000	-13.600977	0.000614
-13.500000	-13.501201	0.000685
-13.400000	-13.401475	0.000764
-13.300000	-13.301808	0.000851
-13.200000	-13.202214	0.000948
-13.100000	-13.102706	0.001054
-13.000000	-13.003303	0.001173
-12.900000	-12.904026	0.001303
-12.800000	-12.804899	0.001447
-12.700000	-12.705953	0.001606
-12.600000	-12.607221	0.001782
-12.500000	-12.508746	0.001975
-12.400000	-12.410576	0.002188
-12.300000	-12.312767	0.002423
-12.200000	-12.215388	0.002681
-12.100000	-12.118516	0.002965
-12.000000	-12.022241	0.003278
-11.900000	-11.926671	0.003621
-11.800000	-11.831928	0.003998
-11.700000	-11.738154	0.004411
-11.600000	-11.645513	0.004865
-11.500000	-11.554193	0.005363
-11.400000	-11.464409	0.005908
-11.300000	-11.376409	0.006506
-11.200000	-11.290471	0.007159
-11.100000	-11.206912	0.007874
-11.000000	-11.126090	0.008655
-10.900000	-11.048404	0.009508
-10.800000	-10.974302	0.010439
-10.700000	-10.904279	0.011453
-10.600000	-10.838882	0.012556
-10.500000	-10.778710	0.013757
-10.400000	-10.724417	0.015060
-10.300000	-10.676705	0.016474
-10.200000	-10.636328	0.018004
