t	x	y	px	py
0.000000	0.000000	7.000000	0.000000	0.000000
0.750000	0.000000	7.000005	0.000000	0.000031
1.500000	0.000000	7.000094	0.000000	0.000210
2.250000	0.000000	7.000088	0.000000	-0.000644
3.000000	0.000004	6.997968	0.000019	-0.006108
3.750000	0.000060	6.989180	0.000166	-0.018236
4.500000	0.000295	6.970589	0.000452	-0.030056
5.250000	0.000616	6.948735	0.000272	-0.023330
6.000000	0.000685	6.944995	0.000204	0.020192
6.750000	0.002072	6.987430	0.004645	0.096381
7.500000	0.008891	7.086959	0.013747	0.165811
8.250000	0.020445	7.217556	0.015021	0.173329
9.000000	0.027441	7.317291	0.002859	0.075623
9.750000	0.028882	7.302919	0.008062	-0.126981
10.500000	0.051472	7.127907	0.061536	-0.350816
11.250000	0.118693	6.826856	0.137350	-0.524118
12.000000	0.232268	6.447576	0.224915	-0.670694
12.750000	0.401327	6.005644	0.380665	-0.872542
13.500000	0.659963	5.503665	0.720048	-1.200040
14.250000	1.015012	4.974804	1.016175	-1.425605
15.000000	1.368686	4.446257	0.683609	-1.169281
15.750000	1.584547	3.974129	0.180253	-0.600422
16.500000	1.619417	3.846496	0.040445	0.284412
17.250000	1.780150	4.257834	0.627441	1.120215
18.000000	2.137006	4.785897	1.061840	1.457285
18.750000	2.474987	5.310528	0.503278	1.003273
19.500000	2.586828	5.643355	0.000473	0.030771
20.250000	2.688672	5.334114	0.498136	-0.998135
21.000000	3.046786	4.809488	1.304295	-1.615113
21.750000	3.443544	4.282135	0.724528	-1.203767
22.500000	3.575656	3.964883	0.020396	0.201972
23.250000	3.797659	4.408200	1.074054	1.465642
24.000000	4.218043	4.934306	1.105809	1.487151
24.750000	4.453690	5.391476	0.036321	0.269522
25.500000	4.590275	5.087467	0.824200	-1.283900
26.250000	5.011982	4.563176	1.399386	-1.672953
27.000000	5.307398	4.075847	0.070466	-0.375408
27.750000	5.480638	4.396698	1.109599	1.489697
28.500000	5.929011	4.916099	1.351961	1.644361
29.250000	6.173579	5.356363	0.002907	0.076246
30.000000	6.398614	4.946508	1.314593	-1.621476
30.750000	6.836275	4.424860	0.937097	-1.369012
31.500000	6.986822	4.294067	0.452965	0.951803
32.250000	7.405078	4.810376	1.881514	1.939853
33.000000	7.797078	5.324369	0.308346	0.785297
33.750000	7.955957	5.129004	1.075562	-1.466671
34.500000	8.399016	4.608370	1.142559	-1.511661
35.250000	8.575031	4.453486	0.503810	1.003803
36.000000	9.014718	4.965384	2.086705	2.042892
36.750000	9.408911	5.473869	0.240362	0.693343
37.500000	9.602621	5.208392	1.329528	-1.630661
38.250000	10.034365	4.687322	0.699691	-1.182955
39.000000	10.220471	4.792417	1.224882	1.565172
39.750000	10.718194	5.291751	1.951785	1.975745
40.500000	11.001745	5.721910	0.006533	-0.114306
41.250000	11.315864	5.251489	1.611091	-1.795044
42.000000	11.626325	4.793857	0.000424	0.029117
42.750000	11.956866	5.251712	2.280149	2.135485
43.500000	12.456619	5.748259	1.076298	1.467173
44.250000	12.629653	5.829794	0.718873	-1.199061
45.000000	13.049817	5.305717	1.028687	-1.434355
45.750000	13.240886	5.292449	0.996242	1.411554
46.500000	13.744248	5.785851	2.482812	2.228368
47.250000	14.129306	6.282614	0.140712	0.530495
48.000000	14.353271	5.950034	1.382148	-1.662617
48.750000	14.673601	5.471946	0.007479	-0.122304
49.500000	14.979628	5.905875	2.317291	2.152808
50.250000	15.509477	6.387573	1.604643	1.791448
51.000000	15.718439	6.720120	0.116782	-0.483285
51.750000	16.056323	6.212800	1.138060	-1.508682
52.500000	16.238673	6.035023	0.439897	0.937973
53.250000	16.691397	6.536248	2.840748	2.383589
54.000000	17.195382	7.027845	0.992859	1.409155
54.750000	17.338948	7.282342	0.169401	-0.582067
55.500000	17.660003	6.770393	0.872726	-1.321156
56.250000	17.803125	6.646542	0.375643	0.866767
57.000000	18.229068	7.151539	2.749892	2.345162
57.750000	18.758602	7.632148	1.458385	1.707856
58.500000	19.043518	8.131831	0.284192	0.753912
59.250000	19.174059	8.532902	0.165113	0.574653
60.000000	19.234254	8.800545	0.000284	0.023821
60.750000	19.399333	8.426434	0.757768	-1.231071
61.500000	19.625296	7.971997	0.023499	-0.216791
62.250000	19.692010	8.215522	0.266096	0.729515
63.000000	19.988985	8.717343	1.544520	1.757566
63.750000	20.512775	9.202591	2.487047	2.230268
64.500000	20.962606	9.715313	0.864771	1.315121
65.250000	21.328384	10.242916	1.486487	1.724231
66.000000	21.837918	10.736563	2.356398	2.170898
66.750000	22.307089	11.246640	1.148460	1.515559
67.500000	22.722374	11.772643	1.688518	1.837672
68.250000	23.229291	12.268661	2.122768	2.060470
69.000000	23.694115	12.781999	1.301773	1.613551
69.750000	24.140917	13.301625	1.854531	1.925893
70.500000	24.642581	13.800716	1.909044	1.953993
71.250000	25.103651	14.316368	1.448598	1.702115
72.000000	25.570536	14.830019	1.916936	1.958028
72.750000	26.063640	15.333289	1.763131	1.877834
73.500000	26.525952	15.848952	1.588210	1.782251
74.250000	27.003503	16.358868	1.895052	1.946819
75.000000	27.488125	16.865949	1.696356	1.841932
75.750000	27.954964	17.380118	1.691527	1.839308
76.500000	28.436232	17.888662	1.839165	1.917897
77.250000	28.915066	18.398210	1.687287	1.837001
78.000000	29.386754	18.910598	1.747186	1.869324
78.750000	29.867846	19.419256	1.788382	1.891233
79.500000	30.344022	19.929905	1.704885	1.846556
80.250000	30.819134	20.440979	1.765437	1.879062
81.000000	31.298710	20.950269	1.757684	1.874932
81.750000	31.774366	21.461136	1.726031	1.857973
82.500000	32.251210	21.971530	1.764173	1.878389
83.250000	32.729387	22.481391	1.745132	1.868225
84.000000	33.205435	22.992105	1.740450	1.865717
84.750000	33.682836	23.502279	1.757355	1.874756
85.500000	34.160195	24.012470	1.742972	1.867068
86.250000	34.636757	24.522980	1.747196	1.869329
87.000000	35.114159	25.033154	1.751733	1.871755
87.750000	35.591197	25.543474	1.744564	1.867921
88.500000	36.068096	26.053849	1.749088	1.870341
89.250000	36.545353	26.564081	1.748802	1.870188
90.000000	37.022333	27.074425	1.746420	1.868914
90.750000	37.499381	27.584741	1.748974	1.870280
91.500000	37.976522	28.095019	1.747804	1.869654
92.250000	38.453531	28.605351	1.747504	1.869494
93.000000	38.930619	29.115651	1.748466	1.870008
93.750000	39.407703	29.625952	1.747684	1.869590
94.500000	39.884747	30.136270	1.747919	1.869716
95.250000	40.361832	30.646571	1.748119	1.869823
96.000000	40.838899	31.156880	1.747795	1.869650
96.750000	41.315961	31.667190	1.748003	1.869761
97.500000	41.793038	32.177494	1.747974	1.869745
98.250000	42.270103	32.687804	1.747892	1.869702
99.000000	42.747172	33.198111	1.747987	1.869752
99.750000	43.224243	33.708418	1.747938	1.869726
100.500000	43.701310	34.218726	1.747936	1.869725
101.250000	44.178380	34.729034	1.747963	1.869739
102.000000	44.655449	35.239341	1.747938	1.869726
102.750000	45.132517	35.749649	1.747948	1.869732
103.500000	45.609587	36.259956	1.747951	1.869733
104.250000	46.086656	36.770264	1.747943	1.869729
105.000000	46.563724	37.280572	1.747949	1.869732
105.750000	47.040794	37.790879	1.747947	1.869731
106.500000	47.517863	38.301187	1.747946	1.869731
107.250000	47.994932	38.811495	1.747948	1.869732
108.000000	48.472001	39.321802	1.747947	1.869731
108.750000	48.949069	39.832110	1.747947	1.869731
109.500000	49.426138	40.342417	1.747947	1.869731
110.250000	49.903207	40.852725	1.747947	1.869731
111.000000	50.380276	41.363032	1.747947	1.869731
111.750000	50.857345	41.873340	1.747947	1.869731
112.500000	51.334414	42.383648	1.747947	1.869731
113.250000	51.811483	42.893955	1.747947	1.869731
114.000000	52.288552	43.404263	1.747947	1.869731
114.750000	52.765621	43.914570	1.747947	1.869731
115.500000	53.242690	44.424878	1.747947	1.869731
116.250000	53.719759	44.935186	1.747947	1.869731
117.000000	54.196828	45.445493	1.747947	1.869731
117.750000	54.673897	45.955801	1.747947	1.869731
118.500000	55.150966	46.466108	1.747947	1.869731
119.250000	55.628035	46.976416	1.747947	1.869731
120.000000	56.105104	47.486724	1.747947	1.869731
120.750000	56.582173	47.997031	1.747947	1.869731
121.500000	57.059242	48.507339	1.747947	1.869731
122.250000	57.536311	49.017646	1.747947	1.869731
123.000000	58.013380	49.527954	1.747947	1.869731
123.750000	58.490449	50.038262	1.747947	1.869731
124.500000	58.967518	50.548569	1.747947	1.869731
125.250000	59.444587	51.058877	1.747947	1.869731
126.000000	59.921656	51.569184	1.747947	1.869731
126.750000	60.398725	52.079492	1.747947	1.869731
127.500000	60.875794	52.589800	1.747947	1.869731
128.250000	61.352863	53.100107	1.747947	1.869731
129.000000	61.829932	53.610415	1.747947	1.869731
129.750000	62.307001	54.120722	1.747947	1.869731
130.500000	62.784070	54.631030	1.747947	1.869731
131.250000	63.261139	55.141338	1.747947	1.869731
132.000000	63.738208	55.651645	1.747947	1.869731
132.750000	64.215277	56.161953	1.747947	1.869731
133.500000	64.692346	56.672260	1.747947	1.869731
134.250000	65.169415	57.182568	1.747947	1.869731
135.000000	65.646484	57.692876	1.747947	1.869731
135.750000	66.123553	58.203183	1.747947	1.869731
136.500000	66.600622	58.713491	1.747947	1.869731
137.250000	67.077691	59.223798	1.747947	1.869731
138.000000	67.554760	59.734106	1.747947	1.869731
138.750000	68.031829	60.244414	1.747947	1.869731
139.500000	68.508898	60.754721	1.747947	1.869731
140.250000	68.985967	61.265029	1.747947	1.869731
141.000000	69.463036	61.775336	1.747947	1.869731
141.750000	69.940105	62.285644	1.747947	1.869731
142.500000	70.417174	62.795952	1.747947	1.869731
143.250000	70.894243	63.306259	1.747947	1.869731
144.000000	71.371312	63.816567	1.747947	1.869731
144.750000	71.848381	64.326874	1.747947	1.869731
145.500000	72.325450	64.837182	1.747947	1.869731
146.250000	72.802519	65.347490	1.747947	1.869731
147.000000	73.279588	65.857797	1.747947	1.869731
147.750000	73.756657	66.368105	1.747947	1.869731
148.500000	74.233726	66.878412	1.747947	1.869731
149.250000	74.710795	67.388720	1.747947	1.869731
