t	x	y	px	py
0.000000	0.000000	6.000000	0.000000	0.000000
0.750000	0.000000	6.000006	0.000000	0.000036
1.500000	0.000000	6.000107	0.000000	0.000239
2.250000	0.000000	6.000100	0.000000	-0.000733
3.000000	0.000005	5.997686	0.000024	-0.006956
3.750000	0.000078	5.987679	0.000216	-0.020768
4.500000	0.000383	5.966507	0.000586	-0.034233
5.250000	0.000799	5.941608	0.000354	-0.026612
6.000000	0.000889	5.937294	0.000262	0.022892
6.750000	0.002680	5.985491	0.006008	0.109618
7.500000	0.011503	6.098535	0.017918	0.189304
8.250000	0.026730	6.248071	0.020402	0.201999
9.000000	0.036714	6.367582	0.004909	0.099084
9.750000	0.038355	6.363040	0.008120	-0.127437
10.500000	0.064606	6.175949	0.075326	-0.388138
11.250000	0.149248	5.843065	0.186968	-0.611503
12.000000	0.306101	5.413660	0.364205	-0.853470
12.750000	0.559380	4.914249	0.694730	-1.178754
13.500000	0.904337	4.386203	0.946071	-1.375552
14.250000	1.243432	3.859262	0.630848	-1.123252
15.000000	1.446372	3.396389	0.159385	-0.564597
15.750000	1.476778	3.287683	0.042435	0.291324
16.500000	1.628677	3.692144	0.577265	1.074491
17.250000	1.979794	4.218983	1.104576	1.486322
18.000000	2.343310	4.747455	0.655948	1.145381
18.750000	2.513937	5.169798	0.048259	0.310672
19.500000	2.566654	5.010922	0.304410	-0.780269
20.250000	2.873952	4.498294	1.142156	-1.511394
21.000000	3.274414	3.969786	0.877561	-1.324810
21.750000	3.459137	3.559388	0.004891	-0.098905
22.500000	3.611232	3.912512	0.833138	1.290843
23.250000	4.027079	4.438082	1.363235	1.651203
24.000000	4.359695	4.952796	0.283273	0.752693
24.750000	4.435998	4.918362	0.392459	-0.885956
25.500000	4.800239	4.396899	1.412435	-1.680735
26.250000	5.171315	3.875284	0.384314	-0.876715
27.000000	5.281974	3.951003	0.626906	1.119738
27.750000	5.702991	4.471793	1.687969	1.837373
28.500000	6.081523	4.989636	0.350892	0.837725
29.250000	6.195778	4.895367	0.687181	-1.172331
30.000000	6.611535	4.371356	1.382386	-1.662760
30.750000	6.857415	3.951265	0.006160	0.110991
31.500000	7.143963	4.409485	1.703436	1.845772
32.250000	7.615605	4.920411	1.112364	1.491552
33.000000	7.778198	5.163898	0.226405	-0.672911
33.750000	8.145495	4.650444	1.544090	-1.757322
34.500000	8.452636	4.177346	0.011258	-0.150055
35.250000	8.724170	4.599150	1.824284	1.910122
36.000000	9.214726	5.102373	1.263651	1.589749
36.750000	9.392208	5.340430	0.289953	-0.761515
37.500000	9.777456	4.823200	1.483469	-1.722480
38.250000	10.019008	4.459435	0.104524	0.457218
39.000000	10.396039	4.954839	2.281261	2.136006
39.750000	10.875981	5.458337	0.849879	1.303748
40.500000	11.035493	5.482833	0.781601	-1.250281
41.250000	11.455727	4.958241	1.009216	-1.420715
42.000000	11.637289	4.923786	0.869087	1.318399
42.750000	12.128139	5.422119	2.442269	2.210099
43.500000	12.528102	5.924982	0.215503	0.656510
44.250000	12.730824	5.641787	1.315867	-1.622262
45.000000	13.089759	5.133130	0.122930	-0.495843
45.750000	13.341608	5.491407	1.984615	1.992292
46.500000	13.870944	5.974112	1.858289	1.927843
47.250000	14.121159	6.375781	0.022081	-0.210148
48.000000	14.429472	5.893859	1.277509	-1.598443
48.750000	14.641489	5.598366	0.218266	0.660705
49.500000	15.052629	6.098183	2.689670	2.319340
50.250000	15.568361	6.585710	1.189502	1.542402
51.000000	15.732469	6.860582	0.169396	-0.582059
51.750000	16.063945	6.347746	0.956591	-1.383178
52.500000	16.220432	6.213706	0.423825	0.920679
53.250000	16.662266	6.717093	2.814502	2.372552
54.000000	17.181097	7.202786	1.237109	1.572964
54.750000	17.397909	7.647143	0.041946	0.289642
55.500000	17.552354	7.337101	0.856016	-1.308447
56.250000	17.802612	6.873923	0.015137	-0.173995
57.000000	17.958940	7.225610	0.974981	1.396410
57.750000	18.459718	7.718446	2.897937	2.407462
58.500000	18.954831	8.214386	1.020751	1.428811
59.250000	19.267878	8.736151	0.873283	1.321577
60.000000	19.734619	9.243309	2.594841	2.278087
60.750000	20.251416	9.732282	1.487741	1.724959
61.500000	20.642758	10.261179	1.186438	1.540414
62.250000	21.127519	10.765103	2.442538	2.210221
63.000000	21.631311	11.261571	1.477934	1.719264
63.750000	22.056341	11.786865	1.528743	1.748567
64.500000	22.556608	12.285751	2.263513	2.127681
65.250000	23.043567	12.790669	1.459621	1.708579
66.000000	23.494178	13.309707	1.804114	1.899534
66.750000	23.998261	13.807483	2.042442	2.021110
67.500000	24.473204	14.318082	1.530302	1.749458
68.250000	24.944074	14.830401	1.943881	1.971741
69.000000	25.443002	15.330896	1.861180	1.929342
69.750000	25.914478	15.843268	1.653911	1.818742
70.500000	26.397678	16.350864	1.955664	1.977708
71.250000	26.888563	16.855165	1.768410	1.880643
72.000000	27.362915	17.366535	1.764143	1.878373
72.750000	27.850759	17.872245	1.903764	1.951289
73.500000	28.335550	18.379292	1.752253	1.872033
74.250000	28.814594	18.888788	1.825055	1.910526
75.000000	29.302284	19.394604	1.848762	1.922895
75.750000	29.784437	19.902811	1.773396	1.883293
76.500000	30.266949	20.410869	1.841086	1.918899
77.250000	30.752841	20.917480	1.817091	1.906353
78.000000	31.234819	21.425771	1.798727	1.896696
78.750000	31.718879	21.933176	1.834633	1.915533
79.500000	32.203243	22.440451	1.807540	1.901336
80.250000	32.685946	22.948437	1.813901	1.904679
81.000000	33.170257	23.455735	1.824265	1.910112
81.750000	33.653891	23.963325	1.809134	1.902174
82.500000	34.137249	24.471032	1.818919	1.907312
83.250000	34.621323	24.978433	1.817796	1.906723
84.000000	35.104805	25.486088	1.813022	1.904218
84.750000	35.588482	25.993659	1.818769	1.907233
85.500000	36.072309	26.501166	1.815552	1.905546
86.250000	36.555862	27.008790	1.815536	1.905537
87.000000	37.039614	27.516329	1.817442	1.906537
87.750000	37.523318	28.023889	1.815458	1.905496
88.500000	38.006957	28.531477	1.816430	1.906007
89.250000	38.490692	29.039023	1.816550	1.906069
90.000000	38.974364	29.546597	1.815877	1.905716
90.750000	39.458047	30.054165	1.816505	1.906046
91.500000	39.941753	30.561724	1.816232	1.905902
92.250000	40.425430	31.069296	1.816168	1.905869
93.000000	40.909124	31.576859	1.816382	1.905981
93.750000	41.392817	32.084424	1.816198	1.905885
94.500000	41.876502	32.591992	1.816271	1.905923
95.250000	42.360195	33.099556	1.816294	1.905935
96.000000	42.843884	33.607123	1.816233	1.905903
96.750000	43.327573	34.114689	1.816282	1.905929
97.500000	43.811264	34.622254	1.816264	1.905919
98.250000	44.294953	35.129820	1.816257	1.905916
99.000000	44.778643	35.637386	1.816273	1.905924
99.750000	45.262333	36.144952	1.816261	1.905917
100.500000	45.746022	36.652517	1.816265	1.905920
101.250000	46.229712	37.160083	1.816267	1.905921
