t	x	y	px	py
0.000000	0.000000	3.000000	0.000000	0.000000
0.750000	0.000000	3.000007	0.000000	0.000047
1.500000	0.000000	3.000141	0.000000	0.000313
2.250000	0.000000	3.000131	0.000000	-0.000961
3.000000	0.000009	2.996969	0.000042	-0.009111
3.750000	0.000134	2.983863	0.000370	-0.027199
4.500000	0.000657	2.956143	0.001006	-0.044845
5.250000	0.001372	2.923488	0.000614	-0.035038
6.000000	0.001527	2.917566	0.000433	0.029426
6.750000	0.004544	2.980012	0.010184	0.142713
7.500000	0.019530	3.126649	0.031145	0.249581
8.250000	0.046840	3.325180	0.040003	0.282855
9.000000	0.069397	3.505153	0.017238	0.185678
9.750000	0.073238	3.552637	0.003690	-0.085906
10.500000	0.102320	3.362380	0.100426	-0.448164
11.250000	0.224958	2.975166	0.317653	-0.797061
12.000000	0.467676	2.481829	0.672715	-1.159927
12.750000	0.804317	1.954740	0.882504	-1.328536
13.500000	1.123821	1.431583	0.542335	-1.041475
14.250000	1.293340	0.999715	0.094902	-0.435664
15.000000	1.315688	0.990508	0.086375	0.415632
15.750000	1.491623	1.424693	0.629995	1.122492
16.500000	1.856666	1.952469	1.192948	1.544634
17.250000	2.235233	2.481187	0.712424	1.193670
18.000000	2.418293	2.915102	0.057618	0.339464
18.750000	2.478155	2.751516	0.355657	-0.843395
19.500000	2.803660	2.233218	1.164482	-1.526094
20.250000	3.181656	1.704986	0.647953	-1.138379
21.000000	3.295963	1.428937	0.041102	0.286712
21.750000	3.528172	1.884756	1.118407	1.495598
22.500000	3.966725	2.406979	1.310967	1.619239
23.250000	4.253639	2.899049	0.119853	0.489597
24.000000	4.367721	2.681673	0.728120	-1.206748
24.750000	4.774277	2.155398	1.281961	-1.601225
25.500000	5.036620	1.693031	0.018575	-0.192743
26.250000	5.236163	2.069091	1.242714	1.576524
27.000000	5.700581	2.583534	1.460374	1.709020
27.750000	5.956398	3.029196	0.003643	0.085362
28.500000	6.191966	2.613959	1.352556	-1.644723
29.250000	6.610489	2.090410	0.674032	-1.161062
30.000000	6.754553	2.108172	0.751181	1.225709
30.750000	7.210561	2.620677	1.958350	1.979065
31.500000	7.572153	3.122359	0.137412	0.524237
32.250000	7.778469	2.804566	1.373287	-1.657279
33.000000	8.205327	2.283056	0.654380	-1.144010
33.750000	8.380879	2.383587	1.134281	1.506175
