t	x	y	px	py
0.000000	0.000000	-2.000000	0.000000	0.000000
0.750000	0.000000	-1.999992	0.000000	0.000049
1.500000	0.000000	-1.999852	0.000000	0.000329
2.250000	0.000000	-1.999862	0.000001	-0.001010
3.000000	0.000010	-2.003186	0.000046	-0.009577
3.750000	0.000148	-2.016959	0.000408	-0.028575
4.500000	0.000724	-2.046067	0.001108	-0.047080
5.250000	0.001513	-2.080365	0.000680	-0.036886
6.000000	0.001684	-2.086832	0.000458	0.030249
6.750000	0.004940	-2.022029	0.011045	0.148626
7.500000	0.021297	-1.869022	0.034310	0.261955
8.250000	0.051683	-1.660091	0.045470	0.301564
9.000000	0.077905	-1.466323	0.021191	0.205867
9.750000	0.082756	-1.409325	0.003623	-0.085120
10.500000	0.115979	-1.611016	0.118171	-0.486151
11.250000	0.257050	-2.020066	0.377309	-0.868687
12.000000	0.522999	-2.525119	0.734645	-1.212142
12.750000	0.859699	-3.052584	0.805093	-1.268931
13.500000	1.149390	-3.566931	0.432901	-0.930485
14.250000	1.288584	-3.967508	0.069848	-0.373760
15.000000	1.305147	-3.973769	0.063595	0.356637
15.750000	1.444801	-3.574931	0.471349	0.970926
16.500000	1.773239	-3.052820	1.113767	1.492492
17.250000	2.171185	-2.523767	0.940900	1.371787
18.000000	2.424932	-2.034759	0.174941	0.591508
18.750000	2.471213	-2.044922	0.216371	-0.657831
19.500000	2.760440	-2.548584	1.101384	-1.484173
20.250000	3.152928	-3.077659	0.829165	-1.287761
21.000000	3.330372	-3.484041	0.006418	-0.113292
21.750000	3.465175	-3.150921	0.741476	1.217765
22.500000	3.876173	-2.625810	1.456626	1.706825
23.250000	4.232293	-2.107052	0.334037	0.817358
24.000000	4.327499	-2.164187	0.522193	-1.021952
24.750000	4.720701	-2.687988	1.466063	-1.712345
25.500000	5.070201	-3.202867	0.260085	-0.721229
26.250000	5.187462	-3.050793	0.746635	1.221994
27.000000	5.618258	-2.529897	1.594652	1.785862
27.750000	5.936027	-2.038865	0.070799	0.376296
28.500000	6.140140	-2.385797	1.333629	-1.633174
29.250000	6.593575	-2.903605	1.118539	-1.495686
30.000000	6.759777	-3.133252	0.266365	0.729884
30.750000	7.146268	-2.620269	1.805045	1.900024
31.500000	7.526568	-2.111019	0.194452	0.623621
32.250000	7.741253	-2.416149	1.521430	-1.744380
33.000000	8.211082	-2.927954	1.111034	-1.490661
33.750000	8.385608	-3.038911	0.633585	1.125686
34.500000	8.830630	-2.523937	1.751831	1.871807
35.250000	9.090495	-2.155125	0.119184	-0.488229
36.000000	9.479435	-2.654619	2.114977	-2.056685
36.750000	9.879871	-3.158501	0.174175	-0.590212
37.500000	10.132997	-2.816012	1.791519	1.892891
38.250000	10.576995	-2.303374	0.501200	1.001199
39.000000	10.814601	-2.539990	1.812544	-1.903966
39.750000	11.309148	-3.040635	1.150743	-1.517065
40.500000	11.520106	-3.034864	1.192185	1.544141
41.250000	11.994115	-2.524779	1.241497	1.575752
42.000000	12.222024	-2.535129	1.353311	-1.645181
42.750000	12.730047	-3.029543	1.793216	-1.893788
43.500000	12.968098	-3.204108	0.757698	1.231014
44.250000	13.433181	-2.693423	1.554091	1.763004
45.000000	13.674963	-2.619734	1.182967	-1.538159
45.750000	14.187015	-3.110747	2.077761	-2.038509
46.500000	14.446083	-3.341460	0.628784	1.121414
47.250000	14.905598	-2.830540	1.569253	1.771583
48.000000	15.155774	-2.777677	1.333155	-1.632884
48.750000	15.678062	-3.263279	2.108807	-2.053683
49.500000	15.939101	-3.464982	0.761842	1.234376
50.250000	16.402449	-2.953350	1.352988	1.644985
51.000000	16.659746	-2.994668	1.739836	-1.865388
51.750000	17.193329	-3.474138	1.910496	-1.954736
52.500000	17.446993	-3.589157	1.077476	1.467975
53.250000	17.909112	-3.076054	0.911129	1.349910
54.000000	18.184181	-3.257921	2.282083	-2.136391
54.750000	18.720519	-3.734779	1.508786	-1.737116
55.500000	18.969083	-3.729815	1.437442	1.695548
56.250000	19.404005	-3.217711	0.328040	0.809988
57.000000	19.721480	-3.557566	2.789430	-2.361961
57.750000	20.246200	-4.037808	1.012827	-1.423255
58.500000	20.497376	-3.904222	1.680751	1.833440
59.250000	20.864708	-3.430137	0.000001	-0.001316
60.000000	21.259464	-3.887429	3.119700	-2.497879
60.750000	21.759399	-4.373580	0.591441	-1.087604
61.500000	22.019093	-4.131140	1.726326	1.858131
62.250000	22.322030	-3.757017	0.211032	-0.649664
63.000000	22.782924	-4.243197	3.260738	-2.553718
63.750000	23.258888	-4.732239	0.377091	-0.868436
64.500000	23.519879	-4.435681	1.623413	1.801895
65.250000	23.789853	-4.132947	0.398110	-0.892312
66.000000	24.272967	-4.619853	3.325233	-2.578850
66.750000	24.750909	-5.109542	0.432588	-0.930148
67.500000	24.984530	-4.857804	1.450661	1.703327
68.250000	25.247769	-4.520657	0.247407	-0.703429
69.000000	25.701865	-5.009690	3.336759	-2.583315
69.750000	26.219370	-5.490577	0.883983	-1.329648
70.500000	26.398650	-5.471073	0.978239	1.398741
71.250000	26.723271	-4.977657	0.026365	0.229630
72.000000	27.023294	-5.393402	2.581543	-2.272242
72.750000	27.585392	-5.852225	2.180166	-2.088141
73.500000	27.875640	-6.313831	0.027223	-0.233337
74.250000	28.096042	-5.924988	0.993343	1.409498
75.000000	28.268001	-5.685437	0.213881	-0.654036
75.750000	28.660178	-6.183133	2.871460	-2.396439
76.500000	29.217987	-6.644855	1.941221	-1.970391
77.250000	29.555739	-7.158873	0.464825	-0.964184
78.000000	29.904411	-7.674273	1.970524	-1.985207
78.750000	30.453558	-8.143116	2.632020	-2.294349
79.500000	30.898693	-8.656468	0.904958	-1.345331
80.250000	31.327318	-9.175138	2.322569	-2.155258
81.000000	31.870443	-9.648894	2.209154	-2.101977
81.750000	32.315355	-10.167412	1.253810	-1.583547
82.500000	32.801534	-10.670599	2.581582	-2.272260
83.250000	33.326480	-11.155716	1.765993	-1.879358
84.000000	33.779605	-11.674136	1.732670	-1.861542
84.750000	34.296735	-12.164121	2.448469	-2.212902
85.500000	34.795873	-12.663418	1.610551	-1.794743
86.250000	35.273919	-13.172732	2.138880	-2.068275
87.000000	35.794680	-13.661300	2.111690	-2.055086
87.750000	36.279248	-14.168224	1.755151	-1.873580
88.500000	36.780379	-14.667265	2.247099	-2.119952
89.250000	37.289380	-15.162381	1.891593	-1.945041
90.000000	37.777060	-15.668164	1.982342	-1.991152
90.750000	38.286796	-16.163036	2.131383	-2.064647
91.500000	38.784849	-16.663897	1.879999	-1.939071
92.250000	39.282428	-17.165017	2.094455	-2.046683
93.000000	39.789358	-17.661426	2.003651	-2.001824
93.750000	40.285027	-18.163542	1.966771	-1.983316
94.500000	40.788485	-18.661766	2.078197	-2.038724
95.250000	41.290232	-19.160865	1.964999	-1.982422
96.000000	41.788837	-19.661551	2.029948	-2.014918
96.750000	42.292589	-20.159642	2.026553	-2.013233
97.500000	42.792131	-20.659868	1.987012	-1.993495
98.250000	43.293460	-21.159194	2.038421	-2.019119
99.000000	43.795424	-21.658202	2.001431	-2.000715
99.750000	44.295441	-22.158193	2.013054	-2.006516
100.500000	44.797435	-22.657186	2.022986	-2.011460
101.250000	45.298287	-23.156758	2.003404	-2.001701
102.000000	45.799264	-23.656267	2.020871	-2.010408
102.750000	46.300820	-24.155483	2.012141	-2.006061
103.500000	46.801600	-24.655092	2.011710	-2.005846
104.250000	47.302953	-25.154411	2.017667	-2.008814
105.000000	47.804100	-25.653835	2.010796	-2.005391
105.750000	48.305142	-26.153311	2.015367	-2.007669
