r	y_f	p_y_max	p_x_f	p_y_f	w0=10.000000|lambda=1|E0=-10.000000|time=150
-20.000000	-33.204591	0.213303	0.007383	-0.121514
-19.990000	-33.251289	0.214000	0.007441	-0.121990
-19.980000	-33.298131	0.214691	0.007499	-0.122466
-19.970000	-33.345118	0.215377	0.007558	-0.122943
-19.960000	-33.392251	0.216058	0.007616	-0.123422
-19.950000	-33.439529	0.216733	0.007676	-0.123901
-19.940000	-33.486952	0.217403	0.007735	-0.124382
-19.930000	-33.534521	0.218178	0.007795	-0.124863
-19.920000	-33.582236	0.218947	0.007856	-0.125346
-19.910000	-33.630097	0.219712	0.007917	-0.125829
-19.900000	-33.678104	0.220470	0.007978	-0.126314
-19.890000	-33.726258	0.221224	0.008039	-0.126800
-19.880000	-33.774558	0.221971	0.008101	-0.127286
-19.870000	-33.823004	0.222713	0.008163	-0.127774
-19.860000	-33.871597	0.223448	0.008226	-0.128263
-19.850000	-33.920338	0.224177	0.008289	-0.128753
-19.840000	-33.969225	0.224899	0.008352	-0.129244
-19.830000	-34.018260	0.225615	0.008416	-0.129736
-19.820000	-34.067442	0.226323	0.008480	-0.130229
-19.810000	-34.116771	0.227025	0.008544	-0.130723
-19.800000	-34.166249	0.227719	0.008609	-0.131219
-19.790000	-34.215874	0.228406	0.008674	-0.131715
-19.780000	-34.265648	0.229085	0.008740	-0.132212
-19.770000	-34.315569	0.229757	0.008806	-0.132711
-19.760000	-34.365639	0.230420	0.008872	-0.133210
-19.750000	-34.415858	0.231075	0.008939	-0.133711
-19.740000	-34.466226	0.231838	0.009006	-0.134212
-19.730000	-34.516742	0.232606	0.009074	-0.134715
-19.720000	-34.567407	0.233365	0.009142	-0.135219
-19.710000	-34.618222	0.234117	0.009211	-0.135724
-19.700000	-34.669186	0.234860	0.009279	-0.136230
-19.690000	-34.720300	0.235595	0.009349	-0.136737
-19.680000	-34.771563	0.236321	0.009418	-0.137245
-19.670000	-34.822977	0.237038	0.009488	-0.137755
-19.660000	-34.874540	0.237746	0.009559	-0.138265
-19.650000	-34.926254	0.238444	0.009629	-0.138777
-19.640000	-34.978118	0.239133	0.009701	-0.139289
-19.630000	-35.030132	0.239811	0.009772	-0.139803
-19.620000	-35.082297	0.240480	0.009845	-0.140318
-19.610000	-35.134614	0.241459	0.009917	-0.140834
-19.600000	-35.187081	0.242447	0.009990	-0.141351
-19.590000	-35.239699	0.243433	0.010063	-0.141869
-19.580000	-35.292469	0.244416	0.010137	-0.142388
-19.570000	-35.345391	0.245398	0.010211	-0.142908
-19.560000	-35.398464	0.246376	0.010286	-0.143430
-19.550000	-35.451689	0.247352	0.010361	-0.143952
-19.540000	-35.505066	0.248324	0.010437	-0.144476
-19.530000	-35.558595	0.249294	0.010513	-0.145001
-19.520000	-35.612277	0.250260	0.010589	-0.145527
-19.510000	-35.666111	0.251223	0.010666	-0.146054
-19.500000	-35.720098	0.252182	0.010743	-0.146582
-19.490000	-35.774238	0.253137	0.010821	-0.147112
-19.480000	-35.828530	0.254089	0.010899	-0.147642
-19.470000	-35.882976	0.255036	0.010978	-0.148174
-19.460000	-35.937576	0.255979	0.011057	-0.148707
-19.450000	-35.992329	0.256918	0.011136	-0.149241
-19.440000	-36.047235	0.257852	0.011216	-0.149776
-19.430000	-36.102295	0.258781	0.011297	-0.150312
-19.420000	-36.157510	0.259705	0.011378	-0.150849
-19.410000	-36.212878	0.260624	0.011459	-0.151388
-19.400000	-36.268401	0.261614	0.011541	-0.151928
-19.390000	-36.324078	0.262655	0.011623	-0.152468
-19.380000	-36.379910	0.263691	0.011706	-0.153010
-19.370000	-36.435897	0.264723	0.011789	-0.153554
-19.360000	-36.492039	0.265750	0.011873	-0.154098
-19.350000	-36.548335	0.266771	0.011957	-0.154643
-19.340000	-36.604787	0.267787	0.012042	-0.155190
-19.330000	-36.661395	0.268797	0.012127	-0.155738
-19.320000	-36.718158	0.269802	0.012213	-0.156287
-19.310000	-36.775077	0.270800	0.012299	-0.156837
-19.300000	-36.832151	0.271792	0.012386	-0.157388
-19.290000	-36.889382	0.272777	0.012473	-0.157941
-19.280000	-36.946769	0.273756	0.012560	-0.158495
-19.270000	-37.004312	0.274728	0.012648	-0.159049
-19.260000	-37.062012	0.275692	0.012737	-0.159605
-19.250000	-37.119868	0.276649	0.012826	-0.160163
-19.240000	-37.177881	0.277598	0.012916	-0.160721
-19.230000	-37.236051	0.278539	0.013006	-0.161281
-19.220000	-37.294378	0.279472	0.013096	-0.161842
-19.210000	-37.352862	0.280472	0.013187	-0.162404
-19.200000	-37.411504	0.281542	0.013279	-0.162967
-19.190000	-37.470303	0.282605	0.013371	-0.163531
-19.180000	-37.529260	0.283659	0.013464	-0.164097
-19.170000	-37.588375	0.284705	0.013557	-0.164664
-19.160000	-37.647647	0.285743	0.013651	-0.165232
-19.150000	-37.707078	0.286771	0.013745	-0.165801
-19.140000	-37.766667	0.287790	0.013840	-0.166371
-19.130000	-37.826414	0.288800	0.013935	-0.166943
-19.120000	-37.886319	0.289800	0.014031	-0.167516
-19.110000	-37.946383	0.290790	0.014127	-0.168090
-19.100000	-38.006606	0.291769	0.014224	-0.168665
-19.090000	-38.066988	0.292738	0.014321	-0.169241
-19.080000	-38.127529	0.293696	0.014419	-0.169819
-19.070000	-38.188228	0.294643	0.014518	-0.170398
-19.060000	-38.249087	0.295578	0.014617	-0.170978
-19.050000	-38.310106	0.296533	0.014716	-0.171559
-19.040000	-38.371283	0.297618	0.014816	-0.172142
-19.030000	-38.432621	0.298691	0.014917	-0.172726
-19.020000	-38.494118	0.299752	0.015018	-0.173311
-19.010000	-38.555774	0.300802	0.015120	-0.173897
-19.000000	-38.617591	0.301839	0.015222	-0.174484
-18.990000	-38.679567	0.302863	0.015325	-0.175073
-18.980000	-38.741704	0.303875	0.015429	-0.175663
-18.970000	-38.804000	0.304873	0.015533	-0.176254
-18.960000	-38.866457	0.305856	0.015637	-0.176846
-18.950000	-38.929074	0.306826	0.015742	-0.177440
-18.940000	-38.991852	0.307781	0.015848	-0.178035
-18.930000	-39.054790	0.308721	0.015955	-0.178631
-18.920000	-39.117888	0.309646	0.016061	-0.179228
-18.910000	-39.181147	0.310555	0.016169	-0.179827
-18.900000	-39.244567	0.311637	0.016277	-0.180427
-18.890000	-39.308147	0.312706	0.016386	-0.181028
-18.880000	-39.371888	0.313760	0.016495	-0.181630
-18.870000	-39.435790	0.314797	0.016605	-0.182234
-18.860000	-39.499853	0.315818	0.016715	-0.182838
