0.00000000000000e+00    	0.00000000000000e+00 	 -9.18485099360000e-16  	-5.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.30652130582997e-24 	 -2.82165468941684e-13   -5.00000000000000e+00 	1.57788894396457e-21	 -5.61861435427788e-11	-5.86650297853335e-22		1.00000000000000e+00
6.00000000000000e-02    	8.62569966023410e-21 	 -1.78190023946067e-11   -5.00000000000000e+00 	1.57278769693070e-18	 -1.77386612284251e-09	-2.83864171981937e-19		1.00000000000000e+00
9.00000000000000e-02    	7.18735557942972e-19 	 -1.99618711909416e-10   -5.00000000000000e+00 	8.67745812699039e-17	 -1.31758473450790e-08	-9.91044446660986e-18		1.00000000000000e+00
1.20000000000000e-01    	1.61528260069696e-17 	 -1.09595638060028e-09   -5.00000000000000e+00 	1.44857140099795e-15	 -5.38328386843231e-08	-1.14560716496313e-16		1.00000000000000e+00
1.50000000000000e-01    	1.75813825931849e-16 	 -4.05813516983318e-09   -5.00000000000000e+00 	1.24538109829785e-14	 -1.57841710411711e-07	-7.01018926050430e-16		1.00000000000001e+00
1.80000000000000e-01    	1.20248252347996e-15 	 -1.16820888530864e-08   -5.00000000000000e+00 	6.98457406342137e-14	 -3.73793650872140e-07	-2.75883378437601e-15		1.00000000000007e+00
2.10000000000000e-01    	5.93606440957311e-15 	 -2.81993390343556e-08   -5.00000000000000e+00 	2.89699171497443e-13	 -7.61245087226683e-07	-7.51738715527461e-15		1.00000000000029e+00
2.40000000000000e-01    	2.29643026791293e-14 	 -5.97077435514666e-08   -5.00000000000000e+00 	9.57052651422889e-13	 -1.38358154054149e-06	-1.35806027026887e-14		1.00000000000096e+00
2.70000000000000e-01    	7.33826371450177e-14 	 -1.14137288299833e-07   -5.00000000000000e+00 	2.63937554339707e-12	 -2.29757473925967e-06	-8.78981719687795e-15		1.00000000000264e+00
3.00000000000000e-01    	2.00671451988313e-13 	 -2.00861375739589e-07   -5.00000000000000e+00 	6.26755404434211e-12	 -3.54034316600053e-06	4.56509646572745e-14		1.00000000000627e+00
3.30000000000000e-01    	4.81297745892316e-13 	 -3.29891127576467e-07   -5.00000000000000e+00 	1.30835000316888e-11	 -5.11480158340800e-06	2.38612772523497e-13		1.00000000001308e+00
3.60000000000000e-01    	1.03023447031569e-12 	 -5.10627613004158e-07   -4.99999999999998e+00 	2.43350460737232e-11	 -6.97499311507589e-06	7.34469873166651e-13		1.00000000002433e+00
3.90000000000000e-01    	1.99246974895347e-12 	 -7.50192166824441e-07   -4.99999999999995e+00 	4.06426148949911e-11	 -9.01290890700387e-06	1.78776164174709e-12		1.00000000004062e+00
4.20000000000000e-01    	3.51107509719454e-12 	 -1.05140480704940e-06   -4.99999999999987e+00 	6.10956885967850e-11	 -1.10484917669220e-05	3.72807389020777e-12		1.00000000006103e+00
4.50000000000000e-01    	5.66729316597171e-12 	 -1.41053133695247e-06   -4.99999999999971e+00 	8.23598066121719e-11	 -1.28244755316868e-05	6.89492201167204e-12		1.00000000008223e+00
4.80000000000000e-01    	8.40052121201195e-12 	 -1.81496681266210e-06   -4.99999999999944e+00 	9.83421708253754e-11	 -1.40075242424511e-05	1.15106578034326e-11		1.00000000009811e+00
5.10000000000000e-01    	1.14360649945798e-11 	 -2.24106240034121e-06   -4.99999999999901e+00 	1.01182989191959e-10	 -1.41968073043182e-05	1.74999299008759e-11		1.00000000010077e+00
5.40000000000000e-01    	1.42728078795317e-11 	 -2.65233019760470e-06   -4.99999999999838e+00 	8.43827084812475e-11	 -1.29406915262186e-05	2.42962335602395e-11		1.00000000008373e+00
