0.00000000000000e+00    	0.00000000000000e+00 	 3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.13827000189918e-12 	 3.09016994383498e-01   -9.51056516300000e-01 	-3.55805366838606e-10	 2.25975923434894e-09	8.27350789482320e-20		1.00000000000000e+00
6.00000000000000e-02    	-6.72954374975020e-11 	 3.09016994807868e-01   -9.51056516300000e-01 	-5.55127128396053e-09	 3.65627500996812e-08	3.44702246027162e-17		1.00000000000000e+00
9.00000000000000e-02    	-4.93875442383417e-10 	 3.09016997683697e-01   -9.51056516300000e-01 	-2.67267574190348e-08	 1.82779816873164e-07	1.18340222900637e-15		1.00000000000002e+00
1.20000000000000e-01    	-1.97438903886770e-09 	 3.09017008050995e-01   -9.51056516300000e-01 	-7.81541797810462e-08	 5.56760193660869e-07	1.41569991784677e-14		1.00000000000016e+00
1.50000000000000e-01    	-5.60100192504776e-09 	 3.09017034562157e-01   -9.51056516299999e-01 	-1.71008347152981e-07	 1.27654056830684e-06	9.32569867572960e-14		1.00000000000083e+00
1.80000000000000e-01    	-1.26584367431914e-08 	 3.09017088860033e-01   -9.51056516299992e-01 	-3.05574343972240e-07	 2.41459956400637e-06	4.14794096458804e-13		1.00000000000296e+00
2.10000000000000e-01    	-2.41723987041360e-08 	 3.09017183382891e-01   -9.51056516299967e-01 	-4.62931339950986e-07	 3.94181464391944e-06	1.38665662192437e-12		1.00000000000788e+00
2.40000000000000e-01    	-4.02155214501015e-08 	 3.09017327451799e-01   -9.51056516299895e-01 	-5.97310715520952e-07	 5.67029086117852e-06	3.70373375692244e-12		1.00000000001625e+00
2.70000000000000e-01    	-5.90097912013216e-08 	 3.09017521726255e-01   -9.51056516299723e-01 	-6.30375657716050e-07	 7.20313215558436e-06	8.18589106426156e-12		1.00000000002614e+00
3.00000000000000e-01    	-7.59010993492611e-08 	 3.09017751360705e-01   -9.51056516299378e-01 	-4.48601373155584e-07	 7.89941474744901e-06	1.52267524528956e-11		1.00000000003130e+00
3.30000000000000e-01    	-8.23144532180979e-08 	 3.09017978435683e-01   -9.51056516298793e-01 	9.52503392112312e-08	 6.86204772721699e-06	2.38348248513265e-11		1.00000000002355e+00
3.60000000000000e-01    	-6.48240353755367e-08 	 3.09018134449709e-01   -9.51056516297965e-01 	1.17586194494211e-06	 2.95487247080076e-06	3.06221290531845e-11		1.00000000000506e+00
3.90000000000000e-01    	-4.48775331738317e-09 	 3.09018113819797e-01   -9.51056516297033e-01 	2.98397957059876e-06	 -5.14667922124623e-06	2.96561423851942e-11		1.00000000001770e+00
4.20000000000000e-01    	1.23401154657577e-07 	 3.09017769430027e-01   -9.51056516296327e-01 	5.71005097299100e-06	 -1.88696633625397e-05	1.46724881519967e-11		1.00000000019433e+00
4.50000000000000e-01    	3.49003934997109e-07 	 3.09016911274134e-01   -9.51056516296300e-01 	9.52349068301177e-06	 -3.96237682425744e-05	-1.45463848208179e-11		1.00000000083037e+00
4.80000000000000e-01    	7.06951472274741e-07 	 3.09015309149602e-01   -9.51056516297176e-01 	1.45486561094695e-05	 -6.86521063447552e-05	-4.01450640399422e-11		1.00000000246239e+00
