0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.28779081317241e-14 	 -3.09016994369265e-01   -9.51056516300000e-01 	-3.79962129339637e-12	 1.46741152946444e-10	7.61133824011387e-22		1.00000000000000e+00
6.00000000000000e-02    	-7.13102195735588e-13 	 -3.09016994323465e-01   -9.51056516300000e-01 	-5.85902754727017e-11	 4.63279989762715e-09	3.68292019153967e-19		1.00000000000000e+00
9.00000000000000e-02    	-5.18033917745473e-12 	 -3.09016993848659e-01   -9.51056516300000e-01 	-2.78512333999776e-10	 3.44113140554428e-08	1.28580425586924e-17		1.00000000000000e+00
1.20000000000000e-01    	-2.04800395143061e-11 	 -3.09016991507697e-01   -9.51056516300000e-01 	-8.02624154099599e-10	 1.40595035067244e-07	1.48633754431488e-16		1.00000000000001e+00
1.50000000000000e-01    	-5.73662320778713e-11 	 -3.09016983771385e-01   -9.51056516300000e-01 	-1.72529461808402e-09	 4.12234639243001e-07	9.09518360275155e-16		1.00000000000008e+00
1.80000000000000e-01    	-1.27709798849749e-10 	 -3.09016963859932e-01   -9.51056516300000e-01 	-3.01192046650728e-09	 9.76235563338316e-07	3.57937552089328e-15		1.00000000000048e+00
2.10000000000000e-01    	-2.39309717383210e-10 	 -3.09016920721888e-01   -9.51056516300000e-01 	-4.41147685276649e-09	 1.98814112163963e-06	9.75323404778038e-15		1.00000000000198e+00
2.40000000000000e-01    	-3.88194287863788e-10 	 -3.09016838431498e-01   -9.51056516300000e-01 	-5.37885739864072e-09	 3.61349506199022e-06	1.76197917764618e-14		1.00000000000653e+00
2.70000000000000e-01    	-5.48906550429081e-10 	 -3.09016696278047e-01   -9.51056516300000e-01 	-5.02034308921361e-09	 6.00056791477361e-06	1.14041139856023e-14		1.00000000001800e+00
3.00000000000000e-01    	-6.63659917290933e-10 	 -3.09016469781050e-01   -9.51056516300000e-01 	-2.07478683511405e-09	 9.24630189517222e-06	-5.92286336371975e-14		1.00000000004275e+00
3.30000000000000e-01    	-6.31601329220242e-10 	 -3.09016132794497e-01   -9.51056516300005e-01 	5.05886299672758e-09	 1.33583094750469e-05	-3.09581810676670e-13		1.00000000008922e+00
3.60000000000000e-01    	-2.99692414584423e-10 	 -3.09015660765648e-01   -9.51056516300023e-01 	1.82403335930890e-08	 1.82165652256401e-05	-9.52918449999748e-13		1.00000000016592e+00
3.90000000000000e-01    	5.43125440880162e-10 	 -3.09015035095737e-01   -9.51056516300069e-01 	3.94503182049344e-08	 2.35389827784600e-05	-2.31948391393977e-12		1.00000000027704e+00
4.20000000000000e-01    	2.16681761680892e-09 	 -3.09014248419736e-01   -9.51056516300173e-01 	7.05993424608231e-08	 2.88553073914638e-05	-4.83689057417636e-12		1.00000000041632e+00
4.50000000000000e-01    	4.89472089486527e-09 	 -3.09013310490231e-01   -9.51056516300375e-01 	1.13292987598114e-07	 3.34936380042537e-05	-8.94563367933527e-12		1.00000000056092e+00
4.80000000000000e-01    	9.09051076982353e-09 	 -3.09012254227507e-01   -9.51056516300729e-01 	1.68570183504803e-07	 3.65834025234254e-05	-1.49341977136695e-11		1.00000000066919e+00
5.10000000000000e-01    	1.51371925525548e-08 	 -3.09011141395123e-01   -9.51056516301289e-01 	2.36637390338596e-07	 3.70777536844483e-05	-2.27048202157234e-11		1.00000000068741e+00
5.40000000000000e-01    	2.34083890858299e-08 	 -3.09010067288363e-01   -9.51056516302102e-01 	3.16625507341066e-07	 3.37971637617264e-05	-3.15225051007506e-11		1.00000000057117e+00
5.70000000000000e-01    	3.42330232076112e-08 	 -3.09009163790916e-01   -9.51056516303176e-01 	4.06397050220240e-07	 2.54945335764500e-05	-3.98486647596245e-11		1.00000000032507e+00
6.00000000000000e-01    	4.78552784095456e-08 	 -3.09008600170151e-01   -9.51056516304465e-01 	5.02427681796482e-07	 1.09404764281517e-05	-4.54021667652254e-11		1.00000000005997e+00
6.30000000000000e-01    	6.43923382286258e-08 	 -3.09008581047618e-01   -9.51056516305846e-01 	5.99778492289818e-07	 -1.09743087627023e-05	-4.56049763532369e-11		1.00000000006040e+00
6.60000000000000e-01    	8.37927387404237e-08 	 -3.09009341100081e-01   -9.51056516307128e-01 	6.92164489871696e-07	 -4.11243848470721e-05	-3.85371419885837e-11		1.00000000084585e+00
6.90000000000000e-01    	1.05798150621688e-07 	 -3.09011136214864e-01   -9.51056516308087e-01 	7.72112686021625e-07	 -8.00290351680549e-05	-2.44330357499322e-11		1.00000000320262e+00
7.20000000000000e-01    	1.29911046531105e-07 	 -3.09014231035603e-01   -9.51056516308565e-01 	8.31192925085934e-07	 -1.27733542121549e-04	-7.59751796462319e-12		1.00000000815827e+00
7.50000000000000e-01    	1.55370110474540e-07 	 -3.09018883080969e-01   -9.51056516308617e-01 	8.60299475924527e-07	 -1.83700935982509e-04	1.57381282459890e-12		1.00000001687339e+00
7.80000000000000e-01    	1.81134604279575e-07 	 -3.09025323886719e-01   -9.51056516308725e-01 	8.49964048639167e-07	 -2.46723333366373e-04	-1.50182458744111e-11		1.00000003043656e+00
8.10000000000000e-01    	2.05878477224666e-07 	 -3.09033737895327e-01   -9.51056516310037e-01 	7.90692421768350e-07	 -3.14861905730410e-04	-8.37311367523557e-11		1.00000004956932e+00
8.40000000000000e-01    	2.27995041638181e-07 	 -3.09044240080031e-01   -9.51056516314603e-01 	6.73335947476267e-07	 -3.85423844712156e-04	-2.38007458405253e-10		1.00000007427599e+00
8.70000000000000e-01    	2.45613711412837e-07 	 -3.09056853523444e-01   -9.51056516325545e-01 	4.89531681038494e-07	 -4.54983408977817e-04	-5.14962658921124e-10		1.00000010350507e+00
9.00000000000000e-01    	2.56631617804494e-07 	 -3.09071488356785e-01   -9.51056516347081e-01 	2.32263985196787e-07	 -5.19452268606392e-04	-9.49585384239067e-10		1.00000013491535e+00
9.30000000000000e-01    	2.58764653239462e-07 	 -3.09087923587543e-01   -9.51056516384354e-01 	-1.03392151875416e-07	 -5.74201966839420e-04	-1.56695539308757e-09		1.00000016485394e+00
9.60000000000000e-01    	2.49624172635069e-07 	 -3.09105793386451e-01   -9.51056516442999e-01 	-5.19298290074064e-07	 -6.14238490295013e-04	-2.37355534171639e-09		1.00000018864458e+00
9.90000000000000e-01    	2.26826514814915e-07 	 -3.09124579357989e-01   -9.51056516528470e-01 	-1.01304027102203e-06	 -6.34425805485308e-04	-3.34941555087477e-09		1.00000020124854e+00
1.02000000000000e+00    	1.88141905965569e-07 	 -3.09143610175248e-01   -9.51056516645155e-01 	-1.57653056701793e-06	 -6.29751937603351e-04	-4.44331667454240e-09		1.00000019829497e+00
1.05000000000000e+00    	1.31686460859061e-07 	 -3.09162069718193e-01   -9.51056516795439e-01 	-2.19456340370000e-06	 -5.95627913934363e-04	-5.57340295859475e-09		1.00000017738870e+00
1.08000000000000e+00    	5.61554850732018e-08 	 -3.09179014517720e-01   -9.51056516978879e-01 	-2.84355163640700e-06	 -5.28206858223903e-04	-6.63517536995761e-09		1.00000013950528e+00
1.11000000000000e+00    	-3.89118146853434e-08 	 -3.09193400885872e-01   -9.51056517191752e-01 	-3.49075205133928e-06	 -4.24707895998551e-04	-7.51785950877672e-09		1.00000009019449e+00
1.14000000000000e+00    	-1.52856042511865e-07 	 -3.09204121620239e-01   -9.51056517427215e-01 	-4.09432680795495e-06	 -2.83727498670136e-04	-8.12861224277501e-09		1.00000004025903e+00
1.17000000000000e+00    	-2.83639907829269e-07 	 -3.09210051628272e-01   -9.51056517676270e-01 	-4.60457041018553e-06	 -1.05519622574656e-04	-8.42211712530479e-09		1.00000000557780e+00
1.20000000000000e+00    	-4.27647934775566e-07 	 -3.09210101249926e-01   -9.51056517929662e-01 	-4.96653746642487e-06	 1.07774374179409e-04	-8.43113461132933e-09		1.00000000581999e+00
1.23000000000000e+00    	-5.79587054313879e-07 	 -3.09203275493261e-01   -9.51056518180616e-01 	-5.12413202866758e-06	 3.51964428879513e-04	-8.29193836612058e-09		1.00000006195261e+00
1.26000000000000e+00    	-7.32529867016152e-07 	 -3.09188736868265e-01   -9.51056518428190e-01 	-5.02547620852016e-06	 6.20735798914205e-04	-8.25774493487039e-09		1.00000019266908e+00
1.29000000000000e+00    	-8.78132713090032e-07 	 -3.09165869041020e-01   -9.51056518680753e-01 	-4.62909393139142e-06	 9.05672393706266e-04	-8.69364297679570e-09		1.00000041013187e+00
1.32000000000000e+00    	-1.00704256107532e-06 	 -3.09134338164475e-01   -9.51056518958986e-01 	-3.91017153588989e-06	 1.19638965754272e-03	-1.00484102130976e-08		1.00000071568149e+00
1.35000000000000e+00    	-1.10948120152689e-06 	 -3.09094148502090e-01   -9.51056519297659e-01 	-2.86594780978150e-06	 1.48078261923158e-03	-1.28019835155663e-08		1.00000109636209e+00
1.38000000000000e+00    	-1.17596515295660e-06 	 -3.09045688871056e-01   -9.51056519745510e-01 	-1.51920092080414e-06	 1.74538937105059e-03	-1.73919194470923e-08		1.00000152319202e+00
1.41000000000000e+00    	-1.19808954554421e-06 	 -3.08989766511171e-01   -9.51056520362699e-01 	8.11128442229569e-08	 1.97586437700662e-03	-2.41273211874489e-08		1.00000195201812e+00
