0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.38144793188712e-13 	 -2.85316954889740e+00   -9.27050983120000e-01 	9.10608837631762e-11	 3.75875863486420e-10	-1.01214110895974e-20		1.00000000000000e+00
6.00000000000000e-02    	1.83829272129323e-11 	 -2.85316954887220e+00   -9.27050983120000e-01 	1.56547285775226e-09	 4.62836011232291e-10	-4.40098198536835e-19		1.00000000000000e+00
9.00000000000000e-02    	1.46017827488931e-10 	 -2.85316954911049e+00   -9.27050983120000e-01 	8.28480621850541e-09	 -2.56781095572019e-08	4.06574701126581e-18		1.00000000000000e+00
1.20000000000000e-01    	6.31804622724955e-10 	 -2.85316955153508e+00   -9.27050983120000e-01 	2.66952212500404e-08	 -1.67220539259546e-07	-2.14913942034982e-16		1.00000000000001e+00
1.50000000000000e-01    	1.94543036953001e-09 	 -2.85316956208894e+00   -9.27050983120000e-01 	6.48726496220190e-08	 -6.07003080073538e-07	-5.06395657998188e-15		1.00000000000019e+00
1.80000000000000e-01    	4.80175461745398e-09 	 -2.85316959382140e+00   -9.27050983120000e-01 	1.30722418610923e-07	 -1.63697746793587e-06	-4.60335798422750e-14		1.00000000000135e+00
2.10000000000000e-01    	1.01198553396996e-08 	 -2.85316967014801e+00   -9.27050983120004e-01 	2.29495096414059e-07	 -3.65365421208822e-06	-2.60115361153557e-13		1.00000000000670e+00
2.40000000000000e-01    	1.89004245401424e-08 	 -2.85316982763275e+00   -9.27050983120022e-01 	3.60877649372297e-07	 -7.13048148272078e-06	-1.07900124223901e-12		1.00000000002549e+00
2.70000000000000e-01    	3.20136556284828e-08 	 -2.85317011758363e+00   -9.27050983120085e-01 	5.15996174921941e-07	 -1.25664623690612e-05	-3.57606601447208e-12		1.00000000007909e+00
3.00000000000000e-01    	4.99006700995483e-08 	 -2.85317060577089e+00   -9.27050983120275e-01 	6.74715796805245e-07	 -2.04129168942543e-05	-9.95720021963067e-12		1.00000000020857e+00
3.30000000000000e-01    	7.22034264559033e-08 	 -2.85317136967381e+00   -9.27050983120759e-01 	8.03639296196659e-07	 -3.09829226743758e-05	-2.40593464371923e-11		1.00000000048029e+00
3.60000000000000e-01    	9.73498932099441e-08 	 -2.85317249283519e+00   -9.27050983121852e-01 	8.55186137061963e-07	 -4.43504068262439e-05	-5.15634651890024e-11		1.00000000098385e+00
3.90000000000000e-01    	1.22131974906322e-07 	 -2.85317405614397e+00   -9.27050983124058e-01 	7.68078380916995e-07	 -6.02479015880714e-05	-9.95056749575118e-11		1.00000000181520e+00
4.20000000000000e-01    	1.41322246013316e-07 	 -2.85317612615995e+00   -9.27050983128096e-01 	4.69473229510259e-07	 -7.79734266145994e-05	-1.74682384729176e-10		1.00000000304004e+00
4.50000000000000e-01    	1.47381108694444e-07 	 -2.85317874092129e+00   -9.27050983134850e-01 	-1.21130508307284e-07	 -9.63176648395398e-05	-2.80792925408090e-10		1.00000000463855e+00
4.80000000000000e-01    	1.30307880830729e-07 	 -2.85318189401024e+00   -9.27050983145225e-01 	-1.08621579715488e-06	 -1.13522444246340e-04	-4.14698511608901e-10		1.00000000644426e+00
5.10000000000000e-01    	7.76870887295321e-08 	 -2.85318551796925e+00   -9.27050983159880e-01 	-2.50294699699878e-06	 -1.27280467691714e-04	-5.62952537081382e-10		1.00000000810329e+00
5.40000000000000e-01    	-2.50253651044465e-08 	 -2.85318946843039e+00   -9.27050983178899e-01 	-4.43454000854485e-06	 -1.34784250977382e-04	-7.00595834715009e-10		1.00000000909323e+00
5.70000000000000e-01    	-1.93942540288572e-07 	 -2.85319351051931e+00   -9.27050983201480e-01 	-6.92074498476429e-06	 -1.32829403276430e-04	-7.94806103970093e-10		1.00000000884577e+00
6.00000000000000e-01    	-4.45895101937364e-07 	 -2.85319730919761e+00   -9.27050983225849e-01 	-9.96802605311220e-06	 -1.17973843899548e-04	-8.15965289900813e-10		1.00000000700859e+00
6.30000000000000e-01    	-7.97289598993478e-07 	 -2.85320042519520e+00   -9.27050983249627e-01 	-1.35401530176102e-05	 -8.67504826925954e-05	-7.57716472859885e-10		1.00000000385449e+00
6.60000000000000e-01    	-1.26270086155621e-06 	 -2.85320231804515e+00   -9.27050983270943e-01 	-1.75500291090888e-05	 -3.59265340355141e-05	-6.65445957352919e-10		1.00000000079936e+00
6.90000000000000e-01    	-1.85324893893468e-06 	 -2.85320235746273e+00   -9.27050983290478e-01 	-2.18536526023443e-05	 3.72017412761429e-05	-6.69474035400923e-10		1.00000000093078e+00
