0.00000000000000e+00    	0.00000000000000e+00 	 -9.27050983120000e-01  	2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-6.51274746753073e-13 	 -9.27050983133621e-01   2.85316954890000e+00 	-1.09849793634853e-10	 -2.28037798499271e-09	-5.89876598795461e-20		1.00000000000000e+00
6.00000000000000e-02    	-2.19091730147624e-11 	 -9.27050983561863e-01   2.85316954890000e+00 	-1.85519783154318e-09	 -3.68963599705236e-08	-1.05490383101162e-17		1.00000000000000e+00
9.00000000000000e-02    	-1.71634162807547e-10 	 -9.27050986463932e-01   2.85316954890000e+00 	-9.66201959771157e-09	 -1.84447554463377e-07	-1.40646144119435e-16		1.00000000000002e+00
1.20000000000000e-01    	-7.33075512843682e-10 	 -9.27050996925825e-01   2.85316954890000e+00 	-3.06640298286402e-08	 -5.61840224077814e-07	-9.15648042673044e-17		1.00000000000016e+00
1.50000000000000e-01    	-2.22909213529561e-09 	 -9.27051023678880e-01   2.85316954890000e+00 	-7.34035427578635e-08	 -1.28818800400340e-06	6.71289396855673e-15		1.00000000000083e+00
1.80000000000000e-01    	-5.43322635344839e-09 	 -9.27051078472180e-01   2.85316954890000e+00 	-1.45614253018353e-07	 -2.43663071492706e-06	5.50090816214268e-14		1.00000000000298e+00
2.10000000000000e-01    	-1.13030858237164e-08 	 -9.27051173857474e-01   2.85316954890000e+00 	-2.51304817547246e-07	 -3.97777993589191e-06	2.54017971705583e-13		1.00000000000794e+00
2.40000000000000e-01    	-2.08196721973220e-08 	 -9.27051319240864e-01   2.85316954890002e+00 	-3.87466363374980e-07	 -5.72202619726696e-06	8.44334401585934e-13		1.00000000001645e+00
2.70000000000000e-01    	-3.47272388393633e-08 	 -9.27051515287853e-01   2.85316954890006e+00 	-5.40805309248078e-07	 -7.26885202664341e-06	2.20632430931194e-12		1.00000000002656e+00
3.00000000000000e-01    	-5.31810582962312e-08 	 -9.27051747017415e-01   2.85316954890016e+00 	-6.84947125099839e-07	 -7.97148539494369e-06	4.70918157021567e-12		1.00000000003201e+00
3.30000000000000e-01    	-7.53240241895916e-08 	 -9.27051976164050e-01   2.85316954890036e+00 	-7.78561495587453e-07	 -6.92464809368210e-06	8.26887350558376e-12		1.00000000002428e+00
3.60000000000000e-01    	-9.88260810944754e-08 	 -9.27052133601082e-01   2.85316954890066e+00 	-7.64822809497263e-07	 -2.98180771393403e-06	1.15418723759333e-11		1.00000000000474e+00
3.90000000000000e-01    	-1.19431843960131e-07 	 -9.27052112781618e-01   2.85316954890101e+00 	-5.72543624547381e-07	 5.19370826381125e-06	1.08578414003473e-11		1.00000000001365e+00
4.20000000000000e-01    	-1.30570311816556e-07 	 -9.27051765246033e-01   2.85316954890120e+00 	-1.19207792807136e-07	 1.90420159531917e-05	-7.12386512654878e-13		1.00000000018131e+00
4.50000000000000e-01    	-1.23085366968084e-07 	 -9.27050899251390e-01   2.85316954890076e+00 	6.84008134821681e-07	 3.99857369149820e-05	-3.34099029663176e-11		1.00000000079966e+00
4.80000000000000e-01    	-8.51460999354993e-08 	 -9.27049282489009e-01   2.85316954889887e+00 	1.92529283266084e-06	 6.92794384033350e-05	-9.89478875530246e-11		1.00000000240167e+00
5.10000000000000e-01    	-2.39150404520435e-09 	 -9.27046649668537e-01   2.85316954889440e+00 	3.68357040588734e-06	 1.07837336850581e-04	-2.05749985832368e-10		1.00000000582123e+00
5.40000000000000e-01    	1.41645405863839e-07 	 -9.27042715464257e-01   2.85316954888613e+00 	6.01858208172342e-06	 1.56050153764475e-04	-3.50654519298571e-10		1.00000001219394e+00
5.70000000000000e-01    	3.64803396364519e-07 	 -9.27037192953673e-01   2.85316954887323e+00 	8.96023860343186e-06	 2.13604512969567e-04	-5.07420753714053e-10		1.00000002285359e+00
6.00000000000000e-01    	6.85237109805695e-07 	 -9.27029817248103e-01   2.85316954885618e+00 	1.24979496475211e-05	 2.79320037364742e-04	-6.13804297665742e-10		1.00000003908794e+00
6.30000000000000e-01    	1.12005097173175e-06 	 -9.27020373545054e-01   2.85316954883798e+00 	1.65707632423717e-05	 3.51020150009236e-04	-5.60627806785244e-10		1.00000006174487e+00
6.60000000000000e-01    	1.68366095672756e-06 	 -9.27008728352502e-01   2.85316954882572e+00 	2.10592443362864e-05	 4.25452364559167e-04	-1.87698386087065e-10		1.00000009072660e+00
6.90000000000000e-01    	2.38595104190071e-06 	 -9.26994862179267e-01   2.85316954883194e+00 	2.57800735144595e-05	 4.98272480393344e-04	7.07991217822996e-10		1.00000012447003e+00
7.20000000000000e-01    	3.23032063369242e-06 	 -9.26978901588342e-01   2.85316954887564e+00 	3.04843366382983e-05	 5.64104564098434e-04	2.34720634511852e-09		1.00000015957161e+00
7.50000000000000e-01    	4.21174722164085e-06 	 -9.26961148205548e-01   2.85316954898219e+00 	3.48603838353894e-05	 6.16684961789570e-04	4.92473166934787e-09		1.00000019075778e+00
7.80000000000000e-01    	5.31501223948065e-06 	 -9.26942102095436e-01   2.85316954918166e+00 	3.85419431952201e-05	 6.49093981886830e-04	8.54977945773162e-09		1.00000021140422e+00
8.10000000000000e-01    	6.51325437754814e-06 	 -9.26922476886083e-01   2.85316954950529e+00 	4.11218690450152e-05	 6.54073522971954e-04	1.31794235713261e-08		1.00000021475157e+00
8.40000000000000e-01    	7.76702000220499e-06 	 -9.26903204163191e-01   2.85316954998002e+00 	4.21714883850557e-05	 6.24423067067394e-04	1.85602433055568e-08		1.00000019584128e+00
8.70000000000000e-01    	9.02397182983485e-06 	 -9.26885424971587e-01   2.85316955062155e+00 	4.12650025063845e-05	 5.53460436730156e-04	2.41982656127846e-08		1.00000015401062e+00
9.00000000000000e-01    	1.02193924525622e-05 	 -9.26870466758661e-01   2.85316955142738e+00 	3.80078467260464e-05	 4.35527880944271e-04	2.93788911722073e-08		1.00000009556456e+00
9.30000000000000e-01    	1.12775782059875e-05 	 -9.26859804758198e-01   2.85316955237124e+00 	3.20673735024668e-05	 2.66518781846915e-04	3.32550516447763e-08		1.00000003603029e+00
9.60000000000000e-01    	1.21141628555572e-05 	 -9.26855007622106e-01   2.85316955340141e+00 	2.32037818339542e-05	 4.43959289568667e-05	3.50123424852639e-08		1.00000000125471e+00
9.90000000000000e-01    	1.26393437570188e-05 	 -9.26857668028815e-01   2.85316955444514e+00 	1.12989509847427e-05	 -2.30330768875552e-04	3.41044755772462e-08		1.00000002658996e+00
1.02000000000000e+00    	1.27619119364915e-05 	 -9.26869319988008e-01   2.85316955542076e+00 	-3.61918111777315e-06	 -5.54200775955829e-04	3.05328109554485e-08		1.00000015357579e+00
1.05000000000000e+00    	1.23939200397774e-05 	 -9.26891345571313e-01   2.85316955625838e+00 	-2.13587852826066e-05	 -9.20506987000894e-04	2.51232774821388e-08		1.00000042389457e+00
1.08000000000000e+00    	1.14557669700576e-05 	 -9.26924874771447e-01   2.85316955692802e+00 	-4.15543941566051e-05	 -1.31913848485148e-03	1.97372931145385e-08		1.00000087092618e+00
1.11000000000000e+00    	9.88144295516952e-06 	 -9.26970683068505e-01   2.85316955747222e+00 	-6.36660089200328e-05	 -1.73658891328628e-03	1.73455362822973e-08		1.00000150989607e+00
1.14000000000000e+00    	7.62366883273189e-06 	 -9.27029092002059e-01   2.85316955803799e+00 	-8.69869476959542e-05	 -2.15615121341705e-03	2.18993068849691e-08		1.00000232827468e+00
1.17000000000000e+00    	4.65867951557448e-06 	 -9.27099878555041e-01   2.85316955890121e+00 	-1.10659490995365e-04	 -2.55831152246938e-03	3.79567311025355e-08		1.00000327859631e+00
1.20000000000000e+00    	9.90439940691520e-07 	 -9.27182199400095e-01   2.85316956047612e+00 	-1.33696764654465e-04	 -2.92134557281929e-03	7.00602902511326e-08		1.00000427605825e+00
1.23000000000000e+00    	-3.34586660910972e-06 	 -9.27274536001254e-01   2.85316956330290e+00 	-1.55009056774074e-04	 -3.22211033419796e-03	1.21914442038500e-07		1.00000520299788e+00
1.26000000000000e+00    	-8.28118586901052e-06 	 -9.27374666176620e-01   2.85316956800884e+00 	-1.73432989090845e-04	 -3.43701238309797e-03	1.95469869579994e-07		1.00000592154905e+00
1.29000000000000e+00    	-1.37108456011930e-05 	 -9.27479666999830e-01   2.85316957524259e+00 	-1.87762661576294e-04	 -3.54312310499693e-03	2.90073240103997e-07		1.00000629446831e+00
1.32000000000000e+00    	-1.94937730405123e-05 	 -9.27585952855553e-01   2.85316958558625e+00 	-1.96782956003456e-04	 -3.51939993143499e-03	4.01875571209919e-07		1.00000621243049e+00
1.35000000000000e+00    	-2.54527593860534e-05 	 -9.27689351091145e-01   2.85316959945613e+00 	-1.99306399251102e-04	 -3.34796300116235e-03	5.23696140571544e-07		1.00000562427397e+00
1.38000000000000e+00    	-3.13759127096831e-05 	 -9.27785216064948e-01   2.85316961700829e+00 	-1.94216037835588e-04	 -3.01536851940217e-03	6.45503282076205e-07		1.00000456507338e+00
1.41000000000000e+00    	-3.70195241095759e-05 	 -9.27868580540408e-01   2.85316963806897e+00 	-1.80517305524847e-04	 -2.51381423894681e-03	7.55595239930355e-07		1.00000317591950e+00
1.44000000000000e+00    	-4.21126593072046e-05 	 -9.27934341388272e-01   2.85316966211065e+00 	-1.57401545313118e-04	 -1.84220939948854e-03	8.42448373122380e-07		1.00000170925425e+00
1.47000000000000e+00    	-4.63638498088534e-05 	 -9.27977474523769e-01   2.85316968829168e+00 	-1.24322450259703e-04	 -1.00704153887962e-03	8.97060241634482e-07		1.00000051479464e+00
1.50000000000000e+00    	-4.94702606343212e-05 	 -9.27993272019319e-01   2.85316971556977e+00 	-8.10841709032366e-05	 -2.29761107238184e-05	9.15473542726116e-07		1.00000000355169e+00
1.53000000000000e+00    	-5.11296240180786e-05 	 -9.27977592501102e-01   2.85316974288872e+00 	-2.79363933242786e-05	 1.08686806278173e-03	9.01051271799643e-07		1.00000059103155e+00
1.56000000000000e+00    	-5.10550286832175e-05 	 -9.27927114367764e-01   2.85316976942352e+00 	3.43322296114377e-05	 2.29101384835307e-03	8.66013006794515e-07		1.00000262495851e+00
1.59000000000000e+00    	-4.89923376655324e-05 	 -9.27839580168208e-01   2.85316979485451e+00 	1.04314636083425e-04	 3.55012379657099e-03	8.31761815976234e-07		1.00000630711071e+00
1.62000000000000e+00    	-4.47395924082280e-05 	 -9.27714019740284e-01   2.85316981962852e+00 	1.79934955653493e-04	 4.81791673699491e-03	8.27645780909776e-07		1.00001162228194e+00
1.65000000000000e+00    	-3.81672903002329e-05 	 -9.27550939524453e-01   2.85316984515723e+00 	2.58443075465485e-04	 6.04249968181027e-03	8.88006988291835e-07		1.00001828913076e+00
1.68000000000000e+00    	-2.92379633135268e-05 	 -9.27352465882294e-01   2.85316987390251e+00 	3.36468448392917e-04	 7.16809144492171e-03	1.04765502520199e-06		1.00002574704208e+00
1.71000000000000e+00    	-1.80231189420903e-05 	 -9.27122431293681e-01   2.85316990930780e+00 	4.10142897298549e-04	 8.13709371749430e-03	1.33622380737227e-06		1.00003318970580e+00
1.74000000000000e+00    	-4.71541708568840e-06 	 -9.26866393967035e-01   2.85316995555261e+00 	4.75294872042622e-04	 8.89244536250151e-03	1.77217719955482e-06		1.00003964996038e+00
1.77000000000000e+00    	1.03659776271323e-05 	 -9.26591583627123e-01   2.85317001713425e+00 	5.27708174452891e-04	 9.38017743650840e-03	2.35745974155453e-06		1.00004413213129e+00
1.80000000000000e+00    	2.67785620356378e-05 	 -9.26306768966306e-01   2.85317009831249e+00 	5.63427733880986e-04	 9.55207085556764e-03	3.07388553232380e-06		1.00004577871110e+00
1.83000000000000e+00    	4.39691996774037e-05 	 -9.26022045357440e-01   2.85317020248493e+00 	5.79085154225318e-04	 9.36830647302454e-03	3.88227630638237e-06		1.00004404929026e+00
1.86000000000000e+00    	6.12964490170036e-05 	 -9.25748544816910e-01   2.85317033158725e+00 	5.72209227227554e-04	 8.79998922405032e-03	4.72507879453195e-06		1.00003888287210e+00
1.89000000000000e+00    	7.80614944258270e-05 	 -9.25498073757693e-01   2.85317048562817e+00 	5.41483106362539e-04	 7.83142433850880e-03	5.53272392442207e-06		1.00003081174619e+00
1.92000000000000e+00    	9.35455279580608e-05 	 -9.25282687667226e-01   2.85317066246761e+00 	4.86911665160233e-04	 6.46202473124077e-03	6.23338456217779e-06		1.00002099722228e+00
1.95000000000000e+00    	1.07050440000667e-04 	 -9.25114215362885e-01   2.85317085792671e+00 	4.09870346829089e-04	 4.70773478192614e-03	6.76512618541831e-06		1.00001116534079e+00
1.98000000000000e+00    	1.17939003740331e-04 	 -9.25003748787849e-01   2.85317106627864e+00 	3.13020262469795e-04	 2.60186701912758e-03	7.08883294038457e-06		1.00000343386607e+00
2.01000000000000e+00    	1.25670534648769e-04 	 -9.24961117261175e-01   2.85317128111361e+00 	2.00092104356553e-04	 1.95264881982717e-04	7.19984734751621e-06		1.00000003910853e+00
2.04000000000000e+00    	1.29828371935733e-04 	 -9.24994367512444e-01   2.85317149650600e+00 	7.55613212293422e-05	 -2.44427322150525e-03	7.13609457747290e-06		1.00000299011154e+00
2.07000000000000e+00    	1.30136485028675e-04 	 -9.25109272517581e-01   2.85317170834669e+00 	-5.57440873241212e-05	 -5.23334613941646e-03	6.98065168821496e-06		1.00001369544019e+00
2.10000000000000e+00    	1.26463978147832e-04 	 -9.25308892910578e-01   2.85317191564988e+00 	-1.89047251164637e-04	 -8.07508434971804e-03	6.85729972337957e-06		1.00003262085451e+00
2.13000000000000e+00    	1.18818072129040e-04 	 -9.25593214406162e-01   2.85317212161303e+00 	-3.19974680361298e-04	 -1.08620372856836e-02	6.91853015055126e-06		1.00005904139989e+00
2.16000000000000e+00    	1.07328019724812e-04 	 -9.25958883126093e-01   2.85317233421010e+00 	-4.44797107380845e-04	 -1.34797476997924e-02	7.32666612329764e-06		1.00009094661246e+00
2.19000000000000e+00    	9.22240397418987e-05 	 -9.26399057968273e-01   2.85317256613765e+00 	-5.60512769174395e-04	 -1.58109108824981e-02	8.23004059516194e-06		1.00012514174239e+00
2.22000000000000e+00    	7.38164133381068e-05 	 -9.26903395296760e-01   2.85317283400991e+00 	-6.64750889309661e-04	 -1.77399829678670e-02	9.73734145544843e-06		1.00015756207923e+00
2.25000000000000e+00    	5.24801034677441e-05 	 -9.27458176467156e-01   2.85317315680608e+00 	-7.55504377965194e-04	 -1.91580737072838e-02	1.18940697193331e-05		1.00018378446989e+00
2.28000000000000e+00    	2.86494772426267e-05 	 -9.28046583305333e-01   2.85317355369732e+00 	-8.30734934451306e-04	 -1.99679365182684e-02	1.46653651058834e-05		1.00019968447526e+00
2.31000000000000e+00    	2.82592613756085e-06 	 -9.28649120906940e-01   2.85317404150474e+00 	-8.87925234514477e-04	 -2.00888531789746e-02	1.79290990704645e-05		1.00020215494405e+00
2.34000000000000e+00    	-2.44014392081263e-05 	 -9.29244181252060e-01   2.85317463214144e+00 	-9.23675806269019e-04	 -1.94612024531673e-02	2.14820741885621e-05		1.00018977801185e+00
2.37000000000000e+00    	-5.23249549156780e-05 	 -9.29808735281316e-01   2.85317533045258e+00 	-9.33453252460113e-04	 -1.80505010160048e-02	2.50604660365842e-05		1.00016333293614e+00
