t	x	y	z	px	py	pz	gam	Ex	Ey	Ez	Bx	By	Bz
0.00000000e+00	0.00000000e+00	2.00000000e+00	0.00000000e+00	-1.00000000e+00	0.00000000e+00	0.00000000e+00	1.41421356e+00	0.00000000e+00	-0.00000000e+00	0.00000000e+00	-nan	0.00000000e+00	-0.00000000e+00
5.00000000e-02	-3.53553391e-02	2.00000000e+00	5.08952295e-26	-1.00000000e+00	3.08407340e-11	1.56757747e-23	1.41421356e+00	0.00000000e+00	1.78143180e-09	0.00000000e+00	-1.41761839e-10	0.00000000e+00	1.78143180e-09
1.00000000e-01	-7.07106781e-02	2.00000000e+00	8.72489816e-23	-1.00000000e+00	8.87391542e-10	1.29782136e-20	1.41421356e+00	0.00000000e+00	2.44907389e-08	0.00000000e+00	-1.94891108e-09	0.00000000e+00	2.44907389e-08
1.50000000e-01	-1.06066017e-01	2.00000000e+00	5.54249358e-21	-1.00000000e+00	5.59149299e-09	5.15276122e-19	1.41421356e+00	0.00000000e+00	9.39849023e-08	0.00000000e+00	-7.47908088e-09	0.00000000e+00	9.39849023e-08
2.00000000e-01	-1.41421356e-01	2.00000000e+00	8.28200449e-20	-1.00000000e+00	1.76942894e-08	5.16001193e-18	1.41421356e+00	0.00000000e+00	1.87081018e-07	0.00000000e+00	-1.48874344e-08	0.00000000e+00	1.87081018e-07
2.50000000e-01	-1.76776695e-01	2.00000000e+00	5.02287780e-19	-1.00000000e+00	3.51184995e-08	2.03262075e-17	1.41421356e+00	0.00000000e+00	1.93173406e-07	0.00000000e+00	-1.53722512e-08	0.00000000e+00	1.93173406e-07
3.00000000e-01	-2.12132034e-01	2.00000000e+00	1.48537261e-18	-1.00000000e+00	4.33328918e-08	3.09470884e-17	1.41421356e+00	0.00000000e+00	-5.72268564e-08	0.00000000e+00	4.55396853e-09	0.00000000e+00	-5.72268564e-08
3.50000000e-01	-2.47487373e-01	2.00000000e+00	2.17473321e-18	-1.00000000e+00	1.44041491e-08	3.41947630e-18	1.41421356e+00	0.00000000e+00	-6.85779703e-07	0.00000000e+00	5.45726147e-08	0.00000000e+00	-6.85779703e-07
4.00000000e-01	-2.82842712e-01	2.00000000e+00	3.07704395e-18	-1.00000000e+00	-8.28234762e-08	1.13055413e-16	1.41421356e+00	0.00000000e+00	-1.62361735e-06	0.00000000e+00	1.29203363e-07	0.00000000e+00	-1.62361735e-06
4.50000000e-01	-3.18198052e-01	2.00000000e+00	2.06728215e-17	-1.00000000e+00	-2.61737330e-07	1.12905680e-15	1.41421356e+00	0.00000000e+00	-2.51639474e-06	0.00000000e+00	2.00248331e-07	0.00000000e+00	-2.51639474e-06
5.00000000e-01	-3.53553391e-01	1.99999998e+00	1.05735372e-16	-1.00000000e+00	-4.94076058e-07	4.02320419e-15	1.41421356e+00	0.00000000e+00	-2.76348038e-06	0.00000000e+00	2.19910783e-07	0.00000000e+00	-2.76348038e-06
5.50000000e-01	-3.88908730e-01	1.99999996e+00	3.19464458e-16	-1.00000000e+00	-6.96779324e-07	8.00156557e-15	1.41421356e+00	0.00000000e+00	-1.73039179e-06	0.00000000e+00	1.37700206e-07	0.00000000e+00	-1.73039179e-06
6.00000000e-01	-4.24264069e-01	1.99999994e+00	6.37631439e-16	-1.00000000e+00	-7.43092309e-07	9.10059927e-15	1.41421356e+00	0.00000000e+00	9.10631749e-07	0.00000000e+00	-7.24657744e-08	0.00000000e+00	9.10631749e-07
6.50000000e-01	-4.59619408e-01	1.99999991e+00	8.87831928e-16	-1.00000000e+00	-5.03772666e-07	4.18267039e-15	1.41421356e+00	0.00000000e+00	4.84343447e-06	0.00000000e+00	-3.85428286e-07	0.00000000e+00	4.84343447e-06
7.00000000e-01	-4.94974747e-01	1.99999991e+00	9.37697130e-16	-1.00000000e+00	8.93424966e-08	1.31552655e-16	1.41421356e+00	0.00000000e+00	8.95079164e-06	0.00000000e+00	-7.12281401e-07	0.00000000e+00	8.95079164e-06
7.50000000e-01	-5.30330086e-01	1.99999992e+00	1.13180310e-15	-1.00000000e+00	9.79576890e-07	1.58147207e-14	1.41421356e+00	0.00000000e+00	1.14847402e-05	0.00000000e+00	-9.13926625e-07	0.00000000e+00	1.14847402e-05
8.00000000e-01	-5.65685425e-01	1.99999998e+00	2.44078034e-15	-1.00000000e+00	1.95207165e-06	6.28023615e-14	1.41421356e+00	0.00000000e+00	1.06029125e-05	0.00000000e+00	-8.43752976e-07	0.00000000e+00	1.06029125e-05
8.50000000e-01	-6.01040764e-01	2.00000006e+00	5.66694250e-15	-1.00000000e+00	2.65816727e-06	1.16452568e-13	1.41421356e+00	0.00000000e+00	5.15109788e-06	0.00000000e+00	-4.09911333e-07	0.00000000e+00	5.15109788e-06
9.00000000e-01	-6.36396103e-01	2.00000016e+00	1.00822931e-14	-1.00000000e+00	2.70795003e-06	1.20855314e-13	1.41421356e+00	0.00000000e+00	-4.57598059e-06	0.00000000e+00	3.64144937e-07	0.00000000e+00	-4.57598059e-06
9.50000000e-01	-6.71751442e-01	2.00000024e+00	1.33292173e-14	-1.00000000e+00	1.81476281e-06	5.42780533e-14	1.41421356e+00	0.00000000e+00	-1.64337119e-05	0.00000000e+00	1.30775308e-06	0.00000000e+00	-1.64337119e-05
1.00000000e+00	-7.07106781e-01	2.00000027e+00	1.40311924e-14	-1.00000000e+00	-5.19171357e-08	4.44377289e-17	1.41421356e+00	0.00000000e+00	-2.66670435e-05	0.00000000e+00	2.12209560e-06	0.00000000e+00	-2.66670435e-05
1.05000000e+00	-7.42462120e-01	2.00000023e+00	1.52930573e-14	-1.00000000e+00	-2.56548587e-06	1.08473515e-13	1.41421356e+00	0.00000000e+00	-3.08801841e-05	0.00000000e+00	2.45736669e-06	0.00000000e+00	-3.08801841e-05
1.10000000e+00	-7.77817459e-01	2.00000009e+00	2.42124427e-14	-1.00000000e+00	-5.04958572e-06	4.20238587e-13	1.41421356e+00	0.00000000e+00	-2.55509259e-05	0.00000000e+00	2.03327799e-06	0.00000000e+00	-2.55509259e-05
1.15000000e+00	-8.13172798e-01	1.99999988e+00	4.49623240e-14	-1.00000000e+00	-6.62263333e-06	7.22846132e-13	1.41421356e+00	0.00000000e+00	-9.63702321e-06	0.00000000e+00	7.66889986e-07	0.00000000e+00	-9.63702321e-06
1.20000000e+00	-8.48528137e-01	1.99999964e+00	7.12299832e-14	-1.00000000e+00	-6.46209452e-06	6.88225953e-13	1.41421356e+00	0.00000000e+00	1.43272817e-05	0.00000000e+00	-1.14012905e-06	0.00000000e+00	1.43272817e-05
1.25000000e+00	-8.83883476e-01	1.99999945e+00	8.89754631e-14	-1.00000000e+00	-4.12034712e-06	2.79802676e-13	1.41421356e+00	0.00000000e+00	4.01939994e-05	0.00000000e+00	-3.19853772e-06	0.00000000e+00	4.01939994e-05
1.30000000e+00	-9.19238816e-01	1.99999938e+00	9.24465672e-14	-1.00000000e+00	2.12618612e-07	7.44841260e-16	1.41421356e+00	0.00000000e+00	5.94965258e-05	0.00000000e+00	-4.73458457e-06	0.00000000e+00	5.94965258e-05
1.35000000e+00	-9.54594155e-01	1.99999948e+00	9.87049857e-14	-1.00000000e+00	5.60971621e-06	5.18640210e-13	1.41421356e+00	0.00000000e+00	6.39103380e-05	0.00000000e+00	-5.08582443e-06	0.00000000e+00	6.39103380e-05
1.40000000e+00	-9.89949494e-01	1.99999977e+00	1.38981954e-13	-1.00000000e+00	1.05458811e-05	1.83294841e-12	1.41421356e+00	0.00000000e+00	4.82426140e-05	0.00000000e+00	-3.83902569e-06	0.00000000e+00	4.82426140e-05
1.45000000e+00	-1.02530483e+00	2.00000020e+00	2.25592958e-13	-1.00000000e+00	1.32811648e-05	2.90707892e-12	1.41421356e+00	0.00000000e+00	1.29842602e-05	0.00000000e+00	-1.03325449e-06	0.00000000e+00	1.29842602e-05
1.50000000e+00	-1.06066017e+00	2.00000066e+00	3.26921490e-13	-1.00000000e+00	1.24064808e-05	2.53677370e-12	1.41421356e+00	0.00000000e+00	-3.45835985e-05	0.00000000e+00	2.75207441e-06	0.00000000e+00	-3.45835985e-05
1.55000000e+00	-1.09601551e+00	2.00000103e+00	3.89212875e-13	-1.00000000e+00	7.39558928e-06	9.01426924e-13	1.41421356e+00	0.00000000e+00	-8.14208045e-05	0.00000000e+00	6.47925843e-06	0.00000000e+00	-8.14208045e-05
1.60000000e+00	-1.13137085e+00	2.00000115e+00	3.99439393e-13	-1.00000000e+00	-1.02728031e-06	1.73940371e-14	1.41421356e+00	0.00000000e+00	-1.11965489e-04	0.00000000e+00	8.90992541e-06	0.00000000e+00	-1.11965489e-04
1.65000000e+00	-1.16672619e+00	2.00000094e+00	4.24751657e-13	-1.00000000e+00	-1.08682326e-05	1.94671519e-12	1.41421356e+00	0.00000000e+00	-1.12883171e-04	0.00000000e+00	8.98295314e-06	0.00000000e+00	-1.12883171e-04
1.70000000e+00	-1.20208153e+00	2.00000039e+00	5.64931330e-13	-1.00000000e+00	-1.92680567e-05	6.11871494e-12	1.41421356e+00	0.00000000e+00	-7.79779298e-05	0.00000000e+00	6.20528527e-06	0.00000000e+00	-7.79779298e-05
1.75000000e+00	-1.23743687e+00	1.99999963e+00	8.41272307e-13	-1.00000000e+00	-2.32739954e-05	8.92742668e-12	1.41421356e+00	0.00000000e+00	-1.16168132e-05	0.00000000e+00	9.24436799e-07	0.00000000e+00	-1.16168132e-05
1.80000000e+00	-1.27279221e+00	1.99999883e+00	1.13974272e-12	-1.00000000e+00	-2.07875172e-05	7.12179685e-12	1.41421356e+00	0.00000000e+00	7.07608995e-05	0.00000000e+00	-5.63097677e-06	0.00000000e+00	7.07608995e-05
1.85000000e+00	-1.30814755e+00	1.99999824e+00	1.30526045e-12	-1.00000000e+00	-1.14033043e-05	2.14311134e-12	1.41421356e+00	0.00000000e+00	1.45730182e-04	0.00000000e+00	-1.15968496e-05	0.00000000e+00	1.45730182e-04
1.90000000e+00	-1.34350288e+00	1.99999808e+00	1.32707376e-12	-1.00000000e+00	3.15793171e-06	1.64350153e-13	1.41421356e+00	0.00000000e+00	1.88141515e-04	0.00000000e+00	-1.49718404e-05	0.00000000e+00	1.88141515e-04
