t	x	y	z	px	py	pz	gam	Ex	Ey	Ez	Bx	By	Bz
0.00000000e+00	0.00000000e+00	2.00000000e+00	0.00000000e+00	-1.00000000e+00	0.00000000e+00	0.00000000e+00	1.41421356e+00	0.00000000e+00	-0.00000000e+00	0.00000000e+00	-nan	0.00000000e+00	-0.00000000e+00
5.00000000e-02	-3.53553391e-02	2.00000000e+00	3.70543802e-23	-1.00000000e+00	8.32108571e-10	1.14114175e-20	1.41421356e+00	0.00000000e+00	4.80576051e-08	0.00000000e+00	-3.82430270e-09	0.00000000e+00	4.80576051e-08
1.00000000e-01	-7.07106781e-02	2.00000000e+00	6.34402997e-20	-1.00000000e+00	2.39257393e-08	9.43441725e-18	1.41421356e+00	0.00000000e+00	6.60121191e-07	0.00000000e+00	-5.25307753e-08	0.00000000e+00	6.60121191e-07
1.50000000e-01	-1.06066017e-01	2.00000000e+00	4.02504669e-18	-1.00000000e+00	1.50654032e-07	3.74064045e-16	1.41421356e+00	0.00000000e+00	2.53109501e-06	0.00000000e+00	-2.01418141e-07	0.00000000e+00	2.53109501e-06
2.00000000e-01	-1.41421356e-01	2.00000001e+00	6.00755688e-17	-1.00000000e+00	4.76437846e-07	3.74107967e-15	1.41421356e+00	0.00000000e+00	5.03394366e-06	0.00000000e+00	-4.00588506e-07	0.00000000e+00	5.03394366e-06
2.50000000e-01	-1.76776695e-01	2.00000004e+00	3.63984609e-16	-1.00000000e+00	9.45083253e-07	1.47205685e-14	1.41421356e+00	0.00000000e+00	5.19342592e-06	0.00000000e+00	-4.13279695e-07	0.00000000e+00	5.19342592e-06
3.00000000e-01	-2.12132034e-01	2.00000008e+00	1.07570023e-15	-1.00000000e+00	1.16587148e-06	2.24019487e-14	1.41421356e+00	0.00000000e+00	-1.53721345e-06	0.00000000e+00	1.22327555e-07	0.00000000e+00	-1.53721345e-06
3.50000000e-01	-2.47487373e-01	2.00000011e+00	1.57515146e-15	-1.00000000e+00	3.89231221e-07	2.49689238e-15	1.41421356e+00	0.00000000e+00	-1.84054439e-05	0.00000000e+00	1.46465861e-06	0.00000000e+00	-1.84054439e-05
4.00000000e-01	-2.82842712e-01	2.00000008e+00	2.22219654e-15	-1.00000000e+00	-2.21895849e-06	8.11489287e-14	1.41421356e+00	0.00000000e+00	-4.35383967e-05	0.00000000e+00	3.46467538e-06	0.00000000e+00	-4.35383967e-05
4.50000000e-01	-3.18198052e-01	1.99999993e+00	1.48599754e-14	-1.00000000e+00	-7.01444570e-06	8.10907222e-13	1.41421356e+00	0.00000000e+00	-6.74208584e-05	0.00000000e+00	5.36518164e-06	0.00000000e+00	-6.74208584e-05
5.00000000e-01	-3.53553391e-01	1.99999957e+00	7.59308297e-14	-1.00000000e+00	-1.32366952e-05	2.88764386e-12	1.41421356e+00	0.00000000e+00	-7.39772749e-05	0.00000000e+00	5.88692575e-06	0.00000000e+00	-7.39772749e-05
5.50000000e-01	-3.88908730e-01	1.99999900e+00	2.29272650e-13	-1.00000000e+00	-1.86608148e-05	5.73912592e-12	1.41421356e+00	0.00000000e+00	-4.62820401e-05	0.00000000e+00	3.68300957e-06	0.00000000e+00	-4.62820401e-05
6.00000000e-01	-4.24264069e-01	1.99999830e+00	4.57439563e-13	-1.00000000e+00	-1.98994282e-05	6.52628090e-12	1.41421356e+00	0.00000000e+00	2.43352955e-05	0.00000000e+00	-1.93654293e-06	0.00000000e+00	2.43352955e-05
6.50000000e-01	-4.59619408e-01	1.99999768e+00	6.36976645e-13	-1.00000000e+00	-1.35073662e-05	3.00694521e-12	1.41421356e+00	0.00000000e+00	1.29322105e-04	0.00000000e+00	-1.02911380e-05	0.00000000e+00	1.29322105e-04
7.00000000e-01	-4.94974747e-01	1.99999746e+00	6.72948782e-13	-1.00000000e+00	2.32159543e-06	8.88239972e-14	1.41421356e+00	0.00000000e+00	2.38784448e-04	0.00000000e+00	-1.90018868e-05	0.00000000e+00	2.38784448e-04
7.50000000e-01	-5.30330086e-01	1.99999794e+00	8.10021916e-13	-1.00000000e+00	2.60601258e-05	1.11927744e-11	1.41421356e+00	0.00000000e+00	3.06119379e-04	0.00000000e+00	-2.43602313e-05	0.00000000e+00	3.06119379e-04
8.00000000e-01	-5.65685425e-01	1.99999933e+00	1.73751568e-12	-9.99999999e-01	5.19703845e-05	4.45139987e-11	1.41421356e+00	0.00000000e+00	2.82370750e-04	0.00000000e+00	-2.24703579e-05	0.00000000e+00	2.82370750e-04
8.50000000e-01	-6.01040764e-01	2.00000153e+00	4.02423573e-12	-9.99999999e-01	7.07674932e-05	8.25376702e-11	1.41421356e+00	0.00000000e+00	1.37062621e-04	0.00000000e+00	-1.09070885e-05	0.00000000e+00	1.37062621e-04
9.00000000e-01	-6.36396103e-01	2.00000412e+00	7.15355432e-12	-9.99999999e-01	7.20931591e-05	8.56589402e-11	1.41421356e+00	0.00000000e+00	-1.21654409e-04	0.00000000e+00	9.68093033e-06	0.00000000e+00	-1.21654409e-04
9.50000000e-01	-6.71751442e-01	2.00000633e+00	9.45601386e-12	-1.00000000e+00	4.83596155e-05	3.85435636e-11	1.41421356e+00	0.00000000e+00	-4.36519297e-04	0.00000000e+00	3.47369919e-05	0.00000000e+00	-4.36519297e-04
1.00000000e+00	-7.07106781e-01	2.00000724e+00	9.95601007e-12	-1.00000000e+00	-1.20077494e-06	2.40483302e-14	1.41421356e+00	0.00000000e+00	-7.07727801e-04	0.00000000e+00	5.63189852e-05	0.00000000e+00	-7.07727801e-04
1.05000000e+00	-7.42462120e-01	2.00000604e+00	1.08372432e-11	-9.99999999e-01	-6.78797881e-05	7.59391272e-11	1.41421356e+00	0.00000000e+00	-8.18831002e-04	0.00000000e+00	6.51603039e-05	0.00000000e+00	-8.18831002e-04
1.10000000e+00	-7.77817459e-01	2.00000244e+00	1.70897745e-11	-9.99999996e-01	-1.33721397e-04	2.94703721e-10	1.41421357e+00	0.00000000e+00	-6.76929442e-04	0.00000000e+00	5.38682676e-05	0.00000000e+00	-6.76929442e-04
1.15000000e+00	-8.13172798e-01	1.99999687e+00	3.16420170e-11	-9.99999994e-01	-1.75381166e-04	5.06932322e-10	1.41421357e+00	0.00000000e+00	-2.55094710e-04	0.00000000e+00	2.02998238e-05	0.00000000e+00	-2.55094710e-04
1.20000000e+00	-8.48528136e-01	1.99999059e+00	5.00634311e-11	-9.99999994e-01	-1.71137460e-04	4.82696420e-10	1.41421357e+00	0.00000000e+00	3.78916664e-04	0.00000000e+00	-3.01533719e-05	0.00000000e+00	3.78916664e-04
1.25000000e+00	-8.83883475e-01	1.99998546e+00	6.25162591e-11	-9.99999998e-01	-1.09236034e-04	1.96657745e-10	1.41421356e+00	0.00000000e+00	1.06209257e-03	0.00000000e+00	-8.45192555e-05	0.00000000e+00	1.06209257e-03
1.30000000e+00	-9.19238814e-01	1.99998349e+00	6.49635155e-11	-1.00000000e+00	5.20584966e-06	4.42745496e-13	1.41421356e+00	0.00000000e+00	1.57077557e-03	0.00000000e+00	-1.24999380e-04	0.00000000e+00	1.57077557e-03
1.35000000e+00	-9.54594153e-01	1.99998616e+00	6.92869471e-11	-9.99999995e-01	1.47632547e-04	3.59209032e-10	1.41421357e+00	0.00000000e+00	1.68583623e-03	0.00000000e+00	-1.34155513e-04	0.00000000e+00	1.68583623e-03
1.40000000e+00	-9.89949492e-01	1.99999379e+00	9.72206272e-11	-9.99999984e-01	2.77785346e-04	1.27175749e-09	1.41421358e+00	0.00000000e+00	1.27144401e-03	0.00000000e+00	-1.01178614e-04	0.00000000e+00	1.27144401e-03
1.45000000e+00	-1.02530483e+00	2.00000512e+00	1.57319019e-10	-9.99999975e-01	3.49848742e-04	2.01718609e-09	1.41421359e+00	0.00000000e+00	3.41905449e-04	0.00000000e+00	-2.72079016e-05	0.00000000e+00	3.41905449e-04
1.50000000e+00	-1.06066017e+00	2.00001739e+00	2.27631286e-10	-9.99999978e-01	3.26834104e-04	1.76051895e-09	1.41421358e+00	0.00000000e+00	-9.09873643e-04	0.00000000e+00	7.24048142e-05	0.00000000e+00	-9.09873643e-04
1.55000000e+00	-1.09601551e+00	2.00002693e+00	2.70888157e-10	-9.99999992e-01	1.95065652e-04	6.27132442e-10	1.41421357e+00	0.00000000e+00	-2.14026625e-03	0.00000000e+00	1.70314683e-04	0.00000000e+00	-2.14026625e-03
1.60000000e+00	-1.13137084e+00	2.00003012e+00	2.78025764e-10	-1.00000000e+00	-2.62402004e-05	1.13758556e-11	1.41421356e+00	0.00000000e+00	-2.94060631e-03	0.00000000e+00	2.34002491e-04	0.00000000e+00	-2.94060631e-03
1.65000000e+00	-1.16672618e+00	2.00002463e+00	2.95342234e-10	-9.99999983e-01	-2.84584610e-04	1.33478233e-09	1.41421358e+00	0.00000000e+00	-2.96210641e-03	0.00000000e+00	2.35714036e-04	0.00000000e+00	-2.96210641e-03
1.70000000e+00	-1.20208152e+00	2.00001044e+00	3.91565077e-10	-9.99999947e-01	-5.04908563e-04	4.20153777e-09	1.41421362e+00	0.00000000e+00	-2.04437414e-03	0.00000000e+00	1.62685275e-04	0.00000000e+00	-2.04437414e-03
1.75000000e+00	-1.23743685e+00	1.99999030e+00	5.81331181e-10	-9.99999923e-01	-6.09898223e-04	6.13052780e-09	1.41421364e+00	0.00000000e+00	-3.04293115e-04	0.00000000e+00	2.42149941e-05	0.00000000e+00	-3.04293115e-04
1.80000000e+00	-1.27279219e+00	1.99996934e+00	7.86303889e-10	-9.99999939e-01	-5.44809478e-04	4.89182277e-09	1.41421362e+00	0.00000000e+00	1.85188305e-03	0.00000000e+00	-1.47370430e-04	0.00000000e+00	1.85188305e-03
1.85000000e+00	-1.30814753e+00	1.99995392e+00	9.00079570e-10	-9.99999981e-01	-2.99336250e-04	1.47663534e-09	1.41421358e+00	0.00000000e+00	3.81053432e-03	0.00000000e+00	-3.03239673e-04	0.00000000e+00	3.81053432e-03
1.90000000e+00	-1.34350286e+00	1.99994979e+00	9.15148268e-10	-9.99999999e-01	8.12343326e-05	1.08624243e-10	1.41421356e+00	0.00000000e+00	4.91516875e-03	0.00000000e+00	-3.91146522e-04	0.00000000e+00	4.91516875e-03
1.95000000e+00	-1.37885820e+00	1.99996014e+00	9.73764564e-10	-9.99999948e-01	5.01055812e-04	4.13763421e-09	1.41421361e+00	0.00000000e+00	4.67229579e-03	0.00000000e+00	-3.71816896e-04	0.00000000e+00	4.67229579e-03
2.00000000e+00	-1.41421354e+00	1.99998421e+00	1.24943037e-09	-9.99999855e-01	8.35950426e-04	1.15172252e-08	1.41421371e+00	0.00000000e+00	2.93736343e-03	0.00000000e+00	-2.33749800e-04	0.00000000e+00	2.93736343e-03
2.05000000e+00	-1.44956886e+00	2.00001685e+00	1.74677341e-09	-9.99999806e-01	9.68340586e-04	1.54540652e-08	1.41421376e+00	0.00000000e+00	1.66723389e-05	0.00000000e+00	-1.32673111e-06	0.00000000e+00	1.66723389e-05
2.10000000e+00	-1.48492419e+00	2.00004941e+00	2.24219312e-09	-9.99999859e-01	8.25547675e-04	1.12324556e-08	1.41421370e+00	0.00000000e+00	-3.36075480e-03	0.00000000e+00	2.67433763e-04	0.00000000e+00	-3.36075480e-03
2.15000000e+00	-1.52027953e+00	2.00007197e+00	2.48787924e-09	-9.99999965e-01	4.09623091e-04	2.76578564e-09	1.41421360e+00	0.00000000e+00	-6.21153005e-03	0.00000000e+00	4.94280070e-04	0.00000000e+00	-6.21153005e-03
2.20000000e+00	-1.55563486e+00	2.00007616e+00	2.51383228e-09	-9.99999992e-01	-1.92119059e-04	6.08805622e-10	1.41421357e+00	0.00000000e+00	-7.57241131e-03	0.00000000e+00	6.02570400e-04	0.00000000e+00	-7.57241131e-03
2.25000000e+00	-1.59099020e+00	2.00005804e+00	2.68636498e-09	-9.99999860e-01	-8.22028389e-04	1.11368811e-08	1.41421370e+00	0.00000000e+00	-6.80764145e-03	0.00000000e+00	5.41719173e-04	0.00000000e+00	-6.80764145e-03
2.30000000e+00	-1.62634552e+00	2.00001993e+00	3.37408212e-09	-9.99999655e-01	-1.29134951e-03	2.74833094e-08	1.41421391e+00	0.00000000e+00	-3.85509926e-03	0.00000000e+00	3.06775993e-04	0.00000000e+00	-3.85509926e-03
2.35000000e+00	-1.66170084e+00	1.99997060e+00	4.50976685e-09	-9.99999574e-01	-1.43466796e-03	3.39222400e-08	1.41421399e+00	0.00000000e+00	6.75643076e-04	0.00000000e+00	-5.37667591e-05	0.00000000e+00	6.75643076e-04
2.40000000e+00	-1.69705616e+00	1.99992341e+00	5.55159963e-09	-9.99999719e-01	-1.16441612e-03	2.23454990e-08	1.41421384e+00	0.00000000e+00	5.60410283e-03	0.00000000e+00	-4.45977414e-04	0.00000000e+00	5.60410283e-03
2.45000000e+00	-1.73241149e+00	1.99989286e+00	6.00772728e-09	-9.99999946e-01	-5.08288202e-04	4.25658947e-09	1.41421362e+00	0.00000000e+00	9.47221519e-03	0.00000000e+00	-7.53815317e-04	0.00000000e+00	9.47221519e-03
2.50000000e+00	-1.76776682e+00	1.99989029e+00	6.04981203e-09	-9.99999969e-01	3.84371168e-04	2.43342966e-09	1.41421359e+00	0.00000000e+00	1.09619265e-02	0.00000000e+00	-8.72370246e-04	0.00000000e+00	1.09619265e-02
2.55000000e+00	-1.80312215e+00	1.99992000e+00	6.50011187e-09	-9.99999664e-01	1.27311091e-03	2.67123062e-08	1.41421390e+00	0.00000000e+00	9.32114070e-03	0.00000000e+00	-7.41782478e-04	0.00000000e+00	9.32114070e-03
2.60000000e+00	-1.83847746e+00	1.99997708e+00	8.03725706e-09	-9.99999261e-01	1.88889260e-03	5.88034672e-08	1.41421430e+00	0.00000000e+00	4.66560884e-03	0.00000000e+00	-3.71281608e-04	0.00000000e+00	4.66560884e-03
2.65000000e+00	-1.87383275e+00	2.00004772e+00	1.03650018e-08	-9.99999161e-01	2.01303090e-03	6.67865795e-08	1.41421440e+00	0.00000000e+00	-1.95230701e-03	0.00000000e+00	1.55355952e-04	0.00000000e+00	-1.95230701e-03
2.70000000e+00	-1.90918804e+00	2.00011243e+00	1.23275501e-08	-9.99999502e-01	1.55004106e-03	3.95995589e-08	1.41421406e+00	0.00000000e+00	-8.75676124e-03	0.00000000e+00	6.96801752e-04	0.00000000e+00	-8.75676124e-03
2.75000000e+00	-1.94454337e+00	2.00015118e+00	1.30747020e-08	-9.99999932e-01	5.71155659e-04	5.38047912e-09	1.41421363e+00	0.00000000e+00	-1.37097356e-02	0.00000000e+00	1.09090364e-03	0.00000000e+00	-1.37097356e-02
2.80000000e+00	-1.97989871e+00	2.00014947e+00	1.31539891e-08	-9.99999902e-01	-6.88280232e-04	7.81142785e-09	1.41421366e+00	0.00000000e+00	-1.51055645e-02	0.00000000e+00	1.20197280e-03	0.00000000e+00	-1.51055645e-02
2.85000000e+00	-2.01525402e+00	2.00010328e+00	1.42183870e-08	-9.99999267e-01	-1.88191981e-03	5.83702520e-08	1.41421430e+00	0.00000000e+00	-1.21293508e-02	0.00000000e+00	9.65173222e-04	0.00000000e+00	-1.21293508e-02
2.90000000e+00	-2.05060929e+00	2.00002150e+00	1.73648637e-08	-9.99998551e-01	-2.64527059e-03	1.15324044e-07	1.41421501e+00	0.00000000e+00	-5.20268372e-03	0.00000000e+00	4.14011957e-04	0.00000000e+00	-5.20268372e-03
2.95000000e+00	-2.08596454e+00	1.99992461e+00	2.17418496e-08	-9.99998486e-01	-2.70410017e-03	1.20510428e-07	1.41421508e+00	0.00000000e+00	4.01263055e-03	0.00000000e+00	-3.19327040e-04	0.00000000e+00	4.01263055e-03
3.00000000e+00	-2.12131980e+00	1.99983977e+00	2.51241610e-08	-9.99999199e-01	-1.96686256e-03	6.37526261e-08	1.41421436e+00	0.00000000e+00	1.29895083e-02	0.00000000e+00	-1.03375505e-03	0.00000000e+00	1.29895083e-02
3.05000000e+00	-2.15667512e+00	1.99979338e+00	2.62227629e-08	-9.99999932e-01	-5.71285552e-04	5.36842095e-09	1.41421363e+00	0.00000000e+00	1.90127107e-02	0.00000000e+00	-1.51313977e-03	0.00000000e+00	1.90127107e-02
3.10000000e+00	-2.19203046e+00	1.99980307e+00	2.64087361e-08	-9.99999734e-01	1.13371698e-03	2.11744544e-08	1.41421383e+00	0.00000000e+00	1.99813300e-02	0.00000000e+00	-1.59022030e-03	0.00000000e+00	1.99813300e-02
3.15000000e+00	-2.22738574e+00	1.99987157e+00	2.87122628e-08	-9.99998522e-01	2.67177758e-03	1.17647209e-07	1.41421504e+00	0.00000000e+00	1.51043935e-02	0.00000000e+00	-1.20204662e-03	0.00000000e+00	1.51043935e-02
3.20000000e+00	-2.26274096e+00	1.99998439e+00	3.46854873e-08	-9.99997361e-01	3.56953412e-03	2.09997122e-07	1.41421620e+00	0.00000000e+00	5.26770410e-03	0.00000000e+00	-4.19193825e-04	0.00000000e+00	5.26770410e-03
3.25000000e+00	-2.29809613e+00	2.00011246e+00	4.23326256e-08	-9.99997465e-01	3.49886805e-03	2.01765776e-07	1.41421610e+00	0.00000000e+00	-7.07105657e-03	0.00000000e+00	5.62665191e-04	0.00000000e+00	-7.07105657e-03
3.30000000e+00	-2.33345135e+00	2.00021943e+00	4.77276057e-08	-9.99998818e-01	2.38905934e-03	9.40802654e-08	1.41421474e+00	0.00000000e+00	-1.84721248e-02	0.00000000e+00	1.46980375e-03	0.00000000e+00	-1.84721248e-02
3.35000000e+00	-2.36880666e+00	2.00027177e+00	4.91859206e-08	-9.99999954e-01	4.72148769e-04	3.69822623e-09	1.41421361e+00	0.00000000e+00	-2.54553851e-02	0.00000000e+00	2.02539996e-03	0.00000000e+00	-2.54553851e-02
3.40000000e+00	-2.40416199e+00	2.00024906e+00	4.96711752e-08	-9.99999360e-01	-1.75841232e-03	5.09776277e-08	1.41421420e+00	0.00000000e+00	-2.55414610e-02	0.00000000e+00	2.03227179e-03	0.00000000e+00	-2.55414610e-02
3.45000000e+00	-2.43951723e+00	2.00015119e+00	5.43161783e-08	-9.99997208e-01	-3.67132053e-03	2.22141848e-07	1.41421635e+00	0.00000000e+00	-1.80857688e-02	0.00000000e+00	1.43911093e-03	0.00000000e+00	-1.80857688e-02
3.50000000e+00	-2.47487234e+00	2.00000028e+00	6.49829152e-08	-9.99995477e-01	-4.67336224e-03	3.59945402e-07	1.41421809e+00	0.00000000e+00	-4.63438145e-03	0.00000000e+00	3.68792254e-04	0.00000000e+00	-4.63438145e-03
3.55000000e+00	-2.51022741e+00	1.99983603e+00	7.75636311e-08	-9.99996010e-01	-4.38941896e-03	3.17531322e-07	1.41421755e+00	0.00000000e+00	1.13475091e-02	0.00000000e+00	-9.03080180e-04	0.00000000e+00	1.13475091e-02
3.60000000e+00	-2.54558258e+00	1.99970553e+00	8.56281686e-08	-9.99998385e-01	-2.79285568e-03	1.28521571e-07	1.41421518e+00	0.00000000e+00	2.53457333e-02	0.00000000e+00	-2.01724642e-03	0.00000000e+00	2.53457333e-02
3.65000000e+00	-2.58093788e+00	1.99964991e+00	8.73875515e-08	-9.99999988e-01	-2.43066290e-04	9.21880848e-10	1.41421357e+00	0.00000000e+00	3.30539535e-02	0.00000000e+00	-2.63081056e-03	0.00000000e+00	3.30539535e-02
3.70000000e+00	-2.61629319e+00	1.99969172e+00	8.85941383e-08	-9.99998612e-01	2.58876980e-03	1.10417619e-07	1.41421495e+00	0.00000000e+00	3.16723026e-02	0.00000000e+00	-2.52079028e-03	0.00000000e+00	3.16723026e-02
3.75000000e+00	-2.65164834e+00	1.99982671e+00	9.73486181e-08	-9.99995042e-01	4.89278966e-03	3.94546964e-07	1.41421852e+00	0.00000000e+00	2.08633311e-02	0.00000000e+00	-1.66039492e-03	0.00000000e+00	2.08633311e-02
3.80000000e+00	-2.68700329e+00	2.00002286e+00	1.15341747e-07	-9.99992671e-01	5.94890556e-03	5.83265587e-07	1.41422089e+00	0.00000000e+00	3.05251782e-03	0.00000000e+00	-2.42908758e-04	0.00000000e+00	3.05251782e-03
3.85000000e+00	-2.72235821e+00	2.00022763e+00	1.34908702e-07	-9.99994079e-01	5.34709212e-03	4.71235931e-07	1.41421948e+00	0.00000000e+00	-1.70690143e-02	0.00000000e+00	1.35815455e-03	0.00000000e+00	-1.70690143e-02
3.90000000e+00	-2.75771331e+00	2.00038177e+00	1.46226099e-07	-9.99997967e-01	3.13332301e-03	1.61874675e-07	1.41421560e+00	0.00000000e+00	-3.37556060e-02	0.00000000e+00	2.68567322e-03	0.00000000e+00	-3.37556060e-02
3.95000000e+00	-2.79306861e+00	2.00043623e+00	1.48146422e-07	-9.99999994e-01	-1.68160783e-04	5.67718499e-10	1.41421357e+00	0.00000000e+00	-4.18281029e-02	0.00000000e+00	3.32784883e-03	0.00000000e+00	-4.18281029e-02
4.00000000e+00	-2.82842389e+00	2.00036743e+00	1.50958071e-07	-9.99997206e-01	-3.67264288e-03	2.22358265e-07	1.41421636e+00	0.00000000e+00	-3.82532158e-02	0.00000000e+00	3.04353496e-03	0.00000000e+00	-3.82532158e-02
4.05000000e+00	-2.86377889e+00	2.00018613e+00	1.66640220e-07	-9.99991600e-01	-6.36861622e-03	6.68452390e-07	1.41422196e+00	0.00000000e+00	-2.32053364e-02	0.00000000e+00	1.84644998e-03	0.00000000e+00	-2.32053364e-02
4.10000000e+00	-2.89913361e+00	1.99993682e+00	1.95670170e-07	-9.99988639e-01	-7.40659913e-03	9.04093413e-07	1.41422492e+00	0.00000000e+00	-2.53814102e-04	0.00000000e+00	2.01982757e-05	0.00000000e+00	-2.53814102e-04
4.15000000e+00	-2.93448832e+00	1.99968719e+00	2.24773573e-07	-9.99991619e-01	-6.36130941e-03	6.66879914e-07	1.41422194e+00	0.00000000e+00	2.44438126e-02	0.00000000e+00	-1.94548133e-03	0.00000000e+00	2.44438126e-02
4.20000000e+00	-2.96984334e+00	1.99950997e+00	2.39846789e-07	-9.99997623e-01	-3.38759562e-03	1.88989299e-07	1.41421594e+00	0.00000000e+00	4.37722208e-02	0.00000000e+00	-3.48413648e-03	0.00000000e+00	4.37722208e-02
4.25000000e+00	-3.00519863e+00	1.99946193e+00	2.41769329e-07	-9.99999873e-01	7.83436748e-04	9.92571929e-09	1.41421369e+00	0.00000000e+00	5.16859394e-02	0.00000000e+00	-4.11414322e-03	0.00000000e+00	5.16859394e-02
4.30000000e+00	-3.04055385e+00	1.99956616e+00	2.47707911e-07	-9.99994785e-01	5.01817804e-03	4.14935978e-07	1.41421878e+00	0.00000000e+00	4.50630573e-02	0.00000000e+00	-3.58678203e-03	0.00000000e+00	4.50630573e-02
4.35000000e+00	-3.07590861e+00	1.99980290e+00	2.74297117e-07	-9.99986462e-01	8.08485846e-03	1.07729869e-06	1.41422710e+00	0.00000000e+00	2.48273047e-02	0.00000000e+00	-1.97588850e-03	0.00000000e+00	2.48273047e-02
4.40000000e+00	-3.11126299e+00	2.00011235e+00	3.18984680e-07	-9.99983195e-01	9.00795794e-03	1.33735710e-06	1.41423037e+00	0.00000000e+00	-4.04206025e-03	0.00000000e+00	3.21639360e-04	0.00000000e+00	-4.04206025e-03
4.45000000e+00	-3.14661745e+00	2.00040939e+00	3.60255130e-07	-9.99988745e-01	7.37184441e-03	8.95744406e-07	1.41422482e+00	0.00000000e+00	-3.36927265e-02	0.00000000e+00	2.68063375e-03	0.00000000e+00	-3.36927265e-02
4.50000000e+00	-3.18197238e+00	2.00060676e+00	3.79164335e-07	-9.99997491e-01	3.48083671e-03	1.99964980e-07	1.41421607e+00	0.00000000e+00	-5.55096216e-02	0.00000000e+00	4.41597588e-03	0.00000000e+00	-5.55096216e-02
4.55000000e+00	-3.21732768e+00	2.00064037e+00	3.81008770e-07	-9.99999415e-01	-1.68132840e-03	4.69144512e-08	1.41421415e+00	0.00000000e+00	-6.25958586e-02	0.00000000e+00	4.97962570e-03	0.00000000e+00	-6.25958586e-02
4.60000000e+00	-3.25268277e+00	2.00048961e+00	3.92845573e-07	-9.99990718e-01	-6.69452548e-03	7.38753574e-07	1.41422284e+00	0.00000000e+00	-5.19155592e-02	0.00000000e+00	4.13029740e-03	0.00000000e+00	-5.19155592e-02
4.65000000e+00	-3.28803717e+00	2.00018622e+00	4.36324633e-07	-9.99978916e-01	-1.00897012e-02	1.67776500e-06	1.41423465e+00	0.00000000e+00	-2.54383992e-02	0.00000000e+00	2.02413429e-03	0.00000000e+00	-2.54383992e-02
4.70000000e+00	-3.32339108e+00	1.99980839e+00	5.02900636e-07	-9.99975952e-01	-1.07756862e-02	1.91364685e-06	1.41423761e+00	0.00000000e+00	1.01195328e-02	0.00000000e+00	-8.05364922e-04	0.00000000e+00	1.01195328e-02
4.75000000e+00	-3.35874521e+00	1.99946092e+00	5.59464997e-07	-9.99985449e-01	-8.38199852e-03	1.15771522e-06	1.41422811e+00	0.00000000e+00	4.49674357e-02	0.00000000e+00	-3.57936044e-03	0.00000000e+00	4.49674357e-02
4.80000000e+00	-3.39410006e+00	1.99924638e+00	5.82122259e-07	-9.99997589e-01	-3.41197634e-03	1.91341609e-07	1.41421597e+00	0.00000000e+00	6.89138359e-02	0.00000000e+00	-5.48605640e-03	0.00000000e+00	6.89138359e-02
