t	x	y	z	px	py	pz	gam	Ex	Ey	Ez	Bx	By	Bz
0.00000000e+00	0.00000000e+00	2.00000000e+00	0.00000000e+00	-1.00000000e+00	0.00000000e+00	0.00000000e+00	1.41421356e+00	0.00000000e+00	-0.00000000e+00	0.00000000e+00	-nan	0.00000000e+00	-0.00000000e+00
5.00000000e-02	-3.53553391e-02	2.00000000e+00	1.51952572e-25	-1.00000000e+00	5.32890037e-11	4.68009645e-23	1.41421356e+00	0.00000000e+00	3.07805136e-09	0.00000000e+00	-2.44943544e-10	0.00000000e+00	3.07805136e-09
1.00000000e-01	-7.07106781e-02	2.00000000e+00	2.60456742e-22	-1.00000000e+00	1.53319598e-09	3.87417909e-20	1.41421356e+00	0.00000000e+00	4.23127699e-08	0.00000000e+00	-3.36714324e-09	0.00000000e+00	4.23127699e-08
1.50000000e-01	-1.06066017e-01	2.00000000e+00	1.65434681e-20	-1.00000000e+00	9.66007465e-09	1.53796132e-18	1.41421356e+00	0.00000000e+00	1.62364302e-07	0.00000000e+00	-1.29205407e-08	0.00000000e+00	1.62364302e-07
2.00000000e-01	-1.41421356e-01	2.00000000e+00	2.47176133e-19	-1.00000000e+00	3.05673554e-08	1.53992718e-17	1.41421356e+00	0.00000000e+00	3.23165548e-07	0.00000000e+00	-2.57166972e-08	0.00000000e+00	3.23165548e-07
2.50000000e-01	-1.76776695e-01	2.00000000e+00	1.49892716e-18	-1.00000000e+00	6.06648067e-08	6.06538104e-17	1.41421356e+00	0.00000000e+00	3.33661061e-07	0.00000000e+00	-2.65519035e-08	0.00000000e+00	3.33661061e-07
3.00000000e-01	-2.12132034e-01	2.00000000e+00	4.43236896e-18	-1.00000000e+00	7.48528674e-08	9.23424372e-17	1.41421356e+00	0.00000000e+00	-9.88373105e-08	0.00000000e+00	7.86522324e-09	0.00000000e+00	-9.88373105e-08
3.50000000e-01	-2.47487373e-01	2.00000001e+00	6.48951918e-18	-1.00000000e+00	2.48924281e-08	1.02121904e-17	1.41421356e+00	0.00000000e+00	-1.18431841e-06	0.00000000e+00	9.42450646e-08	0.00000000e+00	-1.18431841e-06
4.00000000e-01	-2.82842712e-01	2.00000001e+00	9.17938116e-18	-1.00000000e+00	-1.43008220e-07	3.37059405e-16	1.41421356e+00	0.00000000e+00	-2.80369229e-06	0.00000000e+00	2.23110743e-07	0.00000000e+00	-2.80369229e-06
4.50000000e-01	-3.18198052e-01	2.00000000e+00	6.16420621e-17	-1.00000000e+00	-4.51945767e-07	3.36633321e-15	1.41421356e+00	0.00000000e+00	-4.34498442e-06	0.00000000e+00	3.45762875e-07	0.00000000e+00	-4.34498442e-06
