0.00000000000000e+00    	0.00000000000000e+00 	 9.27050983120000e-01  	2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.13631353514576e-13 	 9.27050983120150e-01   2.85316954890000e+00 	1.88721848430749e-11	 2.98356651337294e-11	-7.68646557724168e-22		1.00000000000000e+00
6.00000000000000e-02    	3.54187864841111e-12 	 9.27050983129462e-01   2.85316954890000e+00 	2.91009715011328e-10	 9.41948891335742e-10	-3.71927227153343e-19		1.00000000000000e+00
9.00000000000000e-02    	2.57300409707357e-11 	 9.27050983226000e-01   2.85316954890000e+00 	1.38333457345081e-09	 6.99656790618923e-09	-1.29849572072380e-17		1.00000000000000e+00
1.20000000000000e-01    	1.01722029103991e-10 	 9.27050983701969e-01   2.85316954890000e+00 	3.98657084370941e-09	 2.85860256652268e-08	-1.50100835745582e-16		1.00000000000000e+00
1.50000000000000e-01    	2.84936018648129e-10 	 9.27050985274929e-01   2.85316954890000e+00 	8.56972144924881e-09	 8.38162591990168e-08	-9.18495705751425e-16		1.00000000000000e+00
1.80000000000000e-01    	6.34357712843860e-10 	 9.27050989323360e-01   2.85316954890000e+00 	1.49621725137440e-08	 1.98489899663679e-07	-3.61470550007903e-15		1.00000000000002e+00
2.10000000000000e-01    	1.18882058153084e-09 	 9.27050998094262e-01   2.85316954890000e+00 	2.19210849865039e-08	 4.04232278620891e-07	-9.84950261939867e-15		1.00000000000008e+00
2.40000000000000e-01    	1.92889116316412e-09 	 9.27051014825685e-01   2.85316954890000e+00 	2.67487290716834e-08	 7.34702030040418e-07	-1.77937069062596e-14		1.00000000000027e+00
2.70000000000000e-01    	2.72884891404497e-09 	 9.27051043728569e-01   2.85316954890000e+00 	2.50255058714851e-08	 1.22004576570601e-06	-1.15166808558290e-14		1.00000000000074e+00
3.00000000000000e-01    	3.30316074735155e-09 	 9.27051089780327e-01   2.85316954890000e+00 	1.05192442150416e-08	 1.87997393840852e-06	5.98132265975924e-14		1.00000000000177e+00
3.30000000000000e-01    	3.15351366976113e-09 	 9.27051158297009e-01   2.85316954890001e+00 	-2.46799155640219e-08	 2.71603433319274e-06	3.12637445498362e-13		1.00000000000369e+00
3.60000000000000e-01    	1.52370894447926e-09 	 9.27051254270722e-01   2.85316954890002e+00 	-8.97665425788925e-08	 3.70382319232415e-06	9.62323970732791e-13		1.00000000000686e+00
3.90000000000000e-01    	-2.62961340669283e-09 	 9.27051381482999e-01   2.85316954890007e+00 	-1.94557632932152e-07	 4.78598625793830e-06	2.34237780579654e-12		1.00000000001147e+00
4.20000000000000e-01    	-1.06424748262736e-08 	 9.27051541431310e-01   2.85316954890018e+00 	-3.48574204225349e-07	 5.86691053197424e-06	4.88463208781916e-12		1.00000000001727e+00
4.50000000000000e-01    	-2.41181191303745e-08 	 9.27051732132744e-01   2.85316954890038e+00 	-5.59905724907325e-07	 6.80998384326928e-06	9.03393009474271e-12		1.00000000002334e+00
4.80000000000000e-01    	-4.48650217245400e-08 	 9.27051946893886e-01   2.85316954890074e+00 	-8.33921620089212e-07	 7.43819965995376e-06	1.50816038721589e-11		1.00000000002801e+00
5.10000000000000e-01    	-7.47950131667745e-08 	 9.27052173156842e-01   2.85316954890130e+00 	-1.17191693940119e-06	 7.53871047556691e-06	2.29289253973451e-11		1.00000000002910e+00
