0.00000000000000e+00    	0.00000000000000e+00 	 3.00000000000000e+00  	-7.34788079490000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.67718784347141e-13 	 3.00000000000015e+00   -7.34788079490000e-16 	6.10716730350230e-11	 2.98356651331843e-11	1.97952599124304e-37		1.00000000000000e+00
6.00000000000000e-02    	1.14617600677574e-11 	 3.00000000000946e+00   -7.34788079490000e-16 	9.41727218725414e-10	 9.41948890735714e-10	9.57838950952866e-35		1.00000000000000e+00
9.00000000000000e-02    	8.32641611501787e-11 	 3.00000000010600e+00   -7.34788079490000e-16 	4.47656465657206e-09	 6.99656788389557e-09	3.34406756155416e-33		1.00000000000000e+00
1.20000000000000e-01    	3.29179390326676e-10 	 3.00000000058197e+00   -7.34788079490000e-16 	1.29008133011693e-08	 2.85860253925079e-08	3.86560636691744e-32		1.00000000000000e+00
1.50000000000000e-01    	9.22072211902437e-10 	 3.00000000215493e+00   -7.34788079490000e-16 	2.77321931621201e-08	 8.38162573905118e-08	2.36543840077137e-31		1.00000000000000e+00
1.80000000000000e-01    	2.05282391221048e-09 	 3.00000000620336e+00   -7.34788079490000e-16 	4.84185629275588e-08	 1.98489891611394e-07	9.30909423067002e-31		1.00000000000002e+00
2.10000000000000e-01    	3.84710044739365e-09 	 3.00000001497426e+00   -7.34788079490000e-16 	7.09379379987618e-08	 4.04232251711351e-07	2.53658139430623e-30		1.00000000000008e+00
2.40000000000000e-01    	6.24200841792793e-09 	 3.00000003170568e+00   -7.34788079490000e-16 	8.65601028408557e-08	 7.34701958081251e-07	4.58248390940265e-30		1.00000000000027e+00
2.70000000000000e-01    	8.83069437833554e-09 	 3.00000006060856e+00   -7.34788079490000e-16 	8.09825804326220e-08	 1.22004560571346e-06	2.96593803080528e-30		1.00000000000075e+00
3.00000000000000e-01    	1.06891266602161e-08 	 3.00000010666031e+00   -7.34788079490000e-16 	3.40370608585393e-08	 1.87997363593803e-06	-1.54039282073846e-29		1.00000000000177e+00
3.30000000000000e-01    	1.02046828138503e-08 	 3.00000017517698e+00   -7.34788079490001e-16 	-7.98740717616360e-08	 2.71603384137583e-06	-8.05147272881632e-29		1.00000000000369e+00
3.60000000000000e-01    	4.93018069531132e-09 	 3.00000027115068e+00   -7.34788079490006e-16 	-2.90505840466363e-07	 3.70382250169378e-06	-2.47831018137955e-28		1.00000000000690e+00
3.90000000000000e-01    	-8.51085360137422e-09 	 3.00000039836293e+00   -7.34788079490018e-16 	-6.29627087403335e-07	 4.78598541610262e-06	-6.03241663327500e-28		1.00000000001165e+00
4.20000000000000e-01    	-3.44419647183871e-08 	 3.00000055831122e+00   -7.34788079490045e-16 	-1.12804788512973e-06	 5.86690960485490e-06	-1.25795840275004e-27		1.00000000001785e+00
4.50000000000000e-01    	-7.80514077407454e-08 	 3.00000074901262e+00   -7.34788079490098e-16 	-1.81194419194295e-06	 6.80998273904655e-06	-2.32654359288636e-27		1.00000000002483e+00
4.80000000000000e-01    	-1.45191491444007e-07 	 3.00000096377372e+00   -7.34788079490190e-16 	-2.69868798171319e-06	 7.43819771532491e-06	-3.88402521793966e-27		1.00000000003130e+00
5.10000000000000e-01    	-2.42048853421343e-07 	 3.00000119003658e+00   -7.34788079490336e-16 	-3.79246513867977e-06	 7.53870570825292e-06	-5.90497720619766e-27		1.00000000003561e+00
5.40000000000000e-01    	-3.74684306061631e-07 	 3.00000140842546e+00   -7.34788079490547e-16 	-5.08002336073048e-06	 6.87167933430878e-06	-8.19824281631941e-27		1.00000000003651e+00
5.70000000000000e-01    	-5.48451818951818e-07 	 3.00000159212526e+00   -7.34788079490827e-16 	-6.52693256256170e-06	 5.18355022020844e-06	-1.03636676575939e-26		1.00000000003473e+00
6.00000000000000e-01    	-7.67317982356750e-07 	 3.00000170671972e+00   -7.34788079491162e-16 	-8.07475618159776e-06	 2.22434888389282e-06	-1.18079760852773e-26		1.00000000003507e+00
6.30000000000000e-01    	-1.03311514437468e-06 	 3.00000171060405e+00   -7.34788079491521e-16 	-9.63952003935478e-06	 -2.23148018979814e-06	-1.18606751118100e-26		1.00000000004895e+00
6.60000000000000e-01    	-1.34477247093763e-06 	 3.00000155606225e+00   -7.34788079491854e-16 	-1.11118242559982e-05	 -8.36176595541991e-06	-1.00224331851409e-26		1.00000000009670e+00
6.90000000000000e-01    	-1.69757855682661e-06 	 3.00000119106540e+00   -7.34788079492104e-16 	-1.23588731950102e-05	 -1.62720999510930e-05	-6.35423655786703e-27		1.00000000020876e+00
7.20000000000000e-01    	-2.08253606051814e-06 	 3.00000056180402e+00   -7.34788079492228e-16 	-1.32286004611089e-05	 -2.59716945748660e-05	-1.97576829286784e-27		1.00000000042476e+00
7.50000000000000e-01    	-2.48587237591452e-06 	 2.99999961591722e+00   -7.34788079492241e-16 	-1.35559444309231e-05	 -3.73513696961289e-05	4.09138356783970e-28		1.00000000078944e+00
7.80000000000000e-01    	-2.88876996276423e-06 	 2.99999830632722e+00   -7.34788079492270e-16 	-1.31711903284821e-05	 -5.01655224755691e-05	-3.90699220189656e-27		1.00000000134503e+00
8.10000000000000e-01    	-3.26737520280296e-06 	 2.99999659553196e+00   -7.34788079492611e-16 	-1.19101447598699e-05	 -6.40199194829427e-05	-2.17795179174065e-26		1.00000000212020e+00
8.40000000000000e-01    	-3.59313533781702e-06 	 2.99999446015501e+00   -7.34788079493798e-16 	-9.62575650820864e-06	 -7.83670133646419e-05	-6.19065268114634e-26		1.00000000311702e+00
8.70000000000000e-01    	-3.83349925963833e-06 	 2.99999189550466e+00   -7.34788079496644e-16 	-6.20065278271105e-06	 -9.25102255100871e-05	-1.33941254105631e-25		1.00000000429829e+00
9.00000000000000e-01    	-3.95300003413357e-06 	 2.99998891985629e+00   -7.34788079502246e-16 	-1.55993292760585e-06	 -1.05618255807419e-04	-2.46983563257419e-25		1.00000000557882e+00
