0.00000000000000e+00    	0.00000000000000e+00 	 1.76335575690000e+00  	2.42705098310000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.16139678435004e-13 	 1.76335575690015e+00   2.42705098310000e+00 	3.58970287438381e-11	 2.98356651343364e-11	-6.53849815672835e-22		1.00000000000000e+00
6.00000000000000e-02    	6.73705353468458e-12 	 1.76335575690946e+00   2.42705098310000e+00 	5.53533371104334e-10	 9.41948891119775e-10	-3.16380196343724e-19		1.00000000000000e+00
9.00000000000000e-02    	4.89414460676538e-11 	 1.76335575700600e+00   2.42705098310000e+00 	2.63125869759816e-09	 6.99656789738905e-09	-1.10456643297932e-17		1.00000000000000e+00
1.20000000000000e-01    	1.93486793037662e-10 	 1.76335575748197e+00   2.42705098310000e+00 	7.58290798066688e-09	 2.85860255559941e-08	-1.27683396756422e-16		1.00000000000000e+00
1.50000000000000e-01    	5.41980469098600e-10 	 1.76335575905493e+00   2.42705098310000e+00 	1.63005756496190e-08	 8.38162584717215e-08	-7.81319107966098e-16		1.00000000000000e+00
1.80000000000000e-01    	1.20661976432680e-09 	 1.76335576310336e+00   2.42705098310000e+00 	2.84597254635574e-08	 1.98489896420589e-07	-3.07485211191689e-15		1.00000000000002e+00
2.10000000000000e-01    	2.26126960463466e-09 	 1.76335577187426e+00   2.42705098310000e+00 	4.16963075862992e-08	 4.04232267775784e-07	-8.37848721524446e-15		1.00000000000008e+00
2.40000000000000e-01    	3.66896316863735e-09 	 1.76335578860568e+00   2.42705098310000e+00 	5.08788627955825e-08	 7.34702001029773e-07	-1.51362310814596e-14		1.00000000000027e+00
2.70000000000000e-01    	5.19056042549628e-09 	 1.76335581750857e+00   2.42705098310000e+00 	4.76006709551081e-08	 1.22004570119287e-06	-9.79667587182744e-15		1.00000000000075e+00
3.00000000000000e-01    	6.28293417062954e-09 	 1.76335586356032e+00   2.42705098310000e+00 	2.00072032537238e-08	 1.87997381643277e-06	5.08801569436052e-14		1.00000000000177e+00
3.30000000000000e-01    	5.99821745943185e-09 	 1.76335593207700e+00   2.42705098310000e+00 	-4.69472996477958e-08	 2.71603413485076e-06	2.65945249025768e-13		1.00000000000369e+00
3.60000000000000e-01    	2.89800586419379e-09 	 1.76335602805071e+00   2.42705098310002e+00 	-1.70752258859319e-07	 3.70382291380079e-06	8.18601538409478e-13		1.00000000000687e+00
3.90000000000000e-01    	-5.00232559686409e-09 	 1.76335615526297e+00   2.42705098310006e+00 	-3.70080859729786e-07	 4.78598591844304e-06	1.99254531949470e-12		1.00000000001152e+00
4.20000000000000e-01    	-2.02440763023502e-08 	 1.76335631521127e+00   2.42705098310015e+00 	-6.63042910963939e-07	 5.86691015810218e-06	4.15511585002013e-12		1.00000000001743e+00
4.50000000000000e-01    	-4.58768166847378e-08 	 1.76335650591269e+00   2.42705098310032e+00 	-1.06502463389390e-06	 6.80998339797282e-06	7.68471955898356e-12		1.00000000002375e+00
4.80000000000000e-01    	-8.53404543207318e-08 	 1.76335672067382e+00   2.42705098310063e+00 	-1.58623771549646e-06	 7.43819887562270e-06	1.28291784011653e-11		1.00000000002892e+00
5.10000000000000e-01    	-1.42271434944979e-07 	 1.76335694693674e+00   2.42705098310111e+00 	-2.22914346559484e-06	 7.53870855246106e-06	1.95045089682553e-11		1.00000000003090e+00
5.40000000000000e-01    	-2.20232272596672e-07 	 1.76335716532576e+00   2.42705098310180e+00 	-2.98595315344215e-06	 6.87168650597358e-06	2.70793110776186e-11		1.00000000002807e+00
5.70000000000000e-01    	-3.22370023229809e-07 	 1.76335734902589e+00   2.42705098310273e+00 	-3.83642928542561e-06	 5.18356669527689e-06	3.42318559171090e-11		1.00000000002079e+00
6.00000000000000e-01    	-4.51016238833885e-07 	 1.76335746362109e+00   2.42705098310383e+00 	-4.74622201084536e-06	 2.22438291808564e-06	3.90025272788725e-11		1.00000000001374e+00
6.30000000000000e-01    	-6.07247905125117e-07 	 1.76335746750685e+00   2.42705098310502e+00 	-5.66596804982846e-06	 -2.23141626571457e-06	3.91766555180841e-11		1.00000000001854e+00
6.60000000000000e-01    	-7.90435370547327e-07 	 1.76335731296762e+00   2.42705098310612e+00 	-6.53135548397428e-06	 -8.36165541770136e-06	3.31049152579868e-11		1.00000000005629e+00
6.90000000000000e-01    	-9.97808796987826e-07 	 1.76335694797504e+00   2.42705098310695e+00 	-7.26431642465662e-06	 -1.62719222189181e-05	2.09887071262917e-11		1.00000000015877e+00
7.20000000000000e-01    	-1.22407869864037e-06 	 1.76335631872028e+00   2.42705098310736e+00 	-7.77545206537437e-06	 -2.59714269427695e-05	6.52629543414509e-12		1.00000000036749e+00
7.50000000000000e-01    	-1.46114822970939e-06 	 1.76335537284313e+00   2.42705098310740e+00 	-7.96772314261800e-06	 -3.73509904555502e-05	-1.35163081242212e-12		1.00000000072929e+00
7.80000000000000e-01    	-1.69795466171954e-06 	 1.76335406326640e+00   2.42705098310749e+00 	-7.74135666696203e-06	 -5.01650153408808e-05	1.29036208001704e-11		1.00000000128823e+00
8.10000000000000e-01    	-1.92047469851108e-06 	 1.76335235248837e+00   2.42705098310862e+00 	-6.99983121912780e-06	 -6.40192788540793e-05	7.19351922835194e-11		1.00000000207373e+00
8.40000000000000e-01    	-2.11192279407062e-06 	 1.76335021713253e+00   2.42705098311255e+00 	-5.65671322878382e-06	 -7.83662495286114e-05	2.04472820683298e-10		1.00000000308663e+00
8.70000000000000e-01    	-2.25316350988547e-06 	 1.76334765250659e+00   2.42705098312194e+00 	-3.64303114135469e-06	 -9.25093685030745e-05	4.42401259402979e-10		1.00000000428563e+00
9.00000000000000e-01    	-2.32334839442909e-06 	 1.76334467688472e+00   2.42705098314045e+00 	-9.14799178305113e-07	 -1.05617356447797e-04	8.15777764188912e-10		1.00000000557793e+00
9.30000000000000e-01    	-2.30077528562183e-06 	 1.76334133520232e+00   2.42705098317247e+00 	2.53975663571576e-06	 -1.16749119330495e-04	1.34614658576211e-09		1.00000000681840e+00
9.60000000000000e-01    	-2.16395389478767e-06 	 1.76333770184396e+00   2.42705098322285e+00 	6.69375501660703e-06	 -1.24889250528023e-04	2.03907522603373e-09		1.00000000782107e+00
9.90000000000000e-01    	-1.89284674264915e-06 	 1.76333388221442e+00   2.42705098329627e+00 	1.14764949333853e-05	 -1.28993489081819e-04	2.87740660310149e-09		1.00000000838551e+00
1.02000000000000e+00    	-1.47023981320225e-06 	 1.76333001281221e+00   2.42705098339652e+00 	1.67700489869011e-05	 -1.28042826044111e-04	3.81713851250139e-09		1.00000000833810e+00
1.05000000000000e+00    	-8.83183568081186e-07 	 1.76332625957393e+00   2.42705098352562e+00 	2.24080455295814e-05	 -1.21104288998260e-04	4.78795133970014e-09		1.00000000758418e+00
1.08000000000000e+00    	-1.24433136624809e-07 	 1.76332281432662e+00   2.42705098368321e+00 	2.81769922644337e-05	 -1.07395817620922e-04	5.70007536121593e-09		1.00000000616390e+00
1.11000000000000e+00    	8.06192561748439e-07 	 1.76331988927088e+00   2.42705098386608e+00 	3.38203881623334e-05	 -8.63521097727059e-05	6.45835173474120e-09		1.00000000430025e+00
1.14000000000000e+00    	1.90061852192550e-06 	 1.76331770951775e+00   2.42705098406836e+00 	3.90457410830472e-05	 -5.76879056136189e-05	6.98302608018994e-09		1.00000000242623e+00
1.17000000000000e+00    	3.14157529308095e-06 	 1.76331650381282e+00   2.42705098428231e+00 	4.35344612931397e-05	 -2.14549203745575e-05	7.23516974177837e-09		1.00000000117778e+00
1.20000000000000e+00    	4.50199841784634e-06 	 1.76331649369578e+00   2.42705098450000e+00 	4.69544431795604e-05	 2.19114375141006e-05	7.24292008474024e-09		1.00000000134242e+00
1.23000000000000e+00    	5.94484148837597e-06 	 1.76331788145885e+00   2.42705098471558e+00 	4.89749866418456e-05	 7.15592972440306e-05	7.12332775074312e-09		1.00000000375964e+00
1.26000000000000e+00    	7.42336582309394e-06 	 1.76332083737426e+00   2.42705098492826e+00 	4.92835539264416e-05	 1.26204897208247e-04	7.09389167684018e-09		1.00000000917827e+00
1.29000000000000e+00    	8.88195245667369e-06 	 1.76332548675528e+00   2.42705098514523e+00 	4.76037148307918e-05	 1.84137333116271e-04	7.46820557781091e-09		1.00000001808634e+00
1.32000000000000e+00    	1.02574608233910e-05 	 1.76333189748947e+00   2.42705098538424e+00 	4.37135104390252e-05	 2.43245560077467e-04	8.63175549294625e-09		1.00000003053964e+00
1.35000000000000e+00    	1.14811339001011e-05 	 1.76334006873129e+00   2.42705098567516e+00 	3.74633692102570e-05	 3.01068788000946e-04	1.09968073796188e-08		1.00000004602296e+00
1.38000000000000e+00    	1.24810225364724e-05 	 1.76334992145970e+00   2.42705098605986e+00 	2.87926447661858e-05	 3.54870325343898e-04	1.49392486410198e-08		1.00000006338098e+00
1.41000000000000e+00    	1.31848732635198e-05 	 1.76336129159008e+00   2.42705098659001e+00 	1.77438166870850e-05	 4.01733739123674e-04	2.07246594388741e-08		1.00000008085242e+00
1.44000000000000e+00    	1.35233951890743e-05 	 1.76337392627771e+00   2.42705098732267e+00 	4.47340783058930e-06	 4.38678961017504e-04	2.84350139126990e-08		1.00000009622962e+00
1.47000000000000e+00    	1.34337939165907e-05 	 1.76338748396007e+00   2.42705098831385e+00 	-1.07412727329021e-05	 4.62794738510302e-04	3.79103407293121e-08		1.00000010714717e+00
1.50000000000000e+00    	1.28634351012946e-05 	 1.76340153855969e+00   2.42705098961072e+00 	-2.75003506840636e-05	 4.71382668571707e-04	4.87205216741650e-08		1.00000011147894e+00
1.53000000000000e+00    	1.17734786849437e-05 	 1.76341558811045e+00   2.42705099124364e+00 	-4.52852120954261e-05	 4.62107022614293e-04	6.01804983071991e-08		1.00000010779682e+00
