0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.49721346021860e-13 	 -2.85316954889985e+00   -9.27050983120000e-01 	-5.80826126021733e-11	 2.98356651360346e-11	2.49748406064931e-22		1.00000000000000e+00
6.00000000000000e-02    	-1.09007815991763e-11 	 -2.85316954889054e+00   -9.27050983120000e-01 	-8.95635807555378e-10	 9.41948892471348e-10	1.20846481825221e-19		1.00000000000000e+00
9.00000000000000e-02    	-7.91889227503040e-11 	 -2.85316954879400e+00   -9.27050983120000e-01 	-4.25746594990152e-09	 6.99656794715134e-09	4.21906837774557e-18		1.00000000000000e+00
1.20000000000000e-01    	-3.13068196509964e-10 	 -2.85316954831803e+00   -9.27050983120000e-01 	-1.22694018386810e-08	 2.85860261638122e-08	4.87707188327188e-17		1.00000000000000e+00
1.50000000000000e-01    	-8.76942695545273e-10 	 -2.85316954674507e+00   -9.27050983120000e-01 	-2.63748764872486e-08	 8.38162625006820e-08	2.98437357136215e-16		1.00000000000000e+00
1.80000000000000e-01    	-1.95235091914339e-09 	 -2.85316954269664e+00   -9.27050983120000e-01 	-4.60487520652850e-08	 1.98489914356515e-07	1.17448908862336e-15		1.00000000000002e+00
2.10000000000000e-01    	-3.65880672610752e-09 	 -2.85316953392574e+00   -9.27050983120000e-01 	-6.74658291634158e-08	 4.04232327710778e-07	3.20029765820956e-15		1.00000000000008e+00
2.40000000000000e-01    	-5.93649015315071e-09 	 -2.85316951719431e+00   -9.27050983120000e-01 	-8.23230195004573e-08	 7.34702161297141e-07	5.78152598503724e-15		1.00000000000027e+00
2.70000000000000e-01    	-8.39844877104173e-09 	 -2.85316948829142e+00   -9.27050983120000e-01 	-7.70175404740566e-08	 1.22004605752137e-06	3.74199300600399e-15		1.00000000000075e+00
3.00000000000000e-01    	-1.01658518832841e-08 	 -2.85316944223965e+00   -9.27050983120000e-01 	-3.23676688606944e-08	 1.87997449007509e-06	-1.94345171940827e-14		1.00000000000177e+00
3.30000000000000e-01    	-9.70496168710230e-09 	 -2.85316937372295e+00   -9.27050983120002e-01 	7.59720615150355e-08	 2.71603523018742e-06	-1.01582144479716e-13		1.00000000000369e+00
