0.00000000000000e+00    	0.00000000000000e+00 	 4.11449676600000e+00  	5.66311896060000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.36626541688132e-13 	 4.11449676600134e+00   5.66311896060000e+00 	-2.35793256794274e-11	 2.17236808566331e-10	4.57608165482471e-21		1.00000000000000e+00
6.00000000000000e-02    	-5.10691570002790e-12 	 4.11449676603728e+00   5.66311896060000e+00 	-4.48638359982840e-10	 2.91437892836309e-09	1.13460427195412e-18		1.00000000000000e+00
9.00000000000000e-02    	-4.36760473104467e-11 	 4.11449676623715e+00   5.66311896060000e+00 	-2.57718694834344e-09	 1.15776218280889e-08	2.58244814471786e-17		1.00000000000000e+00
1.20000000000000e-01    	-2.01420389051951e-10 	 4.11449676679037e+00   5.66311896060000e+00 	-8.91359119419411e-09	 2.57542291893874e-08	2.06522039143746e-16		1.00000000000000e+00
1.50000000000000e-01    	-6.56815656018890e-10 	 4.11449676773976e+00   5.66311896060000e+00 	-2.31083811698379e-08	 3.51526133227400e-08	8.46990399693063e-16		1.00000000000000e+00
1.80000000000000e-01    	-1.71038141657014e-09 	 4.11449676860299e+00   5.66311896060000e+00 	-4.95497299969186e-08	 1.42501929050511e-08	1.84021789524153e-15		1.00000000000000e+00
2.10000000000000e-01    	-3.79636060967720e-09 	 4.11449676785219e+00   5.66311896060000e+00 	-9.26128957798008e-08	 -8.16112099723948e-08	2.79051759227902e-16		1.00000000000001e+00
2.40000000000000e-01    	-7.46735574792087e-09 	 4.11449676231002e+00   5.66311896060000e+00 	-1.55620055696663e-07	 -3.17753163436375e-07	-1.44836786507871e-14		1.00000000000006e+00
2.70000000000000e-01    	-1.33445196877919e-08 	 4.11449674654473e+00   5.66311896060000e+00 	-2.39602449080114e-07	 -7.78604959186905e-07	-6.65333001055845e-14		1.00000000000033e+00
3.00000000000000e-01    	-2.20291767840460e-08 	 4.11449671236399e+00   5.66311896060000e+00 	-3.41990158989101e-07	 -1.56262105094610e-06	-1.93000100148603e-13		1.00000000000128e+00
