0.00000000000000e+00    	0.00000000000000e+00 	 -2.16311896060000e+00  	-6.65739561410000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.68666516524515e-14 	 -2.16311896060166e+00   -6.65739561410000e+00 	-3.35009623959870e-12	 -2.72896184994380e-10	-4.30907182936547e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.04999729108579e-12 	 -2.16311896064938e+00   -6.65739561410000e+00 	-1.04218906002966e-10	 -3.97915444021000e-09	-1.30355797293889e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.16923885951419e-11 	 -2.16311896094103e+00   -6.65739561410000e+00 	-7.70160996088205e-10	 -1.77185776322298e-08	-3.57205693671244e-17		1.00000000000000e+00
1.20000000000000e-01    	-6.39935627042436e-11 	 -2.16311896187086e+00   -6.65739561410000e+00 	-3.13820623744470e-09	 -4.70611453337053e-08	-3.50725325938498e-16		1.00000000000000e+00
1.50000000000000e-01    	-2.36491355234495e-10 	 -2.16311896391055e+00   -6.65739561410000e+00 	-9.18560418336296e-09	 -9.05398727537845e-08	-1.89179063642107e-15		1.00000000000000e+00
1.80000000000000e-01    	-6.79840071102690e-10 	 -2.16311896730251e+00   -6.65739561410000e+00 	-2.17258597966426e-08	 -1.33302040400156e-07	-6.69779831934714e-15		1.00000000000001e+00
2.10000000000000e-01    	-1.63932398314078e-09 	 -2.16311897157002e+00   -6.65739561410000e+00 	-4.42021384364477e-08	 -1.41418686219128e-07	-1.66464174536512e-14		1.00000000000001e+00
2.40000000000000e-01    	-3.46802872526553e-09 	 -2.16311897487922e+00   -6.65739561410000e+00 	-8.02719967873763e-08	 -5.78635160398479e-08	-2.79535030290066e-14		1.00000000000000e+00
2.70000000000000e-01    	-6.62461566125150e-09 	 -2.16311897331730e+00   -6.65739561410000e+00 	-1.33201139679239e-07	 1.98914408727586e-07	-1.96119049670234e-14		1.00000000000003e+00
3.00000000000000e-01    	-1.16505332876991e-08 	 -2.16311896017626e+00   -6.65739561410000e+00 	-2.05107595363384e-07	 7.33081488481199e-07	6.16727575711414e-14		1.00000000000029e+00
3.30000000000000e-01    	-1.91230741296624e-08 	 -2.16311892535047e+00   -6.65739561410000e+00 	-2.96119379547720e-07	 1.66569720794160e-06	3.08912372723678e-13		1.00000000000143e+00
3.60000000000000e-01    	-2.95828563681573e-08 	 -2.16311885496527e+00   -6.65739561409998e+00 	-4.03526499429230e-07	 3.12503508297348e-06	8.32506968349780e-13		1.00000000000496e+00
3.90000000000000e-01    	-4.34369339076748e-08 	 -2.16311873135281e+00   -6.65739561409994e+00 	-5.21020358133874e-07	 5.23318097894661e-06	1.67740055898797e-12		1.00000000001383e+00
4.20000000000000e-01    	-6.08416283317546e-08 	 -2.16311853347858e+00   -6.65739561409988e+00 	-6.38118901479657e-07	 8.08953745563178e-06	2.64971023319966e-12		1.00000000003292e+00
4.50000000000000e-01    	-8.15721081203007e-08 	 -2.16311823789683e+00   -6.65739561409979e+00 	-7.39873262060822e-07	 1.17522446108295e-05	3.03997556203255e-12		1.00000000006933e+00
4.80000000000000e-01    	-1.04888470531556e-07 	 -2.16311782027831e+00   -6.65739561409972e+00 	-8.06940752688267e-07	 1.62188663241078e-05	1.26748163226426e-12		1.00000000013185e+00
5.10000000000000e-01    	-1.29410360323090e-07 	 -2.16311725750839e+00   -6.65739561409976e+00 	-8.16089945750659e-07	 2.14079565401360e-05	-5.47553262097141e-12		1.00000000022948e+00
5.40000000000000e-01    	-1.53013749480860e-07 	 -2.16311653030291e+00   -6.65739561410014e+00 	-7.41176936702517e-07	 2.71432872799900e-05	-2.14418079808274e-11		1.00000000036865e+00
5.70000000000000e-01    	-1.72764195427711e-07 	 -2.16311562623431e+00   -6.65739561410120e+00 	-5.54599010952073e-07	 3.31425676137684e-05	-5.22283671782371e-11		1.00000000054937e+00
6.00000000000000e-01    	-1.84900530926062e-07 	 -2.16311454300687e+00   -6.65739561410348e+00 	-2.29194660034381e-07	 3.90123968683260e-05	-1.04176322200019e-10		1.00000000076101e+00
6.30000000000000e-01    	-1.84881419206521e-07 	 -2.16311329177042e+00   -6.65739561410772e+00 	2.59480437088508e-07	 4.42509699710573e-05	-1.83157261835258e-10		1.00000000097911e+00
6.60000000000000e-01    	-1.67504510934265e-07 	 -2.16311190022161e+00   -6.65739561411478e+00 	9.30610530226055e-07	 4.82596910639428e-05	-2.92779038121996e-10		1.00000000116493e+00
6.90000000000000e-01    	-1.27104128380541e-07 	 -2.16311041521414e+00   -6.65739561412559e+00 	1.79545419373591e-06	 5.03643656386600e-05	-4.32262087627992e-10		1.00000000126990e+00
7.20000000000000e-01    	-5.78286270855829e-08 	 -2.16310890458763e+00   -6.65739561414094e+00 	2.85472885204478e-06	 4.98460527608576e-05	-5.94491756024704e-10		1.00000000124639e+00
7.50000000000000e-01    	4.60069195833126e-08 	 -2.16310745793248e+00   -6.65739561416134e+00 	4.09623786551360e-06	 4.59809970525000e-05	-7.64979475439439e-10		1.00000000106552e+00
