0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e+00  	8.09016994370000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.30482677287805e-13 	 -5.87785252290914e+00   8.09016994370000e+00 	-2.19132718715685e-11	 -1.54360907322022e-09	-9.06911207646673e-21		1.00000000000000e+00
6.00000000000000e-02    	-4.29865501294486e-12 	 -5.87785252320957e+00   8.09016994370000e+00 	-3.61114561001442e-10	 -2.62812278879557e-08	-2.86515555508051e-18		1.00000000000000e+00
9.00000000000000e-02    	-3.30226032376680e-11 	 -5.87785252534054e+00   8.09016994370000e+00 	-1.83790877683390e-09	 -1.37886691532379e-07	-8.47355025996375e-17		1.00000000000001e+00
1.20000000000000e-01    	-1.38398631310215e-10 	 -5.87785253338647e+00   8.09016994370000e+00 	-5.70223744963165e-09	 -4.40695749929409e-07	-9.22904687904276e-16		1.00000000000010e+00
1.50000000000000e-01    	-4.12942786641854e-10 	 -5.87785255497321e+00   8.09016994370000e+00 	-1.33347955642292e-08	 -1.06238943132256e-06	-5.70055973461216e-15		1.00000000000056e+00
1.80000000000000e-01    	-9.87030726748615e-10 	 -5.87785260153634e+00   8.09016994370000e+00 	-2.57924882687092e-08	 -2.12312412593719e-06	-2.42065392519804e-14		1.00000000000225e+00
2.10000000000000e-01    	-2.01097066851798e-09 	 -5.87785268749453e+00   8.09016994370000e+00 	-4.32484995799838e-08	 -3.69402475299284e-06	-7.82232556775026e-14		1.00000000000682e+00
2.40000000000000e-01    	-3.61952720683494e-09 	 -5.87785282807214e+00   8.09016994370000e+00 	-6.43947640588540e-08	 -5.74950340017774e-06	-2.03997246061733e-13		1.00000000001653e+00
2.70000000000000e-01    	-5.87894083452791e-09 	 -5.87785303566848e+00   8.09016994369999e+00 	-8.58864234980816e-08	 -8.11906684899211e-06	-4.44621274927996e-13		1.00000000003296e+00
3.00000000000000e-01    	-8.71896285607672e-09 	 -5.87785331485311e+00   8.09016994369997e+00 	-1.01912358514635e-07	 -1.04450169424275e-05	-8.26116564136970e-13		1.00000000005455e+00
3.30000000000000e-01    	-1.18549128194396e-08 	 -5.87785365626326e+00   8.09016994369994e+00 	-1.03972111443659e-07	 -1.21526434013515e-05	-1.31972624043241e-12		1.00000000007385e+00
3.60000000000000e-01    	-1.47070125129094e-08 	 -5.87785402987302e+00   8.09016994369989e+00 	-8.09273166650808e-08	 -1.24391127234020e-05	-1.81109895229276e-12		1.00000000007737e+00
3.90000000000000e-01    	-1.63260151299162e-08 	 -5.87785437827635e+00   8.09016994369983e+00 	-1.93760419129894e-08	 -1.02862644693916e-05	-2.12170209005576e-12		1.00000000005290e+00
4.20000000000000e-01    	-1.53352322411568e-08 	 -5.87785461076077e+00   8.09016994369976e+00 	9.56268031609069e-08	 -4.50097652842726e-06	-2.15002964487631e-12		1.00000000001013e+00
4.50000000000000e-01    	-9.89933875235810e-09 	 -5.87785459902888e+00   8.09016994369969e+00 	2.79507853891306e-07	 6.21526451779625e-06	-2.20598719166859e-12		1.00000000001935e+00
4.80000000000000e-01    	2.27023089431176e-09 	 -5.87785417543881e+00   8.09016994369961e+00 	5.46805133285911e-07	 2.31683325571816e-05	-3.58597125151537e-12		1.00000000026854e+00
5.10000000000000e-01    	2.38648471174346e-08 	 -5.87785313457433e+00   8.09016994369943e+00 	9.09547089890731e-07	 4.75482983442775e-05	-9.36817522246568e-12		1.00000000113083e+00
5.40000000000000e-01    	5.78768205060814e-08 	 -5.87785123881577e+00   8.09016994369895e+00 	1.37545962665494e-06	 8.02870695390841e-05	-2.52989654196634e-11		1.00000000322395e+00
5.70000000000000e-01    	1.07442349941360e-07 	 -5.87784822836769e+00   8.09016994369773e+00 	1.94609725807927e-06	 1.21905215105934e-04	-6.05105617927771e-11		1.00000000743233e+00
6.00000000000000e-01    	1.75628642982551e-07 	 -5.87784383591555e+00   8.09016994369500e+00 	2.61500999441103e-06	 1.72358443185161e-04	-1.27695238805284e-10		1.00000001485714e+00
6.30000000000000e-01    	2.65168154251358e-07 	 -5.87783780574428e+00   8.09016994368959e+00 	3.36607378860045e-06	 2.30895753321599e-04	-2.42313191294916e-10		1.00000002666209e+00
6.60000000000000e-01    	3.78147001926023e-07 	 -5.87782991677671e+00   8.09016994367983e+00 	4.17213159790528e-06	 2.95942141435052e-04	-4.20483528127585e-10		1.00000004379958e+00
6.90000000000000e-01    	5.15659364011332e-07 	 -5.87782000860039e+00   8.09016994366360e+00 	4.99411448517232e-06	 3.65018775951043e-04	-6.75438851494464e-10		1.00000006663182e+00
7.20000000000000e-01    	6.77445080284458e-07 	 -5.87780800917447e+00   8.09016994363848e+00 	5.78083443418788e-06	 4.34712707169857e-04	-1.01281762942724e-09		1.00000009450427e+00
7.50000000000000e-01    	8.61533687228523e-07 	 -5.87779396257085e+00   8.09016994360207e+00 	6.46965518603214e-06	 5.00706392277528e-04	-1.42557942756810e-09		1.00000012537437e+00
7.80000000000000e-01    	1.06392430183107e-06 	 -5.87777805483312e+00   8.09016994355243e+00 	6.98824313087335e-06	 5.57874645298595e-04	-1.88985466450498e-09		1.00000015563647e+00
8.10000000000000e-01    	1.27833638184366e-06 	 -5.87776063585914e+00   8.09016994348858e+00 	7.25756390464331e-06	 6.00453143304772e-04	-2.36343428503068e-09		1.00000018029831e+00
8.40000000000000e-01    	1.49607027550566e-06 	 -5.87774223514950e+00   8.09016994341110e+00 	7.19620999306370e-06	 6.22278482900964e-04	-2.78869499450969e-09		1.00000019364113e+00
8.70000000000000e-01    	1.70601720024243e-06 	 -5.87772356933272e+00   8.09016994332239e+00 	6.72601404113365e-06	 6.17095181941401e-04	-3.10139002873687e-09		1.00000019042583e+00
9.00000000000000e-01    	1.89485437304458e-06 	 -5.87770553958802e+00   8.09016994322671e+00 	5.77872518942973e-06	 5.78920201681282e-04	-3.24582825959771e-09		1.00000016759098e+00
9.30000000000000e-01    	2.04745126302310e-06 	 -5.87768921744140e+00   8.09016994312961e+00 	4.30331796968540e-06	 5.02450797443550e-04	-3.19554359386260e-09		1.00000012623765e+00
9.60000000000000e-01    	2.14749685406868e-06 	 -5.87767581790389e+00   8.09016994303670e+00 	2.27329509416952e-06	 3.83497083078382e-04	-2.97679486005450e-09		1.00000007353759e+00
9.90000000000000e-01    	2.17833597561347e-06 	 -5.87766665953803e+00   8.09016994295171e+00 	-3.06821972632325e-07	 2.19416910573448e-04	-2.69045511748433e-09		1.00000002407194e+00
1.02000000000000e+00    	2.12397709542940e-06 	 -5.87766311175611e+00   8.09016994287408e+00 	-3.39670122945263e-06	 9.52780205970737e-06	-2.52648567380066e-09		1.00000000005116e+00
