0.00000000000000e+00    	0.00000000000000e+00 	 -3.52671151380000e+00  	4.85410196620000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.52775158477416e-12 	 -3.52671151380111e+00   4.85410196620000e+00 	2.53732877508334e-10	 -2.21747334878289e-10	-3.43493823513290e-20		1.00000000000000e+00
6.00000000000000e-02    	4.76198739099507e-11 	 -3.52671151387032e+00   4.85410196620000e+00 	3.91256938498329e-09	 -7.00083790958794e-09	-1.66207346616086e-17		1.00000000000000e+00
9.00000000000000e-02    	3.45935435157837e-10 	 -3.52671151458782e+00   4.85410196620000e+00 	1.85986668968498e-08	 -5.20005252835110e-08	-5.80273530255694e-16		1.00000000000000e+00
1.20000000000000e-01    	1.36763320026328e-09 	 -3.52671151812536e+00   4.85410196620000e+00 	5.35986908520836e-08	 -2.12459639886948e-07	-6.70772628521685e-15		1.00000000000002e+00
1.50000000000000e-01    	3.83091171392570e-09 	 -3.52671152981606e+00   4.85410196620000e+00 	1.15218392647089e-07	 -6.22946724448682e-07	-4.10458568447981e-14		1.00000000000020e+00
1.80000000000000e-01    	8.52883083141204e-09 	 -3.52671155990517e+00   4.85410196620000e+00 	2.01164335235625e-07	 -1.47523429158595e-06	-1.61534422380294e-13		1.00000000000111e+00
2.10000000000000e-01    	1.59835325839527e-08 	 -3.52671162509304e+00   4.85410196619999e+00 	2.94728163962187e-07	 -3.00437067024344e-06	-4.40155815764787e-13		1.00000000000456e+00
2.40000000000000e-01    	2.59338396025092e-08 	 -3.52671174944578e+00   4.85410196619997e+00 	3.59642808702682e-07	 -5.46051604914234e-06	-7.95167564841123e-13		1.00000000001497e+00
2.70000000000000e-01    	3.66897137985415e-08 	 -3.52671196426028e+00   4.85410196619995e+00 	3.36494354195710e-07	 -9.06772811442820e-06	-5.14660442726502e-13		1.00000000004117e+00
3.00000000000000e-01    	4.44127337803399e-08 	 -3.52671230653004e+00   4.85410196619997e+00 	1.41503486013704e-07	 -1.39725002057510e-05	2.67293299757274e-12		1.00000000009763e+00
3.30000000000000e-01    	4.24040828440023e-08 	 -3.52671281576545e+00   4.85410196620019e+00 	-3.31661723141443e-07	 -2.01863362243873e-05	1.39711543781245e-11		1.00000000020380e+00
3.60000000000000e-01    	2.04981699891657e-08 	 -3.52671352906924e+00   4.85410196620098e+00 	-1.20660605485546e-06	 -2.75278618964248e-05	4.30043892321129e-11		1.00000000037962e+00
3.90000000000000e-01    	-3.53310849184916e-08 	 -3.52671447454690e+00   4.85410196620309e+00 	-2.61531061100210e-06	 -3.55708060678755e-05	1.04676366435996e-10		1.00000000063606e+00
4.20000000000000e-01    	-1.43044596691440e-07 	 -3.52671566332813e+00   4.85410196620778e+00 	-4.68579595909101e-06	 -4.36045459053596e-05	2.18284975208121e-10		1.00000000096166e+00
4.50000000000000e-01    	-3.24196823825723e-07 	 -3.52671708067538e+00   4.85410196621691e+00 	-7.52686526362796e-06	 -5.06137335245525e-05	4.03709588758274e-10		1.00000000130920e+00
4.80000000000000e-01    	-6.03103282623892e-07 	 -3.52671867684083e+00   4.85410196623285e+00 	-1.12107843931190e-05	 -5.52827813010666e-05	6.73969452419428e-10		1.00000000159093e+00
5.10000000000000e-01    	-1.00547169621714e-06 	 -3.52672035848902e+00   4.85410196625816e+00 	-1.57550604817691e-05	 -5.60296901534259e-05	1.02465241416020e-09		1.00000000169377e+00
5.40000000000000e-01    	-1.55649034821764e-06 	 -3.52672198161064e+00   4.85410196629482e+00 	-2.11047289313552e-05	 -5.10719101680930e-05	1.42258731789093e-09		1.00000000152687e+00
5.70000000000000e-01    	-2.27841229533447e-06 	 -3.52672334690162e+00   4.85410196634330e+00 	-2.71167300048437e-05	 -3.85247148294551e-05	1.79833542303958e-09		1.00000000110974e+00
6.00000000000000e-01    	-3.18772292238490e-06 	 -3.52672419855933e+00   4.85410196640147e+00 	-3.35480319336409e-05	 -1.65300717298679e-05	2.04894509210294e-09		1.00000000069936e+00
6.30000000000000e-01    	-4.29202781251926e-06 	 -3.52672422734732e+00   4.85410196646382e+00 	-4.00491237116638e-05	 1.65886450729990e-05	2.05806548263310e-09		1.00000000093956e+00
6.60000000000000e-01    	-5.58684461328901e-06 	 -3.52672307860155e+00   4.85410196652164e+00 	-4.61643478591561e-05	 6.21533618828498e-05	1.73905152333037e-09		1.00000000299709e+00
6.90000000000000e-01    	-7.05252285103643e-06 	 -3.52672036559613e+00   4.85410196656492e+00 	-5.13402670019563e-05	 1.20949084893281e-04	1.10250246159010e-09		1.00000000863225e+00
7.20000000000000e-01    	-8.65154578599011e-06 	 -3.52671568836603e+00   4.85410196658647e+00 	-5.49428599629282e-05	 1.93044403680703e-04	3.42758125072689e-10		1.00000002014243e+00
7.50000000000000e-01    	-1.03264848775760e-05 	 -3.52670865771159e+00   4.85410196658883e+00 	-5.62838326324195e-05	 2.77627802164129e-04	-7.09058011740761e-11		1.00000004012253e+00
7.80000000000000e-01    	-1.19988771286097e-05 	 -3.52669892370430e+00   4.85410196659372e+00 	-5.46557247152422e-05	 3.72873578873500e-04	6.78522986773427e-10		1.00000007101097e+00
8.10000000000000e-01    	-1.35692760925428e-05 	 -3.52668620759886e+00   4.85410196665296e+00 	-4.93748244847441e-05	 4.75851067123956e-04	3.78081159993820e-09		1.00000011443605e+00
8.40000000000000e-01    	-1.49186872862683e-05 	 -3.52667033565867e+00   4.85410196685913e+00 	-3.98302097696766e-05	 5.82489831305327e-04	1.07454892865836e-08		1.00000017044041e+00
8.70000000000000e-01    	-1.59115381298656e-05 	 -3.52665127304839e+00   4.85410196735310e+00 	-2.55365644751594e-05	 6.87611574205188e-04	2.32477565374212e-08		1.00000023673087e+00
9.00000000000000e-01    	-1.64002529294083e-05 	 -3.52662915566563e+00   4.85410196832531e+00 	-6.18783324199330e-06	 7.85036653497272e-04	4.28666289100859e-08		1.00000030816037e+00
9.30000000000000e-01    	-1.62314081954806e-05 	 -3.52660431759957e+00   4.85410197000786e+00 	1.82916678600377e-05	 8.67769462317983e-04	7.07336328106979e-08		1.00000037667914e+00
9.60000000000000e-01    	-1.52533378639794e-05 	 -3.52657731184008e+00   4.85410197265513e+00 	4.77023138303071e-05	 9.28262625140101e-04	1.07140688752997e-07		1.00000043197342e+00
9.90000000000000e-01    	-1.33249483812533e-05 	 -3.52654892193270e+00   4.85410197651315e+00 	8.15340415543172e-05	 9.58755194252223e-04	1.51185724958143e-07		1.00000046292957e+00
1.02000000000000e+00    	-1.03253977871050e-05 	 -3.52652016249408e+00   4.85410198178000e+00 	1.18944404810188e-04	 9.51675046644753e-04	2.00556446748225e-07		1.00000045991650e+00
1.05000000000000e+00    	-6.16419887154090e-06 	 -3.52649226687103e+00   4.85410198856320e+00 	1.58752666791462e-04	 9.00090751225842e-04	2.51558374719040e-07		1.00000041768283e+00
1.08000000000000e+00    	-7.91231700726843e-07 	 -3.52646666073771e+00   4.85410199684276e+00 	1.99452028278211e-04	 7.98193595422726e-04	2.99475866862252e-07		1.00000033844705e+00
1.11000000000000e+00    	5.79389853027906e-06 	 -3.52644492106618e+00   4.85410200645066e+00 	2.39241159692356e-04	 6.41786523329165e-04	3.39310798670565e-07		1.00000023456317e+00
1.14000000000000e+00    	1.35337421643713e-05 	 -3.52642872065037e+00   4.85410201707798e+00 	2.76075179518760e-04	 4.28753723699986e-04	3.66874495008534e-07		1.00000013002369e+00
1.17000000000000e+00    	2.23066968354962e-05 	 -3.52641975918221e+00   4.85410202831879e+00 	3.07735188699578e-04	 1.59482761247717e-04	3.80122269370722e-07		1.00000006006792e+00
1.20000000000000e+00    	3.19230415898094e-05 	 -3.52641968273269e+00   4.85410203975534e+00 	3.31914515128642e-04	 -1.62789333911221e-04	3.80530645509386e-07		1.00000006833388e+00
1.23000000000000e+00    	4.21237767202101e-05 	 -3.52642999433698e+00   4.85410205108188e+00 	3.46319009743766e-04	 -5.31733580831820e-04	3.74243884142094e-07		1.00000020133878e+00
1.26000000000000e+00    	5.25826429335036e-05 	 -3.52645195917498e+00   4.85410206225547e+00 	3.48778099827511e-04	 -9.37815140266979e-04	3.72679509567309e-07		1.00000050057164e+00
1.29000000000000e+00    	6.29115872608312e-05 	 -3.52648650853017e+00   4.85410207365319e+00 	3.37362841190511e-04	 -1.36832881961487e-03	3.92300573594095e-07		1.00000099306831e+00
1.32000000000000e+00    	7.26698250232654e-05 	 -3.52653414725460e+00   4.85410208620722e+00 	3.10506876230108e-04	 -1.80759922793328e-03	4.53347010575394e-07		1.00000168191343e+00
1.35000000000000e+00    	8.13765200525807e-05 	 -3.52659486982489e+00   4.85410210148534e+00 	2.67125928711864e-04	 -2.23735393639165e-03	5.77470154472000e-07		1.00000253855139e+00
1.38000000000000e+00    	8.85269698264548e-05 	 -3.52666809020728e+00   4.85410212168553e+00 	2.06731168215053e-04	 -2.63727007641368e-03	7.84419871249372e-07		1.00000349895980e+00
1.41000000000000e+00    	9.36120365642527e-05 	 -3.52675259063400e+00   4.85410214952155e+00 	1.29531392112648e-04	 -2.98568615253567e-03	1.08816478456567e-06		1.00000446554071e+00
1.44000000000000e+00    	9.61404065970847e-05 	 -3.52684649400932e+00   4.85410218799074e+00 	3.65184763590911e-05	 -3.26046182127118e-03	1.49304239848074e-06		1.00000531595943e+00
1.47000000000000e+00    	9.56630855775681e-05 	 -3.52694726401016e+00   4.85410224003614e+00 	-7.04700228675268e-05	 -3.43995939222916e-03	1.99069021915392e-06		1.00000591912779e+00
1.50000000000000e+00    	9.17993456698187e-05 	 -3.52705173602765e+00   4.85410230813820e+00 	-1.88717761926433e-04	 -3.50411226966398e-03	2.55855490100860e-06		1.00000615719291e+00
1.53000000000000e+00    	8.42631365882015e-05 	 -3.52715618093651e+00   4.85410239389450e+00 	-3.14632939765694e-04	 -3.43553790792064e-03	3.16067818967771e-06		1.00000595094459e+00
1.56000000000000e+00    	7.28887654959142e-05 	 -3.52725640230933e+00   4.85410249766308e+00 	-4.43794835407501e-04	 -3.22064653443688e-03	3.75120032971652e-06		1.00000528475205e+00
1.59000000000000e+00    	5.76544591219081e-05 	 -3.52734786616052e+00   4.85410261835271e+00 	-5.71049424177863e-04	 -2.85069231106749e-03	4.28061579894682e-06		1.00000422627228e+00
1.62000000000000e+00    	3.87022700919528e-05 	 -3.52742586066584e+00   4.85410275343682e+00 	-6.90658100203676e-04	 -2.32271113577136e-03	4.70430657981939e-06		1.00000293600457e+00
1.65000000000000e+00    	1.63527088786223e-05 	 -3.52748568162456e+00   4.85410289924554e+00 	-7.96500620375780e-04	 -1.64028925793871e-03	4.99233873011318e-06		1.00000166249212e+00
1.68000000000000e+00    	-8.88749480733596e-06 	 -3.52752283778937e+00   4.85410305155252e+00 	-8.82329430581964e-04	 -8.14109546341219e-04	5.13903523137862e-06		1.00000072065273e+00
1.71000000000000e+00    	-3.63259430795247e-05 	 -3.52753326866579e+00   4.85410320642338e+00 	-9.42067754377983e-04	 1.37772231829886e-04	5.17053697134372e-06		1.00000045324969e+00
1.74000000000000e+00    	-6.50945696863146e-05 	 -3.52751356606477e+00   4.85410336123789e+00 	-9.70138635088438e-04	 1.18996035272781e-03	5.14852923004139e-06		1.00000117859987e+00
1.77000000000000e+00    	-9.41697638502885e-05 	 -3.52746118966796e+00   4.85410351574664e+00 	-9.61807121238161e-04	 2.31008934611779e-03	5.16860755311315e-06		1.00000313080132e+00
1.80000000000000e+00    	-1.22402692991272e-04 	 -3.52737466621528e+00   4.85410367298624e+00 	-9.13513685740973e-04	 3.45954585623251e-03	5.35239922401344e-06		1.00000640147623e+00
1.83000000000000e+00    	-1.48559197716719e-04 	 -3.52725376172203e+00   4.85410383986375e+00 	-8.23174504105356e-04	 4.59454087376239e-03	5.83349682287828e-06		1.00001089366873e+00
1.86000000000000e+00    	-1.71367889511889e-04 	 -3.52709961642960e+00   4.85410402723961e+00 	-6.90424015666546e-04	 5.66751407677740e-03	6.73838459414621e-06		1.00001629859045e+00
1.89000000000000e+00    	-1.89574372717581e-04 	 -3.52691483301774e+00   4.85410424939088e+00 	-5.16777652956431e-04	 6.62883455119863e-03	8.16467534758135e-06		1.00002210404236e+00
1.92000000000000e+00    	-2.01998920265732e-04 	 -3.52670350995501e+00   4.85410452282115e+00 	-3.05697804713338e-04	 7.42874515604451e-03	1.01599188774040e-05		1.00002763952251e+00
1.95000000000000e+00    	-2.07594535091815e-04 	 -3.52647121370319e+00   4.85410486449073e+00 	-6.25536251713768e-05	 8.01948223679156e-03	1.27047833552412e-05		1.00003215756780e+00
1.98000000000000e+00    	-2.05502186330424e-04 	 -3.52622488575475e+00   4.85410528965566e+00 	2.05525551183050e-04	 8.35748920427468e-03	1.57043762185083e-05		1.00003494444603e+00
2.01000000000000e+00    	-1.95100152127425e-04 	 -3.52597268308116e+00   4.85410580960820e+00 	4.89893798011671e-04	 8.40563248878319e-03	1.89907629414140e-05		1.00003544687882e+00
