0.00000000000000e+00    	0.00000000000000e+00 	 -1.10218211920000e-15  	-6.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	6.71891410749761e-23 	 -1.11108705012165e-12   -6.00000000000000e+00 	2.46176096441912e-20	 -2.21747334929154e-10	4.24581715826502e-20		1.00000000000000e+00
6.00000000000000e-02    	1.34569068922039e-19 	 -7.03229354908782e-11   -6.00000000000000e+00 	2.45367472948456e-17	 -7.00083793723893e-09	2.05443579663691e-17		1.00000000000000e+00
9.00000000000000e-02    	1.12122319910933e-17 	 -7.87823702296655e-10   -6.00000000000000e+00 	1.35364915610659e-15	 -5.20005262859892e-08	7.17257543656517e-16		1.00000000000000e+00
1.20000000000000e-01    	2.51959794383879e-16 	 -4.32535941299150e-09   -6.00000000000000e+00 	2.25946319059273e-14	 -2.12459652099647e-07	8.29120615029117e-15		1.00000000000002e+00
1.50000000000000e-01    	2.74209210158386e-15 	 -1.60160577004770e-08   -6.00000000000000e+00 	1.94223860306295e-13	 -6.22946805341859e-07	5.07354755530549e-14		1.00000000000019e+00
1.80000000000000e-01    	1.87516228177419e-14 	 -4.61051740605657e-08   -6.00000000000000e+00 	1.08906970520689e-12	 -1.47523465160388e-06	1.99667567908149e-13		1.00000000000109e+00
2.10000000000000e-01    	9.25491014605755e-14 	 -1.11293065186296e-07   -5.99999999999999e+00 	4.51601227859658e-12	 -3.00437187313960e-06	5.44062646621031e-13		1.00000000000451e+00
2.40000000000000e-01    	3.57947737133249e-13 	 -2.35645873350309e-07   -5.99999999999996e+00 	1.49144426107523e-11	 -5.46051926551552e-06	9.82881218767757e-13		1.00000000001491e+00
2.70000000000000e-01    	1.14347660745837e-12 	 -4.50460518525693e-07   -5.99999999999994e+00 	4.11148846405507e-11	 -9.06773526527918e-06	6.36153374712054e-13		1.00000000004111e+00
3.00000000000000e-01    	3.12576238584976e-12 	 -7.92730588147680e-07   -5.99999999999996e+00 	9.75830512069416e-11	 -1.39725137242604e-05	-3.30393847407314e-12		1.00000000009762e+00
