0.00000000000000e+00    	0.00000000000000e+00 	 -1.00000000000000e+00  	1.22464679910000e-16    -1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
8.28000000000000e+00    	-8.23796684160819e+00 	 -9.94268227590343e-01   -2.28450639239978e-04 	-9.97856295515835e+00	 -4.57411343455247e-01	-2.51633662953148e-03		1.00389715668055e+01
8.31000000000000e+00    	-8.26778854594184e+00 	 -9.95569612682914e-01   -2.35262167941781e-04 	-9.93691832720098e+00	 -3.99903789901819e-01	-1.92344101509293e-03		9.99511243469857e+00
8.34000000000000e+00    	-8.29761938649456e+00 	 -9.96601895442268e-01   -2.39567622676272e-04 	-9.90363276484833e+00	 -2.76812751456793e-01	-9.19650345779603e-04		9.95783952903959e+00
8.37000000000000e+00    	-8.32746122056536e+00 	 -9.97186172344182e-01   -2.41008708638122e-04 	-9.88258803858928e+00	 -1.04121612305352e-01	-1.25455683884032e-04		9.93359892820100e+00
8.40000000000000e+00    	-8.35730816069407e+00 	 -9.97203735529035e-01   -2.41113851335419e-04 	-9.87607783569292e+00	 9.45476531994148e-02	-1.02509597232184e-04		9.92702637681087e+00
8.43000000000000e+00    	-8.38714944318282e+00 	 -9.96616978745855e-01   -2.42593147109571e-04 	-9.88495433805519e+00	 2.91272641477693e-01	-1.01985605499584e-03		9.93967620484772e+00
8.46000000000000e+00    	-8.41697552416700e+00 	 -9.95477087161887e-01   -2.47869878861527e-04 	-9.90867204950095e+00	 4.58016996569493e-01	-2.52823643835064e-03		9.96953197224861e+00
8.49000000000000e+00    	-8.44678384911832e+00 	 -9.93916352289081e-01   -2.57684564200109e-04 	-9.94509542980812e+00	 5.70874931228057e-01	-3.92723075139274e-03		1.00115351828896e+01
8.52000000000000e+00    	-8.47658083135738e+00 	 -9.92127174568590e-01   -2.70590705236483e-04 	-9.99023535928123e+00	 6.13575074120769e-01	-4.53467846152442e-03		1.00588914632142e+01
8.55000000000000e+00    	-8.50637890486671e+00 	 -9.90332849003149e-01   -2.83628556106896e-04 	-1.00382641654339e+01	 5.79708667530351e-01	-4.04977473779413e-03		1.01045943013522e+01
8.58000000000000e+00    	-8.53619038118908e+00 	 -9.88755835648667e-01   -2.93790045047589e-04 	-1.00820959016801e+01	 4.73491785573778e-01	-2.71207313253467e-03		1.01426258728705e+01
8.61000000000000e+00    	-8.56602143627915e+00 	 -9.87588056543017e-01   -2.99487612546017e-04 	-1.01145594335406e+01	 3.09114104511795e-01	-1.17728291307605e-03		1.01685724391494e+01
8.64000000000000e+00    	-8.59586924675409e+00 	 -9.86966274624510e-01   -3.01282250044862e-04 	-1.01298948712155e+01	 1.08840393171711e-01	-1.79964141077735e-04		1.01797159275420e+01
8.67000000000000e+00    	-8.62572358145512e+00 	 -9.86954621567071e-01   -3.01525456125534e-04 	-1.01251151526349e+01	 -9.99001718445874e-02	-1.57767575862977e-04		1.01748679069235e+01
8.70000000000000e+00    	-8.65557199039343e+00 	 -9.87535760283319e-01   -3.03108556614542e-04 	-1.01007723450587e+01	 -2.88110230091087e-01	-1.02853161502206e-03		1.01542410119744e+01
8.73000000000000e+00    	-8.68540604671144e+00 	 -9.88611583256393e-01   -3.07948457643622e-04 	-1.00608539538168e+01	 -4.29080251102787e-01	-2.23630369383832e-03		1.01195304803618e+01
8.76000000000000e+00    	-8.71522555380230e+00 	 -9.90013611530662e-01   -3.15980687209961e-04 	-1.00118370987998e+01	 -5.02031489647582e-01	-3.04956905222505e-03		1.00741712815186e+01
8.79000000000000e+00    	-8.74503847895986e+00 	 -9.91522531864613e-01   -3.25206896955233e-04 	-9.96122701698333e+00	 -4.95103969630248e-01	-2.96536692870445e-03		1.00235313347155e+01
8.82000000000000e+00    	-8.77485636503621e+00 	 -9.92895666574262e-01   -3.32834974861018e-04 	-9.91607719016733e+00	 -4.07316592086663e-01	-2.00833548123432e-03		9.97469286148488e+00
8.85000000000000e+00    	-8.80468736478845e+00 	 -9.93900274156377e-01   -3.36965222327016e-04 	-9.88195260412303e+00	 -2.49178239006888e-01	-7.51178833263612e-04		9.93554616662809e+00
8.88000000000000e+00    	-8.83453070785746e+00 	 -9.94348929169565e-01   -3.37899181612567e-04 	-9.86255288407710e+00	 -4.16803600149764e-02	-1.90012519518326e-05		9.91320768691898e+00
8.91000000000000e+00    	-8.86437614162812e+00 	 -9.94131017355664e-01   -3.38243549235466e-04 	-9.85985663696228e+00	 1.86435605130623e-01	-4.20057179356097e-04		9.91219104500904e+00
8.94000000000000e+00    	-8.89420924265416e+00 	 -9.93233098497456e-01   -3.41618999535500e-04 	-9.87438022852510e+00	 4.02877903188310e-01	-1.96850646137908e-03		9.93306092689371e+00
8.97000000000000e+00    	-8.92401976236994e+00 	 -9.91742459011651e-01   -3.50650129201540e-04 	-9.90516361806874e+00	 5.76748034715858e-01	-4.03300541551550e-03		9.97220742169927e+00
9.00000000000000e+00    	-8.95380800104655e+00 	 -9.89832787419391e-01   -3.65412361352489e-04 	-9.94941912262300e+00	 6.83228526219043e-01	-5.65484118380788e-03		1.00228625688415e+01
9.03000000000000e+00    	-8.98358537983921e+00 	 -9.87736090707698e-01   -3.83249105349482e-04 	-1.00021665133931e+01	 7.07136147314616e-01	-6.05463753425750e-03		1.00768751679833e+01
9.06000000000000e+00    	-9.01336899080664e+00 	 -9.85707713859898e-01   -4.00043059961528e-04 	-1.00563298110379e+01	 6.44874974129140e-01	-5.04176500481856e-03		1.01264830232426e+01
9.09000000000000e+00    	-9.04317329176624e+00 	 -9.83990876785580e-01   -4.12217777318556e-04 	-1.01035912895427e+01	 5.04728824003525e-01	-3.10986751125630e-03		1.01654964366320e+01
9.12000000000000e+00    	-9.07300332071650e+00 	 -9.82785128418428e-01   -4.18418618184004e-04 	-1.01359280365576e+01	 3.05644399751475e-01	-1.17978163294776e-03		1.01897231097444e+01
9.15000000000000e+00    	-9.10285267700078e+00 	 -9.82221403482036e-01   -4.20052751385838e-04 	-1.01474109303076e+01	 7.47219380199936e-02	-1.30205765337273e-04		1.01968393129196e+01
9.18000000000000e+00    	-9.13270704618587e+00 	 -9.82345528469924e-01   -4.20459428546485e-04 	-1.01356784009033e+01	 -1.56311099236090e-01	-3.55557463125771e-04		1.01860890400931e+01
9.21000000000000e+00    	-9.16255144965205e+00 	 -9.83111566139143e-01   -4.23143849482670e-04 	-1.01025685693050e+01	 -3.55255195395780e-01	-1.57367592494146e-03		1.01581543809799e+01
9.24000000000000e+00    	-9.19237769492969e+00 	 -9.84385755980360e-01   -4.29958541575767e-04 	-1.00536757360484e+01	 -4.93723517193978e-01	-2.98397489134894e-03		1.01153431786146e+01
9.27000000000000e+00    	-9.22218833616095e+00 	 -9.85960980498616e-01   -4.40159901173201e-04 	-9.99698189912836e+00	 -5.51030116549215e-01	-3.70369842918164e-03		1.00619727190162e+01
9.30000000000000e+00    	-9.25199495022762e+00 	 -9.87580974072352e-01   -4.50870713019834e-04 	-9.94104605209455e+00	 -5.17221983764840e-01	-3.26504691161338e-03		1.00045952367343e+01
9.33000000000000e+00    	-9.28181123009353e+00 	 -9.88972898476960e-01   -4.58790179064522e-04 	-9.89337454128616e+00	 -3.94878135228512e-01	-1.90873117007280e-03		9.95162259127150e+00
9.36000000000000e+00    	-9.31164428127033e+00 	 -9.89885816499430e-01   -4.62296772172536e-04 	-9.85947256584341e+00	 -1.99331962441722e-01	-4.92765637415856e-04		9.91205996504701e+00
9.39000000000000e+00    	-9.34148911043838e+00 	 -9.90130339217221e-01   -4.62743084067880e-04 	-9.84271445417051e+00	 4.29835507072182e-02	-3.03143833885045e-05		9.89347640684949e+00
9.42000000000000e+00    	-9.37133016039431e+00 	 -9.89611879984262e-01   -4.64051759857260e-04 	-9.84472259410731e+00	 2.98139081816720e-01	-1.09380626089360e-03		9.89987126499358e+00
9.45000000000000e+00    	-9.40114971479083e+00 	 -9.88348881576772e-01   -4.70680154035478e-04 	-9.86568536567559e+00	 5.29829584247863e-01	-3.43581418793681e-03		9.93038161037475e+00
9.48000000000000e+00    	-9.43093837972817e+00 	 -9.86470426820947e-01   -4.85087540371010e-04 	-9.90419893182079e+00	 7.05021033368914e-01	-6.07142142773059e-03		9.97949136984099e+00
9.51000000000000e+00    	-9.46070122510916e+00 	 -9.84194056140350e-01   -5.06215788932844e-04 	-9.95670959308473e+00	 7.98922317478131e-01	-7.78604792414342e-03		1.00386454969250e+01
9.54000000000000e+00    	-9.49045596321084e+00 	 -9.81790413504335e-01   -5.29864179018369e-04 	-1.00170785699912e+01	 7.98393812447311e-01	-7.77383344866420e-03		1.00984828657387e+01
9.57000000000000e+00    	-9.52022446695965e+00 	 -9.79543158504693e-01   -5.50697764243614e-04 	-1.00768493063437e+01	 7.03468772507936e-01	-6.05115675984518e-03		1.01507535125798e+01
9.60000000000000e+00    	-9.55002244330200e+00 	 -9.77710756641044e-01   -5.64768906219110e-04 	-1.01264651485045e+01	 5.27081711353424e-01	-3.43760178392492e-03		1.01893632456314e+01
9.63000000000000e+00    	-9.57985248790741e+00 	 -9.76494024064352e-01   -5.71271758629327e-04 	-1.01572106680228e+01	 2.93238095384120e-01	-1.13294982189781e-03		1.02105297814930e+01
9.66000000000000e+00    	-9.60970362458402e+00 	 -9.76011641987687e-01   -5.72717286904177e-04 	-1.01632849932188e+01	 3.38730192115083e-02	-1.14584517429324e-04		1.02124193631062e+01
9.69000000000000e+00    	-9.63955724037216e+00 	 -9.76285312405025e-01   -5.73503224871206e-04 	-1.01433004366957e+01	 -2.15287222690928e-01	-6.57625914251045e-04		1.01947482935969e+01
9.72000000000000e+00    	-9.66939644261670e+00 	 -9.77235872261081e-01   -5.77609833058930e-04 	-1.01006683652748e+01	 -4.19402241057053e-01	-2.21677748560203e-03		1.01587107734775e+01
9.75000000000000e+00    	-9.69921432811645e+00 	 -9.78690944644640e-01   -5.86568972033805e-04 	-1.00427237916394e+01	 -5.49159253659214e-01	-3.73342546359672e-03		1.01073186839788e+01
9.78000000000000e+00    	-9.72901704496674e+00 	 -9.80403798527926e-01   -5.98747513387144e-04 	-9.97889945647296e+00	 -5.84814026806985e-01	-4.22133158249853e-03		1.00459175602822e+01
9.81000000000000e+00    	-9.75881979473900e+00 	 -9.82082457850313e-01   -6.10380781703950e-04 	-9.91860291549411e+00	 -5.19171245067233e-01	-3.33540321975873e-03		9.98239619038773e+00
9.84000000000000e+00    	-9.78863735843392e+00 	 -9.83427560637648e-01   -6.17915988241869e-04 	-9.86953127459078e+00	 -3.59126298668024e-01	-1.61321249757178e-03		9.92656143289181e+00
9.87000000000000e+00    	-9.81847401043036e+00 	 -9.84176017799529e-01   -6.20446721414214e-04 	-9.83692044927215e+00	 -1.25388571687471e-01	-2.21960538083415e-04		9.88841373873914e+00
9.90000000000000e+00    	-9.84831894220382e+00 	 -9.84144428644943e-01   -6.20774637051005e-04 	-9.82372996687170e+00	 1.49947783968695e-01	-3.05366628534035e-04		9.87563440459290e+00
9.93000000000000e+00    	-9.87815089190047e+00 	 -9.83262765424459e-01   -6.24255836237883e-04 	-9.83123853325282e+00	 4.27980722900297e-01	-2.28379077051097e-03		9.89122964108051e+00
9.96000000000000e+00    	-9.90795002731337e+00 	 -9.81588500313598e-01   -6.35920498545734e-04 	-9.85932974472360e+00	 6.69047206119698e-01	-5.53580545675683e-03		9.93247390252550e+00
9.99000000000000e+00    	-9.93770997679418e+00 	 -9.79296497622677e-01   -6.57543312524922e-04 	-9.90609820246690e+00	 8.38942914282672e-01	-8.67771884979990e-03		9.99173068658015e+00
1.00200000000000e+01    	-9.96744256687901e+00 	 -9.76648235023744e-01   -6.86430017917475e-04 	-9.96707032894753e+00	 9.13961512006542e-01	-1.02829939873915e-02		1.00587236927744e+01
1.00500000000000e+01    	-9.99717265281454e+00 	 -9.73949636935179e-01   -7.16587626146724e-04 	-1.00347732326595e+01	 8.83953028061123e-01	-9.62197407889024e-03		1.01231486884814e+01
1.00800000000000e+01    	-1.00269263957828e+01 	 -9.71507006985775e-01   -7.41542914484791e-04 	-1.00992831363159e+01	 7.53282294785665e-01	-7.02124876466622e-03		1.01765909508561e+01
1.01100000000000e+01    	-1.00567194133903e+01 	 -9.69587251269542e-01   -7.57284600992921e-04 	-1.01498853238035e+01	 5.39933890265318e-01	-3.67899692106380e-03		1.02133106399070e+01
1.01400000000000e+01    	-1.00865504884258e+01 	 -9.68385464183200e-01   -7.63899465473190e-04 	-1.01774264295394e+01	 2.73048925342128e-01	-1.05604274188244e-03		1.02300814053234e+01
1.01700000000000e+01    	-1.01164033638645e+01 	 -9.68001645267053e-01   -7.65200908978849e-04 	-1.01765934351992e+01	 -1.08457713944802e-02	-1.56718696280911e-04		1.02256135072991e+01
1.02000000000000e+01    	-1.01462553754559e+01 	 -9.68428130847363e-01   -7.66609897820510e-04 	-1.01473216633647e+01	 -2.72558409660138e-01	-1.05413840340574e-03		1.02001189276240e+01
1.02300000000000e+01    	-1.01760886991540e+01 	 -9.69548989905433e-01   -7.72353186741049e-04 	-1.00948183147194e+01	 -4.75364761213513e-01	-2.89369348476529e-03		1.01553600052809e+01
1.02600000000000e+01    	-1.02058988283634e+01 	 -9.71151736804559e-01   -7.83368731949499e-04 	-1.00281853705991e+01	 -5.89910011747944e-01	-4.37777606909479e-03		1.00951728471572e+01
1.02900000000000e+01    	-1.02356960048841e+01 	 -9.72950780029808e-01   -7.97002276790201e-04 	-9.95814105555649e+00	 -5.98296526602647e-01	-4.49573416688220e-03		1.00260935676728e+01
1.03200000000000e+01    	-1.02654984416623e+01 	 -9.74621551515893e-01   -8.08743106684366e-04 	-9.89466270012921e+00	 -4.96913148884298e-01	-3.12533300331661e-03		9.95747369539929e+00
1.03500000000000e+01    	-1.02953203217968e+01 	 -9.75843712372052e-01   -8.15196205293295e-04 	-9.84536531972087e+00	 -2.97620073774993e-01	-1.16546474769412e-03		9.90049480305830e+00
1.03800000000000e+01    	-1.03251610541362e+01 	 -9.76349775699202e-01   -8.16675972510415e-04 	-9.81505415518784e+00	 -2.68555862765453e-02	-7.51560609830802e-05		9.86590134237277e+00
1.04100000000000e+01    	-1.03550027871717e+01 	 -9.75971352593011e-01   -8.17756433026169e-04 	-9.80625493958004e+00	 2.77691485632009e-01	-1.02513210353758e-03		9.86102172962448e+00
1.04400000000000e+01    	-1.03848190199268e+01 	 -9.74671426151712e-01   -8.25147294619839e-04 	-9.81995738088305e+00	 5.72696102124495e-01	-4.14395278476003e-03		9.88734347335485e+00
1.04700000000000e+01    	-1.04145898644843e+01 	 -9.72552193864165e-01   -8.43974104107208e-04 	-9.85574916331830e+00	 8.16096110167153e-01	-8.33881281870309e-03		9.93991317703926e+00
1.05000000000000e+01    	-1.04443145128454e+01 	 -9.69835804926884e-01   -8.74700358644159e-04 	-9.91111454706695e+00	 9.73672174768820e-01	-1.18264930633503e-02		1.00089144733552e+01
1.05300000000000e+01    	-1.04740132296108e+01 	 -9.66824978372088e-01   -9.12540813555605e-04 	-9.98047039885405e+00	 1.02390003147975e+00	-1.30585172548091e-02		1.00825756224161e+01
1.05600000000000e+01    	-1.05037181484126e+01 	 -9.63855158406262e-01   -9.49615049224635e-04 	-1.00548553142588e+01	 9.60470535337051e-01	-1.15061351351169e-02		1.01500123857597e+01
1.05900000000000e+01    	-1.05334585511140e+01 	 -9.61247936365544e-01   -9.78550206681738e-04 	-1.01228734704273e+01	 7.92596983151779e-01	-7.89886767030674e-03		1.02029819008020e+01
1.06200000000000e+01    	-1.05632483320617e+01 	 -9.59270937743312e-01   -9.95661595377234e-04 	-1.01728436274383e+01	 5.43475673925577e-01	-3.83301125137025e-03		1.02363141788652e+01
1.06500000000000e+01    	-1.05930812600074e+01 	 -9.58106340645283e-01   -1.00224824100957e-03 	-1.01955214683028e+01	 2.47197400546688e-01	-9.76509927699014e-04		1.02474272634175e+01
1.06800000000000e+01    	-1.06229355757608e+01 	 -9.57829477722715e-01   -1.00351973214326e-03 	-1.01864751744590e+01	 -5.56251664773200e-02	-2.69326030137832e-04		1.02355933248421e+01
1.07100000000000e+01    	-1.06527853239904e+01 	 -9.58399101010147e-01   -1.00576416521625e-03 	-1.01472702581585e+01	 -3.23100496903241e-01	-1.50694917496452e-03		1.02015435054752e+01
1.07400000000000e+01    	-1.06826129850162e+01 	 -9.59660459914817e-01   -1.01316131163165e-03 	-1.00850281346599e+01	 -5.17548981803910e-01	-3.50966687390407e-03		1.01476924344015e+01
1.07700000000000e+01    	-1.07124173810621e+01 	 -9.61361277998514e-01   -1.02581861223156e-03 	-1.00105160401976e+01	 -6.10547571685803e-01	-4.79815656201397e-03		1.00788502692842e+01
1.08000000000000e+01    	-1.07422127745337e+01 	 -9.63179847647875e-01   -1.04006402560058e-03 	-9.93546848191500e+00	 -5.86952014275313e-01	-4.44208523278935e-03		1.00029028963751e+01
1.08300000000000e+01    	-1.07720190480804e+01 	 -9.64764186906216e-01   -1.05095964096517e-03 	-9.87011160112797e+00	 -4.47475641794264e-01	-2.63913105800656e-03		9.93072728624308e+00
1.08600000000000e+01    	-1.08018476066574e+01 	 -9.65780487480212e-01   -1.05580582171920e-03 	-9.82173587766160e+00	 -2.09413408490401e-01	-6.78663851328021e-04		9.87473291217465e+00
1.08900000000000e+01    	-1.08316910662146e+01 	 -9.65966119960359e-01   -1.05663332253306e-03 	-9.79463179270530e+00	 9.49900944426016e-02	-2.41115717333806e-04		9.84600604970627e+00
1.09200000000000e+01    	-1.08615240937330e+01 	 -9.65177211961374e-01   -1.05993877262899e-03 	-9.79094186143994e+00	 4.22869903941130e-01	-2.37899001492466e-03		9.85095767676167e+00
1.09500000000000e+01    	-1.08913165052990e+01 	 -9.63417212139850e-01   -1.07344954951702e-03 	-9.81143323923460e+00	 7.27387202745609e-01	-6.78638601831537e-03		9.88905255349120e+00
1.09800000000000e+01    	-1.09210511545648e+01 	 -9.60836345063472e-01   -1.10171764422189e-03 	-9.85535679306417e+00	 9.65307353237077e-01	-1.18415140751411e-02		9.95288983292115e+00
1.10100000000000e+01    	-1.09507352886342e+01 	 -9.57702458056258e-01   -1.14324949321779e-03 	-9.91941580570472e+00	 1.10365644731522e+00	-1.54185133317420e-02		1.00306084167770e+01
1.10400000000000e+01    	-1.09803985640744e+01 	 -9.54353911155301e-01   -1.19085744709739e-03 	-9.99671538405470e+00	 1.12412892556456e+00	-1.59779193003315e-02		1.01093144972838e+01
1.10700000000000e+01    	-1.10100796208434e+01 	 -9.51147756127194e-01   -1.23488211124885e-03 	-1.00767141346564e+01	 1.02492760006402e+00	-1.33207580290385e-02		1.01779576428452e+01
1.11000000000000e+01    	-1.10398091010219e+01 	 -9.48412260184145e-01   -1.26743918224369e-03 	-1.01466561505353e+01	 8.20383935561210e-01	-8.64279848653329e-03		1.02287699913963e+01
1.11300000000000e+01    	-1.10695974931922e+01 	 -9.46407607988743e-01   -1.28559212649151e-03 	-1.01942055353274e+01	 5.38788636623281e-01	-3.91455614396475e-03		1.02572966718919e+01
1.11600000000000e+01    	-1.10994327737618e+01 	 -9.45296142064744e-01   -1.29208864744630e-03 	-1.02104458608095e+01	 2.18710297741019e-01	-9.23484918835112e-04		1.02616294867669e+01
1.11900000000000e+01    	-1.11292880740986e+01 	 -9.45123456685962e-01   -1.29348891347833e-03 	-1.01922113159082e+01	 -9.59232912490608e-02	-4.46950040254773e-04		1.02416001184237e+01
1.12200000000000e+01    	-1.11591353695980e+01 	 -9.45811956693608e-01   -1.29667889632396e-03 	-1.01429164492130e+01	 -3.61497082755857e-01	-1.95021441552276e-03		1.01985017546644e+01
1.12500000000000e+01    	-1.11889587299523e+01 	 -9.47167870273912e-01   -1.30547927403338e-03 	-1.00715799402817e+01	 -5.40432601223042e-01	-3.95359926844375e-03		1.01355219658830e+01
1.12800000000000e+01    	-1.12187608092129e+01 	 -9.48901526849633e-01   -1.31902868814207e-03 	-9.99040156745735e+00	 -6.06245297761047e-01	-4.89062768013613e-03		1.00586122680194e+01
1.13100000000000e+01    	-1.12485590788064e+01 	 -9.50660019987636e-01   -1.33281942445389e-03 	-9.91178505509189e+00	 -5.47389323246873e-01	-4.02837281797611e-03		9.97713056331004e+00
1.13400000000000e+01    	-1.12783730699820e+01 	 -9.52071267095420e-01   -1.34197789345225e-03 	-9.84588580716893e+00	 -3.69487189060776e-01	-1.95788956096635e-03		9.90343334122172e+00
1.13700000000000e+01    	-1.13082090485395e+01 	 -9.52797330982348e-01   -1.34509857400600e-03 	-9.79949746729570e+00	 -9.54836179816930e-02	-3.35301289466827e-04		9.85085112288602e+00
1.14000000000000e+01    	-1.13380514943171e+01 	 -9.52590713073856e-01   -1.34630546227783e-03 	-9.77640157278276e+00	 2.36842331800483e-01	-9.35820591054254e-04		9.83026565654266e+00
1.14300000000000e+01    	-1.13678683184889e+01 	 -9.51341155171556e-01   -1.35390237746910e-03 	-9.77845315160319e+00	 5.80263074388994e-01	-4.52357827329397e-03		9.84656649479189e+00
1.14600000000000e+01    	-1.13976282999465e+01 	 -9.49097960622293e-01   -1.37602891925982e-03 	-9.80623082586567e+00	 8.85675997609463e-01	-1.02413724207288e-02		9.89680200209182e+00
1.14900000000000e+01    	-1.14273201614340e+01 	 -9.46059466011569e-01   -1.41588245147764e-03 	-9.85852968913883e+00	 1.11008530636013e+00	-1.59431897567560e-02		9.97111584549733e+00
1.15200000000000e+01    	-1.14569611033257e+01 	 -9.42534263606902e-01   -1.46946645753788e-03 	-9.93105075603365e+00	 1.22301427691795e+00	-1.92776684836740e-02		1.00559387761145e+01
1.15500000000000e+01    	-1.14865900497718e+01 	 -9.38888086852754e-01   -1.52710972885601e-03 	-1.00154153816143e+01	 1.21024878700005e+00	-1.88699721925186e-02		1.01377316727442e+01
1.15800000000000e+01    	-1.15162504479581e+01 	 -9.35490040062731e-01   -1.57770325016701e-03 	-1.00995195896547e+01	 1.07492201016833e+00	-1.49610111057394e-02		1.02056835685620e+01
1.16100000000000e+01    	-1.15459721785001e+01 	 -9.32665767713541e-01   -1.61334625344439e-03 	-1.01694994052330e+01	 8.36461910308396e-01	-9.23006037233955e-03		1.02527299717902e+01
1.16400000000000e+01    	-1.15757608966429e+01 	 -9.30659957492791e-01   -1.63223601960684e-03 	-1.02127861188564e+01	 5.27834550569082e-01	-3.95123748362017e-03		1.02751946567721e+01
1.16700000000000e+01    	-1.16055986402578e+01 	 -9.29608978510308e-01   -1.63866920508856e-03 	-1.02212429734070e+01	 1.91326317805022e-01	-9.20119735985065e-04		1.02718262508634e+01
1.17000000000000e+01    	-1.16354544599657e+01 	 -9.29524986138800e-01   -1.64035938724390e-03 	-1.01932958353957e+01	 -1.26833777131791e-01	-6.63267603162779e-04		1.02430155342477e+01
1.17300000000000e+01    	-1.16652997818365e+01 	 -9.30293105901045e-01   -1.64444154423275e-03 	-1.01342980419363e+01	 -3.82448606760686e-01	-2.30075331583163e-03		1.01906952183388e+01
1.17600000000000e+01    	-1.16951213394901e+01 	 -9.31682458943571e-01   -1.65410776513208e-03 	-1.00549994509591e+01	 -5.39163837420256e-01	-4.12314585848457e-03		1.01189786343633e+01
1.17900000000000e+01    	-1.17249254774040e+01 	 -9.33370614276309e-01   -1.66754366908345e-03 	-9.96868730543706e+00	 -5.73404876512116e-01	-4.59909376303998e-03		1.00351153903507e+01
1.18200000000000e+01    	-1.17547312975549e+01 	 -9.34980612867149e-01   -1.67978178674008e-03 	-9.88805237335163e+00	 -4.77937202056753e-01	-3.30248013211666e-03		9.94997560869522e+00
1.18500000000000e+01    	-1.17845555244265e+01 	 -9.36129619763018e-01   -1.68662854483991e-03 	-9.82290828741251e+00	 -2.63647622768710e-01	-1.24612187871881e-03		9.87719792475218e+00
1.18800000000000e+01    	-1.18143972212558e+01 	 -9.36486345997250e-01   -1.68852596514989e-03 	-9.77947583874150e+00	 4.09839428683157e-02	-3.65712847952717e-04		9.83055580818540e+00
1.19100000000000e+01    	-1.18442324614503e+01 	 -9.35828900123447e-01   -1.69183206022201e-03 	-9.76111022574764e+00	 3.93319454766007e-01	-2.35852358093306e-03		9.82008037621516e+00
1.19400000000000e+01    	-1.18740244615709e+01 	 -9.34088203216687e-01   -1.70622222519863e-03 	-9.76947380814722e+00	 7.42976140254039e-01	-7.53412107969266e-03		9.84858816257649e+00
1.19700000000000e+01    	-1.19037443809742e+01 	 -9.31361713915178e-01   -1.73942710926784e-03 	-9.80491396390765e+00	 1.04010300621420e+00	-1.44237899473054e-02		9.91051765292225e+00
1.20000000000000e+01    	-1.19333896505865e+01 	 -9.27892271853630e-01   -1.79252689276340e-03 	-9.86556716609825e+00	 1.24341352943532e+00	-2.04371443596165e-02		9.99379359356837e+00
1.20300000000000e+01    	-1.19629882082813e+01 	 -9.24021073062257e-01   -1.85869981138931e-03 	-9.94589822758451e+00	 1.32604581012565e+00	-2.31631749815489e-02		1.00836414839430e+01
1.20600000000000e+01    	-1.19925868863591e+01 	 -9.20130882822724e-01   -1.92599238128565e-03 	-1.00359574809876e+01	 1.27849629118669e+00	-2.15467176655073e-02		1.01663887190984e+01
1.20900000000000e+01    	-1.20222315027688e+01 	 -9.16592362054553e-01   -1.98236986207188e-03 	-1.01222419115171e+01	 1.10894442771546e+00	-1.63370087891326e-02		1.02318036512089e+01
1.21200000000000e+01    	-1.20519490368543e+01 	 -9.13719195482414e-01   -2.02044638086238e-03 	-1.01901729463127e+01	 8.41580742441333e-01	-9.65828682550086e-03		1.02736544668544e+01
1.21500000000000e+01    	-1.20817394264668e+01 	 -9.11733188977772e-01   -2.03983352678472e-03 	-1.02274473133460e+01	 5.13326941185819e-01	-3.97675778522575e-03		1.02890329434023e+01
1.21800000000000e+01    	-1.21115793584327e+01 	 -9.10739872758115e-01   -2.04630807826657e-03 	-1.02271397661674e+01	 1.69163332928272e-01	-9.77456706533053e-04		1.02773053367773e+01
1.22100000000000e+01    	-1.21414353545479e+01 	 -9.10716027621211e-01   -2.04840552122152e-03 	-1.01894851397226e+01	 -1.43587967235058e-01	-8.75695241669682e-04		1.02394445984049e+01
1.22400000000000e+01    	-1.21712798561006e+01 	 -9.11510662800899e-01   -2.05313731373326e-03 	-1.01217115447796e+01	 -3.81386330924788e-01	-2.47822743568349e-03		1.01781386447008e+01
1.22700000000000e+01    	-1.22011028710360e+01 	 -9.12859949561948e-01   -2.06290334298894e-03 	-1.00359947380163e+01	 -5.10215120423161e-01	-3.95618373215691e-03		1.00985902730029e+01
1.23000000000000e+01    	-1.22309135490552e+01 	 -9.14415573768674e-01   -2.07513854873419e-03 	-9.94629167470505e+00	 -5.10270876524164e-01	-3.94530637878946e-03		1.00094510344563e+01
1.23300000000000e+01    	-1.22607304437791e+01 	 -9.15785771712050e-01   -2.08495751830815e-03 	-9.86521439682758e+00	 -3.79138292559285e-01	-2.40457662495184e-03		9.92301399385528e+00
1.23600000000000e+01    	-1.22905650225438e+01 	 -9.16587979066344e-01   -2.08949188248836e-03 	-9.80205008315661e+00	 -1.33022294013849e-01	-7.35163222832023e-04		9.85382571917528e+00
1.23900000000000e+01    	-1.23204079288453e+01 	 -9.16509029317329e-01   -2.09141009077645e-03 	-9.76246775663798e+00	 1.94564579509590e-01	-1.00391332666943e-03		9.81547925894798e+00
1.24200000000000e+01    	-1.23502279644574e+01 	 -9.15362195811285e-01   -2.09911678559736e-03 	-9.74951486208726e+00	 5.57217489935617e-01	-4.63645798351337e-03		9.81649391961779e+00
1.24500000000000e+01    	-1.23799868776112e+01 	 -9.13124434056682e-01   -2.12291852315438e-03 	-9.76469978371077e+00	 9.02936661657270e-01	-1.13614286843465e-02		9.85721997132192e+00
1.24800000000000e+01    	-1.24096617738028e+01 	 -9.09939861637054e-01   -2.16922489986127e-03 	-9.80799407748740e+00	 1.18277189779240e+00	-1.91185484775786e-02		9.92955501042877e+00
